id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/9/value,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2445616811,9,1,1,0,20,2cjpmotqo8phcqfpgo9xf4gel,1,24.7,78.4,2022-08-13T19:00:35.932Z,2022-08-14T03:57:58Z,3703719995,141,96.0,3703719993,140,31.0,3703719991,56,Back,3703719999,213,1.1,3703719997,212,13.7,3704703895,178,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616845,10,1,1,0,21,2cjpmotqo8phcqfpgo9xf4gel,0,32.1,98.2,2022-08-13T19:00:37.203Z,2022-08-14T03:57:58Z,3704704123,178,,3703720139,213,4.6,3703720131,56,Back,3703720137,212,5.5,3703720133,140,31.4,3703720135,141,90.2,,,,,,,b92hwrzx6l5wdf3z9g7dxo4bt,T. Sainte-Luce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616847,3,8,1,0,22,2b3mar72yy8d6uvat1ka6tn3r,1,64,11.7,2022-08-13T19:00:38.105Z,2022-08-14T03:57:58Z,3704704727,389,,3704393439,385,,3703720149,56,Right,,,,,,,,,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616851,11,61,1,0,22,2cjpmotqo8phcqfpgo9xf4gel,1,35.6,86.7,2022-08-13T19:00:38.180Z,2022-08-14T03:57:57Z,3703720157,56,Back,3704705067,178,,,,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616863,4,49,1,0,23,2b3mar72yy8d6uvat1ka6tn3r,1,62,3.6,2022-08-13T19:00:39.037Z,2022-08-14T03:57:57Z,,,,,,,,,,,,,,,,,,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616881,5,1,1,0,24,2b3mar72yy8d6uvat1ka6tn3r,1,60.3,6.5,2022-08-13T19:00:39.879Z,2022-08-14T03:57:56Z,3703720345,213,2.4,3703720343,212,2.1,3704706079,178,,3703720335,140,58.8,3703720337,141,8.6,3703720329,56,Right,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616911,6,1,1,0,24,2b3mar72yy8d6uvat1ka6tn3r,1,55.5,8.7,2022-08-13T19:00:40.630Z,2022-08-14T03:57:56Z,3703720503,212,7.7,3703720505,213,6.2,3703720501,141,7.6,3703720495,155,,3703720499,140,62.8,3704706697,178,,3703720497,56,Right,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616915,7,4,1,0,27,2b3mar72yy8d6uvat1ka6tn3r,1,65.5,8.9,2022-08-13T19:00:43.478Z,2022-08-14T03:57:55Z,3703720669,233,12,3703720525,265,,3703720523,152,,3703720527,286,,3703720521,56,Right,3703720519,13,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445616935,12,4,1,0,27,2cjpmotqo8phcqfpgo9xf4gel,0,34.5,91.1,2022-08-13T19:00:43.479Z,2022-08-14T03:57:55Z,3703720631,285,,3704707403,178,,3703720627,152,,3703720685,233,7,3703720629,265,,3703720623,13,,3703720625,56,Back,,,,b92hwrzx6l5wdf3z9g7dxo4bt,T. Sainte-Luce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617125,8,1,1,0,41,2b3mar72yy8d6uvat1ka6tn3r,1,68.9,7,2022-08-13T19:00:56.691Z,2022-08-14T03:57:55Z,3703721497,141,14.1,3703721491,152,,3703721499,212,9.4,3704707833,178,,3703721493,56,Right,3703721495,140,61.2,3703721501,213,2.6,3703721489,5,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617171,9,1,1,0,43,2b3mar72yy8d6uvat1ka6tn3r,1,59.2,14.3,2022-08-13T19:00:59.047Z,2022-08-14T03:57:54Z,3703721669,212,24.7,3703721667,141,49.4,3704708101,178,,3703721671,213,1.3,3703721665,140,65.2,3703721663,56,Center,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617191,10,1,1,0,47,2b3mar72yy8d6uvat1ka6tn3r,1,64.3,56.6,2022-08-13T19:01:02.660Z,2022-08-14T03:57:52Z,3703721771,212,9.5,3703721765,56,Center,3703721773,213,1.4,3703721767,140,66.2,3703721769,141,70.2,3704708279,178,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617285,11,1,1,0,48,2b3mar72yy8d6uvat1ka6tn3r,1,65.2,71.6,2022-08-13T19:01:04.009Z,2022-08-14T03:57:52Z,3703722375,56,Left,3703722381,212,11.6,3703722383,213,1.5,3703722377,140,66.4,3703722379,141,88.6,3704708575,178,,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617309,12,1,1,0,51,2b3mar72yy8d6uvat1ka6tn3r,1,72.7,93,2022-08-13T19:01:07.170Z,2022-08-14T03:57:51Z,3703722481,213,6.1,3703722467,140,80.7,3703722457,56,Left,3703722471,141,90.9,3703722477,212,8.5,3704709183,178,,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617317,13,1,1,0,54,2b3mar72yy8d6uvat1ka6tn3r,1,88.8,99,2022-08-13T19:01:10.489Z,2022-08-14T03:57:50Z,3704709653,178,,3703722549,56,Left,3703722553,141,89.0,3703722555,212,18.1,3703722557,213,3.5,3703722551,140,72.8,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617333,14,1,1,0,57,2b3mar72yy8d6uvat1ka6tn3r,1,75.8,94.2,2022-08-13T19:01:13.611Z,2022-08-14T03:57:48Z,3703722653,213,4.4,3703722651,212,7.6,3703722645,140,73.5,3704710163,178,,3703722649,141,83.6,3703722641,56,Left,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617345,15,1,1,0,58,2b3mar72yy8d6uvat1ka6tn3r,1,78.1,88.7,2022-08-13T19:01:13.969Z,2022-08-14T03:57:48Z,3703722723,141,94.1,3703722725,212,4.0,3704710397,178,,3703722721,140,79.7,3703722719,56,Left,3703722727,213,1.1,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617391,16,1,1,0,59,2b3mar72yy8d6uvat1ka6tn3r,1,80.7,98.9,2022-08-13T19:01:15.249Z,2022-08-14T03:57:47Z,3703722989,56,Left,3704710891,178,,3703722993,141,91.5,3703722995,212,13.4,3703722991,140,68.9,3703722997,213,3.5,,,,,,,d3dv3vc71981v5oems59892sq,Nuno Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617405,17,1,1,1,1,2b3mar72yy8d6uvat1ka6tn3r,1,70.2,93.7,2022-08-13T19:01:17.398Z,2022-08-14T03:57:47Z,3703723095,213,4.5,3703723093,212,21.6,3703723091,141,62.3,3703723089,140,66.8,3703723087,56,Center,3704711225,178,,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617453,18,1,1,1,4,2b3mar72yy8d6uvat1ka6tn3r,1,63.9,60.2,2022-08-13T19:01:19.999Z,2022-08-14T03:57:46Z,3703723355,213,4.8,3703723353,212,18.7,3703723351,141,32.7,3704711529,178,,3703723345,56,Center,3703723349,140,64.9,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617477,19,1,1,1,6,2b3mar72yy8d6uvat1ka6tn3r,1,60.5,36.8,2022-08-13T19:01:22.416Z,2022-08-14T03:57:45Z,3703723507,212,16.6,3703723501,56,Center,3703723509,213,1.7,3704711981,178,,3703723503,140,58.2,3703723505,141,60.9,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617521,20,1,1,1,11,2b3mar72yy8d6uvat1ka6tn3r,1,55.7,65.2,2022-08-13T19:01:26.886Z,2022-08-14T03:57:44Z,3703723747,56,Center,3703723749,140,67.8,3703723751,141,58.5,3704712217,178,,3703723755,213,5.9,3703723753,212,13.5,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617535,21,1,1,1,12,2b3mar72yy8d6uvat1ka6tn3r,1,62.8,62,2022-08-13T19:01:28.248Z,2022-08-14T03:57:43Z,3703723843,213,2.3,3703723835,56,Center,3704712481,178,,3703723841,212,3.4,3703723837,140,60.6,3703723839,141,65.7,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617589,22,1,1,1,14,2b3mar72yy8d6uvat1ka6tn3r,1,56.4,67,2022-08-13T19:01:30.120Z,2022-08-14T03:57:42Z,3703724125,212,10.6,3703724123,141,65.2,3703724127,213,6.2,3703724121,140,66.4,3703724119,56,Center,3704712913,178,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617685,23,1,1,1,18,2b3mar72yy8d6uvat1ka6tn3r,1,60.5,62.2,2022-08-13T19:01:33.962Z,2022-08-14T03:57:41Z,3703724591,212,17.0,3704713323,178,,3703724595,213,5.0,3703724583,140,64.9,3703724585,141,38.2,3703724579,56,Center,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617743,24,1,1,1,22,2b3mar72yy8d6uvat1ka6tn3r,1,65,32.4,2022-08-13T19:01:37.738Z,2022-08-14T03:57:40Z,3703724877,213,5.2,3704713629,178,,3703724871,141,4.0,3703724869,140,73.7,3703724867,56,Right,3703724873,212,21.4,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617791,25,1,1,1,25,2b3mar72yy8d6uvat1ka6tn3r,1,75.1,4.8,2022-08-13T19:01:41.394Z,2022-08-14T03:57:39Z,3704713933,178,,3703725117,56,Right,3703725119,140,64.1,3703725121,141,15.9,3703725123,212,13.8,3703725125,213,2.6,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617841,26,1,1,1,28,2b3mar72yy8d6uvat1ka6tn3r,1,68,18.1,2022-08-13T19:01:43.936Z,2022-08-14T03:57:37Z,3703725385,213,2.1,3703725377,141,36.0,3703725381,212,14.3,3703725373,56,Center,3703725375,140,60.8,3704714459,178,,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617869,27,1,1,1,31,2b3mar72yy8d6uvat1ka6tn3r,1,64.6,48.2,2022-08-13T19:01:47.090Z,2022-08-14T03:57:36Z,3703725515,140,68.5,3703725513,56,Center,3703725521,213,0.8,3703725519,212,6.0,3703725517,141,54.6,3704715113,178,,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617943,13,45,1,1,33,2cjpmotqo8phcqfpgo9xf4gel,0,36.7,40.7,2022-08-13T19:01:48.796Z,2022-08-14T03:57:35Z,3703726097,233,28,3703725911,56,Back,3703725913,285,,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445617959,28,3,1,1,33,2b3mar72yy8d6uvat1ka6tn3r,1,63.3,59.3,2022-08-13T19:01:48.796Z,2022-08-14T03:57:35Z,3703726045,233,13,3703725989,286,,3703725987,56,Center,3704715519,178,,3704395491,464,,,,,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618015,29,1,1,1,37,2b3mar72yy8d6uvat1ka6tn3r,1,62.6,31.6,2022-08-13T19:01:53.389Z,2022-08-14T03:57:33Z,3703726211,212,20.9,3703726213,213,5.4,3704715861,178,,3703726205,56,Right,3703726209,141,7.6,3703726207,140,75.0,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618103,30,1,1,1,40,2b3mar72yy8d6uvat1ka6tn3r,1,77.6,17.8,2022-08-13T19:01:56.239Z,2022-08-14T03:57:32Z,3704716293,178,,3703726665,141,16.8,3703726663,140,87.8,3703726661,56,Right,3703726669,213,6.2,3703726667,212,10.7,,,,,,,c5ryhn04g9goikd0blmh83aol,L. Messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618097,14,45,1,1,42,2cjpmotqo8phcqfpgo9xf4gel,0,9.2,78.8,2022-08-13T19:01:58.074Z,2022-08-14T03:18:07Z,3703726639,56,Back,3703726641,285,,3703726845,233,31,,,,,,,,,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618107,31,3,1,1,42,2b3mar72yy8d6uvat1ka6tn3r,1,90.8,21.2,2022-08-13T19:01:58.074Z,2022-08-14T03:18:08Z,3704396079,464,,3703726689,56,Center,3703726789,233,14,3703726691,286,,3704716591,178,,,,,,,,,,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618113,32,1,1,1,43,2b3mar72yy8d6uvat1ka6tn3r,0,93.1,21.6,2022-08-13T19:01:59.086Z,2022-08-14T03:57:32Z,3703726721,140,86.8,3703726717,56,Right,3703726727,213,3.5,3703726903,236,,3703726905,233,15,3703726725,212,7.1,3703726723,141,18.0,3703726909,286,,1vr896w03yky9kmu8x5tjkicp,A. Hakimi,3704717061,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618119,15,74,1,1,43,2cjpmotqo8phcqfpgo9xf4gel,1,8.8,73.8,2022-08-13T19:01:59.206Z,2022-08-14T03:57:31Z,3704717293,178,,3703726955,233,32,3703726743,56,Back,3703726745,285,,,,,,,,,,,,,,b92hwrzx6l5wdf3z9g7dxo4bt,T. Sainte-Luce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618163,16,49,1,1,45,2cjpmotqo8phcqfpgo9xf4gel,1,7.2,83.2,2022-08-13T19:02:00.861Z,2022-08-14T03:57:31Z,,,,,,,,,,,,,,,,,,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618207,17,1,1,1,48,2cjpmotqo8phcqfpgo9xf4gel,1,11.3,98,2022-08-13T19:02:03.887Z,2022-08-14T03:57:30Z,3703727191,213,5.9,3703727189,212,28.5,3703727181,155,,3703727187,141,80.8,3704718393,178,,3703727183,56,Back,3703727185,140,36.1,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618225,18,44,1,1,50,2cjpmotqo8phcqfpgo9xf4gel,1,37.5,79.7,2022-08-13T19:02:05.837Z,2022-08-14T03:57:30Z,3703727305,233,33,3703727261,56,Back,3703727265,285,,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618223,33,44,1,1,50,2b3mar72yy8d6uvat1ka6tn3r,0,62.5,20.3,2022-08-13T19:02:05.838Z,2022-08-14T03:57:29Z,3703727253,56,Right,3703727255,286,,3703727309,233,18,,,,,,,,,,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618233,19,61,1,1,50,2cjpmotqo8phcqfpgo9xf4gel,0,36.8,79.4,2022-08-13T19:02:05.944Z,2022-08-14T03:57:29Z,3703727303,56,Back,3704719555,388,,3704719553,15,,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445618307,34,1,1,1,53,2b3mar72yy8d6uvat1ka6tn3r,1,52.8,11.1,2022-08-13T19:02:09.602Z,2022-08-14T03:57:29Z,3703727731,141,3.2,3703727733,212,9.9,3703727735,213,5.7,3703727729,140,60.7,3703727727,56,Right,3703727725,3,,3704719865,388,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
