id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/value
2479456337,3,49,1,0,16,3adj8hkws0z1al232bg2h6tk0,1,46.9,53.8,2022-10-30T14:00:20.805Z,2022-10-31T07:16:11Z,,,,,,,,,,,,,,,,,,,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456361,4,1,1,0,16,3adj8hkws0z1al232bg2h6tk0,1,47,53.6,2022-10-30T14:00:20.839Z,2022-10-31T07:16:11Z,3883571721,140,63.2,3883571725,212,17.1,3885861393,178,,3883571719,56,Center,3883571723,141,50.6,3883571727,213,6.2,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479885907,873,83,1,0,18,3c3jcs7vc1t6vz5lev162jyv7,1,37.1,47.2,2022-10-30T14:00:22.490Z,2022-10-31T07:16:10Z,3885900957,399,174655,,,,,,,,,,,,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456379,5,1,1,0,18,3adj8hkws0z1al232bg2h6tk0,0,62.9,52.8,2022-10-30T14:00:22.499Z,2022-10-31T07:16:10Z,3883571819,141,49.9,3883571831,213,6.1,3883571817,140,74.0,3883571813,56,Center,3883571825,212,11.8,3885861647,178,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456393,9,1,1,0,19,3c3jcs7vc1t6vz5lev162jyv7,0,28.4,49,2022-10-30T14:00:23.581Z,2022-10-31T07:16:09Z,3883571921,213,1.0,3883571917,141,61.4,3883571913,56,Back,3883571919,212,10.0,3885861779,178,,3883571915,140,33.6,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479524721,416,43,1,0,20,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-10-30T14:00:24.157Z,2022-10-30T14:50:11Z,3883936479,212,11.9,3883936477,141,57.6,3883936473,56,Back,3883936751,144,1,3883936481,213,0.9,3883936475,140,31.7,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456429,6,1,1,0,20,3adj8hkws0z1al232bg2h6tk0,1,68.9,45.8,2022-10-30T14:00:24.857Z,2022-10-31T07:16:09Z,3883572115,140,64.8,3885861867,178,,3883572119,212,17.9,3883572113,56,Right,3883572117,141,20.3,3883572121,213,4.5,,,,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456517,7,1,1,0,22,3adj8hkws0z1al232bg2h6tk0,1,66.6,26.1,2022-10-30T14:00:26.670Z,2022-10-31T07:16:08Z,3883572587,141,7.6,3883572591,213,5.2,3883572583,56,Right,3885862037,178,,3883572589,212,14.5,3883572585,140,73.5,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456535,8,3,1,0,23,3adj8hkws0z1al232bg2h6tk0,1,74.4,11.1,2022-10-30T14:00:28.022Z,2022-10-31T07:16:07Z,3885862107,178,,3883572677,286,,3884877215,464,,3883573145,233,10,3883572675,56,Right,,,,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456623,10,45,1,0,23,3c3jcs7vc1t6vz5lev162jyv7,0,25.6,88.9,2022-10-30T14:00:28.022Z,2022-10-31T07:16:08Z,3883573077,56,Back,3883573189,233,8,3883573079,285,,,,,,,,,,,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456645,9,1,1,0,24,3adj8hkws0z1al232bg2h6tk0,1,73,14,2022-10-30T14:00:29.145Z,2022-10-31T07:16:07Z,3885862167,178,,3883573229,213,1.1,3883573221,56,Center,3883573225,141,32.2,3883573223,140,78.3,3883573227,212,13.6,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456649,10,61,1,0,26,3adj8hkws0z1al232bg2h6tk0,0,80.2,28.3,2022-10-30T14:00:30.465Z,2022-10-31T07:16:07Z,3883573243,56,Center,3885862325,178,,,,,,,,,,,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456729,11,12,1,0,27,3c3jcs7vc1t6vz5lev162jyv7,1,15.1,61.6,2022-10-30T14:00:31.359Z,2022-10-31T07:16:06Z,3885862445,178,,3883573687,56,Center,3883573691,141,73.7,3883573695,213,0.2,3883573689,140,60.6,3883573693,212,48.5,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479527577,461,1,1,0,30,3adj8hkws0z1al232bg2h6tk0,1,47.5,29.1,2022-10-30T14:00:35.074Z,2022-10-31T07:16:06Z,3885862651,178,,3883951883,189,,3883951891,212,16.0,3883951887,140,53.8,3883951889,141,7.7,3883951893,213,5.1,3883951885,56,Right,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456755,12,1,1,0,32,3adj8hkws0z1al232bg2h6tk0,1,60.8,8.2,2022-10-30T14:00:36.956Z,2022-10-31T07:16:05Z,3883573821,213,2.0,3883573817,141,19.8,3883573813,56,Right,3885862707,178,,3883573819,212,8.8,3883573815,140,57.1,,,,,,,32bc16sg6h58ajxigp7nl1ryt,R. Del Castillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456761,13,61,1,0,33,3adj8hkws0z1al232bg2h6tk0,0,57.3,20.6,2022-10-30T14:00:37.985Z,2022-10-31T07:16:05Z,3885863009,178,,3883573841,56,Right,,,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456747,12,61,1,0,34,3c3jcs7vc1t6vz5lev162jyv7,1,41.9,81.1,2022-10-30T14:00:38.282Z,2022-10-31T07:16:05Z,3883573791,56,Back,3885863223,178,,,,,,,,,,,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456759,13,49,1,0,35,3c3jcs7vc1t6vz5lev162jyv7,1,41.5,87.9,2022-10-30T14:00:39.338Z,2022-10-31T07:16:04Z,,,,,,,,,,,,,,,,,,,,,,,,,agwvouyocx93y39g7tmwaojx1,A. Zeneli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479896545,1389,67,1,0,35,3c3jcs7vc1t6vz5lev162jyv7,1,40.9,84.1,2022-10-30T14:00:39.427Z,2022-10-31T07:16:04Z,3885964273,233,1388,,,,,,,,,,,,,,,,,,,,,,agwvouyocx93y39g7tmwaojx1,A. Zeneli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479896543,1388,67,1,0,35,3adj8hkws0z1al232bg2h6tk0,0,59.1,15.9,2022-10-30T14:00:39.428Z,2022-10-31T07:16:03Z,3885964281,233,1389,,,,,,,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456779,14,1,1,0,35,3c3jcs7vc1t6vz5lev162jyv7,1,41.3,87.9,2022-10-30T14:00:39.436Z,2022-10-31T07:16:03Z,3883573939,212,9.9,3883573941,213,3.8,3883573935,140,33.9,3885863491,178,,3883573933,56,Back,3883573937,141,78.9,,,,,,,agwvouyocx93y39g7tmwaojx1,A. Zeneli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456785,15,50,1,0,35,3c3jcs7vc1t6vz5lev162jyv7,1,35.9,83.5,2022-10-30T14:00:39.940Z,2022-10-31T07:16:03Z,3883573945,56,Back,3883573947,286,,3883956135,233,462,,,,,,,,,,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479528401,462,7,1,0,36,3adj8hkws0z1al232bg2h6tk0,1,64.1,16.5,2022-10-30T14:00:40.422Z,2022-10-31T07:16:02Z,3883956097,233,15,3883956093,56,Right,3883956095,285,,3885863655,178,,3884879913,385,,,,,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456737,11,43,1,0,36,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-10-30T14:00:41.002Z,2022-10-30T14:53:10Z,3883573743,213,5.8,3883573737,140,59.0,3883949335,144,1,3883573739,141,8.2,3883573741,212,14.6,3883573735,56,Right,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479528483,417,5,1,0,37,3c3jcs7vc1t6vz5lev162jyv7,1,48.2,100.8,2022-10-30T14:00:41.910Z,2022-10-31T01:30:22Z,3883956473,56,Back,3883956501,233,463,3883956475,347,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479528419,463,5,1,0,37,3adj8hkws0z1al232bg2h6tk0,0,51.8,-0.8,2022-10-30T14:00:41.910Z,2022-10-31T01:30:22Z,3883956529,233,417,3883956175,347,,3883956173,56,Right,,,,,,,,,,,,,,,,36yupk7p1vks4dbguw53xhucp,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456845,16,43,1,0,41,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-10-30T14:00:45.939Z,2022-10-30T14:01:08Z,3883576299,144,5,3883574197,347,0,3883574195,56,Left,,,,,,,,,,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479456879,14,43,1,0,41,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-10-30T14:00:46.026Z,2022-10-30T14:21:10Z,3883574343,56,Back,3883735561,144,5,3883574345,347,0,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479528615,418,1,1,0,51,3c3jcs7vc1t6vz5lev162jyv7,1,35.8,100,2022-10-30T14:00:55.598Z,2022-10-31T07:16:02Z,3883957245,141,90.5,3883957249,213,5.3,3883957241,56,Back,3883957243,140,39.6,3883957407,107,,3883957247,212,7.7,3883957529,189,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479528763,419,4,1,0,52,3c3jcs7vc1t6vz5lev162jyv7,1,33.2,91.5,2022-10-30T14:00:56.594Z,2022-10-31T07:16:01Z,3883958003,13,,3883958007,152,,3886173287,285,,3883958133,189,,3883958757,233,15,3883958005,56,Back,3883958009,265,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457413,15,4,1,0,52,3adj8hkws0z1al232bg2h6tk0,0,66.8,8.5,2022-10-30T14:00:56.595Z,2022-10-31T07:16:01Z,3883592599,189,,3883576921,152,,3885865529,178,,3883576917,13,,3886173269,286,,3883576919,56,Right,3883848415,233,419,3883576923,265,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457519,17,1,1,1,5,3c3jcs7vc1t6vz5lev162jyv7,1,36.2,88.3,2022-10-30T14:01:09.494Z,2022-10-31T07:16:01Z,3883577365,155,,3883577391,1,,3883578333,5,,3883578337,152,,3885865745,178,,3883577389,213,5.9,3883577383,141,64.5,3883577387,212,49.3,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,3883577377,140,80.5,3883577373,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,
2479886429,910,83,1,1,10,3adj8hkws0z1al232bg2h6tk0,1,4.8,19.6,2022-10-30T14:01:14.675Z,2022-10-31T07:16:00Z,3885903039,399,207794,,,,,,,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457557,18,1,1,1,15,3c3jcs7vc1t6vz5lev162jyv7,1,85.7,81.6,2022-10-30T14:01:19.661Z,2022-10-31T07:15:58Z,3883577547,141,93.8,3885865909,178,,3883577543,56,Left,3883577545,140,76.5,3883577551,213,2.4,3883577549,212,12.7,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457589,19,1,1,1,17,3c3jcs7vc1t6vz5lev162jyv7,1,77.2,88.1,2022-10-30T14:01:21.314Z,2022-10-31T07:15:57Z,3883577691,140,68.1,3883577695,212,14.8,3885865989,178,,3883577689,56,Center,3883577693,141,71.5,3883577697,213,4.0,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457689,20,1,1,1,19,3c3jcs7vc1t6vz5lev162jyv7,1,65.5,68.5,2022-10-30T14:01:24.127Z,2022-10-31T07:15:56Z,3883578181,56,Back,3883578189,213,3.1,3885866033,178,,3883578185,141,69.3,3883578187,212,22.5,3883578183,140,44.1,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457763,21,1,1,1,22,3c3jcs7vc1t6vz5lev162jyv7,1,47.2,67.9,2022-10-30T14:01:26.943Z,2022-10-31T07:15:55Z,3883578567,213,4.6,3883578563,141,16.0,3883578559,56,Back,3883578565,212,35.5,3883578561,140,43.8,3883578569,1,,3885866087,178,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457797,22,1,1,1,26,3c3jcs7vc1t6vz5lev162jyv7,1,46.7,22.7,2022-10-30T14:01:30.489Z,2022-10-31T07:15:54Z,3883578713,212,11.7,3883578717,213,5.1,3883578709,140,50.7,3883578707,56,Right,3885866121,178,,3883578711,141,6.6,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457819,23,1,1,1,27,3c3jcs7vc1t6vz5lev162jyv7,0,53.5,2.1,2022-10-30T14:01:31.458Z,2022-10-31T07:15:54Z,3883578889,213,1.4,3883578881,56,Right,3885866171,178,,3883578885,141,14.6,3883578883,140,55.2,3883578887,212,8.7,3883578879,155,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457813,16,44,1,1,28,3adj8hkws0z1al232bg2h6tk0,1,43.4,81.7,2022-10-30T14:01:32.416Z,2022-10-31T07:15:53Z,3883578829,285,,3883578827,56,Back,3883578961,233,24,,,,,,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457825,24,44,1,1,28,3c3jcs7vc1t6vz5lev162jyv7,0,56.6,18.3,2022-10-30T14:01:32.417Z,2022-10-31T07:15:53Z,3883578923,286,,3883578921,56,Right,3883579085,233,16,,,,,,,,,,,,,,,,8gkexxgf3pypshhqwg6ibp7o4,K. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457857,17,1,1,1,28,3adj8hkws0z1al232bg2h6tk0,1,42.7,81.6,2022-10-30T14:01:32.469Z,2022-10-31T07:15:53Z,3883579061,141,70.6,3883579065,213,4.7,3883579057,56,Back,3885866273,388,,3883579059,140,42.9,3883579055,3,,3883579063,212,7.5,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457869,18,49,1,1,29,3adj8hkws0z1al232bg2h6tk0,1,45.1,68.8,2022-10-30T14:01:33.489Z,2022-10-31T07:15:52Z,,,,,,,,,,,,,,,,,,,,,,,,,3ynh418z6f6bfjz674vs40f6x,Mathias Pereira Lage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457931,19,1,1,1,29,3adj8hkws0z1al232bg2h6tk0,1,45.1,69,2022-10-30T14:01:33.534Z,2022-10-31T07:15:52Z,3883579379,140,55.6,3883579383,212,12.5,3885866343,178,,3883579377,56,Center,3883579381,141,77.8,3883579385,213,0.5,,,,,,,3ynh418z6f6bfjz674vs40f6x,Mathias Pereira Lage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479886687,886,83,1,1,33,3c3jcs7vc1t6vz5lev162jyv7,1,45.1,18.7,2022-10-30T14:01:37.451Z,2022-10-31T07:15:50Z,3885904167,399,149828,,,,,,,,,,,,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479457953,20,1,1,1,34,3adj8hkws0z1al232bg2h6tk0,1,54.9,86.2,2022-10-30T14:01:38.382Z,2022-10-31T07:15:50Z,3885866677,178,,3883579483,140,61.4,3883579491,213,0.9,3883579479,56,Left,3883579489,212,11.5,3883579485,141,99.8,,,,,,,9jiectkc8rk0ivxn80l87ic45,I. Slimani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458003,21,1,1,1,35,3adj8hkws0z1al232bg2h6tk0,1,60.6,98.5,2022-10-30T14:01:39.356Z,2022-10-31T07:15:49Z,3883579711,140,40.4,3883579709,56,Back,3883579713,141,94.4,3883579717,213,3.3,3883579715,212,21.4,3885866729,178,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479458033,22,1,1,1,37,3adj8hkws0z1al232bg2h6tk0,1,40.5,98.5,2022-10-30T14:01:41.645Z,2022-10-31T07:15:48Z,3883579857,213,5.1,3883579853,212,11.7,3883579843,56,Back,3883579847,140,45.0,3883579849,141,82.7,3885866759,178,,,,,,,,bl4lretp33t0jj3icujkf45p1,J. Duverne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
