id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value,assist,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2453823157,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-08-31T16:20:30.075Z,2022-08-31T16:55:33Z,3747360921,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747360917,194,7teasnynvwarky180hl6zvkk5,3747360911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747360903,59,"1, 77, 17, 12, 14, 31, 7, 13, 21, 9, 27, 37, 34, 2, 18, 22, 28, 29, 30, 75",3747360893,30,"3z6ekzop4y7cjuatzz9ua74k5, 859tcp8023r5cki7uju30l9t5, b92hwrzx6l5wdf3z9g7dxo4bt, 7teasnynvwarky180hl6zvkk5, 3izhfm7i4afomephw07mp4nsa, azcv772qzdbz1exafx3od6lt5, 6ir1z8c3o7t4kqx04kw24i415, 7za8h1pgec0y2s1ihmkkfvpm2, 16idj1wxzcbvuaov5duvpqhyi, 1yj1kt2cx24nn4zt5h1ma1olx, 5w9g9gfeucuccwxd09o62f84p, 88h5b1mjn92tuaqcoekzxqh3o, 7r2a6n6vfxglg3rliqahcecd0, 8cawa8470beg2ce0as7hv5psl, 230qvyk9dg4plwzobjj6thmqy, cr1n1i96xlepbvk90nl87o4yc, yeqnier6uxsc3hcegcuethxw, 1k6t5y26ufw2e6gh33tni45ey, 6ds6v3u0jyno9kzjkve3dp8mh, f2wjw84p0ztxt636u2ibnoxxx",3747360899,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747413045,197,651,3747360907,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453823887,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-08-31T16:23:36.485Z,2022-08-31T17:04:21Z,3747364933,59,"1, 2, 20, 8, 25, 15, 14, 10, 18, 17, 27, 9, 99, 5, 6, 11, 16, 21, 22, 23",3747364935,130,2,3747364941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747364929,30,"3xpo0nc3hysdi41gupi7adot1, 2hujd2bwvb0wtxdna6c0xb2z9, cujgdqrikyjt36scc23zcbkk5, d3d1qks236pztzcqp3wdcc0l, 70ukveu4kwheeizg6x694krmx, i0pvdl0hx7idtfi0xymygmp5, 9higgl848a37qflh0sts05tjp, 1czk5wkuu6ahu3ytu2or8276d, 5fvzbq3mstt7eatkjpodbvpm2, d040o5igq61iizexn1v2a5t5h, bi49lcldxz8jubp72kgeke2y2, da81277761mvu8idmy1ekqdw5, 3qcyotm0vljybir8poi67stsl, 1lbgavu1rxlrfg14062suwyj9, bm1utly0qt2kaexijsu2p2tw5, 1xxlgx6g07x3r0zwzywm26sq1, 8wz2w0267i1845k87hxsgandh, 67q7ve9vse4m2nb82j2z1clhx, 91g10pv6w3bd0rw6p4t3hcui2, 84ikqi9s3lng1mo4lxwq210wl",3747413075,197,624,3747364939,194,d3d1qks236pztzcqp3wdcc0l,3747364931,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747364937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833537,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-08-31T16:59:57.061Z,2022-08-31T16:59:57Z,3747418807,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833541,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-08-31T16:59:57.061Z,2022-09-01T00:44:13Z,3747418825,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833555,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,49.9,50.1,2022-08-31T16:59:57.080Z,2022-09-01T05:01:25Z,3747418887,279,S,3747418881,141,63.2,3748968149,178,,3747418879,140,29.7,3747418877,56,Back,3747418885,213,2.7,3747418883,212,23.0,,,,d040o5igq61iizexn1v2a5t5h,R. Hamouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833563,4,1,1,0,2,6xjy1q2m55iiwe8g1r1yffbc9,0,29.3,51.8,2022-08-31T16:59:59.962Z,2022-09-01T07:58:50Z,3747418915,56,Center,3747418913,155,,3748968257,178,,3747418923,213,0.3,3747418925,1,,3747418917,140,60.9,3747418919,141,67.4,3747418921,212,34.8,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833573,3,49,1,0,4,2cjpmotqo8phcqfpgo9xf4gel,1,41.5,33.9,2022-08-31T17:00:01.555Z,2022-09-01T07:58:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833599,4,1,1,0,6,2cjpmotqo8phcqfpgo9xf4gel,0,48.2,40.4,2022-08-31T17:00:03.392Z,2022-09-01T07:58:49Z,3747419085,140,85.0,3747419083,56,Center,3747419093,1,,3747419087,141,65.5,3747419089,212,42.2,3748968317,178,,3747419091,213,0.4,3747577031,155,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833597,5,52,1,0,10,6xjy1q2m55iiwe8g1r1yffbc9,1,13.5,36,2022-08-31T17:00:07.930Z,2022-09-01T07:58:49Z,3747986933,377,,3748968329,178,,,,,,,,,,,,,,,,,,,,3xpo0nc3hysdi41gupi7adot1,B. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453833659,6,1,1,0,14,6xjy1q2m55iiwe8g1r1yffbc9,1,13.6,29.2,2022-08-31T17:00:11.658Z,2022-09-01T07:58:48Z,3748968371,178,,3747419405,212,9.4,3747419399,56,Back,3747419403,141,26.8,3747419397,123,,3747419407,213,6.1,3747419401,140,22.4,,,,3xpo0nc3hysdi41gupi7adot1,B. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
