id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/11/value,assist,qualifier/16/value,qualifier/15/value,qualifier/14/value,qualifier/12/value
2457981067,1,34,16,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-09-10T14:13:58.359Z,2022-09-10T15:01:26Z,3769663969,197,4735,3769477429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769477423,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3769477425,59,"40, 99, 2, 3, 5, 23, 20, 45, 13, 9, 7, 1, 4, 8, 14, 18, 21, 29, 31, 97",3769477431,194,7xd54eb65lg7zldvnyd58bq39,3769477421,30,"7h2icfuwy00ilm14dw5xyl5g5, 3r04y1fejoh9e8qbge3exy3u1, bl4lretp33t0jj3icujkf45p1, 7mn6lue4zatldcxp0gd7kt8mh, 7xd54eb65lg7zldvnyd58bq39, 3zyw4328iilwrttjoww1wctlh, dl4e5ojyhccj6w0vgksfzvmxh, 36yupk7p1vks4dbguw53xhucp, 9jiectkc8rk0ivxn80l87ic45, e0hk5aepnpo7cne006zwahfx1, dom1dzrvk7y4sd8puf8iztn11, 1ixibe50te4j2gjhbufm72aui, c4yip4bf8il4gnxnhcb381b3e, 5lfki1zoxd4l96hjbr2rw3d2h, 8b40ap862z6ynvmgah0vjces5, 7z8bpxyfd31hb5ehkaina1ap6, 6oaqk4pdojnlefa3zubsysmvp, 3ynh418z6f6bfjz674vs40f6x, dfdq5f5mrzq9zaj1mrfhk5905, 7nlijkywjl13h3ks132026iok",3769477433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769477427,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457981171,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-09-10T14:14:02.850Z,2022-09-10T15:01:02Z,3769477909,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3769670407,197,16835,3769477919,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769477915,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769477907,30,"4cetkl0w2uq40ccti5ka6a4t1, 1vr896w03yky9kmu8x5tjkicp, 54w62kh31qyyu7tipmjlt95g5, 1qywnx1icmb4x7dbhhsck0vrp, 5qg0coudjinnt978myh4n4n2t, 9adbv1dl7dp7vze3b9sarerbp, cionsifzpx5rhc8es29wv6i95, 7fmhqt5geme4yv9cfnsp5lec5, c5ryhn04g9goikd0blmh83aol, 5e9ilgrz3tzg9kd1gk3yvrahh, 779rrkp47akkd5usq53begatx, 9sme7jykdv8msgfu0nxx6h39x, 8z0395s37qe2lqi9qsvyskgk5, f3v58fkymhrprt5gs0ccm29xx, 4pyehox7p3z64c4l3k8yoyfv9, d3dv3vc71981v5oems59892sq, cfg0ocm0b2icpagbtnzkrihn9, dsmcqfl0e1be4ag7czbnolo15, 2s2fzli5c7h9dfcertq2dwxec, 3vx94h32ahujciraspdayj9t6",3769477913,130,18,3769477917,194,1qywnx1icmb4x7dbhhsck0vrp,3769477911,59,"99, 2, 14, 3, 15, 4, 17, 6, 30, 7, 10, 1, 5, 8, 19, 25, 26, 28, 33, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020145,2,32,1,0,0,3adj8hkws0z1al232bg2h6tk0,1,0,0,2022-09-10T15:00:15.288Z,2022-09-10T15:00:19Z,3769678367,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020095,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-09-10T15:00:15.288Z,2022-09-10T20:26:50Z,3769678143,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020157,3,1,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,49.9,50.3,2022-09-10T15:00:15.341Z,2022-09-10T20:38:50Z,3769678421,140,42.9,3769678427,213,2.4,3771096039,178,,3769678419,56,Back,3769678423,141,60.8,3769678425,212,10.2,3769678429,279,S,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020181,4,1,1,0,5,2b3mar72yy8d6uvat1ka6tn3r,1,46.8,64.7,2022-09-10T15:00:20.558Z,2022-09-10T23:37:49Z,3769678569,141,28.2,3769678567,140,34.9,3769678573,213,4.2,3771096295,178,,3769678571,212,27.8,3769678565,56,Back,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020325,5,1,1,0,11,2b3mar72yy8d6uvat1ka6tn3r,1,47.6,16.9,2022-09-10T15:00:26.986Z,2022-09-10T23:37:48Z,3769679229,1,,3769679225,212,34.2,3769679223,141,67.1,3769679227,213,1.6,3769679219,56,Back,3771096443,178,,3769679221,140,45.1,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020345,6,1,1,0,18,2b3mar72yy8d6uvat1ka6tn3r,1,50.4,69,2022-09-10T15:00:34.264Z,2022-09-10T23:37:45Z,3769679321,140,53.5,3771096713,178,,3769679325,141,95.3,3769679331,213,1.4,3769679329,212,18.2,3769679317,56,Left,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020395,7,1,1,0,21,2b3mar72yy8d6uvat1ka6tn3r,1,50,90.6,2022-09-10T15:00:36.528Z,2022-09-10T23:37:44Z,3769679613,140,41.3,3769679615,141,72.1,3769679611,56,Back,3769679617,212,15.5,3771097171,178,,3769679619,213,4.1,,,,,,,54w62kh31qyyu7tipmjlt95g5,Juan Bernat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458020477,8,1,1,0,26,2b3mar72yy8d6uvat1ka6tn3r,1,47.4,53.6,2022-09-10T15:00:42.247Z,2022-09-10T23:37:42Z,3769679979,213,1.9,3771097481,178,,3769679977,212,14.5,3769679971,56,Back,3769679973,140,43.5,3769679975,141,74.0,,,,,,,1qywnx1icmb4x7dbhhsck0vrp,P. Kimpembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
