id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/19/value,qualifier/20/value,qualifier/18/value
2497448311,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-01-14T19:03:48.648Z,2023-01-14T20:04:43Z,3978311685,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3978311707,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3978311693,130,18,3978311683,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, aaaskdins76bd0368sbpt7wq2, z2richg7upw6hth0dzrvm02d, e9mtpmkb4qj2gqyv966g9ulpm, 3vu0c0j8n99wz6e2f7fmd2pxx, d68byfvk16giaur32gqwpwded, 1ehcji0j9s8b0qsj8v5zinjvu, f4cykd65su8xbme6xdc1iw7o5, 9mory3y7p8aku035r2kxtvz6d, 79dz7zni5fcgh5e70spoj2j8p, d9zax4y92d85x7j63kg7ckvkl, 79nno03ww57p02dz5o0g60rqi, aftis8f2ahy7dhk5bp8co4q1h, al6dgtinz0ki8uj8wrvc7fg2c, 7ef73s1ryz38blmo3n9p9c82x, 6ovea0xzg9yflmlbjdf1xcmlm, a71n80h977h7fu99ftnri5zsa, 7to9ns7mkuji0ciwh1ufkq3md",3978311697,194,f4cykd65su8xbme6xdc1iw7o5,3978311689,59,"1, 27, 3, 4, 5, 2, 23, 88, 18, 10, 7, 6, 9, 11, 17, 20, 22, 24, 26, 35",3978311703,197,643,3978311695,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497452765,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-01-14T19:12:16.899Z,2023-01-14T19:58:41Z,3978338261,197,16155,3978338259,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3978338253,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3978430317,194,9ysk6656hj0na1hrizgt83k5x,3978338255,59,"1, 29, 11, 24, 22, 5, 6, 14, 9, 20, 17, 12, 18, 19, 23, 25, 27, 31, 35, 40",3978338257,130,10,3978338251,30,"2vgr8c97x4b2e51tyvvixusid, 7bba28af7hqhh7ruo91x2mk9g, 9ysk6656hj0na1hrizgt83k5x, d5at3cowukpxiptq5ozcbe6s5, 7z1gixk4hvbbgo71xgb04942x, eo47h2ekymiisj3kry3og7tgp, 88nw24pkg2ikj9c91tccvqol, 42vsnv2j6emkbynforgon4n2t, 950o8rjqvnl5bnidq2dc3fglx, bndkgzdolm2c3iteenkv8s3it, wg9qybhs3qeq9awhux331uqx, f0busiccqoe2jg69st02ngfe1, 9hz4s6zmelmg4ix47xbre3q3t, egtyl4noukbjkm1va1i11e87o, 4jal44qeyp9ur58768qre5uqd, am0pcyvtaws1i69jt09dgnsnp, cb6w7n7n1eh9huwzyzvgmdxih, 6myeb7x322kbw504ecbvhu904, bzyckons6yiek0xm2xtt0bf9w, 3zkkrq8sph1lo23bt8d1nz10",3978338263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470379,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-01-14T20:00:35.627Z,2023-01-14T20:00:36Z,3978432575,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470365,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-01-14T20:00:35.627Z,2023-01-15T01:00:30Z,3978432529,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470405,3,1,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,50,50,2023-01-14T20:00:35.669Z,2023-01-15T01:10:36Z,3978432679,56,Back,3978432687,213,3.0,3978432681,140,30.8,3978432685,212,20.4,3978760717,178,,3978432683,141,55.0,3978432689,279,S,,,,1ehcji0j9s8b0qsj8v5zinjvu,R. Cherki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470423,4,1,1,0,3,121le8unjfzug3iu9pgkqa1c7,0,31.8,49.8,2023-01-14T20:00:38.975Z,2023-01-15T04:36:00Z,3978432757,155,,3978760805,178,,3978432765,140,61.0,3978432775,213,0.7,3978432771,212,38.6,3978432777,1,,3978432767,141,84.4,3978432761,56,Left,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470419,3,1,1,0,6,71ajatxnuhc5cnm3xvgdky49w,0,28.7,12,2023-01-14T20:00:41.928Z,2023-01-15T04:35:59Z,3978432743,56,Back,3978432751,213,6.2,3978432749,212,18.9,3978432745,140,46.6,3978760885,388,,3978432747,141,8.6,3978432741,3,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470449,5,1,1,0,7,121le8unjfzug3iu9pgkqa1c7,1,58.3,86.8,2023-01-14T20:00:43.489Z,2023-01-15T04:35:59Z,3978432879,213,5.4,3978432869,3,,3978432873,140,60.3,3978761207,178,,3978432875,141,83.1,3978432871,56,Left,3978432877,212,3.3,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470477,6,1,1,0,9,121le8unjfzug3iu9pgkqa1c7,1,62.9,89.8,2023-01-14T20:00:44.862Z,2023-01-15T04:35:58Z,3978433017,140,51.8,3978433015,56,Left,3978761425,178,,3978433021,212,13.2,3978433023,213,3.6,3978433019,141,80.6,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497470489,7,1,1,0,12,121le8unjfzug3iu9pgkqa1c7,1,49.6,81.6,2023-01-14T20:00:48.197Z,2023-01-15T04:35:57Z,3978433059,213,4.4,3978433061,1,,3978433053,140,37.1,3978761551,178,,3978433051,56,Back,3978433057,212,42.1,3978433055,141,22.8,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
