id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/14/value,qualifier/15/value,qualifier/10/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2502900505,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-02-01T19:25:40.631Z,2023-02-01T20:06:08Z,4006913585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006913579,59,"1, 32, 77, 23, 24, 29, 19, 14, 12, 27, 8, 18, 2, 6, 20, 31, 34, 35, 38, 40",4006913577,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4007003979,194,d5at3cowukpxiptq5ozcbe6s5,4006913575,30,"2vgr8c97x4b2e51tyvvixusid, 7atxpldexe9adg8ft1wbjndud, 1hlvnmu8we38d44sdexhhxcyd, 4jal44qeyp9ur58768qre5uqd, d5at3cowukpxiptq5ozcbe6s5, 7bba28af7hqhh7ruo91x2mk9g, egtyl4noukbjkm1va1i11e87o, 42vsnv2j6emkbynforgon4n2t, f0busiccqoe2jg69st02ngfe1, cb6w7n7n1eh9huwzyzvgmdxih, d394go61g90f1u6bddu1narit, 53nd6a4o02ebb0w2s12prijje, 1y5p476l4ihjndiyvfsmcg82x, 88nw24pkg2ikj9c91tccvqol, bndkgzdolm2c3iteenkv8s3it, 6myeb7x322kbw504ecbvhu904, 1k1zsipuhr1o3hv17j4uiz5uy, bzyckons6yiek0xm2xtt0bf9w, 8axjyioicdx8i2zkhcb79c9yi, 3zkkrq8sph1lo23bt8d1nz10",4007003981,197,17196,4006913581,130,11,4006913583,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502902289,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-02-01T19:30:08.184Z,2023-02-01T20:05:38Z,4006923901,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4006923899,130,4,4006923897,59,"30, 25, 3, 8, 2, 5, 14, 20, 19, 33, 17, 38, 1, 6, 11, 18, 23, 31, 39, 41",4006923903,194,draibw1vui84ciizu30az81jp,4006923895,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4007000255,197,665,4006923893,30,"cym4wbw14zw1jh4jsp3sbyk0l, 2ubad2kxha6n1c8c8sr2ogmad, 92qqdiryqd8juqdjq8585476y, 9br2z5cf6stmnidehwo5a8afp, otan631zzfnq2sektkl3ywo9, 8qlz4omhgfnzyb2cgeou7xn56, draibw1vui84ciizu30az81jp, crn7i9243dnczl74jti8i5pzp, 6u2ob6fv950r1qve8uejkq2uh, dzv5f93w5fsnfzohaev6e3rx0, 9mory3y7p8aku035r2kxtvz6d, bv6h5kbc8v7qwwzx1rweqf190, 3o70kdbjt6w1aw7rkq3a4fecq, 49vfeofafswzu1f6rekqjbjhm, 85gmjxvy1g5aj1lcizegwuaui, 47bjfjrtjv3uv5lnguc2ycg0k, bamobogg0wjnxd43nxunt3h4a, 446lrhzh79xugyt2pgnrwypnu, e4q63i0jnrm7k2q1xs7rk69lg, 6j7mbcwf5hxx0sdidf5mi61as",4006923905,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916171,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-02-01T20:00:40.060Z,2023-02-01T20:00:41Z,4007004977,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916161,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-02-01T20:00:40.060Z,2023-02-02T01:37:45Z,4007004921,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916191,3,1,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,50,50,2023-02-01T20:00:40.134Z,2023-02-02T01:45:39Z,4007005095,279,S,4007005089,141,42.1,4007005087,140,34.7,4007005091,212,16.9,4007005083,56,Back,4007446097,178,,4007005093,213,3.5,,,,f0busiccqoe2jg69st02ngfe1,L. Mothiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916213,4,1,1,0,2,71ajatxnuhc5cnm3xvgdky49w,1,39.8,43.6,2023-02-01T20:00:42.090Z,2023-02-02T04:35:13Z,4007446203,178,,4007005207,213,4.1,4007005205,212,20.4,4007005203,141,18.8,4007005201,140,28.8,4007005199,56,Back,,,,,,,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916257,5,1,1,0,5,71ajatxnuhc5cnm3xvgdky49w,1,32.5,15.2,2023-02-01T20:00:45.689Z,2023-02-02T04:35:12Z,4007005479,212,21.0,4007005477,141,43.4,4007005475,140,24.4,4007446337,178,,4007005473,56,Back,4007005481,213,2.0,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916293,6,1,1,0,9,71ajatxnuhc5cnm3xvgdky49w,0,22.9,50.8,2023-02-01T20:00:49.084Z,2023-02-02T04:35:11Z,4007005681,212,35.8,4007005683,213,6.2,4007005673,155,,4007005675,56,Center,4007446491,178,,4007005677,140,57.0,4007005679,141,48.4,4007005685,1,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916279,3,44,1,0,11,z1wbqtd0fz5t5eezjvrbld3h,1,44.5,48.8,2023-02-01T20:00:51.342Z,2023-02-02T04:40:49Z,4007005743,233,7,4007005591,56,Back,4007005593,285,,,,,,,,,,,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916297,7,44,1,0,11,71ajatxnuhc5cnm3xvgdky49w,0,55.5,51.2,2023-02-01T20:00:51.343Z,2023-02-02T04:35:10Z,4007005759,233,3,4007005705,286,,4007005703,56,Center,,,,,,,,,,,,,,,,f0busiccqoe2jg69st02ngfe1,L. Mothiba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916283,4,1,1,0,11,z1wbqtd0fz5t5eezjvrbld3h,0,43.8,47.7,2023-02-01T20:00:51.403Z,2023-02-02T04:40:49Z,4007005603,3,,4007005613,213,5.9,4007005611,212,17.1,4007446653,388,,4007005607,140,58.9,4007005609,141,38.1,4007005605,56,Center,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916313,8,1,1,0,12,71ajatxnuhc5cnm3xvgdky49w,1,48,57.2,2023-02-01T20:00:52.866Z,2023-02-02T04:35:09Z,4007005775,141,56.9,4007005779,213,6.1,4007005777,212,1.4,4007446907,178,,4007446909,21,,4007005773,140,49.3,4007005771,56,Back,,,,42vsnv2j6emkbynforgon4n2t,S. Prcić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916319,9,1,1,0,13,71ajatxnuhc5cnm3xvgdky49w,0,49.9,59.2,2023-02-01T20:00:53.397Z,2023-02-02T04:35:09Z,4007005815,141,42.2,4007005809,155,,4007005819,213,5.6,4007005817,212,18.6,4007005813,140,63.8,4007447001,178,,4007005811,56,Center,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916327,5,1,1,0,15,z1wbqtd0fz5t5eezjvrbld3h,0,38.6,53.1,2023-02-01T20:00:55.483Z,2023-02-02T04:35:08Z,4007005841,56,Center,4007005843,140,50.5,4007447099,388,,4007005839,3,,4007005847,212,12.5,4007005849,213,6.2,4007005845,141,52.0,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
