id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2502081525,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-01-29T15:11:13.124Z,2023-01-29T16:02:42Z,4002577055,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4002577057,59,"16, 20, 3, 8, 25, 21, 14, 23, 11, 7, 10, 33, 2, 5, 15, 18, 24, 29, 30, 34",4002577053,30,"8wz2w0267i1845k87hxsgandh, cujgdqrikyjt36scc23zcbkk5, 1e77it93nx78uu157mmksd71l, d3d1qks236pztzcqp3wdcc0l, 70ukveu4kwheeizg6x694krmx, 67q7ve9vse4m2nb82j2z1clhx, 9higgl848a37qflh0sts05tjp, 84ikqi9s3lng1mo4lxwq210wl, 1xxlgx6g07x3r0zwzywm26sq1, 2fa3vmp34mwrthdiehnaxnnqh, dfdq5f5mrzq9zaj1mrfhk5905, cd236zcrr6fav3n38wd67ko44, 2hujd2bwvb0wtxdna6c0xb2z9, 1lbgavu1rxlrfg14062suwyj9, i0pvdl0hx7idtfi0xymygmp5, 5fvzbq3mstt7eatkjpodbvpm2, 28soxjs6twyw0uk1c3qn0dbe, 1xawzpx3vp3b7wqx6w5avdb6x, 9bkmr1gybyw8iuliqkxew3e5m, 4ported2opjp4xbp87bpqb6z8",4002577061,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002577059,130,2,4002577065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002577063,194,d3d1qks236pztzcqp3wdcc0l,4002810219,197,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502085485,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-01-29T15:15:13.127Z,2023-01-29T16:08:16Z,4002598175,59,"1, 20, 3, 24, 2, 5, 18, 6, 10, 88, 26, 33, 8, 9, 17, 21, 23, 32, 35",4002800519,197,13800,4002598173,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4002598177,130,7,4002598179,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4002598183,194,f4cykd65su8xbme6xdc1iw7o5,4002598187,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4002598171,30,"d3mss0i879krqrk1owzmj2c45, al6dgtinz0ki8uj8wrvc7fg2c, 40hu79d2a4k94nc52z7dblpsl, 6ovea0xzg9yflmlbjdf1xcmlm, e9mtpmkb4qj2gqyv966g9ulpm, z2richg7upw6hth0dzrvm02d, 1ehcji0j9s8b0qsj8v5zinjvu, 79dz7zni5fcgh5e70spoj2j8p, f4cykd65su8xbme6xdc1iw7o5, d68byfvk16giaur32gqwpwded, a71n80h977h7fu99ftnri5zsa, 2qj4k14blotgiiulvar2xmyqy, 412hlm2edd05jd1ad597brcvd, d9zax4y92d85x7j63kg7ckvkl, aftis8f2ahy7dhk5bp8co4q1h, 46acb400oivj94jwu3i3lrxsl, 3vu0c0j8n99wz6e2f7fmd2pxx, cioys21a6o09lb56tzi72w8ru, 7to9ns7mkuji0ciwh1ufkq3md",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126697,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-01-29T16:05:03.058Z,2023-01-29T16:05:03Z,4002818077,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126709,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-01-29T16:05:03.058Z,2023-01-29T23:03:38Z,4002818125,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126721,3,1,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,50,49.7,2023-01-29T16:05:03.070Z,2023-01-30T02:35:22Z,4002818211,140,48.4,4002818219,279,S,4002818209,56,Back,4002818217,213,3.1,4002818213,141,49.7,4002818215,212,1.7,4003851269,178,,,,,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126765,4,1,1,0,1,6xjy1q2m55iiwe8g1r1yffbc9,0,41.9,49.7,2023-01-29T16:05:04.266Z,2023-01-30T04:32:44Z,4002818503,213,5.3,4003851335,178,,4002818507,1,,4002818495,141,0.0,4002818491,140,63.0,4002818483,155,,4002818485,56,Right,4002818499,212,41.6,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126941,3,5,1,0,4,121le8unjfzug3iu9pgkqa1c7,1,30.6,101.7,2023-01-29T16:05:07.619Z,2023-01-30T00:02:23Z,4002819403,56,Back,4002819405,347,,4002819433,233,5,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126769,5,5,1,0,4,6xjy1q2m55iiwe8g1r1yffbc9,0,69.4,-1.7,2023-01-29T16:05:07.619Z,2023-01-30T00:02:23Z,4002818511,347,,4002819441,233,3,4002818509,56,Right,,,,,,,,,,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126969,4,1,1,0,20,121le8unjfzug3iu9pgkqa1c7,1,31.3,100,2023-01-29T16:05:23.938Z,2023-01-30T04:32:43Z,4002819547,212,21.0,4002819543,140,46.4,4002819545,141,81.2,4002819541,56,Back,4002819549,213,5.6,4002819539,107,,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126971,5,44,1,0,22,121le8unjfzug3iu9pgkqa1c7,1,49.9,86.1,2023-01-29T16:05:25.657Z,2023-01-30T04:32:43Z,4002819565,285,,4002819563,56,Back,4002819957,233,6,,,,,,,,,,,,,,,,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126995,6,44,1,0,22,6xjy1q2m55iiwe8g1r1yffbc9,0,50.1,13.9,2023-01-29T16:05:25.658Z,2023-01-30T04:32:42Z,4002819653,286,,4002819651,56,Right,4002825301,233,5,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126983,6,1,1,0,22,121le8unjfzug3iu9pgkqa1c7,0,48.9,82.1,2023-01-29T16:05:25.719Z,2023-01-30T04:32:42Z,4002819631,141,80.9,4002819625,168,,4002819623,3,,4002819627,56,Back,4003851803,178,,4002819629,140,47.8,4002819633,212,1.4,4002819635,213,3.8,f4cykd65su8xbme6xdc1iw7o5,A. Lacazette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502126999,7,61,1,0,22,6xjy1q2m55iiwe8g1r1yffbc9,1,50.2,14.1,2023-01-29T16:05:25.734Z,2023-01-30T04:32:42Z,4003851859,15,,4002819685,56,Right,4003851861,178,,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127025,8,1,1,0,23,6xjy1q2m55iiwe8g1r1yffbc9,0,54.3,19.7,2023-01-29T16:05:27.035Z,2023-01-30T04:32:41Z,4003852153,178,,4002819843,212,14.3,4002819837,56,Right,4002819845,213,5.8,4002819835,155,,4002819841,141,10.7,4002819839,140,66.6,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127013,7,44,1,0,26,121le8unjfzug3iu9pgkqa1c7,1,27.6,81.8,2023-01-29T16:05:29.088Z,2023-01-30T04:32:41Z,4002819797,285,,4002819795,56,Back,4002819893,233,9,,,,,,,,,,,,,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127027,9,44,1,0,26,6xjy1q2m55iiwe8g1r1yffbc9,0,72.4,18.2,2023-01-29T16:05:29.089Z,2023-01-30T04:32:40Z,4002819935,233,7,4002819851,286,,4002819849,56,Right,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127015,8,1,1,0,26,121le8unjfzug3iu9pgkqa1c7,0,26.4,79.8,2023-01-29T16:05:29.140Z,2023-01-30T04:32:40Z,4002819809,213,4.0,4002819799,3,,4002819801,56,Back,4002819805,141,75.9,4002819803,140,24.3,4003852415,388,,4002819807,212,3.4,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127037,10,61,1,0,26,6xjy1q2m55iiwe8g1r1yffbc9,1,72.7,18.4,2023-01-29T16:05:29.197Z,2023-01-30T04:32:40Z,4003852317,15,,4002819911,56,Right,4003852319,388,,,,,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127021,9,49,1,0,27,121le8unjfzug3iu9pgkqa1c7,1,21.9,73.9,2023-01-29T16:05:30.831Z,2023-01-30T04:32:39Z,,,,,,,,,,,,,,,,,,,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127045,10,1,1,0,27,121le8unjfzug3iu9pgkqa1c7,0,21.7,74.1,2023-01-29T16:05:30.904Z,2023-01-30T04:32:39Z,4002819969,212,23.9,4003852691,178,,4002819961,155,,4002819965,140,38.7,4002819967,141,97.5,4002819971,213,0.7,4002819963,56,Back,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127075,12,1,1,0,29,6xjy1q2m55iiwe8g1r1yffbc9,1,60,6.4,2023-01-29T16:05:32.657Z,2023-01-30T04:32:38Z,4002820139,141,8.8,4002820141,212,4.6,4002820135,56,Right,4002820137,140,64.1,4002820143,213,0.4,4003852903,178,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127059,11,49,1,0,29,6xjy1q2m55iiwe8g1r1yffbc9,1,60.1,6.3,2023-01-29T16:05:32.693Z,2023-01-30T04:32:38Z,,,,,,,,,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127081,13,1,1,0,31,6xjy1q2m55iiwe8g1r1yffbc9,0,69.9,4.1,2023-01-29T16:05:34.120Z,2023-01-30T04:32:37Z,4002820165,140,67.1,4002820169,212,8.2,4002820171,213,1.9,4002820163,56,Right,4002820167,141,15.3,4003853149,178,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502320861,893,67,1,0,32,121le8unjfzug3iu9pgkqa1c7,1,26.4,92.8,2023-01-29T16:05:35.075Z,2023-01-30T04:32:37Z,4003874651,233,876,,,,,,,,,,,,,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502320859,876,67,1,0,32,6xjy1q2m55iiwe8g1r1yffbc9,0,73.6,7.2,2023-01-29T16:05:35.076Z,2023-01-30T04:32:37Z,4003874655,233,893,,,,,,,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127079,11,8,1,0,32,121le8unjfzug3iu9pgkqa1c7,1,27.7,90.3,2023-01-29T16:05:35.078Z,2023-01-30T04:32:36Z,4003853323,178,,4003607039,385,,4002820159,56,Back,,,,,,,,,,,,,,,,d68byfvk16giaur32gqwpwded,C. Tolisso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502163537,437,61,1,0,32,6xjy1q2m55iiwe8g1r1yffbc9,1,73.7,7.2,2023-01-29T16:05:35.175Z,2023-01-30T04:32:36Z,4003010437,56,Right,4003853883,178,,,,,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127099,12,1,1,0,33,121le8unjfzug3iu9pgkqa1c7,0,24,92.7,2023-01-29T16:05:36.211Z,2023-01-30T04:32:35Z,4003854031,178,,4002820239,212,5.6,4002820301,233,14,4002820241,213,5.0,4002820299,236,,4002820305,286,,4002820235,140,25.7,4002820233,56,Back,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,4002820237,141,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127101,14,74,1,0,33,6xjy1q2m55iiwe8g1r1yffbc9,1,78.2,13.3,2023-01-29T16:05:36.311Z,2023-01-30T04:32:35Z,4002820249,285,,4003854095,178,,4002820331,233,12,4002820247,56,Right,,,,,,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127125,15,1,1,0,35,6xjy1q2m55iiwe8g1r1yffbc9,0,78.9,11.8,2023-01-29T16:05:38.412Z,2023-01-30T04:32:34Z,4003854263,178,,4002820383,213,3.7,4002820379,141,4.0,4002820377,140,70.8,4002820381,212,10.0,4002820373,3,,4002820375,56,Right,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502161843,454,49,1,0,35,121le8unjfzug3iu9pgkqa1c7,1,21.2,87.8,2023-01-29T16:05:38.660Z,2023-01-30T04:32:34Z,,,,,,,,,,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127167,16,43,1,0,36,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2023-01-29T16:05:39.929Z,2023-01-29T16:56:12Z,4003003033,144,3,4002820601,286,0,4002820599,56,Right,,,,,,,,,,,,,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127137,13,43,1,0,36,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-01-29T16:05:39.930Z,2023-01-29T16:56:08Z,4002820611,233,16,4002820441,56,Back,4003002731,144,7,4002820443,285,0,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127141,14,3,1,0,37,121le8unjfzug3iu9pgkqa1c7,0,24.7,96.6,2023-01-29T16:05:40.203Z,2023-01-30T04:32:33Z,4002820449,56,Back,4002820451,285,,4003608059,465,,4002820763,233,17,4003855293,178,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127185,17,7,1,0,37,6xjy1q2m55iiwe8g1r1yffbc9,1,75.3,3.4,2023-01-29T16:05:40.305Z,2023-01-30T04:32:32Z,4002820743,233,14,4002820689,56,Right,4003608121,385,,4002820687,167,,4002820691,286,,4003855455,389,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127227,15,5,1,0,37,121le8unjfzug3iu9pgkqa1c7,1,29,100.8,2023-01-29T16:05:40.852Z,2023-01-30T00:05:25Z,4002820869,233,18,4002820863,347,,4002820861,56,Back,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127197,18,5,1,0,37,6xjy1q2m55iiwe8g1r1yffbc9,0,71,-0.8,2023-01-29T16:05:40.852Z,2023-01-30T00:05:25Z,4002820723,56,Right,4002820725,347,,4002820893,233,15,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127241,16,1,1,0,44,121le8unjfzug3iu9pgkqa1c7,0,23,100,2023-01-29T16:05:47.117Z,2023-01-30T04:32:44Z,4002820935,56,Back,4002820939,141,89.1,4002820933,107,,4002820941,212,12.0,4002820937,140,31.4,4002820943,213,5.5,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
