id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2502127249,19,8,1,0,45,6xjy1q2m55iiwe8g1r1yffbc9,1,67.6,12.8,2023-01-29T16:05:48.143Z,2023-01-30T04:32:32Z,4002820977,56,Right,4002820983,15,,4003608653,384,,4003855685,388,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127271,20,1,1,0,46,6xjy1q2m55iiwe8g1r1yffbc9,0,60.3,16.9,2023-01-29T16:05:49.354Z,2023-01-30T04:32:31Z,4002821097,213,0.1,4002821093,141,18.8,4002821089,56,Right,4002821095,212,15.5,4003855795,178,,4002821091,140,75.0,4002821087,3,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127273,17,1,1,0,47,121le8unjfzug3iu9pgkqa1c7,0,24.1,84.3,2023-01-29T16:05:50.971Z,2023-01-30T04:32:31Z,4003855869,178,,4002821109,213,6.0,4002821099,155,,4002821101,56,Back,4002821105,141,76.7,4002821103,140,39.4,4002821107,212,16.9,,,,z2richg7upw6hth0dzrvm02d,D. Lovren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127305,21,1,1,0,49,6xjy1q2m55iiwe8g1r1yffbc9,1,62.2,19.4,2023-01-29T16:05:52.097Z,2023-01-30T04:32:30Z,4002821315,213,0.2,4002821305,3,,4002821307,56,Center,4002821313,212,16.3,4003856043,178,,4002821309,140,77.3,4002821311,141,25.0,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127321,22,1,1,0,50,6xjy1q2m55iiwe8g1r1yffbc9,1,74.7,26.3,2023-01-29T16:05:53.621Z,2023-01-30T04:32:30Z,4002821387,141,21.3,4002821391,213,6.0,4002821383,56,Center,4002821379,3,,4002821385,140,85.2,4002821381,168,,4003856335,388,,4002821389,212,11.5,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,4002821959,210,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127323,23,49,1,0,51,6xjy1q2m55iiwe8g1r1yffbc9,1,79,25.7,2023-01-29T16:05:54.568Z,2023-01-30T04:32:29Z,,,,,,,,,,,,,,,,,,,,,,,,,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127345,24,15,1,0,53,6xjy1q2m55iiwe8g1r1yffbc9,1,90.3,26.4,2023-01-29T16:05:56.459Z,2023-01-30T04:32:29Z,4002821965,80,,4002821509,63,,4002821661,20,,4002821967,29,,4002821975,103,5.7,4002821977,146,97.9,4002821979,147,43.9,4002821511,56,Center,1xxlgx6g07x3r0zwzywm26sq1,B. Moussiti-Oko,4002821969,55,22,,4003609371,215,4002822007,233,19,4002821973,102,45.8,4002821507,22,4003856603,178,,,,,,,,,,,,,,,,,,,,,
2502127373,19,10,1,0,54,121le8unjfzug3iu9pgkqa1c7,1,1.9,55.4,2023-01-29T16:05:57.099Z,2023-01-30T04:32:28Z,4002821673,56,Back,4002821669,179,,4002821671,182,,4003609445,377,,4002821683,233,24,4002821667,177,,,,,,,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127371,18,52,1,0,54,121le8unjfzug3iu9pgkqa1c7,1,1.8,55.8,2023-01-29T16:05:57.184Z,2023-01-30T04:32:27Z,4003856731,178,,4003609485,377,,,,,,,,,,,,,,,,,,,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127495,20,80,1,1,9,121le8unjfzug3iu9pgkqa1c7,0,11.8,44.2,2023-01-29T16:06:12.098Z,2023-01-30T04:32:27Z,4003856765,178,,4002822303,189,,,,,,,,,,,,,,,,,,,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127589,21,1,1,1,15,121le8unjfzug3iu9pgkqa1c7,1,15.5,50.3,2023-01-29T16:06:18.821Z,2023-01-30T04:32:25Z,4002822737,140,18.2,4002822743,213,4.9,4002822739,141,23.3,4003856809,178,,4002822731,56,Back,4002822741,212,18.6,,,,,,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127609,22,1,1,1,18,121le8unjfzug3iu9pgkqa1c7,1,18.3,22.4,2023-01-29T16:06:21.792Z,2023-01-30T04:32:24Z,4002822831,212,17.7,4002822823,140,6.5,4002822827,141,40.9,4002822819,56,Back,4002822833,213,2.3,4003856857,178,,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127661,23,1,1,1,20,121le8unjfzug3iu9pgkqa1c7,0,6.3,41.5,2023-01-29T16:06:23.464Z,2023-01-30T04:32:24Z,4002823083,212,61.3,4003856901,178,,4002823087,1,,4002823085,213,5.8,4002823079,140,58.5,4002823077,56,Right,4002823081,141,1.0,4002823075,155,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127679,25,49,1,1,24,6xjy1q2m55iiwe8g1r1yffbc9,1,44.8,99.9,2023-01-29T16:06:27.700Z,2023-01-30T04:32:24Z,,,,,,,,,,,,,,,,,,,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127723,26,1,1,1,26,6xjy1q2m55iiwe8g1r1yffbc9,1,40.4,97.3,2023-01-29T16:06:29.064Z,2023-01-30T04:32:23Z,4002823343,140,13.8,4002823347,212,34.0,4002823345,141,68.7,4003856985,178,,4004025953,1,,4002823341,56,Back,4002823349,213,3.7,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127751,27,1,1,1,28,6xjy1q2m55iiwe8g1r1yffbc9,0,16,69.7,2023-01-29T16:06:31.515Z,2023-01-30T04:32:22Z,4002823511,157,,4002823521,213,6.3,4003857041,178,,4002823519,212,52.1,4002823523,1,,4002823517,141,68.8,4002823513,56,Center,4002823515,140,65.6,8wz2w0267i1845k87hxsgandh,F. Sollacaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127789,24,1,1,1,33,121le8unjfzug3iu9pgkqa1c7,1,35.5,23.4,2023-01-29T16:06:36.571Z,2023-01-30T04:32:22Z,4003857141,178,,4002823739,212,26.4,4002823741,213,2.9,4002823731,56,Back,4002823735,140,11.2,4002823729,3,,4002823737,141,33.4,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502127791,25,49,1,1,37,121le8unjfzug3iu9pgkqa1c7,1,12.3,34,2023-01-29T16:06:40.418Z,2023-01-30T04:32:22Z,,,,,,,,,,,,,,,,,,,,,,,,,d3mss0i879krqrk1owzmj2c45,Anthony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
