id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/15/value
2453867523,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-08-31T18:10:46.454Z,2022-08-31T19:10:52Z,3747607371,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747607367,59,"30, 3, 18, 23, 2, 4, 17, 8, 27, 21, 6, 5, 7, 10, 11, 12, 14, 16, 28, 31",3747607365,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3747607363,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, 2lyhi7j3id7emsh54ehdva3ca, c44zop1hvob3cmgu2grj8m0yy, 2o5wwfsh5xhyatdfelh9dzqax, 4c4ghf9zlkof83n5mnmva61d6, aa0888u38mjc1euhofseazb2t, 2rsqkarlkh6z8vrb0clfbz6xh, 1lnktjxx0mux4beo28cl54j1m, cphxr8p8dhc1qeqfgdt7is4ph, anr9qh585ctgk2d17zperhgix, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, eswivc2a0iwwdly6ft8eh0ogl, en42iersp8me42z7r4lzhwiga, ccc0ytvrgtomxfunopwy2kij9, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, 684cguhktvth28ql6qgvvmcyc, eu71261se8nv26xcd39nrdous",3747607375,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747762681,197,13254,3747607373,194,2rsqkarlkh6z8vrb0clfbz6xh,3747607369,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453870561,1,34,16,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-08-31T18:17:10.131Z,2022-08-31T19:10:27Z,3747625627,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3747625625,30,"4cetkl0w2uq40ccti5ka6a4t1, cfg0ocm0b2icpagbtnzkrihn9, d3dv3vc71981v5oems59892sq, 5qg0coudjinnt978myh4n4n2t, 8z0395s37qe2lqi9qsvyskgk5, 9adbv1dl7dp7vze3b9sarerbp, cionsifzpx5rhc8es29wv6i95, 7fmhqt5geme4yv9cfnsp5lec5, 5e9ilgrz3tzg9kd1gk3yvrahh, c5ryhn04g9goikd0blmh83aol, 779rrkp47akkd5usq53begatx, 9sme7jykdv8msgfu0nxx6h39x, 1vr896w03yky9kmu8x5tjkicp, 54w62kh31qyyu7tipmjlt95g5, ckjcm9q26zd6q8tkq0go6oxcl, 2ub88jcc3vku6mrnt5fb3oyqd, atlhc604ri3rr4w012otutyj8, 2s2fzli5c7h9dfcertq2dwxec, 3vx94h32ahujciraspdayj9t6",3747625631,130,17,3747625639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3747625637,197,15881,3747625635,194,8z0395s37qe2lqi9qsvyskgk5,3747625633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3747625629,59,"99, 26, 25, 15, 5, 4, 17, 6, 7, 30, 10, 1, 2, 14, 16, 18, 31, 33, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897285,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-08-31T19:01:07.699Z,2022-09-01T01:01:28Z,3747774353,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897261,2,32,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,0,0,2022-08-31T19:01:07.699Z,2022-08-31T19:01:06Z,3747774235,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897303,3,1,1,0,0,2b3mar72yy8d6uvat1ka6tn3r,1,50,50,2022-08-31T19:01:07.909Z,2022-09-01T01:16:38Z,3747774437,141,53.3,3747774435,140,43.6,3747774433,56,Back,3747774441,213,2.8,3748626443,178,,3747774439,212,7.1,3747774443,279,S,,,,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897327,4,1,1,0,2,2b3mar72yy8d6uvat1ka6tn3r,1,42.9,42.7,2022-08-31T19:01:10.083Z,2022-09-01T04:19:20Z,3747774561,140,41.7,3748626687,178,,3747774567,213,4.4,3747774565,212,4.5,3747774563,141,36.3,3747774559,56,Back,,,,,,,7fmhqt5geme4yv9cfnsp5lec5,M. Verratti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897375,5,1,1,0,4,2b3mar72yy8d6uvat1ka6tn3r,1,40,35.1,2022-08-31T19:01:12.007Z,2022-09-01T04:19:19Z,3748626983,178,,3747774791,56,Back,3747774799,213,3.7,3747774797,212,15.7,3747774793,140,27.4,3747774795,141,22.8,,,,,,,cionsifzpx5rhc8es29wv6i95,Vitinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897439,6,1,1,0,6,2b3mar72yy8d6uvat1ka6tn3r,1,28.8,24.8,2022-08-31T19:01:14.130Z,2022-09-01T04:19:18Z,3747775117,212,18.8,3747775115,141,52.4,3747775113,140,30.4,3747775111,56,Back,3747775121,213,1.5,3748627151,178,,,,,,,,9adbv1dl7dp7vze3b9sarerbp,Sergio Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897451,7,1,1,0,10,2b3mar72yy8d6uvat1ka6tn3r,1,42.7,63.6,2022-08-31T19:01:18.428Z,2022-09-01T04:19:17Z,3747775167,56,Back,3747775169,140,48.2,3748627291,178,,3747775171,141,66.0,3747775173,212,6.0,3747775175,213,0.3,,,,,,,8z0395s37qe2lqi9qsvyskgk5,Marquinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453897531,8,1,1,0,11,2b3mar72yy8d6uvat1ka6tn3r,1,48.7,64.9,2022-08-31T19:01:19.562Z,2022-09-01T04:19:16Z,3747775545,212,13.7,3747775543,141,51.5,3747775547,213,3.9,3748627403,178,,3747775537,56,Back,3747775541,140,38.9,,,,,,,779rrkp47akkd5usq53begatx,Neymar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
