id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/16/value
2443268709,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-07T12:15:12.134Z,2022-08-07T12:58:52Z,3691196255,130,8,3691196259,194,dvtd4xsoihe7srn69irnng5w5,3691196251,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691342379,197,15935,3691196253,59,"1, 4, 3, 15, 22, 5, 92, 2, 9, 8, 23, 11, 14, 21, 24, 25, 26, 30, 31, 44",3691196249,30,"cgqunmh8aw465fna15rdve8d1, 4gsebdl04os3v9mjhhkamnn1m, dlzepva4fgihzwx4vfzagiy1h, dvtd4xsoihe7srn69irnng5w5, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 9vwdme2e657vrezfixnimrv85, boa0e436nc3u53cumlao9ulex, 1j7c295dtb7s5z14diov3xx3p, 41jb0ts5688xz8ell62rybm22, bqq4tqw6tp68c1fya04onf6c5, 2bfbi3t4aufb47wwt56ilzoyc, 5vvhwzxwq395q3welimok3uqy, ccalsoz5819ij4ddtvptceor9, 4lg41m643jf18dgax298bufpw, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, 821ma6ofy7t9wtdvu1w6uni09, cwtefikj4d22g8dr4c200pwtm, 2ev4pyc6jx3szr8d1k8gk0slx",3691196261,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691196257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443271605,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-08-07T12:18:52.628Z,2022-08-07T13:43:34Z,3691208895,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691208887,130,18,3691208891,194,f0e5posm9z0oma2t3u9k1qy95,3691208883,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3691208885,59,"1, 11, 29, 4, 3, 12, 17, 5, 10, 7, 27, 2, 8, 16, 19, 20, 22, 23, 24, 31",3691208889,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3691208881,30,"f0e5posm9z0oma2t3u9k1qy95, 9dzyrffyz77zqmptudhdrh8lx, 4a7x84pflda40oka94y36gwk, 53yrdwlr1pw23bxyxfg85npat, crjrpkb5p430hludk5acmhjv9, a0o34jherpgziz52ri0zxms45, oc04nz0mrmzeqpcbql3rbhlh, 8zc2u2dfrokzg3domqmt30s0l, 9yfnfwqog4y572aoe2iztnbv9, 7k0r5crdh9blj3edt31zwy0dm, 6tedvat245ajkir9c4035i0np, 8tzgykz7kqb1p2rt96nghfh05, cg1j982govx2perwr3rv33t1x, ctygavkrblcxra880nwej0bf9, 7rxtf7xgbve0elx0uefl5f310, 1otm8rmlwrddxqeqelo6vhtec, 6bli1onqzaglkkowwfw2wncb8, bw4foekjlwilabbw2tjitacfe, bxb5trtzllty8eqteifyw4zit, d3y4csfpvhzcowlusw9xe32eh",3691208893,197,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299785,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-07T13:00:05.236Z,2022-08-07T22:41:37Z,3691350021,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299819,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-08-07T13:00:05.236Z,2022-08-07T13:00:07Z,3691350139,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299843,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,49.8,50.5,2022-08-07T13:00:05.290Z,2022-08-08T01:50:48Z,3691350237,279,S,3691350229,140,52.2,3691350233,212,3.0,3691350231,141,53.0,3691350235,213,0.6,3693651787,178,,3691350227,56,Center,,,,dvtd4xsoihe7srn69irnng5w5,P. Capelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299879,4,1,1,0,1,75qj99fhg5c0ztj2tva5u4uii,1,51.7,52.1,2022-08-07T13:00:06.666Z,2022-08-08T06:50:53Z,3691350421,213,1.3,3691350413,56,Center,3693651927,178,,3691350417,141,77.2,3691350419,212,17.9,3691350415,140,56.7,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299983,6,4,1,0,3,75qj99fhg5c0ztj2tva5u4uii,1,57.9,80.4,2022-08-07T13:00:08.774Z,2022-08-08T06:26:29Z,3691350931,265,,3691350927,56,Left,3691350969,233,3,3691350929,152,,3691350925,13,,3691350933,286,,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299963,3,4,1,0,3,750ustvk4jfqmo8q4gnrcxy7z,0,42.1,19.6,2022-08-07T13:00:08.775Z,2022-08-08T06:26:30Z,3693652105,178,,3691351023,233,6,3691350851,152,,3691350847,13,,3691350855,285,,3691350853,265,,3691350849,56,Back,,,,9dzyrffyz77zqmptudhdrh8lx,M. Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443299977,5,43,1,0,5,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-08-07T13:00:11.234Z,2022-08-07T13:00:20Z,3691350901,212,21.6,3691350895,56,Back,3691350899,141,70.5,3691350903,213,3.3,3691351235,144,1,3691350897,140,36.0,,,,,,,1j7c295dtb7s5z14diov3xx3p,L. Diony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300573,7,1,1,0,40,75qj99fhg5c0ztj2tva5u4uii,1,56.4,71.9,2022-08-07T13:00:46.134Z,2022-08-08T06:50:53Z,3691354067,213,1.8,3691354055,5,,3691354059,56,Left,3693675309,178,,3691354063,141,95.6,3691354061,140,53.3,3691354057,152,,3691354065,212,16.4,dvtd4xsoihe7srn69irnng5w5,P. Capelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300603,8,1,1,0,41,75qj99fhg5c0ztj2tva5u4uii,1,55.4,95.8,2022-08-07T13:00:47.139Z,2022-08-08T06:50:52Z,3693675429,178,,3691354205,56,Back,3691354211,141,79.4,3691354207,140,41.1,3691354225,213,3.8,3691354217,212,18.7,,,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300715,9,1,1,0,45,75qj99fhg5c0ztj2tva5u4uii,1,40,74.3,2022-08-07T13:00:50.485Z,2022-08-08T06:50:51Z,3691354813,141,57.2,3693675495,178,,3691354809,56,Back,3691354811,140,20.8,3691354819,213,3.7,3691354815,212,23.3,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300757,10,1,1,0,50,75qj99fhg5c0ztj2tva5u4uii,0,20.2,58,2022-08-07T13:00:56.137Z,2022-08-08T06:50:51Z,3691355029,56,Back,3691355033,141,0.0,3693675595,178,,3691355037,213,5.3,3691355027,155,,3691355031,140,45.8,3691355039,1,,3691355035,212,48.4,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300821,4,5,1,0,53,750ustvk4jfqmo8q4gnrcxy7z,1,56.4,101.2,2022-08-07T13:00:58.933Z,2022-08-08T02:12:47Z,3691355347,56,Left,3691355369,233,11,3691355351,347,,,,,,,,,,,,,,,,,7k0r5crdh9blj3edt31zwy0dm,E. Guessand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300763,11,5,1,0,53,75qj99fhg5c0ztj2tva5u4uii,0,43.6,-1.2,2022-08-07T13:00:58.933Z,2022-08-08T02:12:48Z,3691355389,233,4,3691355055,56,Back,3691355057,347,,,,,,,,,,,,,,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300899,5,1,1,0,56,750ustvk4jfqmo8q4gnrcxy7z,1,50.7,100,2022-08-07T13:01:02.222Z,2022-08-08T06:50:50Z,3691355701,140,32.8,3691355705,212,21.3,3691355697,107,,3691355699,56,Back,3691355707,213,3.6,3691355703,141,86.7,,,,,,,4a7x84pflda40oka94y36gwk,Q. Merlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
