id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2519308517,3,74,1,0,14,3c3jcs7vc1t6vz5lev162jyv7,1,56,85,2023-03-12T16:05:46.341Z,2023-03-13T02:06:58Z,4093466919,285,,4093467101,233,8,4093466917,56,Left,4094828261,21,,4094827113,178,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308547,4,5,1,0,16,3c3jcs7vc1t6vz5lev162jyv7,0,61.2,101.6,2023-03-12T16:05:48.188Z,2023-03-12T21:45:10Z,4093467047,347,,4093467045,56,Left,4093467585,233,9,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308627,9,5,1,0,16,4t4hod56fsj7utpjdor8so5q6,1,38.8,-1.6,2023-03-12T16:05:48.188Z,2023-03-12T21:45:09Z,4093467495,56,Back,4093467497,347,,4093467563,233,4,,,,,,,,,,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308743,10,1,1,0,26,4t4hod56fsj7utpjdor8so5q6,1,38.8,0,2023-03-12T16:05:58.068Z,2023-03-13T02:06:58Z,4093468119,140,46.8,4093468125,213,0.4,4093468121,141,4.5,4093468117,56,Back,4093468123,212,9.3,4093468115,107,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308815,11,1,1,0,27,4t4hod56fsj7utpjdor8so5q6,1,48.3,3.6,2023-03-12T16:05:59.137Z,2023-03-13T02:06:57Z,4093468541,213,3.1,4094828891,178,,4093468539,212,10.6,4093468537,141,4.2,4093468533,56,Back,4093468531,3,,4093468535,140,38.2,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308883,15,1,1,0,28,4t4hod56fsj7utpjdor8so5q6,1,39.1,2.1,2023-03-12T16:06:00.230Z,2023-03-13T02:06:57Z,4093468891,213,0.8,4093468881,140,45.4,4093468885,141,12.4,4093468879,56,Back,4093468889,212,9.6,4094829071,388,,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308817,12,61,1,0,29,4t4hod56fsj7utpjdor8so5q6,0,46.3,8.2,2023-03-12T16:06:00.921Z,2023-03-13T02:06:56Z,4093468553,56,Back,4094829295,178,,,,,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308781,5,1,1,0,29,3c3jcs7vc1t6vz5lev162jyv7,0,50.7,95.6,2023-03-12T16:06:01.607Z,2023-03-13T02:06:56Z,4093468337,213,0.2,4093468339,1,,4093468331,140,52.6,4093468333,141,96.2,4094829397,178,,4093468327,157,,4093468647,236,,4093468649,233,13,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,4093468329,56,4093468335,212,Left,2.0,4093468653,286,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308821,13,74,1,0,29,4t4hod56fsj7utpjdor8so5q6,1,48.1,6.6,2023-03-12T16:06:01.680Z,2023-03-13T02:06:55Z,4093468567,285,,4093468655,233,5,4093468563,56,Back,4094829487,178,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308811,6,5,1,0,31,3c3jcs7vc1t6vz5lev162jyv7,1,55,101,2023-03-12T16:06:03.212Z,2023-03-12T21:46:17Z,4093469137,233,14,4093468509,56,Left,4093468511,347,,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519308877,14,5,1,0,31,4t4hod56fsj7utpjdor8so5q6,0,45,-1,2023-03-12T16:06:03.212Z,2023-03-12T21:46:16Z,4093468859,56,Back,4093468861,347,,4093469159,233,6,,,,,,,,,,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309057,7,1,1,0,39,3c3jcs7vc1t6vz5lev162jyv7,1,49.9,100,2023-03-12T16:06:11.599Z,2023-03-13T02:06:55Z,4093469817,213,6.1,4093469809,56,Left,4093469807,107,,4093469815,212,14.2,4093469811,140,63.1,4093469813,141,96.2,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309069,8,4,1,0,42,3c3jcs7vc1t6vz5lev162jyv7,1,67.4,89.5,2023-03-12T16:06:13.879Z,2023-03-13T02:06:54Z,4093469867,56,Left,4093469969,233,16,4093469869,152,,4093469871,286,,4093469861,13,,4093469865,295,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309081,16,4,1,0,42,4t4hod56fsj7utpjdor8so5q6,0,32.6,10.5,2023-03-12T16:06:13.880Z,2023-03-13T02:06:54Z,4093469903,295,,4093469901,13,,4094831427,178,,4093469905,56,Back,4093469983,233,8,4093469907,152,,4093469909,285,,,,,3djmsd2atvq16ysmocq7twsfd,A. Disasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309471,9,1,1,1,9,3c3jcs7vc1t6vz5lev162jyv7,0,67.2,93.8,2023-03-12T16:06:41.107Z,2023-03-13T02:06:53Z,4093472001,2,,4093472033,1,,4093472025,212,37.8,4093472007,155,,4093472009,152,,4093472031,213,5.3,4094831629,178,,4093472011,56,Center,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,4094360771,20,4093472005,5,,,4093472017,140,86.9,4093472021,141,47.2,4094360769,223,,,,,,,,,,,,,,,,,,,,
2519309491,17,44,1,1,11,4t4hod56fsj7utpjdor8so5q6,1,14,57.3,2023-03-12T16:06:42.940Z,2023-03-13T01:43:32Z,4093472115,56,Back,4093472117,285,,4093472153,233,10,,,,,,,,,,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309481,10,44,1,1,11,3c3jcs7vc1t6vz5lev162jyv7,0,86,42.7,2023-03-12T16:06:42.941Z,2023-03-13T01:43:32Z,4093472225,233,17,4093472075,286,,4093472073,56,Center,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309497,18,12,1,1,11,4t4hod56fsj7utpjdor8so5q6,1,14.1,51.8,2023-03-12T16:06:42.948Z,2023-03-13T02:06:53Z,4093472267,15,,4093472167,141,58.1,4093472169,212,19.6,4093472173,213,0.2,4093472163,56,Back,4094831825,388,,4093472165,140,32.3,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309583,11,1,1,1,17,3c3jcs7vc1t6vz5lev162jyv7,0,55.7,48.2,2023-03-12T16:06:48.865Z,2023-03-13T02:06:51Z,4093472587,213,5.3,4093472579,56,Center,4093472577,157,,4093472591,1,,4094832063,178,,4093472585,212,10.3,4093472581,140,60.8,4093472583,141,35.2,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309635,19,1,1,1,18,4t4hod56fsj7utpjdor8so5q6,0,40.7,60.5,2023-03-12T16:06:50.406Z,2023-03-13T02:06:51Z,4093472903,140,60.4,4093472899,155,,4093472907,212,21.1,4093472901,56,Center,4093472905,141,66.6,4094832393,178,,4093472909,213,0.2,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309765,12,1,1,1,20,3c3jcs7vc1t6vz5lev162jyv7,1,39.4,38.6,2023-03-12T16:06:51.948Z,2023-03-13T02:06:50Z,4093473547,212,20.2,4093473549,213,0.5,4093473543,140,56.2,4093473541,56,Center,4093473545,141,53.1,4094832599,178,,4093473537,3,,,,,3sc349yey596xp2j6xlyt0frp,T. Foket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309785,13,1,1,1,22,3c3jcs7vc1t6vz5lev162jyv7,0,58.4,48.9,2023-03-12T16:06:53.759Z,2023-03-13T02:06:50Z,4093473613,141,53.1,4093473605,3,,4093473615,212,12.4,4093473611,140,69.9,4093473609,56,Center,4094832849,388,,4093473607,168,,4093473617,213,0.2,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309729,20,1,1,1,24,4t4hod56fsj7utpjdor8so5q6,1,30.7,41.7,2023-03-12T16:06:55.898Z,2023-03-13T02:06:49Z,4093473347,141,52.1,4093473349,212,19.1,4094833135,178,,4093473351,213,2.8,4093473343,56,Back,4093473345,140,13.8,4093473341,3,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309739,21,52,1,1,26,4t4hod56fsj7utpjdor8so5q6,1,16.5,50.7,2023-03-12T16:06:57.921Z,2023-03-13T02:06:49Z,4094363573,376,,4094833393,178,,,,,,,,,,,,,,,,,,,,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309791,22,1,1,1,26,4t4hod56fsj7utpjdor8so5q6,1,16.6,51.2,2023-03-12T16:06:58.455Z,2023-03-13T02:06:48Z,4093473665,287,,4093473635,123,,4093473639,140,33.0,4093473641,141,88.8,4093473645,213,1.0,4094833501,178,,4093473637,56,Back,4093473643,212,30.8,d3xdl3p9vd1c0m316oq2pblxx,A. Nübel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309869,23,1,1,1,32,4t4hod56fsj7utpjdor8so5q6,0,47.4,81.2,2023-03-12T16:07:03.721Z,2023-03-13T02:06:47Z,4094833607,178,,4093474023,212,17.2,4093474017,56,Left,4093474473,155,,4093474025,213,6.2,4093474021,141,80.0,4093474019,140,63.8,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519309895,14,61,1,1,32,3c3jcs7vc1t6vz5lev162jyv7,1,40.5,26.8,2023-03-12T16:07:04.439Z,2023-03-13T02:06:47Z,4094833771,388,,4093474147,56,Back,4094833769,15,,,,,,,,,,,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310047,15,12,1,1,35,3c3jcs7vc1t6vz5lev162jyv7,1,22.2,41.2,2023-03-12T16:07:07.195Z,2023-03-13T02:06:47Z,4093474905,141,66.0,4093474901,56,Back,4094833943,178,,4093474903,140,46.8,4093474907,212,30.8,4093474909,213,0.6,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310027,24,1,1,1,41,4t4hod56fsj7utpjdor8so5q6,1,49.8,25.4,2023-03-12T16:07:13.082Z,2023-03-13T02:06:45Z,4094834005,178,,4093474799,213,5.7,4093474789,155,,4093474797,212,27.8,4093474793,140,72.3,4093474791,56,Right,4093474795,141,3.9,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310037,25,1,1,1,43,4t4hod56fsj7utpjdor8so5q6,0,71.6,2.6,2023-03-12T16:07:15.117Z,2023-03-13T02:06:45Z,4093474853,141,10.0,4094834095,388,,4093474849,56,Right,4093474851,140,73.5,4093474857,213,1.2,4093474855,212,5.4,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519564235,910,67,1,1,45,3c3jcs7vc1t6vz5lev162jyv7,1,23.1,90,2023-03-12T16:07:16.725Z,2023-03-13T01:43:43Z,4094864807,233,893,,,,,,,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519564233,893,67,1,1,45,4t4hod56fsj7utpjdor8so5q6,0,76.9,10,2023-03-12T16:07:16.726Z,2023-03-13T01:43:43Z,4094864825,233,910,,,,,,,,,,,,,,,,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310069,16,1,1,1,45,3c3jcs7vc1t6vz5lev162jyv7,0,23,94.7,2023-03-12T16:07:16.778Z,2023-03-13T02:06:44Z,4093475015,141,96.3,4093475011,56,Back,4093475013,140,36.9,4093475019,213,0.1,4094834221,178,,4093475021,1,,4093475017,212,14.6,4093475009,157,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310085,26,1,1,1,47,4t4hod56fsj7utpjdor8so5q6,0,60.6,4.4,2023-03-12T16:07:18.711Z,2023-03-13T02:06:44Z,4094834377,388,,4093475071,3,,4093475075,140,66.1,4093475081,213,6.2,4093475073,56,Right,4093475079,212,5.8,4093475077,141,4.1,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310115,17,1,1,1,48,3c3jcs7vc1t6vz5lev162jyv7,0,34,95.6,2023-03-12T16:07:19.805Z,2023-03-13T02:06:43Z,4094834639,178,,4093475163,56,Back,4093475169,212,13.5,4093475167,141,86.6,4093475165,140,45.5,4093475161,3,,4093475171,213,5.8,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310171,27,1,1,1,50,4t4hod56fsj7utpjdor8so5q6,1,55.3,16.3,2023-03-12T16:07:22.120Z,2023-03-13T02:06:42Z,4093475435,56,Back,4093475443,213,2.2,4094834737,178,,4093475437,140,45.1,4093475441,212,18.9,4093475439,141,39.2,,,,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310255,28,1,1,1,53,4t4hod56fsj7utpjdor8so5q6,1,44.2,42.6,2023-03-12T16:07:24.807Z,2023-03-13T02:06:41Z,4093475849,212,23.7,4093475847,141,77.2,4094834933,178,,4093475851,213,1.4,4093475843,56,Back,4093475845,140,47.0,,,,,,,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310311,29,1,1,1,57,4t4hod56fsj7utpjdor8so5q6,1,48.2,79.1,2023-03-12T16:07:28.861Z,2023-03-13T02:06:40Z,4093476105,213,4.0,4093476101,141,66.1,4093476097,56,Back,4093476103,212,11.8,4093476099,140,40.7,4094834941,178,,,,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310359,30,1,1,2,0,4t4hod56fsj7utpjdor8so5q6,1,43.8,63.4,2023-03-12T16:07:32.226Z,2023-03-13T02:06:39Z,4093476333,56,Right,4093476331,155,,4093476335,140,67.6,4093476343,1,,4094835005,178,,4093476341,213,5.3,4093476339,212,47.6,4093476337,141,3.9,2axi9gr1lhuewlt06emrk44q1,M. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310397,31,1,1,2,4,4t4hod56fsj7utpjdor8so5q6,1,67.1,0.1,2023-03-12T16:07:35.716Z,2023-03-13T02:06:38Z,4093476567,56,Right,4093476581,213,1.2,4093476573,141,18.2,4094835087,178,,4093476571,140,71.5,4093476575,212,13.1,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310421,32,1,1,2,4,4t4hod56fsj7utpjdor8so5q6,1,71.3,17,2023-03-12T16:07:36.581Z,2023-03-13T02:06:37Z,4093476723,56,Right,4093476731,213,3.8,4093476725,140,67.2,4093476727,141,12.4,4094835149,178,,4093476729,212,5.3,,,,,,,8vhjmcgjbzpzd4vv3zb945p1w,M. Akliouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310559,33,1,1,2,6,4t4hod56fsj7utpjdor8so5q6,1,67.4,11.5,2023-03-12T16:07:38.387Z,2023-03-13T02:06:36Z,4094835259,178,,4093477449,212,5.2,4093477447,141,16.7,4093477451,213,0.8,4093477443,56,Right,4093477445,140,71.0,,,,,,,4rlw04tze791jwt623h5ikg5x,R. Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310567,34,1,1,2,7,4t4hod56fsj7utpjdor8so5q6,0,74.7,18.9,2023-03-12T16:07:39.206Z,2023-03-13T02:06:36Z,4093477507,213,5.2,4094835355,178,,4093477501,140,77.2,4093477505,212,5.4,4093477499,56,Right,4093477503,141,12.0,,,,,,,f5j3vhj805xtkos7l538u0d7t,K. Diatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310431,18,49,1,2,8,3c3jcs7vc1t6vz5lev162jyv7,1,21.6,88.3,2023-03-12T16:07:39.993Z,2023-03-13T02:06:36Z,,,,,,,,,,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310509,19,1,1,2,9,3c3jcs7vc1t6vz5lev162jyv7,1,22.9,90.7,2023-03-12T16:07:40.749Z,2023-03-13T02:06:35Z,4093477203,212,10.4,4093477197,56,Back,4094835541,178,,4093477205,213,5.3,4093477199,140,28.5,4093477201,141,78.1,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519310573,20,1,1,2,13,3c3jcs7vc1t6vz5lev162jyv7,1,24.5,70.1,2023-03-12T16:07:45.114Z,2023-03-13T02:06:33Z,4093477567,213,4.3,4093477561,140,15.7,4093477565,212,25.2,4093477559,56,Back,4094835683,178,,4093477563,141,35.7,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
