id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2485255655,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-11-13T13:15:17.561Z,2022-11-13T14:32:27Z,3913888841,194,8yirlj1hpoqnuczpywgzlblxx,3913888843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914016533,197,651,3913888831,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",3913888833,59,"1, 77, 31, 14, 6, 2, 18, 12, 21, 10, 11, 7, 9, 19, 22, 27, 75, 90, 99",3913888835,130,10,3913888839,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3913888829,30,"3z6ekzop4y7cjuatzz9ua74k5, 859tcp8023r5cki7uju30l9t5, azcv772qzdbz1exafx3od6lt5, 3izhfm7i4afomephw07mp4nsa, 2snhhbt5230mm0rxigcqitqdx, 8cawa8470beg2ce0as7hv5psl, 230qvyk9dg4plwzobjj6thmqy, 7teasnynvwarky180hl6zvkk5, 16idj1wxzcbvuaov5duvpqhyi, 71bl8lyjtmzn8ebwulcjnmu39, 8yirlj1hpoqnuczpywgzlblxx, 6ir1z8c3o7t4kqx04kw24i415, 1yj1kt2cx24nn4zt5h1ma1olx, 8ikvcyvko9qou241buomqqv6y, cr1n1i96xlepbvk90nl87o4yc, 5w9g9gfeucuccwxd09o62f84p, f2wjw84p0ztxt636u2ibnoxxx, a065rtv2lfh0rso33dfuah4ut, d8m8y59eum57eu7kiat38rkk5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485257309,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-11-13T13:17:39.364Z,2022-11-13T13:59:07Z,3913897513,30,"89sv092huj2obzdazmft854a1, 41gpjj5od0ww4rnopzgp1oetw, e1gq9zfwrm446r2tzmeiw6jmx, 2lvit204llltk13iglsa2tjah, 36h87ecgmpjdltk1epsbvmiju, 976riwm0dz0e74d4l28y3ttcl, cmrdm4nnd62inlvsnc52vkicp, 96wcx761pzv5ub4sfwsynp51x, bapdoe78rj82j550otb5zemwa, 8gkexxgf3pypshhqwg6ibp7o4, agwvouyocx93y39g7tmwaojx1, 4ilnnpfgjfz35lni9ppzd93v9, 3jqxaa2l6gqwxl2mr8w0yiiy2, 8qmm84tue6kuz8e5nhhdhmz8p, 7ty1wdxxnusgkl34k5raipbl5, 2ds26ub6ho0baamsjcmh7mmfo, edti8t30h7ukwi3wqlzaczje1, 3sc349yey596xp2j6xlyt0frp, 8zo4abj7d3ut3cry9tcsoglw, 513jimgihzk9w1kuad57jrnxl",3913897525,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913897519,130,8,3913897523,194,976riwm0dz0e74d4l28y3ttcl,3913897521,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913897517,59,"94, 41, 25, 8, 24, 5, 39, 21, 7, 3, 10, 1, 11, 15, 19, 28, 29, 32, 43, 99",3913897515,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3914024879,197,17273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283203,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-11-13T14:00:04.007Z,2022-11-14T02:35:28Z,3914027797,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283181,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-11-13T14:00:04.007Z,2022-11-13T14:00:04Z,3914027729,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283219,3,1,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,50,50,2022-11-13T14:00:04.061Z,2022-11-14T02:46:50Z,3914027841,56,Back,3914027843,140,39.1,3914027851,279,S,3916089849,178,,3914027849,213,3.6,3914027845,141,42.7,3914027847,212,12.5,,,,bapdoe78rj82j550otb5zemwa,N. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283233,4,1,1,0,2,3c3jcs7vc1t6vz5lev162jyv7,1,40.8,48.4,2022-11-13T14:00:06.689Z,2022-11-14T07:11:40Z,3914027927,213,2.5,3914027925,212,17.8,3916089973,178,,3914027917,56,Back,3914027919,140,27.7,3914027923,141,64.9,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283291,5,1,1,0,5,3c3jcs7vc1t6vz5lev162jyv7,1,28.1,61.4,2022-11-13T14:00:09.254Z,2022-11-14T07:11:39Z,3914028175,213,1.6,3916090039,178,,3914028167,56,Back,3914028169,140,28.1,3914028171,141,90.6,3914028173,212,19.9,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283335,6,1,1,0,7,3c3jcs7vc1t6vz5lev162jyv7,0,26.1,97.1,2022-11-13T14:00:11.660Z,2022-11-14T07:11:38Z,3914028365,140,62.6,3914028367,141,89.3,3914028369,212,38.7,3914028363,56,Left,3914028361,155,,3914028373,1,,3914028371,213,6.1,3916090111,178,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283361,3,44,1,0,10,2cjpmotqo8phcqfpgo9xf4gel,1,43.1,12.1,2022-11-13T14:00:14.011Z,2022-11-14T07:11:37Z,3914028423,56,Back,3914028425,285,,3914028437,233,7,,,,,,,,,,,,,,,,8cawa8470beg2ce0as7hv5psl,A. Souquet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283353,7,44,1,0,10,3c3jcs7vc1t6vz5lev162jyv7,0,56.9,87.9,2022-11-13T14:00:14.012Z,2022-11-14T07:11:37Z,3914028443,233,3,3914028393,56,Left,3914028395,286,,,,,,,,,,,,,,,,,bapdoe78rj82j550otb5zemwa,N. Holm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
