id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2448710891,1,34,16,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-08-20T18:11:52.747Z,2022-08-20T20:08:43Z,3720143885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720143895,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720143875,59,"1, 2, 29, 4, 3, 21, 10, 5, 7, 8, 27, 11, 12, 16, 19, 20, 22, 24, 31, 55",3720143873,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720383831,197,654,3720143877,130,11,3720143891,194,f0e5posm9z0oma2t3u9k1qy95,3720143871,30,"f0e5posm9z0oma2t3u9k1qy95, 8tzgykz7kqb1p2rt96nghfh05, 4a7x84pflda40oka94y36gwk, 53yrdwlr1pw23bxyxfg85npat, crjrpkb5p430hludk5acmhjv9, 3g217lvxyrxlzsyp0rmlvglp1, 9yfnfwqog4y572aoe2iztnbv9, 8zc2u2dfrokzg3domqmt30s0l, 7k0r5crdh9blj3edt31zwy0dm, cg1j982govx2perwr3rv33t1x, 6tedvat245ajkir9c4035i0np, 9dzyrffyz77zqmptudhdrh8lx, a0o34jherpgziz52ri0zxms45, ctygavkrblcxra880nwej0bf9, 7rxtf7xgbve0elx0uefl5f310, 1otm8rmlwrddxqeqelo6vhtec, 6bli1onqzaglkkowwfw2wncb8, bxb5trtzllty8eqteifyw4zit, d3y4csfpvhzcowlusw9xe32eh, 32ehg1wm714059vyzgltxy28l",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448712031,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-20T18:13:00.431Z,2022-08-20T19:00:29Z,3720380641,197,15909,3720150463,59,"16, 7, 30, 5, 4, 99, 21, 27, 70, 8, 6, 9, 10, 11, 13, 15, 17, 22, 23, 36",3720150471,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3720150465,130,17,3720150469,194,8s259ktv9j6ei0f8rh2msqfh1,3720150459,30,"26atxu4fr8f87oi8mt6z70mhh, c4w6l0ha9pvwljyh3aejqz3yt, dqsslq1iz1azubowq3anwws4q, 74edqcuzfzy7nswqzn0v3pe22, 8ni13k73i9xusj01utdmqk7h1, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, 5fbnkkf1saix4lonwx1i9k7o5, vl1b0gayryiqvl5dlukpmswl, 290xjx3h327rl40wbn7hzrtg5, asvqr3i5wcjiajxipt1qvldyh, 35r56n0i4sbdh7n5arbt7db6d, 26mggguhavwmnq1oak12ket, d1d3v27d4r6vme6n2w5umaacp, a68fosxpgtyxj64ex9f6nget, 6gymgqxnu2zavuxgp6amm3zkl, cip5lla8zu8gru2m4popsstlh, ekm47qd8w1x0456lm1tmf5re1, 9j742o5vdc7d54x1xdz4t9ck5, 4dbs7cgevy096gouv60eurh05",3720150461,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3720150467,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753383,2,32,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2022-08-20T19:00:24.744Z,2022-08-20T19:00:25Z,3720392593,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753365,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-08-20T19:00:24.744Z,2022-08-20T23:43:14Z,3720392523,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753447,3,1,1,0,0,750ustvk4jfqmo8q4gnrcxy7z,1,50,50,2022-08-20T19:00:24.807Z,2022-08-21T00:09:16Z,3720392893,140,31.9,3720392891,56,Back,3721300993,178,,3720392901,279,S,3720392899,213,3.1,3720392897,212,19.0,3720392895,141,49.9,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753543,4,1,1,0,3,750ustvk4jfqmo8q4gnrcxy7z,0,37.5,45.8,2022-08-20T19:00:28.683Z,2022-08-21T02:54:48Z,3720393391,56,Right,3720393397,212,60.5,3721301269,178,,3720393401,1,,3720393393,140,90.8,3720393395,141,11.9,3720393389,155,,3720393399,213,5.9,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753545,3,49,1,0,9,27xvwccz8kpmqsefjv2b2sc0o,1,7.7,86.2,2022-08-20T19:00:34.099Z,2022-08-21T02:54:48Z,,,,,,,,,,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753637,4,1,1,0,9,27xvwccz8kpmqsefjv2b2sc0o,0,7.6,86.4,2022-08-20T19:00:34.136Z,2022-08-21T02:54:48Z,3720393851,213,6.0,3720393841,56,Back,3720393839,157,,3720393847,212,18.9,3720393853,1,,3720393843,140,24.8,3721302293,178,,3720393845,141,78.2,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753675,5,1,1,0,15,750ustvk4jfqmo8q4gnrcxy7z,0,72.1,20.5,2022-08-20T19:00:40.236Z,2022-08-21T02:54:47Z,3720394029,213,5.9,3720394025,141,11.9,3721304031,178,,3720394023,140,88.0,3720394019,3,,3720394027,212,17.7,3720394021,56,Right,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753717,5,1,1,0,17,27xvwccz8kpmqsefjv2b2sc0o,0,12.7,87,2022-08-20T19:00:42.730Z,2022-08-21T02:54:47Z,3720394257,1,,3720394247,56,Back,3720394251,141,100.0,3720394255,213,0.3,3720394245,157,,3720394249,140,42.6,3720394253,212,32.9,3721304375,178,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753915,6,5,1,0,19,750ustvk4jfqmo8q4gnrcxy7z,1,60.8,-1.6,2022-08-20T19:00:44.366Z,2022-08-21T00:10:14Z,3720395341,56,Right,3720395343,347,,3720395379,233,6,,,,,,,,,,,,,,,,cg1j982govx2perwr3rv33t1x,S. Moutoussamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753721,6,5,1,0,19,27xvwccz8kpmqsefjv2b2sc0o,0,39.2,101.6,2022-08-20T19:00:44.366Z,2022-08-21T00:10:15Z,3720394277,347,,3720394275,56,Back,3720395387,233,6,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448753987,7,1,1,0,34,750ustvk4jfqmo8q4gnrcxy7z,1,51.8,0,2022-08-20T19:00:58.747Z,2022-08-21T02:54:46Z,3720395747,56,Right,3720395751,141,3.2,3720395749,140,65.3,3720395755,213,0.2,3720395745,107,,3720395753,212,14.5,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448754007,8,1,1,0,36,750ustvk4jfqmo8q4gnrcxy7z,0,64.3,1.2,2022-08-20T19:01:00.820Z,2022-08-21T02:54:46Z,3721305901,178,,3720395917,141,0.0,3720395911,56,Right,3720395919,212,8.2,3720395915,140,56.6,3720395921,213,3.3,,,,,,,8tzgykz7kqb1p2rt96nghfh05,Fábio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448754017,7,5,1,0,36,27xvwccz8kpmqsefjv2b2sc0o,1,40.4,101.1,2022-08-20T19:01:01.210Z,2022-08-21T00:10:38Z,3720395951,347,,3720395953,233,9,3720395949,56,Back,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448754013,9,5,1,0,36,750ustvk4jfqmo8q4gnrcxy7z,0,59.6,-1.1,2022-08-20T19:01:01.210Z,2022-08-21T00:10:39Z,3720395935,56,Right,3720395937,347,,3720395967,233,7,,,,,,,,,,,,,,,,8tzgykz7kqb1p2rt96nghfh05,Fábio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448754079,8,1,1,0,39,27xvwccz8kpmqsefjv2b2sc0o,1,39.2,100,2022-08-20T19:01:04.535Z,2022-08-21T02:54:45Z,3720396343,140,39.1,3720396345,141,92.7,3720396349,213,4.7,3720396341,56,Back,3720396339,107,,3720396347,212,5.9,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2448754125,9,1,1,0,41,27xvwccz8kpmqsefjv2b2sc0o,1,38.9,88.8,2022-08-20T19:01:06.402Z,2022-08-21T02:54:45Z,3720396535,56,Back,3720396541,212,27.3,3720396537,140,27.2,3720396543,213,4.2,3720396539,141,53.0,3721307531,178,,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
