id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/17/value,assist,qualifier/16/value
2458673801,9,61,1,0,13,bx0cdmzr2gwr70ez72dorx82p,1,21.5,91.9,2022-09-11T13:00:29.843Z,2022-09-12T06:06:52Z,3773160197,56,Back,3775511641,178,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459117985,1337,67,1,0,15,6xjy1q2m55iiwe8g1r1yffbc9,1,78.6,6.3,2022-09-11T13:00:31.279Z,2022-09-12T05:35:15Z,3775612469,233,1711,,,,,,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459117981,1711,67,1,0,15,bx0cdmzr2gwr70ez72dorx82p,0,21.4,93.7,2022-09-11T13:00:31.280Z,2022-09-12T05:35:16Z,3775612481,233,1337,,,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673769,10,1,1,0,15,6xjy1q2m55iiwe8g1r1yffbc9,0,74.4,3.5,2022-09-11T13:00:31.293Z,2022-09-12T06:06:51Z,3773159995,56,Right,3773160003,213,3.6,3773159997,140,73.9,3773160001,212,0.6,3773172587,286,,3773159999,141,3.1,3775511689,178,,3773172583,233,8,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,3773172581,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673789,8,74,1,0,15,bx0cdmzr2gwr70ez72dorx82p,1,21.4,93.7,2022-09-11T13:00:31.325Z,2022-09-12T06:06:51Z,3773160125,56,Back,3773160187,233,10,3775511735,178,,3773160127,285,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673805,10,5,1,0,15,bx0cdmzr2gwr70ez72dorx82p,0,29.4,101.2,2022-09-11T13:00:31.627Z,2022-09-12T02:14:37Z,3773160393,233,11,3773160215,347,,3773160213,56,Back,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673833,11,5,1,0,15,6xjy1q2m55iiwe8g1r1yffbc9,1,70.6,-1.2,2022-09-11T13:00:31.627Z,2022-09-12T02:14:36Z,3773160389,233,10,3773160373,56,Right,3773160375,347,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673881,12,1,1,0,19,6xjy1q2m55iiwe8g1r1yffbc9,1,77.1,0,2022-09-11T13:00:35.798Z,2022-09-12T06:06:51Z,3773160641,213,0.7,3773160637,141,24.7,3773160635,140,95.7,3773160639,212,26.2,3773160633,56,Center,3773160643,1,,3773419811,189,,3773160631,107,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673885,13,61,1,0,21,6xjy1q2m55iiwe8g1r1yffbc9,0,89.8,15.4,2022-09-11T13:00:37.309Z,2022-09-12T06:06:50Z,3775512069,178,,3773160651,56,Right,,,,,,,,,,,,,,,,,,,d040o5igq61iizexn1v2a5t5h,R. Hamouma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673899,11,61,1,0,22,bx0cdmzr2gwr70ez72dorx82p,1,13.2,75.1,2022-09-11T13:00:38.154Z,2022-09-12T06:06:50Z,3775512153,178,,3773160709,56,Back,,,,,,,,,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673901,12,61,1,0,22,bx0cdmzr2gwr70ez72dorx82p,1,10,75.9,2022-09-11T13:00:38.802Z,2022-09-12T06:06:50Z,3773160721,56,Back,3775512259,178,,,,,,,,,,,,,,,,,,,,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673915,13,49,1,0,24,bx0cdmzr2gwr70ez72dorx82p,1,9.6,73.4,2022-09-11T13:00:39.883Z,2022-09-12T06:06:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673953,14,1,1,0,27,bx0cdmzr2gwr70ez72dorx82p,0,5.7,98.9,2022-09-11T13:00:43.248Z,2022-09-12T06:06:48Z,3773161001,140,39.2,3773160999,56,Back,3775512455,178,,3773161007,213,5.8,3773161003,141,73.7,3773161009,1,,3773160997,157,,3773161005,212,39.1,2kgvn1lt5yjsixg13fj0cidt6,A. Beka Beka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673961,14,61,1,0,29,6xjy1q2m55iiwe8g1r1yffbc9,0,66.5,19.8,2022-09-11T13:00:44.937Z,2022-09-12T06:06:47Z,3773161051,56,Right,3775512699,388,,3775512697,15,,,,,,,,,,,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673999,15,1,1,0,29,bx0cdmzr2gwr70ez72dorx82p,1,30.4,85.2,2022-09-11T13:00:45.253Z,2022-09-12T06:06:47Z,3773161211,56,Back,3773161209,3,,3773161217,212,17.0,3775512885,178,,3773161219,213,5.4,3773161213,140,40.9,3773161215,141,66.2,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674007,16,1,1,0,32,bx0cdmzr2gwr70ez72dorx82p,0,38.5,66.9,2022-09-11T13:00:47.948Z,2022-09-12T06:06:47Z,3775512957,178,,3773161247,141,47.8,3773161251,213,4.4,3773161245,140,35.0,3773161249,212,13.5,3773161243,56,Back,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674073,15,49,1,0,33,6xjy1q2m55iiwe8g1r1yffbc9,1,64,49.5,2022-09-11T13:00:48.926Z,2022-09-12T06:06:46Z,,,,,,,,,,,,,,,,,,,,,,,,,bi49lcldxz8jubp72kgeke2y2,K. Spadanuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674093,16,1,1,0,35,6xjy1q2m55iiwe8g1r1yffbc9,1,54.6,56.3,2022-09-11T13:00:51.053Z,2022-09-12T06:06:45Z,3773161711,212,21.6,3773161707,140,41.4,3773161713,213,2.3,3773161709,141,80.7,3775513139,178,,3773161705,56,Back,,,,,,,bi49lcldxz8jubp72kgeke2y2,K. Spadanuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674113,17,1,1,0,38,6xjy1q2m55iiwe8g1r1yffbc9,1,43.7,79.3,2022-09-11T13:00:53.962Z,2022-09-12T06:06:45Z,3773161811,56,Center,3775513167,178,,3773161815,141,63.5,3773161819,213,5.5,3773161813,140,53.8,3773161817,212,15.1,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674117,18,1,1,0,41,6xjy1q2m55iiwe8g1r1yffbc9,0,54.1,66.7,2022-09-11T13:00:57.475Z,2022-09-12T06:06:44Z,3773161845,155,,3773161891,4,,3773161849,140,78.2,3773161851,141,58.8,3773161847,56,Center,3775513219,178,,3773161853,212,25.9,3773161855,213,6.1,bm1utly0qt2kaexijsu2p2tw5,M. Coutadeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674143,17,8,1,0,43,bx0cdmzr2gwr70ez72dorx82p,1,24.7,45.5,2022-09-11T13:00:59.093Z,2022-09-12T06:06:43Z,3773920133,384,,3773161947,56,Back,3775513833,178,,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674157,18,52,1,0,45,bx0cdmzr2gwr70ez72dorx82p,1,8.2,49.5,2022-09-11T13:01:01.050Z,2022-09-12T06:06:43Z,3775513921,389,,3773920389,377,,,,,,,,,,,,,,,,,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674359,19,1,1,0,50,bx0cdmzr2gwr70ez72dorx82p,1,14.4,47,2022-09-11T13:01:06.102Z,2022-09-12T06:06:42Z,3773163011,56,Back,3773163013,140,20.3,3773163019,213,5.1,3773163015,141,24.5,3773163009,123,,3775514021,178,,3773163017,212,16.5,,,,8govqd0xf8ijst50tgypaep5h,K. Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674369,20,1,1,0,56,bx0cdmzr2gwr70ez72dorx82p,1,22.1,13.1,2022-09-11T13:01:12.220Z,2022-09-12T06:06:42Z,3773163091,140,14.1,3773163089,56,Back,3775514045,178,,3773163099,1,,3773163093,141,86.6,3773163095,212,50.7,3773163121,189,,3773163097,213,1.7,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674415,21,1,1,0,58,bx0cdmzr2gwr70ez72dorx82p,1,16.8,85,2022-09-11T13:01:14.333Z,2022-09-12T06:06:42Z,3773163323,56,Back,3773163329,212,32.7,3773163325,140,47.5,3773163333,1,,3775514085,178,,3773163327,141,93.3,3773163321,155,,3773163331,213,0.2,7sep6mx2s67mh5fr3raxu7aei,M. Bard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674417,22,1,1,1,0,bx0cdmzr2gwr70ez72dorx82p,0,49.5,91.8,2022-09-11T13:01:16.594Z,2022-09-12T06:06:41Z,3773163347,141,82.8,3773163351,213,4.6,3773163349,212,6.2,3775514121,388,,3773163343,56,Back,3773163345,140,48.7,3773163341,3,,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674435,19,49,1,1,1,6xjy1q2m55iiwe8g1r1yffbc9,1,51.3,9.3,2022-09-11T13:01:17.007Z,2022-09-12T06:06:41Z,,,,,,,,,,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674489,20,1,1,1,4,6xjy1q2m55iiwe8g1r1yffbc9,1,36,17.2,2022-09-11T13:01:20.602Z,2022-09-12T06:06:40Z,3773163705,140,14.9,3773163721,213,2.8,3775514327,178,,3773163715,212,23.9,3773163701,56,Back,3773163711,141,30.5,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674537,21,1,1,1,6,6xjy1q2m55iiwe8g1r1yffbc9,1,14.9,32.7,2022-09-11T13:01:22.570Z,2022-09-12T06:06:39Z,3775514343,178,,3773163943,213,6.1,3773163941,212,28.2,3773163937,140,41.3,3773163939,141,25.3,3773163935,56,Back,3773423009,155,,,,,3xpo0nc3hysdi41gupi7adot1,B. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674605,22,1,1,1,10,6xjy1q2m55iiwe8g1r1yffbc9,1,41,27.3,2022-09-11T13:01:26.237Z,2022-09-12T06:06:38Z,3773164277,140,47.3,3773164279,141,1.6,3773164275,56,Back,3773164285,213,5.1,3775514551,178,,3773164281,212,18.7,,,,,,,d3d1qks236pztzcqp3wdcc0l,V. Marchetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674665,23,1,1,1,15,6xjy1q2m55iiwe8g1r1yffbc9,1,63.8,9.6,2022-09-11T13:01:30.973Z,2022-09-12T06:06:36Z,3773164617,212,6.5,3773164609,140,67.5,3773164621,213,5.4,3773164605,56,Right,3773164613,141,1.9,3775514569,178,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674689,24,1,1,1,18,6xjy1q2m55iiwe8g1r1yffbc9,1,71.6,10.8,2022-09-11T13:01:34.010Z,2022-09-12T06:06:34Z,3773164761,56,Right,3775514613,178,,3773164769,213,6.1,3773164763,140,96.9,3773164765,141,2.6,3773164759,155,,3773164767,212,27.1,,,,9higgl848a37qflh0sts05tjp,C. Bayala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674741,25,1,1,1,21,6xjy1q2m55iiwe8g1r1yffbc9,1,95,4.4,2022-09-11T13:01:37.476Z,2022-09-12T06:06:34Z,3773165001,2,,3773923519,20,,3773165011,212,29.7,3773165003,155,,3773165005,56,Center,3773165007,140,90.8,3773165013,213,1.7,3773923515,224,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,3773165533,210,1,15,3775514665,178,3773165535,154,3773165009,141,47.6,,,,,,,,,,,,,,,,,,,,,,,
2458674749,26,15,1,1,23,6xjy1q2m55iiwe8g1r1yffbc9,1,89.9,49.8,2022-09-11T13:01:39.126Z,2022-09-12T06:06:33Z,3773165585,29,,3773165597,102,47.3,3773165589,55,25,3773165253,233,23,3773165613,147,47.5,3773165239,82,,3773165617,231,49.3,3773165611,146,95.2,da81277761mvu8idmy1ekqdw5,Y. Touzghar,3773165055,56,,Center,3773165601,103,3773165583,80,3773165233,15,,19,3773165237,328,3773165609,100,3773165587,154,3773165615,230,99,3773165051,22,3775514683,388,3773165053,17,,,,,,,
2458674777,23,10,1,1,23,bx0cdmzr2gwr70ez72dorx82p,1,8.2,49.5,2022-09-11T13:01:39.336Z,2022-09-12T06:06:33Z,3775514747,178,,3773165189,94,,3773165269,233,26,3773165191,56,Back,3775514749,15,,,,,,,,,,,8f3bhiy6r5eei1n25exhbwr8p,J. Lotomba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674807,24,49,1,1,23,bx0cdmzr2gwr70ez72dorx82p,1,8.9,51.2,2022-09-11T13:01:39.480Z,2022-09-12T06:06:32Z,,,,,,,,,,,,,,,,,,,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674757,27,43,1,1,24,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-09-11T13:01:40.509Z,2022-09-11T13:53:06Z,3773424011,144,61,3773165095,56,Center,,,,,,,,,,,,,,,,,,,da81277761mvu8idmy1ekqdw5,Y. Touzghar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674911,25,1,1,1,25,bx0cdmzr2gwr70ez72dorx82p,1,11.4,45.8,2022-09-11T13:01:41.687Z,2022-09-12T06:06:31Z,3773165937,213,5.3,3773165929,56,Back,3773165935,212,24.9,3773165933,141,15.1,3775514903,178,,3773165931,140,24.3,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
