id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value
2496594611,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-01-11T19:19:23.529Z,2023-01-11T20:03:39Z,3973883713,197,8123,3973813229,30,"2vgr8c97x4b2e51tyvvixusid, 7bba28af7hqhh7ruo91x2mk9g, 9ysk6656hj0na1hrizgt83k5x, d5at3cowukpxiptq5ozcbe6s5, 7z1gixk4hvbbgo71xgb04942x, eo47h2ekymiisj3kry3og7tgp, egtyl4noukbjkm1va1i11e87o, 42vsnv2j6emkbynforgon4n2t, 950o8rjqvnl5bnidq2dc3fglx, am0pcyvtaws1i69jt09dgnsnp, wg9qybhs3qeq9awhux331uqx, 88nw24pkg2ikj9c91tccvqol, f0busiccqoe2jg69st02ngfe1, 9hz4s6zmelmg4ix47xbre3q3t, bndkgzdolm2c3iteenkv8s3it, 4jal44qeyp9ur58768qre5uqd, cb6w7n7n1eh9huwzyzvgmdxih, 6myeb7x322kbw504ecbvhu904, bzyckons6yiek0xm2xtt0bf9w, 3zkkrq8sph1lo23bt8d1nz10",3973813237,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973813235,130,10,3973813241,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973813233,59,"1, 29, 11, 24, 22, 5, 19, 14, 9, 25, 17, 6, 12, 18, 20, 23, 27, 31, 35, 40",3973813231,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3973813239,194,9ysk6656hj0na1hrizgt83k5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496595821,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-01-11T19:22:05.484Z,2023-01-11T20:05:18Z,3973819867,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973819859,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, 1ad3itgiwcnyw3o9wplhah2hh, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, b4lc7czw7al6g7a7qzcqzya22, 3h62hv3ksrnl7n7di2b080y51, 64ubq0xra74xaunooi8knyajt, 7izciy79i6d6h7usfr8mcmh91, eolso19u03zxw2pca2i95v4dl, d49iskrm33kt3vlxy4q85m0ru, d53u1z2wzikqk2veuqag63utx, 3ngai7brgwxmnx3c7dmmed5ud, bzmxjsk1tr4p2n7hwakvfomei, qt2jl9zxkj4lxqzeydbb6hg5, 7h28voyog9dhvitn6hj1omhh, d9pacjyllv546b9qe0arx2nvu, boeam163ur1t3ifq01px99xwp, 4yxo8gwnou3m7jh6ph8lkuw44",3973819865,130,17,3973819873,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3973819871,197,11899,3973819863,59,"30, 29, 3, 14, 4, 24, 6, 8, 11, 7, 18, 13, 15, 16, 20, 21, 22, 23, 25, 36",3973819861,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3973819869,194,3h62hv3ksrnl7n7di2b080y51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607885,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-01-11T20:00:43.311Z,2023-01-12T02:24:32Z,3973887121,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607887,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-01-11T20:00:43.311Z,2023-01-11T20:00:46Z,3973887125,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607893,3,1,1,0,0,3xedluek08t2ka7oypwuullcn,1,49.9,49.9,2023-01-11T20:00:43.368Z,2023-01-12T04:20:01Z,3973887169,213,2.6,3973887163,140,40.0,3973887161,56,Back,3973887171,279,S,3973887165,141,59.8,3974297973,178,,3973887167,212,12.4,,,,64ubq0xra74xaunooi8knyajt,L. Openda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607927,4,1,1,0,1,3xedluek08t2ka7oypwuullcn,1,38,57.6,2023-01-11T20:00:45.204Z,2023-01-12T08:46:28Z,3973887353,56,Back,3973887359,212,16.2,3973887357,141,80.3,3973887361,213,1.3,3973887355,140,42.8,3974298015,178,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607939,5,1,1,0,5,3xedluek08t2ka7oypwuullcn,1,49.1,81.2,2023-01-11T20:00:49.153Z,2023-01-12T08:46:27Z,3974298047,178,,3973887419,213,3.5,3973887413,140,33.5,3973887411,56,Back,3973887415,141,70.8,3973887417,212,17.8,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607941,6,1,1,0,7,3xedluek08t2ka7oypwuullcn,1,40.7,74.8,2023-01-11T20:00:50.683Z,2023-01-12T08:46:26Z,3973887431,213,4.4,3974298069,178,,3973887427,141,53.7,3973887425,140,36.3,3973887423,56,Back,3973887429,212,15.1,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607953,7,1,1,0,8,3xedluek08t2ka7oypwuullcn,1,47.8,61.2,2023-01-11T20:00:51.486Z,2023-01-12T08:46:25Z,3974298097,178,,3973887503,213,3.6,3973887501,212,24.6,3973887499,141,46.3,3973887495,56,Back,3973887497,140,26.4,,,,,,,b4lc7czw7al6g7a7qzcqzya22,J. Onana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607983,8,1,1,0,11,3xedluek08t2ka7oypwuullcn,1,32.8,50.5,2023-01-11T20:00:54.532Z,2023-01-12T08:46:24Z,3973887719,140,32.1,3973887717,56,Back,3973887725,213,4.7,3974298113,178,,3973887723,212,26.8,3973887721,141,11.1,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496607989,9,1,1,0,15,3xedluek08t2ka7oypwuullcn,1,39.5,17.3,2023-01-11T20:00:58.558Z,2023-01-12T08:46:23Z,3973887759,140,30.5,3974298135,178,,3973887765,213,2.0,3973887763,212,22.1,3973887761,141,46.6,3973887757,56,Back,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608011,10,1,1,0,17,3xedluek08t2ka7oypwuullcn,1,33.2,44,2023-01-11T20:01:01.061Z,2023-01-12T08:46:22Z,3973887885,140,38.5,3973887887,141,69.1,3973887889,212,18.0,3973887883,56,Back,3973887891,213,1.3,3974298155,178,,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608051,11,1,1,0,21,3xedluek08t2ka7oypwuullcn,1,52,80.8,2023-01-11T20:01:04.467Z,2023-01-12T08:46:21Z,3973888089,56,Left,3973888097,213,0.7,3973888095,212,16.2,3974298187,178,,3973888091,140,63.9,3973888093,141,95.9,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496608069,12,1,1,0,25,3xedluek08t2ka7oypwuullcn,1,53.9,81.5,2023-01-11T20:01:09.240Z,2023-01-12T08:46:19Z,3973888195,140,39.0,3974298225,178,,3973888197,141,62.1,3973888199,212,20.5,3973888193,56,Back,3973888201,213,3.8,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
