id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,assist,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2455725777,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-09-04T12:08:17.976Z,2022-09-04T12:59:32Z,3757481129,197,11900,3757481127,194,7izciy79i6d6h7usfr8mcmh91,3757481133,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757481125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757481121,59,"30, 29, 21, 14, 4, 24, 26, 13, 11, 7, 20, 3, 6, 15, 16, 18, 19, 23, 31, 34",3757481119,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3757481117,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, qt2jl9zxkj4lxqzeydbb6hg5, br7zigajqee6fms35zhm1sb8p, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, 5jrt4as7f9xt1i1enj2dxx65m, d49iskrm33kt3vlxy4q85m0ru, 64ubq0xra74xaunooi8knyajt, 7izciy79i6d6h7usfr8mcmh91, bzmxjsk1tr4p2n7hwakvfomei, 1ad3itgiwcnyw3o9wplhah2hh, b4lc7czw7al6g7a7qzcqzya22, d53u1z2wzikqk2veuqag63utx, 3ngai7brgwxmnx3c7dmmed5ud, eolso19u03zxw2pca2i95v4dl, dk4bgvo6xobwtpiv2ysgu3jrp, d9pacjyllv546b9qe0arx2nvu, 4yxo8gwnou3m7jh6ph8lkuw44, 1xxehnjm665an65g5h9srtk44",3757481123,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455734581,1,34,16,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-09-04T12:18:43.875Z,2022-09-04T12:56:03Z,3757525591,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3757525595,130,18,3757525597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757525599,194,976riwm0dz0e74d4l28y3ttcl,3757525589,30,"4ilnnpfgjfz35lni9ppzd93v9, afymbx9eo87zau8mo99pakbu, 2ds26ub6ho0baamsjcmh7mmfo, 976riwm0dz0e74d4l28y3ttcl, 36h87ecgmpjdltk1epsbvmiju, 9p5jc07qnxrzpcmnh1cp6b3l5, 8qmm84tue6kuz8e5nhhdhmz8p, fvd7y3f6948713acbas7w3u2, ccu7hw3wrcspl1a18g2ldnsh5, cmrdm4nnd62inlvsnc52vkicp, edti8t30h7ukwi3wqlzaczje1, 8gkexxgf3pypshhqwg6ibp7o4, agwvouyocx93y39g7tmwaojx1, 3jqxaa2l6gqwxl2mr8w0yiiy2, dlybxu0l5r7yi8i11myd7ldgq, 7ty1wdxxnusgkl34k5raipbl5, 41gpjj5od0ww4rnopzgp1oetw, 34qnp7hi8hr2xtmxnxyv6hxjo, 89sv092huj2obzdazmft854a1, 513jimgihzk9w1kuad57jrnxl",3757525601,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3757525593,59,"1, 4, 28, 5, 24, 6, 15, 17, 70, 39, 29, 3, 10, 11, 18, 19, 41, 48, 94, 99",3757658751,197,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762307,2,32,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,0,0,2022-09-04T13:00:16.351Z,2022-09-04T19:23:37Z,3757670167,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762323,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-09-04T13:00:16.351Z,2022-09-04T13:00:19Z,3757670243,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762329,3,1,1,0,0,3c3jcs7vc1t6vz5lev162jyv7,1,50.1,49.7,2022-09-04T13:00:16.409Z,2022-09-04T20:12:38Z,3757670279,213,2.6,3757670277,212,30.1,3757670275,141,71.6,3757670281,279,S,3757670271,56,Back,3759321147,178,,3757670273,140,25.2,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762339,4,1,1,0,2,3c3jcs7vc1t6vz5lev162jyv7,1,29.6,60.9,2022-09-04T13:00:18.733Z,2022-09-05T04:51:43Z,3757670377,140,25.5,3757670379,141,47.2,3759321613,178,,3757670385,213,4.3,3757670375,56,Back,3757670381,212,10.3,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762359,5,1,1,0,4,3c3jcs7vc1t6vz5lev162jyv7,1,27,42.2,2022-09-04T13:00:20.741Z,2022-09-05T04:51:42Z,3757670485,141,16.1,3757670481,56,Back,3757670489,213,4.6,3757670487,212,17.9,3757670483,140,25.0,3759321779,178,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762399,6,1,1,0,6,3c3jcs7vc1t6vz5lev162jyv7,1,29.4,7.2,2022-09-04T13:00:22.979Z,2022-09-05T04:51:41Z,3757670683,212,9.9,3759321909,178,,3757670685,213,6.2,3757670681,141,5.6,3757670677,56,Back,3757670679,140,38.8,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762415,7,1,1,0,7,3c3jcs7vc1t6vz5lev162jyv7,1,45.5,5.6,2022-09-04T13:00:24.227Z,2022-09-05T04:51:41Z,3757670729,56,Back,3757670733,141,25.6,3759322327,178,,3757670731,140,39.7,3757670735,212,14.9,3757670737,213,2.0,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762469,8,1,1,0,9,3c3jcs7vc1t6vz5lev162jyv7,1,43.4,21.7,2022-09-04T13:00:25.956Z,2022-09-05T04:51:41Z,3757671017,56,Center,3757671019,140,61.3,3757671023,212,24.4,3759323019,178,,3757671021,141,44.5,3757671025,213,0.7,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762487,9,1,1,0,11,3c3jcs7vc1t6vz5lev162jyv7,1,62.5,41.3,2022-09-04T13:00:27.635Z,2022-09-05T04:51:40Z,3759323469,178,,3757671133,140,62.3,3757671139,213,1.6,3757671137,212,16.0,3757671135,141,64.8,3757671131,56,Center,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456083359,1142,83,1,0,13,3xedluek08t2ka7oypwuullcn,1,38,43.7,2022-09-04T13:00:29.467Z,2022-09-05T04:51:39Z,3759442451,399,476412,,,,,,,,,,,,,,,,,,,,,,7izciy79i6d6h7usfr8mcmh91,F. Sotoca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762525,10,1,1,0,13,3c3jcs7vc1t6vz5lev162jyv7,1,62,56.3,2022-09-04T13:00:29.468Z,2022-09-05T04:51:39Z,3757671327,140,62.4,3759323767,178,,3757671323,56,Left,3757671339,213,1.5,3757671331,141,83.0,3757671335,212,18.2,,,,,,,fvd7y3f6948713acbas7w3u2,D. Lopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762617,11,1,1,0,17,3c3jcs7vc1t6vz5lev162jyv7,1,63.2,82.3,2022-09-04T13:00:33.977Z,2022-09-05T04:51:38Z,3757671825,141,67.7,3759324131,178,,3757671821,56,Center,3757671829,213,4.4,3757671827,212,10.4,3757671823,140,60.3,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762641,12,1,1,0,21,3c3jcs7vc1t6vz5lev162jyv7,1,61.1,61.9,2022-09-04T13:00:38.157Z,2022-09-05T04:51:36Z,3757671979,212,14.8,3757671977,141,42.3,3757671975,140,55.0,3757671981,213,4.3,3759324435,178,,3757671973,56,Center,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762645,13,1,1,0,24,3c3jcs7vc1t6vz5lev162jyv7,0,59.8,40.4,2022-09-04T13:00:40.884Z,2022-09-05T04:51:35Z,3757671993,140,76.5,3757671995,141,37.9,3757671991,56,Center,3757671999,213,6.2,3759324659,178,,3757671997,212,17.6,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
