id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2509825071,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-19T13:12:28.602Z,2023-02-19T14:00:01Z,4043355199,130,8,4043355205,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043355203,194,8yirlj1hpoqnuczpywgzlblxx,4043355195,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043355193,30,"6wfwy94p5bm0zv3aku0urfq39, 859tcp8023r5cki7uju30l9t5, ccc0ytvrgtomxfunopwy2kij9, 230qvyk9dg4plwzobjj6thmqy, 2snhhbt5230mm0rxigcqitqdx, daevawz3r1bzlhcbr7mj12h9l, 6ir1z8c3o7t4kqx04kw24i415, 7teasnynvwarky180hl6zvkk5, 16idj1wxzcbvuaov5duvpqhyi, 8yirlj1hpoqnuczpywgzlblxx, 5w9g9gfeucuccwxd09o62f84p, 1yj1kt2cx24nn4zt5h1ma1olx, 7za8h1pgec0y2s1ihmkkfvpm2, 3izhfm7i4afomephw07mp4nsa, cr1n1i96xlepbvk90nl87o4yc, 1k6t5y26ufw2e6gh33tni45ey, c9cz1c96qve4i4li6jjqhkcno, f2wjw84p0ztxt636u2ibnoxxx, a065rtv2lfh0rso33dfuah4ut, d8m8y59eum57eu7kiat38rkk5",4043355201,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043355197,59,"40, 77, 3, 18, 6, 4, 7, 12, 21, 11, 27, 9, 13, 14, 22, 29, 36, 75, 90, 99",4043536195,197,16245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509827997,1,34,16,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-02-19T13:15:35.631Z,2023-02-19T14:20:18Z,4043368983,59,"30, 18, 26, 17, 23, 4, 8, 24, 7, 11, 29, 1, 2, 6, 9, 14, 20, 22, 31, 32",4043368987,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4043368985,130,17,4043532775,197,15910,4043368981,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4043368989,194,2smai2vq1r9xnemihvcq0doet,4043368979,30,"8xdrtww8r5jbxuxtall0wh591, 4hns4p7a45kno60qqzlniycmi, 57sdn53awg8fzbygrwchg6u7e, eznhm6o1jymvzaucjlngbaad, 2smai2vq1r9xnemihvcq0doet, 7etm5qf3sonimtxllrw5xwkid, c8mp2wwwyvy930vfjnivg2hre, 9nhlgi0k783bq8a2704bu6n6d, bj37ny1s1gbbe4wrgyz1wag9h, demp53kye0ium76t240vo8cet, 9bkzl4dx3mci3w86rjpfkwowk, 1bs4vwqye00mn2oaxrvfkkt7t, 87gvtfqgn555sywr78abximsp, 3h3g7sne1jjevj0mwyliehm95, 900q6uo21i95co96snohqofyt, 7ef73s1ryz38blmo3n9p9c82x, a7rdypucykxo0a9xmcuqzabpx, ckcjk3zjpix288d6zihltlst0, 1iawtsm8hqaczx4awpv9byz9w, 4flkjaqzm2oqc51xn8sstjg9g",4043368991,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865017,2,32,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-02-19T14:01:06.527Z,2023-02-19T20:22:28Z,4043540671,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865039,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-19T14:01:06.527Z,2023-02-19T14:01:07Z,4043540751,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865081,3,1,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,50,50,2023-02-19T14:01:06.713Z,2023-02-20T01:58:18Z,4043540933,279,S,4043540925,140,27.7,4043540927,141,50.4,4043540923,56,Back,4045617885,178,,4043540931,213,3.1,4043540929,212,23.4,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865129,4,1,1,0,3,3unkqo2g6ag99gd5ynz1j7vse,1,30.3,49.5,2023-02-19T14:01:09.857Z,2023-02-20T06:12:26Z,4043541193,212,47.8,4043541185,155,,4043541197,1,,4043541195,213,6.0,4043541187,56,Center,4043541189,140,73.5,4043541191,141,27.4,4045617963,178,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865149,5,44,1,0,6,3unkqo2g6ag99gd5ynz1j7vse,1,77.6,27.4,2023-02-19T14:01:12.682Z,2023-02-20T06:12:25Z,4043541275,56,Center,4043541277,286,,4043541309,233,3,,,,,,,,,,,,,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865141,3,44,1,0,6,2cjpmotqo8phcqfpgo9xf4gel,0,22.4,72.6,2023-02-19T14:01:12.683Z,2023-02-20T06:12:25Z,4043541247,56,Back,4043541249,285,,4043541329,233,5,,,,,,,,,,,,,,,,daevawz3r1bzlhcbr7mj12h9l,K. Kouyaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865171,6,1,1,0,6,3unkqo2g6ag99gd5ynz1j7vse,0,78.9,23.7,2023-02-19T14:01:12.745Z,2023-02-20T06:12:24Z,4043541379,213,2.2,4043541371,56,Center,4043541369,3,,4045618041,388,,4043541375,141,36.4,4043541373,140,73.3,4043541377,212,10.4,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865193,4,49,1,0,8,2cjpmotqo8phcqfpgo9xf4gel,1,22.8,64.3,2023-02-19T14:01:14.643Z,2023-02-20T06:12:24Z,,,,,,,,,,,,,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865213,5,1,1,0,8,2cjpmotqo8phcqfpgo9xf4gel,0,21.5,61.6,2023-02-19T14:01:15.430Z,2023-02-20T06:12:23Z,4043541581,141,39.8,4043541579,140,44.6,4045618347,178,,4043541577,56,Back,4043541583,212,28.4,4043541575,155,,4043541585,213,5.7,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865225,7,49,1,0,10,3unkqo2g6ag99gd5ynz1j7vse,1,53.6,58.2,2023-02-19T14:01:17.361Z,2023-02-20T06:12:23Z,,,,,,,,,,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865259,8,1,1,0,10,3unkqo2g6ag99gd5ynz1j7vse,1,53.7,58.3,2023-02-19T14:01:17.400Z,2023-02-20T06:12:22Z,4043541759,140,65.1,4043541761,141,89.9,4045618485,178,,4043541757,56,Left,4043541763,212,24.6,4043541765,213,1.1,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865279,9,1,1,0,14,3unkqo2g6ag99gd5ynz1j7vse,0,72.7,84.1,2023-02-19T14:01:21.271Z,2023-02-20T06:12:21Z,4043541869,212,23.6,4044488437,72,,4043541865,140,87.5,4043541867,141,57.9,4043541863,56,Center,4044488435,224,,4043541853,2,,4045618535,178,,57sdn53awg8fzbygrwchg6u7e,P. Yade,4043541861,155,4043541871,213,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509865301,6,12,1,0,15,2cjpmotqo8phcqfpgo9xf4gel,1,13.3,41.8,2023-02-19T14:01:22.456Z,2023-02-20T06:12:21Z,4043541963,140,33.6,4043541967,212,21.5,4043541965,141,38.2,4045618599,178,,4043541961,56,Back,4043541969,213,6.2,4043541975,15,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
