id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/9/value,qualifier/13/value,qualifier/10/value,assist,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2472837329,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-10-16T12:07:54.788Z,2022-10-16T13:02:26Z,3848563759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848820967,197,4727,3848563755,59,"23, 26, 3, 97, 4, 27, 17, 12, 9, 29, 22, 7, 10, 11, 14, 16, 20, 21, 24, 32",3848563761,194,7jj9gwpuk49bsm2ru06qb44wl,3848563751,30,"2t05pfvho7i9w9w01zcz3gz4l, 81yqeo02okqakoiura0wnxv1m, ea2tv9xaerk3oy6dr45ff3kd1, baogzi00mwdclwbvkd618evv9, 6ypo3vp0zupq6s1jbk8rbmq51, 8tesu8352jvqfvclei8hykjbp, aujgya83jg4eylvm7hjjbbasq, 7jj9gwpuk49bsm2ru06qb44wl, 7pv3n0vj8243p1di16regotsl, doc6xdg2vumiyoamostngr36d, 9br3ebcuzl5b755kwuxgey3md, co59rv08x22hk5itwibbwq191, 6gdoxudvl1rgcn7d19e89p9ed, 9qk1hoxri8dee6yat0cateqxh, 512mx8ixg85cbefyan94g82y1, cglp4k40r1t672m7j0eb5ktsl, 54juxpmaqnby6kht5j87caoyd, dhk8g3ptwjf297ix0rcvgydhx, dac9zcryfwbq3xdik69gkpadx, 38cux1onwt3bxppreaklir7it",3848563753,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848563763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848563757,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472842167,1,34,16,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-10-16T12:12:23.310Z,2022-10-16T13:03:22Z,3848587733,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848587729,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848587731,194,8rfgwq7hbi4a3imda845vdyvp,3848738253,197,15912,3848587725,59,"1, 23, 26, 42, 25, 8, 19, 11, 24, 7, 99, 5, 14, 15, 16, 18, 21, 29, 33, 77",3848587721,30,"8govqd0xf8ijst50tgypaep5h, 8f3bhiy6r5eei1n25exhbwr8p, 7sep6mx2s67mh5fr3raxu7aei, 2e0ipswbkv4vf7lav6ee1j3oq, 7cp51c8zn7y08iyk0hc9ix5nt, vja0xo3xiuax8eh0b6q3y09, 6j0ogojh2b7poyceg7i3k09yi, dxeju5zcb6j8etdgwq0kweor9, 7fcq014jmdb0uqldcts6tglat, e3kdoxu1kwn2w3wwi1rqhvr9x, 8rfgwq7hbi4a3imda845vdyvp, a87w6l9zsbahdi4knm1347zs9, 5ak9fwtqlr2pll0nsv5br7p7u, 5q0q6f1hk7afy5i4hmkf9xj9x, 5o0h8eeydl8t92qp3ywekqh1x, 6zerxodnjkvpko1ogfwd2hgyc, 2kgvn1lt5yjsixg13fj0cidt6, 3n9jnuteyjx6w6dxviuead0b9, 9yjtdz1toq241g6cgdty94lck, 9tqbuv5f466mzo4fx4ll0drvu",3848587723,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848587727,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472888971,2,32,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,0,0,2022-10-16T13:00:22.380Z,2022-10-16T13:00:22Z,3848827207,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889073,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-10-16T13:00:22.380Z,2022-10-16T19:57:13Z,3848827751,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889043,3,1,1,0,0,bx0cdmzr2gwr70ez72dorx82p,1,50.2,50.1,2022-10-16T13:00:22.401Z,2022-10-16T20:21:15Z,3848827605,141,49.0,3848827611,279,S,3848827601,56,Back,3848827603,140,38.2,3848827607,212,12.6,3848827609,213,3.2,3850836175,178,,,,,e3kdoxu1kwn2w3wwi1rqhvr9x,A. Delort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889103,4,1,1,0,2,bx0cdmzr2gwr70ez72dorx82p,1,40,47.3,2022-10-16T13:00:24.394Z,2022-10-17T02:19:45Z,3848827959,140,29.2,3848827969,213,2.3,3850836391,178,,3848827965,141,67.9,3848827957,56,Back,3848827967,212,18.0,,,,,,,8rfgwq7hbi4a3imda845vdyvp,M. Lemina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889137,5,1,1,0,4,bx0cdmzr2gwr70ez72dorx82p,1,29.6,69.9,2022-10-16T13:00:26.595Z,2022-10-17T02:19:45Z,3848828143,212,13.6,3848828137,56,Back,3848828141,141,50.1,3848828145,213,4.6,3850836767,178,,3848828139,140,27.5,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889153,6,1,1,0,6,bx0cdmzr2gwr70ez72dorx82p,1,24.8,53.9,2022-10-16T13:00:28.801Z,2022-10-17T02:19:44Z,3848828219,56,Back,3848828231,213,1.3,3850837003,178,,3848828221,140,27.8,3848828227,212,11.4,3848828223,141,70.0,,,,,,,7cp51c8zn7y08iyk0hc9ix5nt,J. Todibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889229,7,1,1,0,8,bx0cdmzr2gwr70ez72dorx82p,1,28,75.8,2022-10-16T13:00:31.234Z,2022-10-17T02:19:43Z,3848828595,141,69.0,3848828591,56,Back,3850837123,178,,3848828599,213,5.8,3848828593,140,37.4,3848828597,212,10.9,,,,,,,2e0ipswbkv4vf7lav6ee1j3oq,M. Viti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472889251,8,1,1,0,11,bx0cdmzr2gwr70ez72dorx82p,1,38.2,76.3,2022-10-16T13:00:34.122Z,2022-10-17T02:19:42Z,3848828729,56,Back,3848828731,140,34.0,3848828735,212,24.2,3850837659,178,,3848828733,141,41.3,3848828737,213,4.5,,,,,,,dxeju5zcb6j8etdgwq0kweor9,R. Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
