id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,keyPass,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId
2461375871,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-09-17T18:15:03.620Z,2022-09-17T18:37:33Z,3787544629,30,"8h5jl1u3p8sr2pwdmyxl14416, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, bfdco9clf3dwltaogfhv5v0et, e211nih87ou9t8crzjbbzhexh, 6q793p9lurdevqmetgoke54wk, 4zg62bpjlxntoruzlk4qnzumt, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, 7nivkfkngr374fx5totgektm1, a35r6fa79ipqqktiff3uhz6j9, 2ols4tslj83nkbztgkx9s92hh, avk0vktquq3oum9w6dyodlz6y, fij46jr9fq43444gr1y8tl9l, 17q3e6g2gvlnpwnzf9d6a9eqd, tca8ra7ew1b1uny96ku0ql05, c1fcxha3l058brl1925muv2l1, 1zx0huwj0czivtoq6kvfb5roq, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo",3787544635,130,8,3787544633,59,"30, 18, 31, 28, 6, 15, 11, 21, 9, 20, 7, 1, 4, 5, 8, 13, 16, 26, 27, 35",3787544631,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3787544637,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787544641,197,15939,3787544643,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787544639,194,e211nih87ou9t8crzjbbzhexh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461377765,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-09-17T18:17:14.862Z,2022-09-17T18:57:01Z,3787555525,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787555523,130,11,3787555511,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, ccc0ytvrgtomxfunopwy2kij9, c44zop1hvob3cmgu2grj8m0yy, 2o5wwfsh5xhyatdfelh9dzqax, 4c4ghf9zlkof83n5mnmva61d6, anr9qh585ctgk2d17zperhgix, aa0888u38mjc1euhofseazb2t, 1lnktjxx0mux4beo28cl54j1m, 2rsqkarlkh6z8vrb0clfbz6xh, 684cguhktvth28ql6qgvvmcyc, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, eswivc2a0iwwdly6ft8eh0ogl, en42iersp8me42z7r4lzhwiga, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, b3xdln1shzyzwkhzdmbb2fqax, eu71261se8nv26xcd39nrdous, 4r5mejvmxk423kx5j3w4u3n6c",3787555515,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3787555529,194,2rsqkarlkh6z8vrb0clfbz6xh,3787555533,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3787555519,59,"30, 3, 12, 23, 2, 4, 6, 17, 27, 8, 28, 5, 7, 10, 11, 14, 16, 19, 31, 32",3787699853,197,13254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413037,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-09-17T19:00:11.156Z,2022-09-17T19:00:11Z,3787757979,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413049,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-09-17T19:00:11.156Z,2022-09-18T00:27:39Z,3787758049,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413075,3,1,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,50.1,50.1,2022-09-17T19:00:11.324Z,2022-09-18T00:41:23Z,3787758233,141,50.0,3787758235,212,26.7,3787758229,140,24.7,3787758237,213,3.1,3787758225,56,Back,3787758239,279,S,3788629899,178,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413117,4,1,1,0,4,4aghw9tyi8ba3ju1ne83gmf9w,1,29.6,56.1,2022-09-17T19:00:15.197Z,2022-09-18T04:56:31Z,3787758429,140,54.0,3787758435,213,5.5,3787758433,212,36.6,3787758431,141,17.7,3787758425,56,Right,3787758423,155,,3787758437,1,,3788630199,178,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413127,5,1,1,0,6,4aghw9tyi8ba3ju1ne83gmf9w,0,62.3,14,2022-09-17T19:00:17.859Z,2022-09-18T04:56:30Z,3788630833,178,,3787758495,141,28.3,3788243525,168,,3787758491,56,Center,3787758493,140,65.4,3787758497,212,10.3,3787758499,213,1.2,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413169,3,1,1,0,8,be2k34rut1lz79jxenabttqlc,1,31.5,76,2022-09-17T19:00:19.355Z,2022-09-18T04:56:30Z,3787758691,3,,3787758693,56,Back,3787758695,140,36.7,3788631105,388,,3787758701,213,6.1,3787758699,212,5.5,3787758697,141,74.8,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413173,4,44,1,0,9,be2k34rut1lz79jxenabttqlc,1,41.8,82.8,2022-09-17T19:00:20.476Z,2022-09-18T04:39:48Z,3787758777,233,6,3787758721,56,Back,3787758723,285,,,,,,,,,,,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413149,6,44,1,0,9,4aghw9tyi8ba3ju1ne83gmf9w,0,58.2,17.2,2022-09-17T19:00:20.477Z,2022-09-18T04:39:48Z,3787758599,286,,3787758597,56,Right,3787758847,233,4,,,,,,,,,,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413179,5,1,1,0,9,be2k34rut1lz79jxenabttqlc,0,41.7,78.1,2022-09-17T19:00:20.487Z,2022-09-18T04:56:30Z,3787758753,213,3.6,3787758751,212,4.9,3787758747,140,37.5,3788632535,388,,3787758749,141,75.0,3787758743,168,,3787758741,3,,3787758745,56,Back,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413187,7,1,1,0,10,4aghw9tyi8ba3ju1ne83gmf9w,0,52.2,28.5,2022-09-17T19:00:22.055Z,2022-09-18T04:56:29Z,3788633061,178,,3787758795,56,Center,3787758793,157,,3787758805,1,,3787758803,213,0.2,3787758801,212,11.2,3787758799,141,32.4,3787758797,140,62.6,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413203,6,44,1,0,12,be2k34rut1lz79jxenabttqlc,1,38.6,68.8,2022-09-17T19:00:23.879Z,2022-09-18T04:56:29Z,3787758881,56,Back,3787758883,285,,3787800335,233,105,,,,,,,,,,,,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461420709,105,44,1,0,12,4aghw9tyi8ba3ju1ne83gmf9w,0,61.4,31.2,2022-09-17T19:00:23.880Z,2022-09-18T04:56:29Z,3787800143,56,Center,3787800359,233,6,3787800145,286,,,,,,,,,,,,,,,,,684cguhktvth28ql6qgvvmcyc,F. Chaïbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461413211,7,1,1,0,12,be2k34rut1lz79jxenabttqlc,0,37.9,68.2,2022-09-17T19:00:23.960Z,2022-09-18T04:56:28Z,3787758917,56,Back,3787758919,140,32.5,3787758921,141,68.8,3787758923,212,5.7,3788633975,388,,3787758925,213,3.1,3787758915,3,,,,,bfdco9clf3dwltaogfhv5v0et,André Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
