id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/13/value
2442215955,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-08-05T18:22:42.252Z,2022-08-05T19:03:39Z,3685752835,197,643,3685660113,59,"1, 27, 3, 24, 23, 4, 10, 8, 91, 20, 7, 2, 88, 11, 17, 18, 21, 26, 32, 35",3685660115,130,4,3685660119,194,f4cykd65su8xbme6xdc1iw7o5,3685660121,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685660109,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, 6ovea0xzg9yflmlbjdf1xcmlm, 3vu0c0j8n99wz6e2f7fmd2pxx, aaaskdins76bd0368sbpt7wq2, at7mm2zrj2hjhu4bnq1f9noix, 412hlm2edd05jd1ad597brcvd, f4cykd65su8xbme6xdc1iw7o5, 79nno03ww57p02dz5o0g60rqi, 9mory3y7p8aku035r2kxtvz6d, e9mtpmkb4qj2gqyv966g9ulpm, d68byfvk16giaur32gqwpwded, bfphipc0ydemnv7p3kib5r7qh, aftis8f2ahy7dhk5bp8co4q1h, 1ehcji0j9s8b0qsj8v5zinjvu, 46acb400oivj94jwu3i3lrxsl, a71n80h977h7fu99ftnri5zsa, cioys21a6o09lb56tzi72w8ru, 7to9ns7mkuji0ciwh1ufkq3md",3685660117,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685660111,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442216353,1,34,16,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-08-05T18:23:26.061Z,2022-08-05T19:02:15Z,3685662303,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685662291,30,"3xpo0nc3hysdi41gupi7adot1, 2hujd2bwvb0wtxdna6c0xb2z9, 1e77it93nx78uu157mmksd71l, d3d1qks236pztzcqp3wdcc0l, 70ukveu4kwheeizg6x694krmx, 67q7ve9vse4m2nb82j2z1clhx, 9higgl848a37qflh0sts05tjp, 84ikqi9s3lng1mo4lxwq210wl, d040o5igq61iizexn1v2a5t5h, 2fa3vmp34mwrthdiehnaxnnqh, 1lbgavu1rxlrfg14062suwyj9, bm1utly0qt2kaexijsu2p2tw5, 3pkte47equ9cep92hbgmbfmxh, 1czk5wkuu6ahu3ytu2or8276d, 1xxlgx6g07x3r0zwzywm26sq1, i0pvdl0hx7idtfi0xymygmp5, 8wz2w0267i1845k87hxsgandh, cujgdqrikyjt36scc23zcbkk5, 91g10pv6w3bd0rw6p4t3hcui2, bi49lcldxz8jubp72kgeke2y2",3685662297,130,2,3685662299,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3685662293,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3685662295,59,"1, 2, 3, 8, 25, 21, 14, 23, 17, 7, 5, 6, 9, 10, 11, 15, 16, 20, 22, 27",3685662301,194,d3d1qks236pztzcqp3wdcc0l,3685751057,197,16001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234059,2,32,1,0,0,6xjy1q2m55iiwe8g1r1yffbc9,1,0,0,2022-08-05T19:00:07.183Z,2022-08-05T19:00:17Z,3685756193,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234043,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-08-05T19:00:07.183Z,2022-08-06T04:37:36Z,3685756151,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234113,3,1,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,50,50,2022-08-05T19:00:07.283Z,2022-08-06T00:07:18Z,3685756437,279,S,3685756433,212,12.2,3685756435,213,3.4,3686229069,178,,3685756431,141,44.8,3685756429,140,38.9,3685756427,56,Back,,,,at7mm2zrj2hjhu4bnq1f9noix,Lucas Paquetá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234119,4,1,1,0,2,121le8unjfzug3iu9pgkqa1c7,0,37.8,47.5,2022-08-05T19:00:09.944Z,2022-08-06T03:24:16Z,3685756461,56,Left,3686229265,178,,3685756463,140,74.7,3685756465,141,94.5,3685756459,155,,3685756467,212,50.2,3685756471,1,,3685756469,213,0.7,3vu0c0j8n99wz6e2f7fmd2pxx,Thiago Mendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234115,3,44,1,0,5,6xjy1q2m55iiwe8g1r1yffbc9,1,22.8,6.2,2022-08-05T19:00:12.858Z,2022-08-06T03:24:16Z,3685756521,233,5,3685756443,285,,3685756441,56,Back,,,,,,,,,,,,,,,,2hujd2bwvb0wtxdna6c0xb2z9,M. Alphonse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234121,5,44,1,0,5,121le8unjfzug3iu9pgkqa1c7,0,77.2,93.8,2022-08-05T19:00:12.859Z,2022-08-06T03:24:15Z,3685756527,233,3,3685756475,56,Left,3685756477,286,,,,,,,,,,,,,,,,,9mory3y7p8aku035r2kxtvz6d,K. Toko Ekambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234117,4,1,1,0,5,6xjy1q2m55iiwe8g1r1yffbc9,0,22.6,5.4,2022-08-05T19:00:12.898Z,2022-08-06T03:24:15Z,3685756453,212,17.9,3685756455,213,0.0,3685756451,141,5.8,3685756445,3,,3685756449,140,39.6,3686229455,388,,3685756447,56,Back,,,,2hujd2bwvb0wtxdna6c0xb2z9,M. Alphonse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442234127,6,1,1,0,9,121le8unjfzug3iu9pgkqa1c7,1,59.3,96.2,2022-08-05T19:00:16.929Z,2022-08-06T03:24:14Z,3685756511,212,9.0,3685756509,141,98.0,3685756507,140,50.8,3686229545,178,,3685756513,213,3.0,3685756505,56,Left,,,,,,,412hlm2edd05jd1ad597brcvd,H. Aouar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
