id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/11/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2516003785,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-03-05T15:12:57.009Z,2023-03-05T22:18:01Z,4075940877,194,d68byfvk16giaur32gqwpwded,4075940885,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075940881,197,643,4075940873,130,4,4075940875,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075940869,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4075940867,30,"7to9ns7mkuji0ciwh1ufkq3md, e9mtpmkb4qj2gqyv966g9ulpm, 40hu79d2a4k94nc52z7dblpsl, 79dz7zni5fcgh5e70spoj2j8p, z2richg7upw6hth0dzrvm02d, aaaskdins76bd0368sbpt7wq2, 6ovea0xzg9yflmlbjdf1xcmlm, d68byfvk16giaur32gqwpwded, amvonu36at4dg7ksi1ioczi3u, a71n80h977h7fu99ftnri5zsa, 1ehcji0j9s8b0qsj8v5zinjvu, efcet0f817uwu00rtqge3r9xw, 412hlm2edd05jd1ad597brcvd, d9zax4y92d85x7j63kg7ckvkl, 8rcole4a6y4fkamv87q3hqk0l, 2bfs1dfmyao4e3gzha29t1lw4, al6dgtinz0ki8uj8wrvc7fg2c, cioys21a6o09lb56tzi72w8ru, j125vpcxio8c82ljiiu57ucq, 1rsywvl7266o5ldvfps43l8q2",4075940871,59,"35, 2, 3, 6, 5, 4, 24, 88, 7, 26, 18, 15, 8, 9, 12, 29, 20, 38, 36, 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516007083,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-03-05T15:15:23.634Z,2023-03-05T16:09:37Z,4075958033,130,7,4075958035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075958031,59,"1, 24, 25, 19, 18, 3, 7, 80, 11, 17, 22, 2, 8, 9, 10, 12, 21, 29, 37, 77",4075958037,194,3hiehiu25aufrc0q9890haqc5,4075958027,30,"6oi4a3g56xe76g0gg38knmzmd, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 3hiehiu25aufrc0q9890haqc5, 38cotevgsirv0csora7bar3vu, 996i59930r3kd4xk48x9fsp2h, 2abpo4w3jcxp1wzp50yypxsrt, 44o5mjglkzqxctz07ust9bcru, 8vlfwoquq3v68mb9ax1pk5fkk, 60no437awq8i5th7nlffh3dn9, 2tc8y9du64tjno62zll2jhy7e, 31ur1f7xmxndnnabhrxyov6xh, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, 2qkesslfmzmgt7igvgosixg8a, e32urdrdkp44zmnt6ptg0k12i, e83sc1gnj31vgpo9u6fknmfvt, 8n0560evn4ni29dw9xece45ey, 2zvbw080n4yro1phgv39ri3qi, 3cy6mfbd2vlj9fa1xz2ow3949",4076249821,197,16104,4075958039,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075958029,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516062831,3,43,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-03-05T16:04:50.569Z,2023-03-05T16:04:55Z,4076251651,279,S,4076251649,213,3.1,4076251643,140,50.0,4076251641,56,Center,4076251645,141,50.0,4076252009,144,1,4076251647,212,0,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516062815,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-03-05T16:05:10.169Z,2023-03-05T22:39:38Z,4076251591,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516062803,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-03-05T16:05:10.169Z,2023-03-05T16:05:09Z,4076251549,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063121,4,1,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,50.1,49.4,2023-03-05T16:05:10.270Z,2023-03-05T22:47:32Z,4076253141,213,3.3,4076253143,279,S,4076253137,141,46.4,4076253135,140,35.8,4076253133,56,Back,4076253139,212,15.2,4077453911,178,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063135,5,1,1,0,1,70nn27vgkt6l48lvv5e66q7ww,1,34.9,43.8,2023-03-05T16:05:11.580Z,2023-03-06T01:42:56Z,4076253235,212,1.3,4077454037,178,,4076253231,140,36.1,4076253233,141,43.4,4076253237,213,6.1,4076253229,56,Back,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063163,6,1,1,0,2,70nn27vgkt6l48lvv5e66q7ww,1,34,42.9,2023-03-05T16:05:12.823Z,2023-03-06T01:42:56Z,4076253415,213,0.6,4076253411,212,39.4,4076253407,141,75.9,4076253405,140,64.8,4077454103,178,,4076253403,56,Center,4076253419,1,,,,,38cotevgsirv0csora7bar3vu,B. Meité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063175,3,45,1,0,5,121le8unjfzug3iu9pgkqa1c7,0,41.8,24.3,2023-03-05T16:05:15.514Z,2023-03-06T01:42:55Z,4076253487,285,,4076475863,233,7,4076253483,56,Back,,,,,,,,,,,,,,,,6ovea0xzg9yflmlbjdf1xcmlm,J. Lepenant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063183,7,3,1,0,5,70nn27vgkt6l48lvv5e66q7ww,1,58.2,75.7,2023-03-05T16:05:15.514Z,2023-03-06T01:42:55Z,4076253525,233,3,4076253521,286,,4077454657,178,,4076253519,56,Center,4076936807,465,,,,,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063203,8,3,1,0,6,70nn27vgkt6l48lvv5e66q7ww,1,59.4,69.3,2023-03-05T16:05:17.075Z,2023-03-06T01:42:52Z,4076937525,465,,4076476205,233,468,4076253637,286,,4077454833,178,,4076253633,56,Center,,,,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516105251,468,45,1,0,6,121le8unjfzug3iu9pgkqa1c7,0,40.6,30.7,2023-03-05T16:05:17.075Z,2023-03-06T01:42:53Z,4076476221,233,8,4076476151,56,Back,4076476153,285,,,,,,,,,,,,,,,,,a71n80h977h7fu99ftnri5zsa,B. Barcola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063209,4,43,1,0,6,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-03-05T16:05:17.166Z,2023-03-05T16:05:26Z,4076254107,144,45,4076253755,233,8,4076253667,56,Back,4076253669,285,0,,,,,,,,,,,,,e9mtpmkb4qj2gqyv966g9ulpm,S. Diomandé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516063207,9,43,1,0,7,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-03-05T16:05:17.686Z,2023-03-05T16:56:06Z,4076253665,286,0,4076253663,56,Center,4076253687,211,0,4076476357,144,3,,,,,,,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516105239,435,3,1,0,7,70nn27vgkt6l48lvv5e66q7ww,0,63.6,64.4,2023-03-05T16:05:17.961Z,2023-03-06T01:42:52Z,4077455285,178,,4076476903,233,469,4076937819,465,,4076476109,286,,4076476107,56,Center,,,,,,,,,,8vlfwoquq3v68mb9ax1pk5fkk,B. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
