id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/13/value,qualifier/15/value,qualifier/9/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2482430351,10,1,1,0,27,3c3jcs7vc1t6vz5lev162jyv7,1,14.8,60.5,2022-11-06T14:00:42.124Z,2022-11-07T05:40:33Z,3899136249,56,Back,3899136255,212,6.8,3899136251,140,8.8,3901610709,178,,3899136259,213,3.5,3899136253,141,56.9,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430391,11,1,1,0,28,3c3jcs7vc1t6vz5lev162jyv7,0,5.2,63.3,2022-11-06T14:00:43.439Z,2022-11-07T05:40:33Z,3899136435,140,53.6,3899136431,157,,3899136433,56,Left,3899136437,141,83.0,3899136439,212,52.6,3899136441,213,0.3,3901610819,178,,3899136443,1,,89sv092huj2obzdazmft854a1,Y. Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430387,11,44,1,0,32,750ustvk4jfqmo8q4gnrcxy7z,1,48.7,21.8,2022-11-06T14:00:47.071Z,2022-11-07T05:40:32Z,3899136425,56,Back,3899136427,285,,3899136587,233,12,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430399,12,44,1,0,32,3c3jcs7vc1t6vz5lev162jyv7,0,51.3,78.2,2022-11-06T14:00:47.072Z,2022-11-07T05:40:32Z,3899136469,56,Center,3899136473,286,,3899136625,233,11,,,,,,,,,,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430419,12,1,1,0,32,750ustvk4jfqmo8q4gnrcxy7z,0,47.9,21.8,2022-11-06T14:00:47.157Z,2022-11-07T05:40:32Z,3899136557,213,6.1,3899136553,141,18.0,3899136547,3,,3899136549,56,Right,3901610959,388,,3899136551,140,65.7,3899136555,212,18.9,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430521,13,1,1,0,36,3c3jcs7vc1t6vz5lev162jyv7,0,41.1,88.3,2022-11-06T14:00:51.041Z,2022-11-07T05:40:31Z,3899137135,213,0.0,3899137131,212,46.6,3901611079,178,,3899137139,1,,3899137129,141,90.3,3899137123,56,Left,3899137125,140,85.5,3899137121,155,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430539,13,8,1,0,40,750ustvk4jfqmo8q4gnrcxy7z,1,21.2,9.7,2022-11-06T14:00:55.014Z,2022-11-07T05:40:30Z,3899137237,56,Back,3900632703,14,,3900632643,385,,3901611193,178,,,,,,,,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430571,14,5,1,0,42,3c3jcs7vc1t6vz5lev162jyv7,1,90.7,101.8,2022-11-06T14:00:56.789Z,2022-11-07T02:04:44Z,3899137391,347,,3899137389,56,Left,3899137407,233,14,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430551,14,5,1,0,42,750ustvk4jfqmo8q4gnrcxy7z,0,9.3,-1.8,2022-11-06T14:00:56.789Z,2022-11-07T02:04:44Z,3899137295,347,,3899137463,233,14,3899137293,56,Back,,,,,,,,,,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430731,15,1,1,0,47,3c3jcs7vc1t6vz5lev162jyv7,1,86.7,100,2022-11-06T14:01:01.932Z,2022-11-07T05:40:30Z,3899138263,213,4.8,3899138245,56,Left,3899138253,141,85.0,3899138241,107,,3899138259,212,11.4,3899138249,140,87.3,,,,,,,agwvouyocx93y39g7tmwaojx1,A. Zeneli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430797,16,1,1,0,50,3c3jcs7vc1t6vz5lev162jyv7,1,78,90.3,2022-11-06T14:01:05Z,2022-11-07T05:40:29Z,3901611441,178,,3899138563,140,65.6,3899138569,213,4.1,3899138567,212,24.1,3899138561,56,Center,3899138565,141,60.5,,,,,,,8gkexxgf3pypshhqwg6ibp7o4,K. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430845,17,1,1,0,52,3c3jcs7vc1t6vz5lev162jyv7,1,63.5,68.5,2022-11-06T14:01:07.563Z,2022-11-07T05:40:28Z,3899138797,213,4.5,3899138793,141,28.2,3899138795,212,27.8,3899138791,140,59.2,3901611519,178,,3899138789,56,Center,,,,,,,96wcx761pzv5ub4sfwsynp51x,A. Matusiwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430973,18,1,1,0,55,3c3jcs7vc1t6vz5lev162jyv7,1,62.5,37.8,2022-11-06T14:01:10.594Z,2022-11-07T05:40:27Z,3901611627,178,,3899139497,141,23.4,3899139499,212,13.5,3899139493,56,Center,3899139501,213,5.5,3899139495,140,71.3,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482501221,464,1,1,0,57,3c3jcs7vc1t6vz5lev162jyv7,1,71.3,27.5,2022-11-06T14:01:12.603Z,2022-11-07T05:40:26Z,3899518507,141,7.6,3899518509,212,13.6,3899518511,213,4.6,3901611685,178,,3899518503,56,Right,3899518505,140,70.1,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482501389,465,1,1,0,59,3c3jcs7vc1t6vz5lev162jyv7,0,71.6,4.6,2022-11-06T14:01:14.695Z,2022-11-07T05:40:25Z,3899519297,56,Right,3899519299,140,70.7,3901611743,178,,3899519303,212,6.9,3899519301,141,14.7,3899519305,213,1.7,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482887465,904,67,1,1,1,750ustvk4jfqmo8q4gnrcxy7z,1,26.9,83.3,2022-11-06T14:01:15.806Z,2022-11-07T05:40:25Z,3901634081,233,1043,,,,,,,,,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482887461,1043,67,1,1,1,3c3jcs7vc1t6vz5lev162jyv7,0,73.1,16.7,2022-11-06T14:01:15.807Z,2022-11-07T05:40:25Z,3901634085,233,904,,,,,,,,,,,,,,,,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430945,15,8,1,1,1,750ustvk4jfqmo8q4gnrcxy7z,1,27.9,82.1,2022-11-06T14:01:15.847Z,2022-11-07T05:40:24Z,3899139339,56,Back,3901611873,178,,3900635079,385,,,,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482501505,466,61,1,1,1,3c3jcs7vc1t6vz5lev162jyv7,1,73.2,17.3,2022-11-06T14:01:15.956Z,2022-11-07T05:40:24Z,3901612051,178,,3899519957,56,Right,,,,,,,,,,,,,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430969,16,49,1,1,2,750ustvk4jfqmo8q4gnrcxy7z,1,23.7,71.9,2022-11-06T14:01:16.986Z,2022-11-07T05:40:23Z,,,,,,,,,,,,,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430985,17,1,1,1,2,750ustvk4jfqmo8q4gnrcxy7z,1,23.7,72.1,2022-11-06T14:01:17.039Z,2022-11-07T05:40:23Z,3901612249,178,,3899139563,56,Back,3899139573,213,1.8,3899139567,141,87.8,3899139565,140,21.4,3899139571,212,10.9,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482887487,1046,83,1,1,4,3c3jcs7vc1t6vz5lev162jyv7,1,77.3,14.7,2022-11-06T14:01:18.856Z,2022-11-07T05:40:22Z,3901634197,399,531003,,,,,,,,,,,,,,,,,,,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431037,18,1,1,1,4,750ustvk4jfqmo8q4gnrcxy7z,1,22.7,85.6,2022-11-06T14:01:18.874Z,2022-11-07T05:40:22Z,3899139825,56,Back,3901612337,178,,3899139827,140,31.0,3899139829,141,79.4,3899139833,213,5.8,3899139831,212,9.7,,,,,,,4a7x84pflda40oka94y36gwk,Q. Merlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431131,19,1,1,1,6,750ustvk4jfqmo8q4gnrcxy7z,1,28.7,83.2,2022-11-06T14:01:21.411Z,2022-11-07T05:40:21Z,3899140323,212,8.4,3899140321,141,75.3,3899140325,213,3.8,3899140317,56,Back,3899140319,140,22.5,3901612499,178,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431189,20,1,1,1,10,750ustvk4jfqmo8q4gnrcxy7z,1,18.7,60.2,2022-11-06T14:01:25.425Z,2022-11-07T05:40:20Z,3899140603,212,19.3,3899140599,140,3.7,3899140597,56,Back,3901612531,178,,3899140601,141,43.9,3899140605,213,3.8,,,,,,,53yrdwlr1pw23bxyxfg85npat,N. Pallois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431313,21,1,1,1,12,750ustvk4jfqmo8q4gnrcxy7z,0,2.5,40.7,2022-11-06T14:01:27.151Z,2022-11-07T05:40:19Z,3899141271,212,57.7,3901612599,178,,3899141265,56,Back,3899141273,213,0.6,3899141269,141,90.6,3899141267,140,46.9,3899141263,155,,3899141277,1,,f0e5posm9z0oma2t3u9k1qy95,A. Lafont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431305,19,44,1,1,15,3c3jcs7vc1t6vz5lev162jyv7,1,56.4,18.6,2022-11-06T14:01:30.117Z,2022-11-07T05:40:19Z,3899141231,286,,3899141227,56,Right,3899141499,233,22,,,,,,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431321,22,44,1,1,15,750ustvk4jfqmo8q4gnrcxy7z,0,43.6,81.4,2022-11-06T14:01:30.118Z,2022-11-07T05:40:18Z,3899141311,285,,3899141595,233,19,3899141309,56,Back,,,,,,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431329,20,1,1,1,15,3c3jcs7vc1t6vz5lev162jyv7,0,56.2,16.8,2022-11-06T14:01:30.177Z,2022-11-07T05:40:18Z,3899141355,213,4.7,3899141343,3,,3899141347,140,56.1,3899141349,141,0.0,3899141353,212,12.5,3899141345,56,Right,3901612701,388,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431341,21,5,1,1,17,3c3jcs7vc1t6vz5lev162jyv7,0,56.8,-1.6,2022-11-06T14:01:32.470Z,2022-11-07T02:06:03Z,3899142141,233,23,3899141425,56,Right,3899141427,347,,,,,,,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431479,23,5,1,1,17,750ustvk4jfqmo8q4gnrcxy7z,1,43.2,101.6,2022-11-06T14:01:32.470Z,2022-11-07T02:06:03Z,3899142055,347,,3899142107,233,21,3899142053,56,Back,,,,,,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431519,24,1,1,1,26,750ustvk4jfqmo8q4gnrcxy7z,1,42,100,2022-11-06T14:01:41.007Z,2022-11-07T05:40:18Z,3899142283,213,5.3,3899142281,212,7.8,3899142275,56,Back,3899142273,107,,3899142279,141,92.1,3899142277,140,46.0,,,,,,,4a7x84pflda40oka94y36gwk,Q. Merlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431527,25,1,1,1,27,750ustvk4jfqmo8q4gnrcxy7z,0,43.7,89,2022-11-06T14:01:42.017Z,2022-11-07T05:40:17Z,3901612811,178,,3899142319,56,Left,3899142317,155,,3899142323,141,90.2,3899142327,213,0.0,3899142325,212,28.4,3899142321,140,70.7,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431537,22,8,1,1,28,3c3jcs7vc1t6vz5lev162jyv7,1,40.8,10.1,2022-11-06T14:01:43.204Z,2022-11-07T05:40:17Z,3901612841,178,,3899142361,56,Back,3900638999,385,,,,,,,,,,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482431613,26,61,1,1,28,750ustvk4jfqmo8q4gnrcxy7z,1,57.5,88.9,2022-11-06T14:01:43.377Z,2022-11-07T05:40:17Z,3901612883,178,,3899142763,56,Left,,,,,,,,,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
