id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/15/value,qualifier/17/value
2519041469,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-03-12T11:15:42.347Z,2023-03-12T11:15:42Z,4092071365,59,"30, 29, 21, 8, 24, 4, 7, 26, 11, 28, 20, 3, 6, 10, 13, 18, 23, 25, 36, 40",4092071367,130,8,4092071363,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092071361,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, qt2jl9zxkj4lxqzeydbb6hg5, 3h62hv3ksrnl7n7di2b080y51, 4t4u4725escxjm2gwz5e7lpsl, 4ezld812zytvbokz97jwycgkp, 7izciy79i6d6h7usfr8mcmh91, 5jrt4as7f9xt1i1enj2dxx65m, 64ubq0xra74xaunooi8knyajt, c8u45gxriyq1rup5fpr30xrdh, d9q12xp4h8nhtjxl5il3vufh1, 1ad3itgiwcnyw3o9wplhah2hh, b4lc7czw7al6g7a7qzcqzya22, bzmxjsk1tr4p2n7hwakvfomei, d49iskrm33kt3vlxy4q85m0ru, eolso19u03zxw2pca2i95v4dl, d9pacjyllv546b9qe0arx2nvu, boeam163ur1t3ifq01px99xwp, 4yxo8gwnou3m7jh6ph8lkuw44, 7gqab4qwph8hi2gg4kk8h6bu2",4092071379,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092071375,197,16137,4092071371,194,3h62hv3ksrnl7n7di2b080y51,4092071369,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519042469,1,34,16,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-03-12T11:17:42.734Z,2023-03-12T12:01:50Z,4092076255,59,"99, 11, 3, 21, 4, 15, 7, 12, 9, 70, 22, 13, 17, 25, 31, 40, 91, 95, 97, 33",4092172301,197,8270,4092076257,130,17,4092076251,30,"c6u4h9wy88ymj6whiz93jknv9, bt2pm0it9f1o216uxo3abfpbd, 237j1qagaotsy5j9wo3xqfgtl, 5rd9832gct7uy0acodmor8b11, 1u990wv0bo82xqv2s0e8m8ic5, 6p7umqi0pvhgsjxool9yrcx78, aflbpdgjm6huba3f9t848d4o9, bzr6a9okokrgaskvsbl03xmtx, 3xbgtth9h7ywlkpdzy8rwkbth, 8s5u921me5pvsfyvysjgpu2qy, 7hn66gfq3xw08afo501l9x5as, 9bicv1fmrgltfrr726qrgio0k, bxdqxy4grh0ct3d8emys8qxw4, 4obcheuxcvbu6zo3fyq3b6x91, 822pzsxxhxdofvitaabixgzu2, a0rtzwzmnn4wj58rdrj95rvft, akz04kph7qmvbpk3auntlfowl, 757jd3kvmh2izb7q7k8if209h, 16yp4b9n9a7dq2bld6qyt3oyc, c9zpstta8uy4g5ojvz8krqb6c",4092076263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092076253,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092076261,194,5rd9832gct7uy0acodmor8b11,4092076259,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065273,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-03-12T12:01:02.989Z,2023-03-12T12:01:05Z,4092201397,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065247,2,32,1,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-03-12T12:01:02.989Z,2023-03-12T19:33:45Z,4092201311,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065297,3,1,1,0,0,17o35s8assv3kamxowzz77k4r,1,50.2,50,2023-03-12T12:01:03.092Z,2023-03-12T20:12:17Z,4092201507,213,3.0,4092201505,212,18.7,4092201503,141,53.0,4092201501,140,32.5,4094589225,178,,4092201499,56,Back,4092201509,279,S,,,,3xbgtth9h7ywlkpdzy8rwkbth,K. Andrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065305,4,1,1,0,3,17o35s8assv3kamxowzz77k4r,1,34.6,51.2,2023-03-12T12:01:06.171Z,2023-03-13T00:57:23Z,4092201547,56,Back,4092201553,212,14.5,4092201551,141,30.0,4092201549,140,33.2,4094589311,178,,4092201555,213,4.6,,,,,,,bzr6a9okokrgaskvsbl03xmtx,M. Gonalons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065319,5,1,1,0,4,17o35s8assv3kamxowzz77k4r,1,32.8,33.1,2023-03-12T12:01:07.052Z,2023-03-13T00:57:22Z,4092201617,212,11.2,4092201615,141,33.7,4092201613,140,22.1,4092201611,56,Back,4094589401,178,,4092201619,213,3.1,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065335,6,1,1,0,6,17o35s8assv3kamxowzz77k4r,1,21.9,30.9,2023-03-12T12:01:09.598Z,2023-03-13T00:57:21Z,4094589487,178,,4092201703,56,Back,4092201707,141,3.1,4092201705,140,27.7,4092201713,213,5.0,4092201711,212,19.9,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065353,7,1,1,0,8,17o35s8assv3kamxowzz77k4r,0,29.7,1.4,2023-03-12T12:01:11.851Z,2023-03-13T00:57:20Z,4092201783,155,,4094589611,178,,4092201785,56,Right,4092201787,140,62.8,4092201793,213,0.2,4092201789,141,11.3,4092201791,212,35.4,4092201795,1,,6p7umqi0pvhgsjxool9yrcx78,C. Konaté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065377,3,8,1,0,10,3xedluek08t2ka7oypwuullcn,1,39.2,83.2,2023-03-12T12:01:13.853Z,2023-03-13T00:57:20Z,4092968093,384,,4094590009,388,,4092201897,56,Back,4092201935,15,,,,,,,,,,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519104581,447,1,1,0,12,3xedluek08t2ka7oypwuullcn,1,42.5,86.4,2023-03-12T12:01:15.428Z,2023-03-13T00:57:20Z,4092404551,3,,4092404561,140,39.2,4094590237,178,,4092404555,56,Back,4092404565,141,69.4,4092404569,212,12.1,4092404573,213,4.4,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065399,4,49,1,0,12,3xedluek08t2ka7oypwuullcn,1,39.6,77.1,2023-03-12T12:01:15.955Z,2023-03-13T00:57:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065413,5,1,1,0,14,3xedluek08t2ka7oypwuullcn,1,40.3,71.9,2023-03-12T12:01:17.250Z,2023-03-13T00:57:18Z,4092202073,56,Back,4092202077,141,75.2,4092202075,140,46.0,4092202079,212,6.4,4094590509,178,,4092202081,213,0.4,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519065429,6,43,1,0,15,3xedluek08t2ka7oypwuullcn,1,0,0,2023-03-12T12:01:18.494Z,2023-03-12T12:48:31Z,4092202149,141,76.3,4092202153,213,0.4,4092202151,212,6.6,4092405429,144,1,4092202147,140,44.4,4092202145,56,Back,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
