id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,assist,qualifier/15/value
2455140711,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-03T16:13:02.252Z,2022-09-03T16:57:19Z,3754384393,130,4,3754384389,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3754384391,59,"1, 27, 3, 88, 23, 4, 15, 6, 10, 11, 7, 9, 12, 18, 21, 22, 24, 26, 35",3754384395,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3754591099,197,643,3754589547,194,f4cykd65su8xbme6xdc1iw7o5,3754384387,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, d68byfvk16giaur32gqwpwded, 3vu0c0j8n99wz6e2f7fmd2pxx, aaaskdins76bd0368sbpt7wq2, 7c5uk1ts8jlu88p1x6wubuz8p, 79dz7zni5fcgh5e70spoj2j8p, f4cykd65su8xbme6xdc1iw7o5, 79nno03ww57p02dz5o0g60rqi, 9mory3y7p8aku035r2kxtvz6d, d9zax4y92d85x7j63kg7ckvkl, 8rcole4a6y4fkamv87q3hqk0l, 1ehcji0j9s8b0qsj8v5zinjvu, 46acb400oivj94jwu3i3lrxsl, 7ef73s1ryz38blmo3n9p9c82x, 6ovea0xzg9yflmlbjdf1xcmlm, a71n80h977h7fu99ftnri5zsa, 7to9ns7mkuji0ciwh1ufkq3md",3754384397,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455146031,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-09-03T16:18:53.363Z,2022-09-03T17:24:20Z,3754411739,194,6ynchgp6o4tajwvnfdnoo11at,3754411731,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3754411733,59,"1, 94, 3, 22, 25, 2, 23, 6, 7, 9, 8, 5, 10, 11, 15, 19, 26, 30, 31, 92",3754411741,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754411729,30,"cgqunmh8aw465fna15rdve8d1, 9tdb905kq5becch102boicdex, dlzepva4fgihzwx4vfzagiy1h, 8927ird9ax5sj69nadeqaktlh, 7rvgrqf0ktsepvwpj0osy5pzp, boa0e436nc3u53cumlao9ulex, bqq4tqw6tp68c1fya04onf6c5, 6ynchgp6o4tajwvnfdnoo11at, 9fcg5wz6no3f9mn7ch45g06hh, 1j7c295dtb7s5z14diov3xx3p, 41jb0ts5688xz8ell62rybm22, cnei0h8qtnmr9n9ojtm029uj9, 310zaj8t3k4c8aj54ml0n0kx5, 2bfbi3t4aufb47wwt56ilzoyc, dvtd4xsoihe7srn69irnng5w5, 36ylt0kjn7t0vajmelu4mbazu, qooxolimrpdm50kl9woa6jje, 821ma6ofy7t9wtdvu1w6uni09, cwtefikj4d22g8dr4c200pwtm, 9vwdme2e657vrezfixnimrv85",3754602157,197,16766,3754411737,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3754411735,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181777,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-09-03T17:00:10.120Z,2022-09-03T21:41:27Z,3754601147,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181771,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-09-03T17:00:10.120Z,2022-09-03T17:00:10Z,3754601089,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181821,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,50.1,49.9,2022-09-03T17:00:10.183Z,2022-09-03T21:48:20Z,3754601373,140,51.5,3754601379,213,5.3,3754601371,56,Center,3754601381,279,S,3754601375,141,46.9,3755767127,178,,3754601377,212,2.5,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181843,4,1,1,0,1,75qj99fhg5c0ztj2tva5u4uii,1,50.8,46.9,2022-09-03T17:00:11.643Z,2022-09-04T01:14:58Z,3754601481,212,31.7,3754601479,141,1.3,3754601483,213,4.9,3754601477,140,57.2,3755767743,178,,3754601475,56,Right,,,,,,,9fcg5wz6no3f9mn7ch45g06hh,S. Boufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181871,5,1,1,0,4,75qj99fhg5c0ztj2tva5u4uii,0,53.6,2.3,2022-09-03T17:00:14.189Z,2022-09-04T01:14:57Z,3754601625,141,0.0,3754601623,140,79.3,3755767853,178,,3754601621,56,Right,3754601627,212,27.1,3754601629,213,6.2,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181981,3,5,1,0,8,121le8unjfzug3iu9pgkqa1c7,1,21,101.5,2022-09-03T17:00:18.475Z,2022-09-03T21:48:32Z,3754602193,347,,3754602247,233,6,3754602191,56,Back,,,,,,,,,,,,,,,,aaaskdins76bd0368sbpt7wq2,C. Lukeba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181875,6,5,1,0,8,75qj99fhg5c0ztj2tva5u4uii,0,79,-1.5,2022-09-03T17:00:18.475Z,2022-09-03T21:48:33Z,3754601639,347,,3754601637,56,Right,3754602273,233,3,,,,,,,,,,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455181997,4,1,1,0,18,121le8unjfzug3iu9pgkqa1c7,1,24.2,100,2022-09-03T17:00:28.507Z,2022-09-04T01:14:57Z,3754602297,212,9.2,3754602295,141,88.5,3754602291,56,Back,3754602289,107,,3754602299,213,4.6,3754602293,140,23.2,,,,,,,40hu79d2a4k94nc52z7dblpsl,N. Tagliafico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
