id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2502916579,9,1,1,0,17,3xedluek08t2ka7oypwuullcn,1,73.6,87.3,2023-02-01T20:01:14.948Z,2023-02-02T08:31:13Z,4007007201,141,88.7,4007007205,213,3.0,4007007199,140,65.5,4007535781,178,,4007007203,212,8.6,4007007197,56,Left,,,,,,,bzmxjsk1tr4p2n7hwakvfomei,David Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916593,10,1,1,0,20,3xedluek08t2ka7oypwuullcn,1,64.8,96,2023-02-01T20:01:17.112Z,2023-02-02T08:31:12Z,4007007283,140,67.9,4007007287,212,3.3,4007007281,56,Left,4007007285,141,95.7,4007007289,213,6.2,4007535797,178,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916633,11,1,1,0,21,3xedluek08t2ka7oypwuullcn,1,70.4,99.9,2023-02-01T20:01:18.835Z,2023-02-02T08:31:11Z,4007007539,213,3.7,4007007537,212,11.7,4007007531,56,Left,4007007535,141,91.5,4007007533,140,60.7,4007536339,178,,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916675,12,1,1,0,24,3xedluek08t2ka7oypwuullcn,1,57,91,2023-02-01T20:01:21.531Z,2023-02-02T08:31:09Z,4007536411,178,,4007007751,212,36.7,4007007755,1,,4007007753,213,3.8,4007007745,56,Back,4007007747,140,29.8,4007007749,141,57.2,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916715,13,1,1,0,28,3xedluek08t2ka7oypwuullcn,1,26.7,61.5,2023-02-01T20:01:25.097Z,2023-02-02T08:31:09Z,4007007949,212,31.8,4007007941,140,41.7,4007007953,213,5.2,4007536545,178,,4007007945,141,20.9,4007007939,56,Back,,,,,,,25cggz2egeqce47yijxadsslx,B. Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916769,14,1,1,0,31,3xedluek08t2ka7oypwuullcn,1,40.1,21.4,2023-02-01T20:01:28.711Z,2023-02-02T08:31:08Z,4007008273,56,Right,4007008281,213,6.2,4007008275,140,57.4,4007008277,141,19.7,4007008279,212,18.2,4007536643,178,,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916791,15,1,1,0,34,3xedluek08t2ka7oypwuullcn,1,50.4,21.8,2023-02-01T20:01:31.803Z,2023-02-02T08:31:06Z,4007008351,213,2.8,4007008343,56,Back,4007536711,178,,4007008345,140,35.8,4007008347,141,29.9,4007008349,212,16.3,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916837,16,1,1,0,37,3xedluek08t2ka7oypwuullcn,1,35.1,25.7,2023-02-01T20:01:34.728Z,2023-02-02T08:31:05Z,4007008499,213,2.0,4007008495,141,51.5,4007008491,56,Back,4007008497,212,19.6,4007536753,178,,4007008493,140,26.7,,,,,,,4t4u4725escxjm2gwz5e7lpsl,J. Gradit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916895,17,1,1,0,41,3xedluek08t2ka7oypwuullcn,0,25.9,52.8,2023-02-01T20:01:38.117Z,2023-02-02T08:31:04Z,4007008845,141,93.9,4007008847,212,51.5,4007008841,56,Left,4007008849,213,0.6,4007008839,155,,4007536789,178,,4007008851,1,,4007008843,140,67.1,25cggz2egeqce47yijxadsslx,B. Samba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916883,3,44,1,0,43,bx0cdmzr2gwr70ez72dorx82p,1,38.9,5.6,2023-02-01T20:01:40.918Z,2023-02-02T08:31:04Z,4007008975,233,18,4007008789,285,,4007008787,56,Back,,,,,,,,,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916907,18,44,1,0,43,3xedluek08t2ka7oypwuullcn,0,61.1,94.4,2023-02-01T20:01:40.919Z,2023-02-02T08:31:03Z,4007008907,56,Left,4007008997,233,3,4007008909,286,,,,,,,,,,,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916901,4,12,1,0,43,bx0cdmzr2gwr70ez72dorx82p,1,38.5,5.4,2023-02-01T20:01:40.966Z,2023-02-02T08:31:03Z,4007008949,167,,4007008873,213,4.1,4007536871,388,,4007008865,56,Back,4007008871,212,5.8,4007008891,15,,4007008869,141,0.0,4007008867,140,35.1,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916909,5,5,1,0,44,bx0cdmzr2gwr70ez72dorx82p,0,34.3,-1.2,2023-02-01T20:01:42.022Z,2023-02-02T04:29:14Z,4007008913,56,Back,4007008915,347,,4007009027,233,19,,,,,,,,,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502916929,19,5,1,0,44,3xedluek08t2ka7oypwuullcn,1,65.7,101.2,2023-02-01T20:01:42.022Z,2023-02-02T04:29:14Z,4007009007,347,,4007009005,56,Left,4007009021,233,5,,,,,,,,,,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917001,20,1,1,0,50,3xedluek08t2ka7oypwuullcn,1,63.6,100,2023-02-01T20:01:47.527Z,2023-02-02T08:31:03Z,4007009471,56,Left,4007009477,212,3.8,4007009475,141,96.2,4007009473,140,62.8,4007009469,107,,4007009479,213,4.5,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917015,21,1,1,0,53,3xedluek08t2ka7oypwuullcn,1,60.4,98.9,2023-02-01T20:01:51.033Z,2023-02-02T08:31:01Z,4007536997,178,,4007009553,140,63.1,4007009559,213,5.1,4007009555,141,88.5,4007009551,56,Left,4007009557,212,7.6,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917049,22,1,1,0,55,3xedluek08t2ka7oypwuullcn,1,57.9,90.7,2023-02-01T20:01:52.208Z,2023-02-02T08:31:00Z,4007009753,141,94.2,4007009749,56,Left,4007537031,178,,4007009755,212,8.0,4007009757,213,0.3,4007009751,140,65.2,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917057,23,1,1,0,57,3xedluek08t2ka7oypwuullcn,1,60.4,97.7,2023-02-01T20:01:54.536Z,2023-02-02T08:30:58Z,4007537067,178,,4007009801,212,2.5,4007009803,213,5.3,4007009799,141,94.7,4007009797,140,61.8,4007009795,56,Left,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917069,24,1,1,0,58,3xedluek08t2ka7oypwuullcn,1,54.6,96.3,2023-02-01T20:01:55.566Z,2023-02-02T08:30:58Z,4007537123,178,,4007009869,213,5.7,4007009861,56,Left,4007009867,212,12.6,4007009865,141,85.8,4007009863,140,64.5,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917131,25,1,1,0,59,3xedluek08t2ka7oypwuullcn,1,57,86.8,2023-02-01T20:01:56.197Z,2023-02-02T08:30:57Z,4007010217,140,41.6,4007537147,178,,4007010215,56,Back,4007010223,213,3.5,4007010219,141,78.8,4007010221,212,17.1,,,,,,,bzmxjsk1tr4p2n7hwakvfomei,David Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917147,26,1,1,1,3,3xedluek08t2ka7oypwuullcn,1,44.8,98.6,2023-02-01T20:02:01.043Z,2023-02-02T08:30:55Z,4007010313,140,56.1,4007010315,141,92.7,4007010309,155,,4007010311,56,Left,4007010317,212,12.5,4007010319,213,6.0,4007537163,178,,,,,4ezld812zytvbokz97jwycgkp,K. Danso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917151,27,61,1,1,4,3xedluek08t2ka7oypwuullcn,1,50.1,98.9,2023-02-01T20:02:01.318Z,2023-02-02T08:30:55Z,4007010341,56,Left,4007537253,178,,4007537251,21,,,,,,,,,,,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917321,6,5,1,1,5,bx0cdmzr2gwr70ez72dorx82p,1,56.2,-0.6,2023-02-01T20:02:02.320Z,2023-02-02T04:29:54Z,4007011267,233,28,4007011253,347,,4007011249,56,Right,,,,,,,,,,,,,,,,9yjtdz1toq241g6cgdty94lck,A. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917155,28,5,1,1,5,3xedluek08t2ka7oypwuullcn,0,43.8,100.6,2023-02-01T20:02:02.320Z,2023-02-02T04:29:54Z,4007011321,233,6,4007010367,347,,4007010365,56,Back,,,,,,,,,,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917355,7,1,1,1,11,bx0cdmzr2gwr70ez72dorx82p,1,56.4,0,2023-02-01T20:02:08.586Z,2023-02-02T08:30:54Z,4007011415,107,,4007011417,56,Right,4007011419,140,87.9,4007011423,212,33.1,4007011425,213,0.0,4007011427,1,,4007011421,141,1.3,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917365,8,61,1,1,17,bx0cdmzr2gwr70ez72dorx82p,0,91.6,0.1,2023-02-01T20:02:14.648Z,2023-02-02T08:30:53Z,4007537399,178,,4007011475,56,Right,,,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917369,9,5,1,1,18,bx0cdmzr2gwr70ez72dorx82p,0,80.1,-1.1,2023-02-01T20:02:15.097Z,2023-02-02T04:30:07Z,4007011817,233,29,4007011491,347,,4007011489,56,Right,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917417,29,5,1,1,18,3xedluek08t2ka7oypwuullcn,1,19.9,101.1,2023-02-01T20:02:15.097Z,2023-02-02T04:30:07Z,4007011735,56,Back,4007011779,233,9,4007011737,347,,,,,,,,,,,,,,,,,3h62hv3ksrnl7n7di2b080y51,S. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917599,30,1,1,1,39,3xedluek08t2ka7oypwuullcn,1,17.1,100,2023-02-01T20:02:36.242Z,2023-02-02T08:30:53Z,4007012725,213,6.1,4007012721,141,96.5,4007012713,107,,4007012717,56,Back,4007012719,140,30.7,4007012723,212,14.6,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917609,31,1,1,1,40,3xedluek08t2ka7oypwuullcn,1,22.8,97.7,2023-02-01T20:02:37.098Z,2023-02-02T08:30:52Z,4007012817,156,,4007012793,140,25.5,4007012795,141,96.3,4007012791,56,Back,4007537573,178,,4007012797,212,3.0,4007012799,213,6.0,,,,bzmxjsk1tr4p2n7hwakvfomei,David Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917647,32,1,1,1,40,3xedluek08t2ka7oypwuullcn,1,18.5,99.7,2023-02-01T20:02:37.766Z,2023-02-02T08:30:52Z,4007013027,155,,4007013033,141,67.4,4007013029,56,Back,4007013031,140,40.6,4007013037,213,5.5,4007013035,212,32.0,4007537589,178,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917657,33,44,1,1,43,3xedluek08t2ka7oypwuullcn,1,41.9,72.8,2023-02-01T20:02:40.535Z,2023-02-02T08:30:52Z,4007013093,56,Back,4007013095,285,,4007013099,233,10,,,,,,,,,,,,,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917645,10,44,1,1,43,bx0cdmzr2gwr70ez72dorx82p,0,58.1,27.2,2023-02-01T20:02:40.536Z,2023-02-02T08:30:51Z,4007013023,56,Center,4007013115,233,33,4007013025,286,,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917663,34,1,1,1,43,3xedluek08t2ka7oypwuullcn,0,41.4,73.1,2023-02-01T20:02:40.618Z,2023-02-02T08:30:51Z,4007013125,141,65.6,4007013127,212,5.3,4007013121,56,Back,4007537757,388,,4007013129,213,5.0,4007013119,3,,4007013123,140,42.8,,,,c8u45gxriyq1rup5fpr30xrdh,A. Thomasson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917667,11,49,1,1,43,bx0cdmzr2gwr70ez72dorx82p,1,58.3,26.8,2023-02-01T20:02:40.667Z,2023-02-02T08:30:50Z,,,,,,,,,,,,,,,,,,,,,,,,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917709,12,1,1,1,45,bx0cdmzr2gwr70ez72dorx82p,1,56.8,26.4,2023-02-01T20:02:42.219Z,2023-02-02T08:30:49Z,4007013389,212,15.4,4007013385,141,4.0,4007013391,213,4.9,4007538975,178,,4007013381,56,Right,4007184851,157,,4007013383,140,59.1,4007184859,1,,azuc3tma44xyrbgf5y279o1xx,Dante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917743,13,1,1,1,47,bx0cdmzr2gwr70ez72dorx82p,1,54.5,12.1,2023-02-01T20:02:44.529Z,2023-02-02T08:30:49Z,4007013537,140,68.6,4007013555,213,6.2,4007013549,212,14.8,4007013521,3,,4007539001,388,,4007013545,141,10.7,4007013529,56,Right,,,,7c0y2e3949kvohxadzfbmct7t,Y. Ndayishimiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917755,14,61,1,1,48,bx0cdmzr2gwr70ez72dorx82p,0,64.4,14.6,2023-02-01T20:02:45.778Z,2023-02-02T08:30:48Z,4007539071,21,,4007539073,178,,4007013609,56,Right,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917771,35,49,1,1,50,3xedluek08t2ka7oypwuullcn,1,28,88.5,2023-02-01T20:02:47.271Z,2023-02-02T08:30:48Z,,,,,,,,,,,,,,,,,,,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917803,36,1,1,1,53,3xedluek08t2ka7oypwuullcn,0,21,97.3,2023-02-01T20:02:50.918Z,2023-02-02T08:30:46Z,4007013821,140,20.1,4007013827,213,4.6,4007013825,212,7.3,4007539225,178,,4007013823,141,86.7,4007013819,56,Back,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917815,15,50,1,1,55,bx0cdmzr2gwr70ez72dorx82p,1,74.3,9.6,2023-02-01T20:02:52.228Z,2023-02-02T08:30:46Z,4007013897,56,Right,4007013899,286,,4007013959,233,37,,,,,,,,,,,,,,,,5o0h8eeydl8t92qp3ywekqh1x,A. Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917821,37,7,1,1,55,3xedluek08t2ka7oypwuullcn,1,25.7,90.4,2023-02-01T20:02:52.361Z,2023-02-02T08:30:45Z,4007013939,285,,4007013937,56,Back,4007013941,233,15,4007381971,384,,4007539273,178,,,,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917835,38,1,1,1,57,3xedluek08t2ka7oypwuullcn,1,24.5,96,2023-02-01T20:02:54.341Z,2023-02-02T08:30:44Z,4007014017,56,Back,4007014019,140,9.9,4007014023,212,15.8,4007014025,213,3.4,4007014021,141,90.5,4007539329,178,,,,,,,,qt2jl9zxkj4lxqzeydbb6hg5,M. Haïdara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917839,39,1,1,1,59,3xedluek08t2ka7oypwuullcn,0,15.2,97.9,2023-02-01T20:02:56.649Z,2023-02-02T08:30:43Z,4007014135,286,,4007014043,140,11.4,4007014131,233,16,4007539365,178,,4007014049,213,3.4,4007014041,56,Back,4007014129,236,,4007014047,212,4.1,br7zigajqee6fms35zhm1sb8p,F. Medina,4007014045,141,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917845,16,74,1,1,59,bx0cdmzr2gwr70ez72dorx82p,1,84,1.9,2023-02-01T20:02:56.726Z,2023-02-02T08:30:43Z,4007014161,233,39,4007539409,178,,4007014081,285,,4007014079,56,Right,,,,,,,,,,,,,ct32113pfx5q9avf2c0x208ru,S. Diop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917851,17,5,1,2,0,bx0cdmzr2gwr70ez72dorx82p,0,87.2,-1,2023-02-01T20:02:57.112Z,2023-02-02T04:33:43Z,4007014111,56,Right,4007014275,233,40,4007014113,347,,,,,,,,,,,,,,,,,7fcq014jmdb0uqldcts6tglat,G. Laborde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502917869,40,5,1,2,0,3xedluek08t2ka7oypwuullcn,1,12.8,101,2023-02-01T20:02:57.112Z,2023-02-02T04:33:43Z,4007014231,56,Back,4007014251,233,17,4007014233,347,,,,,,,,,,,,,,,,,br7zigajqee6fms35zhm1sb8p,F. Medina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
