id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,keyPass,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2494453567,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-01-01T15:07:25.950Z,2023-01-01T15:58:23Z,3962528731,30,"d3mss0i879krqrk1owzmj2c45, al6dgtinz0ki8uj8wrvc7fg2c, 46acb400oivj94jwu3i3lrxsl, 79dz7zni5fcgh5e70spoj2j8p, e9mtpmkb4qj2gqyv966g9ulpm, aaaskdins76bd0368sbpt7wq2, 79nno03ww57p02dz5o0g60rqi, 3vu0c0j8n99wz6e2f7fmd2pxx, f4cykd65su8xbme6xdc1iw7o5, 1ehcji0j9s8b0qsj8v5zinjvu, 9mory3y7p8aku035r2kxtvz6d, 412hlm2edd05jd1ad597brcvd, d9zax4y92d85x7j63kg7ckvkl, 7c5uk1ts8jlu88p1x6wubuz8p, aftis8f2ahy7dhk5bp8co4q1h, 7ef73s1ryz38blmo3n9p9c82x, 6ovea0xzg9yflmlbjdf1xcmlm, a71n80h977h7fu99ftnri5zsa, 7to9ns7mkuji0ciwh1ufkq3md",3962528743,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962528737,130,8,3962528735,59,"1, 20, 21, 6, 2, 4, 11, 23, 10, 18, 7, 8, 9, 15, 17, 22, 24, 26, 35",3962727059,197,643,3962528739,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3962528733,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3962528741,194,f4cykd65su8xbme6xdc1iw7o5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494456123,1,34,16,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-01-01T15:10:26.808Z,2023-01-01T15:59:10Z,3962727185,197,8270,3962542625,30,"c6u4h9wy88ymj6whiz93jknv9, bt2pm0it9f1o216uxo3abfpbd, 237j1qagaotsy5j9wo3xqfgtl, 5rd9832gct7uy0acodmor8b11, 1u990wv0bo82xqv2s0e8m8ic5, 7j0fv43b1dkuiqk71ym4mmw6i, 4obcheuxcvbu6zo3fyq3b6x91, aflbpdgjm6huba3f9t848d4o9, 3xbgtth9h7ywlkpdzy8rwkbth, 4elohf5kyq6i1jmywfuzhh2ol, c8vsa9o761rsdy9l8xbtj3etx, 8f5suoft1lt9thk1arm4u8max, avcxyogv41ujbepqd5qrwki51, ag74mepy9fnmlykodxo0oxhwp, 822pzsxxhxdofvitaabixgzu2, a0rtzwzmnn4wj58rdrj95rvft, 8s5u921me5pvsfyvysjgpu2qy, akz04kph7qmvbpk3auntlfowl, 757jd3kvmh2izb7q7k8if209h, 16yp4b9n9a7dq2bld6qyt3oyc",3962542627,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3962542633,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3962542631,130,17,3962542629,59,"99, 11, 3, 21, 4, 36, 25, 7, 9, 10, 18, 19, 20, 23, 31, 40, 70, 91, 95, 97",3962542635,194,5rd9832gct7uy0acodmor8b11,3962542637,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489639,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-01-01T16:01:20.447Z,2023-01-01T21:13:13Z,3962727519,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489637,2,32,1,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2023-01-01T16:01:20.447Z,2023-01-01T16:01:20Z,3962727517,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489641,3,1,1,0,0,17o35s8assv3kamxowzz77k4r,1,50,49.9,2023-01-01T16:01:20.483Z,2023-01-01T21:46:59Z,3962727533,56,Back,3962727541,213,2.9,3962727539,212,11.1,3962727537,141,53.8,3962727535,140,39.7,3963032755,178,,3962727543,279,S,,,,3xbgtth9h7ywlkpdzy8rwkbth,K. Andrić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489643,4,1,1,0,2,17o35s8assv3kamxowzz77k4r,1,39.2,46.6,2023-01-01T16:01:22.732Z,2023-01-02T01:33:35Z,3962727547,56,Back,3963032779,178,,3962727553,212,13.9,3962727551,141,26.5,3962727555,213,4.5,3962727549,140,36.6,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489645,5,1,1,0,3,17o35s8assv3kamxowzz77k4r,1,38.1,23.9,2023-01-01T16:01:23.686Z,2023-01-02T01:33:35Z,3963032817,178,,3962727559,56,Back,3962727563,141,27.6,3962727561,140,26.2,3962727565,212,12.7,3962727567,213,2.9,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489647,6,1,1,0,6,17o35s8assv3kamxowzz77k4r,1,26.3,28.6,2023-01-01T16:01:26.658Z,2023-01-02T01:33:33Z,3962727581,140,30.2,3962727587,213,0.9,3962727583,141,37.0,3962727579,56,Back,3962727585,212,7.0,3963032833,178,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489649,7,1,1,0,7,17o35s8assv3kamxowzz77k4r,1,31.9,38.7,2023-01-01T16:01:27.500Z,2023-01-02T01:33:33Z,3962727593,140,26.7,3962727599,213,4.2,3962727597,212,10.5,3962727595,141,25.5,3963032855,178,,3962727591,56,Back,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494489651,8,1,1,0,9,17o35s8assv3kamxowzz77k4r,0,26.5,28.2,2023-01-01T16:01:29.672Z,2023-01-02T01:33:32Z,3962727613,212,39.0,3963032875,178,,3962727607,56,Center,3962727605,155,,3962727615,213,6.2,3962727617,1,,3962727611,141,21.4,3962727609,140,63.4,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
