id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2506999551,9,1,1,0,13,be2k34rut1lz79jxenabttqlc,1,30.6,84.8,2023-02-12T14:00:19.272Z,2023-02-13T04:22:12Z,4028374099,141,62.0,4028374101,212,16.4,4030193455,178,,4028374103,213,4.4,4028374097,140,25.6,4028374095,56,Back,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999599,10,1,1,0,16,be2k34rut1lz79jxenabttqlc,1,27.8,66.9,2023-02-12T14:00:22.323Z,2023-02-13T04:22:10Z,4030193603,178,,4028374323,140,30.6,4028374329,213,4.8,4030405631,1,,4028374321,56,Back,4028374325,141,18.1,4028374327,212,33.3,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999625,11,1,1,0,19,be2k34rut1lz79jxenabttqlc,1,32.8,20.1,2023-02-12T14:00:25.348Z,2023-02-13T04:22:09Z,4028374443,212,6.7,4028374439,140,39.2,4030193761,178,,4028374445,213,0.0,4028374441,141,20.2,4028374437,56,Back,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999659,12,1,1,0,21,be2k34rut1lz79jxenabttqlc,1,46,13.2,2023-02-12T14:00:27.307Z,2023-02-13T04:22:08Z,4028374575,213,3.1,4028374571,141,14.9,4028374569,140,29.9,4028374573,212,16.9,4028374567,56,Back,4030193851,178,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999687,13,1,1,0,23,be2k34rut1lz79jxenabttqlc,1,35,12.9,2023-02-12T14:00:29.076Z,2023-02-13T04:22:07Z,4028374693,212,17.7,4030193953,178,,4028374683,56,Back,4028374691,141,30.7,4028374695,213,2.4,4028374687,140,22.7,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999707,14,1,1,0,25,be2k34rut1lz79jxenabttqlc,1,21.5,33.3,2023-02-12T14:00:31.303Z,2023-02-13T04:22:06Z,4028374817,213,0.8,4028374811,140,27.7,4028374815,212,9.6,4028374809,56,Back,4030194003,178,,4028374813,141,43.7,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999745,15,1,1,0,26,be2k34rut1lz79jxenabttqlc,1,28,48.5,2023-02-12T14:00:32.422Z,2023-02-13T04:22:06Z,4028374973,212,20.2,4028374967,56,Back,4028374975,213,3.0,4028374971,141,53.7,4028374969,140,9.1,4030194049,178,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999831,16,1,1,0,30,be2k34rut1lz79jxenabttqlc,1,10.3,62.4,2023-02-12T14:00:35.746Z,2023-02-13T04:22:05Z,4028375393,140,12.5,4028375399,213,1.3,4028375397,212,10.0,4028375395,141,76.7,4028375391,56,Back,4030194407,178,,,,,,,,8h5jl1u3p8sr2pwdmyxl14416,L. Chevalier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999905,17,1,1,0,36,be2k34rut1lz79jxenabttqlc,1,11.5,61.1,2023-02-12T14:00:42.692Z,2023-02-13T04:22:02Z,4028375731,213,5.4,4028375725,140,39.0,4028375721,155,,4030194513,178,,4028375727,141,4.6,4028375733,1,,4028375723,56,Back,4028375729,212,48.1,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999923,18,1,1,0,41,be2k34rut1lz79jxenabttqlc,1,40.7,7.6,2023-02-12T14:00:47.276Z,2023-02-13T04:22:01Z,4028375833,140,58.3,4028375839,213,6.1,4030194561,178,,4028375835,141,3.8,4028375831,56,Right,4028375837,212,18.7,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999937,19,1,1,0,43,be2k34rut1lz79jxenabttqlc,1,54.6,5.3,2023-02-12T14:00:48.806Z,2023-02-13T04:22:00Z,4028375933,141,13.3,4028375929,56,Right,4030195001,178,,4028375937,213,1.0,4028375931,140,58.2,4028375935,212,6.6,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999949,20,1,1,0,44,be2k34rut1lz79jxenabttqlc,0,55.6,18.1,2023-02-12T14:00:49.983Z,2023-02-13T04:21:59Z,4028376109,236,,4028375983,141,12.5,4030195071,178,,4028375985,212,6.1,4028375981,140,60.1,4028376111,233,3,4028375987,213,5.6,4028375979,56,Right,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,4028376117,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506999967,3,74,1,0,44,71ajatxnuhc5cnm3xvgdky49w,1,42.8,82.5,2023-02-12T14:00:50.080Z,2023-02-13T04:21:59Z,4028376063,56,Back,4028376065,285,,4028376171,233,20,4030195125,178,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000057,21,1,1,0,47,be2k34rut1lz79jxenabttqlc,1,46.1,11.9,2023-02-12T14:00:53.537Z,2023-02-13T04:21:58Z,4028376539,212,12.3,4028376537,141,4.1,4028376533,56,Right,4028376535,140,56.7,4028376541,213,5.8,4030195197,178,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000069,22,1,1,0,51,be2k34rut1lz79jxenabttqlc,1,56.2,17.8,2023-02-12T14:00:57.682Z,2023-02-13T04:21:56Z,4028376599,213,1.6,4028376593,140,55.0,4028376597,212,18.0,4030195293,178,,4028376591,56,Center,4028376595,141,44.2,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000109,23,1,1,0,54,be2k34rut1lz79jxenabttqlc,1,55.2,42,2023-02-12T14:01:00.148Z,2023-02-13T04:21:55Z,4028376769,141,60.0,4028376771,212,18.3,4028376765,56,Back,4028376767,140,42.3,4030195323,178,,4028376773,213,2.4,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000149,24,1,1,0,57,be2k34rut1lz79jxenabttqlc,1,45.8,62.7,2023-02-12T14:01:02.796Z,2023-02-13T04:21:55Z,4028376953,56,Center,4028376961,213,0.2,4028376959,212,17.4,4028376957,141,67.5,4030195425,178,,4028376955,140,62.1,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000165,25,1,1,0,59,be2k34rut1lz79jxenabttqlc,1,63.5,75.3,2023-02-12T14:01:05.197Z,2023-02-13T04:21:53Z,4028377049,56,Left,4028377057,213,1.4,4028377055,212,12.1,4028377051,140,65.0,4030195487,178,,4028377053,141,93.0,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000199,26,1,1,1,1,be2k34rut1lz79jxenabttqlc,1,64.8,95.8,2023-02-12T14:01:07.283Z,2023-02-13T04:21:52Z,4028377165,56,Center,4028377167,140,61.4,4028377187,213,4.5,4028377181,212,14.9,4030195513,178,,4028377175,141,74.6,,,,,,,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000237,27,1,1,1,4,be2k34rut1lz79jxenabttqlc,1,61.2,74.7,2023-02-12T14:01:09.950Z,2023-02-13T04:21:51Z,4028377357,140,48.3,4028377363,213,4.2,4028377355,56,Back,4030195585,178,,4028377361,212,25.7,4028377359,141,42.5,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000267,28,1,1,1,7,be2k34rut1lz79jxenabttqlc,1,51.6,41.7,2023-02-12T14:01:13.163Z,2023-02-13T04:21:50Z,4028377493,141,24.1,4028377489,56,Center,4030195661,178,,4028377497,213,5.1,4028377491,140,56.5,4028377495,212,13.0,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000307,29,1,1,1,9,be2k34rut1lz79jxenabttqlc,1,56.4,21.2,2023-02-12T14:01:14.950Z,2023-02-13T04:21:49Z,4028377697,212,8.4,4028377695,141,31.0,4028377691,56,Center,4030195721,178,,4028377699,213,0.9,4028377693,140,61.2,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000319,30,1,1,1,10,be2k34rut1lz79jxenabttqlc,0,61.6,34.9,2023-02-12T14:01:15.808Z,2023-02-13T04:21:49Z,4028377769,56,Right,4028377777,213,5.1,4028377771,140,68.6,4030195795,178,,4028377775,212,19.9,4028377773,141,7.7,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000343,4,49,1,1,11,71ajatxnuhc5cnm3xvgdky49w,1,30,90.8,2023-02-12T14:01:17.374Z,2023-02-13T04:21:48Z,,,,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000407,5,1,1,1,14,71ajatxnuhc5cnm3xvgdky49w,1,30.5,99.9,2023-02-12T14:01:20.549Z,2023-02-13T04:21:46Z,4028378175,140,21.3,4028378177,141,90.6,4030195973,178,,4028378181,213,3.7,4028378173,56,Back,4028378179,212,11.5,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000427,6,1,1,1,15,71ajatxnuhc5cnm3xvgdky49w,0,20.7,89.9,2023-02-12T14:01:21.689Z,2023-02-13T04:21:46Z,4030196017,178,,4028378303,140,32.3,4028378309,213,6.0,4028378301,56,Back,4028378305,141,84.7,4028378307,212,12.7,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000441,31,49,1,1,17,be2k34rut1lz79jxenabttqlc,1,61.5,13.4,2023-02-12T14:01:22.772Z,2023-02-13T04:21:45Z,,,,,,,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000479,32,1,1,1,18,be2k34rut1lz79jxenabttqlc,1,62.2,24.9,2023-02-12T14:01:24.524Z,2023-02-13T04:21:44Z,4028378483,56,Center,4028378489,212,9.0,4028378487,141,36.8,4028378485,140,58.5,4028378491,213,2.0,4030196269,178,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000515,33,1,1,1,20,be2k34rut1lz79jxenabttqlc,1,60,42.5,2023-02-12T14:01:26.416Z,2023-02-13T04:21:43Z,4028378699,213,1.7,4028378693,140,56.8,4030196323,178,,4028378691,56,Center,4028378695,141,76.8,4028378697,212,23.6,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000651,34,1,1,1,23,be2k34rut1lz79jxenabttqlc,1,53.3,66.1,2023-02-12T14:01:29.640Z,2023-02-13T04:21:41Z,4030196399,178,,4028379373,141,32.6,4028379371,140,34.8,4028379375,212,29.9,4028379377,213,4.0,4028379369,56,Back,,,,,,,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000665,35,1,1,1,32,be2k34rut1lz79jxenabttqlc,1,33.6,42.5,2023-02-12T14:01:37.935Z,2023-02-13T04:21:38Z,4028379465,56,Back,4030196627,178,,4028379467,140,39.1,4028379473,213,5.3,4028379469,141,28.3,4028379471,212,11.3,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000673,36,1,1,1,34,be2k34rut1lz79jxenabttqlc,1,39.2,34.8,2023-02-12T14:01:40.156Z,2023-02-13T04:21:37Z,4030196661,178,,4028379557,212,11.5,4028379555,141,18.4,4028379551,56,Back,4028379553,140,36.5,4028379559,213,4.5,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000725,37,1,1,1,36,be2k34rut1lz79jxenabttqlc,1,36.9,21.8,2023-02-12T14:01:41.919Z,2023-02-13T04:21:36Z,4028379837,213,2.4,4028379831,140,26.8,4028379835,212,14.7,4028379829,56,Back,4028379833,141,36.8,4030196683,178,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000751,38,1,1,1,40,be2k34rut1lz79jxenabttqlc,1,24.8,44.4,2023-02-12T14:01:46.098Z,2023-02-13T04:21:34Z,4028379921,141,36.4,4028379927,213,5.7,4028379919,140,33.2,4028379923,212,10.4,4030196753,178,,4028379917,56,Back,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000761,39,1,1,1,42,be2k34rut1lz79jxenabttqlc,1,32,40.9,2023-02-12T14:01:47.792Z,2023-02-13T04:21:33Z,4028379969,56,Back,4028379977,213,1.8,4028379975,212,1.9,4028379971,140,31.6,4028379973,141,43.7,4030196817,178,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000779,40,1,1,1,42,be2k34rut1lz79jxenabttqlc,1,30.9,47.8,2023-02-12T14:01:48.406Z,2023-02-13T04:21:33Z,4028380069,213,5.7,4028380063,140,41.5,4028380061,56,Back,4028380065,141,35.9,4028380067,212,13.8,4030196849,178,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000839,41,1,1,1,43,be2k34rut1lz79jxenabttqlc,1,40.7,39.8,2023-02-12T14:01:49.483Z,2023-02-13T04:21:32Z,4028380357,212,9.8,4028380355,141,54.0,4028380351,56,Back,4030196983,178,,4028380353,140,39.3,4028380359,213,1.7,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000853,42,1,1,1,46,be2k34rut1lz79jxenabttqlc,0,53.5,62.7,2023-02-12T14:01:52.516Z,2023-02-13T04:21:31Z,4028380393,140,72.1,4028380399,213,0.1,4028380397,212,19.7,4028380395,141,66.6,4028380391,56,Center,4030197117,178,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000885,7,49,1,1,47,71ajatxnuhc5cnm3xvgdky49w,1,29.5,33.7,2023-02-12T14:01:53.691Z,2023-02-13T04:21:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000897,8,1,1,1,48,71ajatxnuhc5cnm3xvgdky49w,0,29.1,33.2,2023-02-12T14:01:53.749Z,2023-02-13T04:21:31Z,4030197237,178,,4028380621,213,5.2,4028380619,212,11.4,4028380613,56,Back,4028380615,140,34.0,4028380617,141,18.3,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000913,43,49,1,1,50,be2k34rut1lz79jxenabttqlc,1,64.9,83.7,2023-02-12T14:01:56.261Z,2023-02-13T04:21:30Z,,,,,,,,,,,,,,,,,,,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507000939,44,1,1,1,51,be2k34rut1lz79jxenabttqlc,1,62.7,84.2,2023-02-12T14:01:57.046Z,2023-02-13T04:21:29Z,4028380803,212,14.2,4028380797,56,Center,4028380805,213,4.4,4028380801,141,64.1,4030197369,178,,4028380799,140,59.0,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001027,45,1,1,1,53,be2k34rut1lz79jxenabttqlc,1,56.2,69,2023-02-12T14:01:58.936Z,2023-02-13T04:21:28Z,4028381259,140,64.3,4028381261,141,39.1,4028381265,213,5.1,4028381257,56,Center,4028381263,212,22.0,4030197433,178,,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507001029,46,4,1,1,55,be2k34rut1lz79jxenabttqlc,1,64.4,42.5,2023-02-12T14:02:00.820Z,2023-02-13T04:21:27Z,4028381283,152,,4028381277,13,,4028381285,286,,4028381279,294,,4028381281,56,Center,4028381311,233,9,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
