id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2519116105,1,34,16,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-03-12T13:03:43.978Z,2023-03-12T13:58:09Z,4092459019,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092698823,197,15911,4092459017,130,17,4092459013,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092459021,194,2smai2vq1r9xnemihvcq0doet,4092459011,30,"8xdrtww8r5jbxuxtall0wh591, dj2f6zk2cd8u9lt6odoei9cdl, e0tmfkagd1lmf2hw7gctbaqqd, eznhm6o1jymvzaucjlngbaad, 2smai2vq1r9xnemihvcq0doet, 7etm5qf3sonimtxllrw5xwkid, 3h3g7sne1jjevj0mwyliehm95, 9nhlgi0k783bq8a2704bu6n6d, a7rdypucykxo0a9xmcuqzabpx, demp53kye0ium76t240vo8cet, 9bkzl4dx3mci3w86rjpfkwowk, 1bs4vwqye00mn2oaxrvfkkt7t, bj37ny1s1gbbe4wrgyz1wag9h, c8mp2wwwyvy930vfjnivg2hre, 900q6uo21i95co96snohqofyt, 7ef73s1ryz38blmo3n9p9c82x, 1jbm4rhckr1gmwld08ey819m, 4hns4p7a45kno60qqzlniycmi, ckcjk3zjpix288d6zihltlst0, 577j49ffrxuurraco9chy388a",4092459023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092459015,59,"30, 19, 12, 17, 23, 4, 6, 24, 20, 11, 29, 1, 7, 8, 9, 14, 15, 18, 22, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519121221,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-03-12T13:08:10.370Z,2023-03-12T14:13:06Z,4092484907,194,3hiehiu25aufrc0q9890haqc5,4092484903,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092484911,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4092484895,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4092695327,197,641,4092484897,59,"1, 2, 25, 19, 18, 3, 14, 80, 11, 17, 37, 7, 9, 10, 12, 21, 22, 29, 34, 77",4092484899,130,7,4092484893,30,"6oi4a3g56xe76g0gg38knmzmd, 31ur1f7xmxndnnabhrxyov6xh, 538zux65h0l9028fpf4v1g0r9, 3hiehiu25aufrc0q9890haqc5, 38cotevgsirv0csora7bar3vu, 996i59930r3kd4xk48x9fsp2h, 7c5uk1ts8jlu88p1x6wubuz8p, 44o5mjglkzqxctz07ust9bcru, 8vlfwoquq3v68mb9ax1pk5fkk, 60no437awq8i5th7nlffh3dn9, 2zvbw080n4yro1phgv39ri3qi, 2abpo4w3jcxp1wzp50yypxsrt, 466ev7tumk8flx0gz9d0h15d6, 2qkesslfmzmgt7igvgosixg8a, e32urdrdkp44zmnt6ptg0k12i, e83sc1gnj31vgpo9u6fknmfvt, 2tc8y9du64tjno62zll2jhy7e, 8n0560evn4ni29dw9xece45ey, 82vd1yj7qfu886hun5t9ee4mh, 3cy6mfbd2vlj9fa1xz2ow3949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163541,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2023-03-12T14:00:03.428Z,2023-03-12T22:27:13Z,4092702579,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163537,2,32,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2023-03-12T14:00:03.428Z,2023-03-12T14:00:03Z,4092702563,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163577,3,1,1,0,0,3unkqo2g6ag99gd5ynz1j7vse,1,50.1,50.4,2023-03-12T14:00:03.509Z,2023-03-13T03:24:44Z,4092702709,213,3.1,4092702707,212,17.7,4092702711,279,S,4092702703,140,33.3,4092702701,56,Back,4092702705,141,51.8,4095247885,178,,,,,demp53kye0ium76t240vo8cet,Rony Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163629,4,1,1,0,3,3unkqo2g6ag99gd5ynz1j7vse,1,30.2,48.4,2023-03-12T14:00:06.917Z,2023-03-13T07:14:28Z,4092702931,213,6.0,4092702925,140,70.7,4092702933,1,,4092702929,212,44.0,4092702927,141,31.7,4092702923,56,Center,4095247927,178,,4092702921,155,,2smai2vq1r9xnemihvcq0doet,A. Rami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163635,5,44,1,0,6,3unkqo2g6ag99gd5ynz1j7vse,1,75.8,27.2,2023-03-12T14:00:09.782Z,2023-03-13T07:14:27Z,4092702975,233,3,4092702949,56,Center,4092702951,286,,,,,,,,,,,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163625,3,44,1,0,6,70nn27vgkt6l48lvv5e66q7ww,0,24.2,72.8,2023-03-12T14:00:09.783Z,2023-03-13T07:14:27Z,4092702907,56,Back,4092702909,285,,4093429589,233,5,,,,,,,,,,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163667,6,1,1,0,6,3unkqo2g6ag99gd5ynz1j7vse,1,76.2,27.4,2023-03-12T14:00:09.898Z,2023-03-13T07:14:26Z,4095248067,388,,4092703075,168,,4092703073,3,,4092703085,213,5.4,4092703081,141,17.5,4092703083,212,8.8,4092703079,140,81.6,4092703077,56,Right,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519163681,7,1,1,0,8,3unkqo2g6ag99gd5ynz1j7vse,1,78.5,14.5,2023-03-12T14:00:12.174Z,2023-03-13T07:14:25Z,4092703193,212,5.5,4092703187,56,Right,4092703189,140,73.5,4092703191,141,12.1,4092703195,213,3.4,4095248129,178,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
