id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2502012937,6,1,1,0,10,71ajatxnuhc5cnm3xvgdky49w,0,48.4,37,2023-01-29T14:01:35.609Z,2023-01-30T08:39:01Z,4002223435,212,22.1,4002223437,213,5.8,4004004725,388,,4002223431,140,66.8,4002223427,3,,4002223433,141,21.3,4002223429,56,Center,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012971,6,44,1,0,14,4aghw9tyi8ba3ju1ne83gmf9w,1,32.7,84.5,2023-01-29T14:01:39.711Z,2023-01-30T08:39:00Z,4002223583,285,,4002223625,233,7,4002223581,56,Back,,,,,,,,,,,,,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012943,7,44,1,0,14,71ajatxnuhc5cnm3xvgdky49w,0,67.3,15.5,2023-01-29T14:01:39.712Z,2023-01-30T08:39:00Z,4002223457,56,Right,4002223631,233,6,4002223459,286,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502012997,7,1,1,0,15,4aghw9tyi8ba3ju1ne83gmf9w,1,32.7,85,2023-01-29T14:01:39.752Z,2023-01-30T08:39:00Z,4002223693,3,,4002223699,141,94.8,4002223701,212,6.7,4002223703,213,1.6,4002223697,140,32.5,4004004791,388,,4002223695,56,Back,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013005,8,50,1,0,16,4aghw9tyi8ba3ju1ne83gmf9w,1,33.6,97.7,2023-01-29T14:01:41.658Z,2023-01-30T08:38:59Z,4002223867,233,8,4004122971,286,,4002223743,56,Back,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013009,8,7,1,0,17,71ajatxnuhc5cnm3xvgdky49w,1,66.4,2.3,2023-01-29T14:01:41.993Z,2023-01-30T08:38:59Z,4002941561,385,,4004122965,285,,4004004901,178,,4002223769,167,,4002223773,56,Right,4002223813,233,8,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013135,9,5,1,0,18,4aghw9tyi8ba3ju1ne83gmf9w,1,23.4,101.8,2023-01-29T14:01:43.507Z,2023-01-30T03:52:23Z,4002224219,347,,4002224271,233,9,4002224217,56,Back,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013013,9,5,1,0,18,71ajatxnuhc5cnm3xvgdky49w,0,76.6,-1.8,2023-01-29T14:01:43.507Z,2023-01-30T03:52:23Z,4002224281,233,9,4002223789,347,,4002223787,56,Right,,,,,,,,,,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013307,10,1,1,0,29,4aghw9tyi8ba3ju1ne83gmf9w,1,30.1,100,2023-01-29T14:01:53.797Z,2023-01-30T08:38:58Z,4002224945,141,96.8,4002224949,213,6.2,4002224943,140,53.6,4002224951,1,,4002224939,107,,4002224941,56,Left,4002224947,212,24.9,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013311,11,61,1,0,31,4aghw9tyi8ba3ju1ne83gmf9w,0,51.4,94,2023-01-29T14:01:55.784Z,2023-01-30T08:38:58Z,4004005019,21,,4004005021,178,,4002224969,56,Left,,,,,,,,,,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502065377,456,49,1,0,32,71ajatxnuhc5cnm3xvgdky49w,1,50.5,3.8,2023-01-29T14:01:57.120Z,2023-01-30T08:38:57Z,,,,,,,,,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013299,10,1,1,0,32,71ajatxnuhc5cnm3xvgdky49w,0,50.2,3,2023-01-29T14:01:57.485Z,2023-01-30T08:38:57Z,4002224909,141,18.4,4002224915,1,,4002224903,157,,4002224907,140,67.8,4002224911,212,21.2,4002224905,56,Right,4004005145,178,,4002224913,213,0.5,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502065591,477,49,1,0,33,4aghw9tyi8ba3ju1ne83gmf9w,1,36.7,86.3,2023-01-29T14:01:58.726Z,2023-01-30T08:38:56Z,,,,,,,,,,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013391,12,1,1,0,34,4aghw9tyi8ba3ju1ne83gmf9w,1,36.6,86.5,2023-01-29T14:01:58.742Z,2023-01-30T08:38:56Z,4002225427,56,Back,4002225431,141,96.0,4004005259,178,,4002225429,140,31.3,4002225433,212,8.5,4002225435,213,2.3,4004005261,21,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013407,13,1,1,0,35,4aghw9tyi8ba3ju1ne83gmf9w,1,34.8,97.3,2023-01-29T14:01:59.992Z,2023-01-30T08:38:55Z,4002225521,141,89.6,4002225523,212,6.9,4002225525,213,4.0,4002225519,140,30.5,4004005287,178,,4002225517,56,Back,,,,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013423,14,1,1,0,36,4aghw9tyi8ba3ju1ne83gmf9w,1,33.4,92.4,2023-01-29T14:02:00.776Z,2023-01-30T08:38:55Z,4002225601,56,Back,4004005311,178,,4002225609,141,90.3,4002225615,213,3.3,4002225605,140,24.3,4002225613,212,9.7,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013457,15,1,1,0,37,4aghw9tyi8ba3ju1ne83gmf9w,0,23.7,90.1,2023-01-29T14:02:02.183Z,2023-01-30T08:38:54Z,4002225769,157,,4002225775,140,61.5,4004005329,178,,4002225789,1,,4002225779,141,89.0,4002225773,56,Left,4002225783,212,39.7,4002225787,213,6.3,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013493,11,1,1,0,40,71ajatxnuhc5cnm3xvgdky49w,0,40.9,9.9,2023-01-29T14:02:05.295Z,2023-01-30T08:38:54Z,4002225943,56,Back,4002225951,212,11.0,4002225947,141,25.6,4002225941,3,,4002225953,213,1.3,4004005411,388,,4002225945,140,43.4,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013601,16,1,1,0,45,4aghw9tyi8ba3ju1ne83gmf9w,1,57.7,74.6,2023-01-29T14:02:09.835Z,2023-01-30T08:38:53Z,4002226417,212,32.7,4002226419,213,5.0,4002226405,155,,4002226413,140,66.5,4002226415,141,28.4,4002226409,56,Center,4004122937,1,,4004005463,178,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013683,17,1,1,0,48,4aghw9tyi8ba3ju1ne83gmf9w,1,64,30.5,2023-01-29T14:02:13.104Z,2023-01-30T08:38:51Z,4002226813,141,15.4,4004005489,178,,4002226817,213,5.8,4002226811,140,83.4,4002226815,212,22.8,4002226809,56,Right,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013713,18,1,1,0,50,4aghw9tyi8ba3ju1ne83gmf9w,0,81.5,16.5,2023-01-29T14:02:15.347Z,2023-01-30T08:38:51Z,4002226955,212,1.1,4002226949,56,Right,4002226957,213,5.4,4002955583,236,,4002955587,286,,4002226953,141,15.3,4003085591,233,1003,4004005519,178,,anr9qh585ctgk2d17zperhgix,Z. Aboukhlal,4002226951,140,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502153183,1003,74,1,0,50,71ajatxnuhc5cnm3xvgdky49w,1,16.9,81.9,2023-01-29T14:02:15.522Z,2023-01-30T08:38:50Z,4004005561,178,,4003085621,233,18,4002955837,56,Back,4002955839,285,,,,,,,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013751,19,5,1,0,52,4aghw9tyi8ba3ju1ne83gmf9w,1,87.7,-0.8,2023-01-29T14:02:17.496Z,2023-01-30T03:54:34Z,4002227075,56,Right,4002229765,347,,4002304111,233,141,,,,,,,,,,,,,,,,anr9qh585ctgk2d17zperhgix,Z. Aboukhlal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502028989,141,5,1,0,52,71ajatxnuhc5cnm3xvgdky49w,0,12.3,100.8,2023-01-29T14:02:17.496Z,2023-01-30T03:54:34Z,4002303773,56,Back,4002304329,233,19,4002303775,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013913,20,1,1,0,57,4aghw9tyi8ba3ju1ne83gmf9w,1,90.2,0,2023-01-29T14:02:22.439Z,2023-01-30T08:38:50Z,4002227875,141,8.7,4002229321,107,,4002227877,212,11.4,4002227871,56,Right,4002227873,140,81.6,4002227879,213,2.5,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013933,21,1,1,1,0,4aghw9tyi8ba3ju1ne83gmf9w,0,82.1,10.5,2023-01-29T14:02:25.285Z,2023-01-30T08:38:49Z,4002958853,20,,4002227995,212,25.8,4002227985,155,,4004005721,178,,4002958851,224,,4002227981,2,,4002227991,140,93.3,4002227997,213,1.1,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,4002227989,56,Center,4002227993,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013879,12,12,1,1,1,71ajatxnuhc5cnm3xvgdky49w,1,8.8,55.9,2023-01-29T14:02:26.286Z,2023-01-30T08:38:49Z,4002227727,213,0.7,4002227719,141,76.7,4002227725,212,22.9,4002227715,140,25.9,4002227711,56,Back,4004005771,178,,4002227747,15,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502013969,13,4,1,1,3,71ajatxnuhc5cnm3xvgdky49w,1,25.6,75.9,2023-01-29T14:02:28.299Z,2023-01-30T08:38:48Z,4002228429,285,,4002228145,13,,4002520173,294,,4002228149,56,Back,4002228153,152,,4002228425,233,22,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014017,22,4,1,1,3,4aghw9tyi8ba3ju1ne83gmf9w,0,74.4,24.1,2023-01-29T14:02:28.300Z,2023-01-30T08:38:48Z,4002228359,13,,4004005819,388,,4002228363,152,,4002228361,56,Center,4002494037,294,,4002228691,233,13,4002228367,286,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502065855,478,43,1,1,6,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-01-29T14:02:30.730Z,2023-01-29T14:50:30Z,4002493675,144,61,4002492847,56,Center,,,,,,,,,,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014399,14,1,1,1,15,71ajatxnuhc5cnm3xvgdky49w,1,26.3,84.9,2023-01-29T14:02:39.989Z,2023-01-30T08:38:47Z,4004005871,178,,4002230059,152,,4002494195,189,,4002230065,141,53.2,4002230057,5,,4002230069,213,4.6,4002230063,140,23.4,4002230061,56,Back,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,4002230067,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502066077,457,1,1,1,20,71ajatxnuhc5cnm3xvgdky49w,1,24.9,57.3,2023-01-29T14:02:45.579Z,2023-01-30T08:38:47Z,4002494127,212,14.6,4002494121,56,Back,4002494123,140,32.9,4002494129,213,5.3,4002494119,189,,4002494125,141,39.8,4004006165,178,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502155359,1004,61,1,1,22,71ajatxnuhc5cnm3xvgdky49w,1,38.2,39.6,2023-01-29T14:02:46.820Z,2023-01-30T08:38:47Z,4002967221,56,Back,4004006269,178,,4002967617,189,,,,,,,,,,,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014419,15,1,1,1,24,71ajatxnuhc5cnm3xvgdky49w,1,27.6,19.4,2023-01-29T14:02:49.484Z,2023-01-30T08:38:45Z,4002230155,141,27.2,4002230157,212,6.3,4002230151,56,Back,4004006299,178,,4002230153,140,30.9,4002230159,213,1.0,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014441,16,1,1,1,25,71ajatxnuhc5cnm3xvgdky49w,1,32.3,25.2,2023-01-29T14:02:50.310Z,2023-01-30T08:38:45Z,4004006335,178,,4002230261,213,3.7,4002230255,140,26.1,4002230253,56,Back,4002230259,212,7.5,4002230257,141,19.8,,,,,,,88nw24pkg2ikj9c91tccvqol,J. Aholou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014459,17,1,1,1,26,71ajatxnuhc5cnm3xvgdky49w,1,25.8,19.1,2023-01-29T14:02:51.593Z,2023-01-30T08:38:44Z,4002230345,213,2.0,4004006371,178,,4002230343,212,28.4,4002230337,56,Back,4002230339,140,13.7,4002230341,141,56.5,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014519,18,1,1,1,29,71ajatxnuhc5cnm3xvgdky49w,1,15.9,47.9,2023-01-29T14:02:53.979Z,2023-01-30T08:38:44Z,4002230603,212,21.5,4002230609,213,1.8,4004006413,178,,4002230599,141,78.7,4002230589,56,Back,4002230593,140,11.4,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015249,19,1,1,1,32,71ajatxnuhc5cnm3xvgdky49w,0,11.6,85.7,2023-01-29T14:02:57.134Z,2023-01-30T08:38:43Z,4002234127,141,94.8,4002234131,213,0.1,4004006429,178,,4002234121,155,,4002234123,56,Left,4002234129,212,51.1,4002234133,1,,4002234125,140,59.9,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014747,23,5,1,1,36,4aghw9tyi8ba3ju1ne83gmf9w,1,35.9,-0.8,2023-01-29T14:03:01.453Z,2023-01-30T03:56:40Z,4002421335,347,,4002231721,56,Back,4002305873,233,142,,,,,,,,,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502028997,142,5,1,1,36,71ajatxnuhc5cnm3xvgdky49w,0,64.1,100.8,2023-01-29T14:03:01.453Z,2023-01-30T03:56:40Z,4002306141,233,23,4002421347,347,,4002305443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014797,24,1,1,1,43,4aghw9tyi8ba3ju1ne83gmf9w,1,41.3,0,2023-01-29T14:03:08.189Z,2023-01-30T08:38:43Z,4002231925,213,2.5,4002231919,140,30.7,4002231917,56,Back,4002231921,141,9.8,4002231915,107,,4002231923,212,13.5,,,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014865,25,1,1,1,46,4aghw9tyi8ba3ju1ne83gmf9w,1,26.9,20.4,2023-01-29T14:03:10.755Z,2023-01-30T08:38:42Z,4002232275,56,Back,4002232277,140,29.7,4002232281,212,24.3,4002232283,213,1.4,4004006519,178,,4002232279,141,55.8,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014913,26,1,1,1,48,4aghw9tyi8ba3ju1ne83gmf9w,1,27.4,60.9,2023-01-29T14:03:13.569Z,2023-01-30T08:38:41Z,4002232455,212,14.0,4002232453,141,80.7,4002232449,56,Back,4002232457,213,1.3,4004006555,178,,4002232451,140,31.0,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502014989,27,1,1,1,51,4aghw9tyi8ba3ju1ne83gmf9w,1,33.6,84.9,2023-01-29T14:03:15.856Z,2023-01-30T08:38:40Z,4004006587,178,,4002232835,213,0.3,4002232829,140,45.0,4002232833,212,12.4,4002232831,141,89.9,4002232827,56,Back,,,,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015057,28,1,1,1,55,4aghw9tyi8ba3ju1ne83gmf9w,1,35.7,91.1,2023-01-29T14:03:19.885Z,2023-01-30T08:38:38Z,4002233179,1,,4004006605,178,,4002233171,212,34.4,4002233165,140,16.2,4002233163,56,Back,4002233167,141,50.5,4002973845,155,,4002233175,213,4.1,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502015113,29,1,1,1,59,4aghw9tyi8ba3ju1ne83gmf9w,1,19.8,45.4,2023-01-29T14:03:24.072Z,2023-01-30T08:38:37Z,4002233451,140,32.6,4004006623,178,,4002233449,56,Back,4002233457,213,5.3,4002233453,141,13.3,4002233455,212,25.6,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
