id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2479753835,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-30T19:10:31.224Z,2022-10-30T19:58:36Z,3885184683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3885184687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3885184679,59,"1, 27, 3, 4, 17, 21, 6, 8, 10, 9, 23, 7, 11, 12, 15, 18, 20, 22, 24, 35",3885184681,130,12,3885274289,197,643,3885184675,30,"d3mss0i879krqrk1owzmj2c45, 8jt4vsixxoqp4uvskyfl7k222, 40hu79d2a4k94nc52z7dblpsl, aaaskdins76bd0368sbpt7wq2, aftis8f2ahy7dhk5bp8co4q1h, 46acb400oivj94jwu3i3lrxsl, 79dz7zni5fcgh5e70spoj2j8p, 412hlm2edd05jd1ad597brcvd, f4cykd65su8xbme6xdc1iw7o5, d9zax4y92d85x7j63kg7ckvkl, 3vu0c0j8n99wz6e2f7fmd2pxx, 9mory3y7p8aku035r2kxtvz6d, 79nno03ww57p02dz5o0g60rqi, 8rcole4a6y4fkamv87q3hqk0l, 7c5uk1ts8jlu88p1x6wubuz8p, 1ehcji0j9s8b0qsj8v5zinjvu, al6dgtinz0ki8uj8wrvc7fg2c, 7ef73s1ryz38blmo3n9p9c82x, 6ovea0xzg9yflmlbjdf1xcmlm, 7to9ns7mkuji0ciwh1ufkq3md",3885184677,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3885184685,194,f4cykd65su8xbme6xdc1iw7o5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479755375,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-30T19:12:57.099Z,2022-10-30T19:46:26Z,3885193125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3885291737,197,15939,3885193119,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3885193129,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3885193121,59,"30, 18, 31, 28, 6, 3, 22, 21, 9, 20, 10, 1, 4, 7, 8, 11, 13, 23, 27, 35",3885193127,194,e211nih87ou9t8crzjbbzhexh,3885193117,30,"8h5jl1u3p8sr2pwdmyxl14416, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, bfdco9clf3dwltaogfhv5v0et, e211nih87ou9t8crzjbbzhexh, 8jjep8bx1jpjuf8firxccc549, e5xxqwz0sdlwkkmp8bgs1k6w9, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, 7nivkfkngr374fx5totgektm1, 3pz4ro9b1u6u45gs7d6apmo5x, 2ols4tslj83nkbztgkx9s92hh, avk0vktquq3oum9w6dyodlz6y, a35r6fa79ipqqktiff3uhz6j9, 17q3e6g2gvlnpwnzf9d6a9eqd, 4zg62bpjlxntoruzlk4qnzumt, tca8ra7ew1b1uny96ku0ql05, 4st4hurqbtyzw1tbkzuuk78fe, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo",3885193123,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772263,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2022-10-30T19:45:25.621Z,2022-10-31T00:25:34Z,3885288957,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772253,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-30T19:45:25.621Z,2022-10-30T19:45:25Z,3885288907,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772293,3,1,1,0,0,be2k34rut1lz79jxenabttqlc,1,49.9,50.2,2022-10-30T19:45:25.638Z,2022-10-31T00:49:42Z,3885289123,212,13.8,3885289117,56,Back,3885289127,279,S,3885289121,141,45.3,3885289119,140,37.1,3885289125,213,3.4,3885838601,178,,,,,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772329,4,1,1,0,1,be2k34rut1lz79jxenabttqlc,1,40,49.8,2022-10-30T19:45:27.504Z,2022-10-31T04:21:42Z,3885289327,140,29.7,3885838633,178,,3885289333,213,2.4,3885289329,141,64.9,3885289331,212,14.9,3885289325,56,Back,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772341,5,1,1,0,7,be2k34rut1lz79jxenabttqlc,1,41.2,82.4,2022-10-30T19:45:32.650Z,2022-10-31T04:21:41Z,3885838679,178,,3885289391,212,6.0,3885289385,56,Back,3885289389,141,82.0,3885289393,213,6.2,3885289387,140,46.9,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772359,6,1,1,0,7,be2k34rut1lz79jxenabttqlc,1,49.1,88.6,2022-10-30T19:45:33.285Z,2022-10-31T04:21:40Z,3885289479,212,10.8,3885289475,140,38.8,3885289481,213,3.1,3885289477,141,88.9,3885838731,178,,3885289473,56,Back,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772395,7,1,1,0,10,be2k34rut1lz79jxenabttqlc,1,40,93.7,2022-10-30T19:45:35.715Z,2022-10-31T04:21:39Z,3885289659,213,4.2,3885289643,56,Back,3885838797,178,,3885289649,140,24.5,3885289653,141,54.9,3885289657,212,31.0,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772427,8,1,1,0,14,be2k34rut1lz79jxenabttqlc,1,22.5,57.5,2022-10-30T19:45:39.872Z,2022-10-31T04:21:38Z,3885289801,141,26.2,3885289799,140,28.7,3885289803,212,22.3,3885838881,178,,3885289797,56,Back,3885289805,213,5.0,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772463,9,1,1,0,16,be2k34rut1lz79jxenabttqlc,1,28.9,28.6,2022-10-30T19:45:42.576Z,2022-10-31T04:21:37Z,3885290021,140,38.0,3885290023,141,9.6,3885290027,213,5.3,3885290025,212,16.1,3885838945,178,,3885290019,56,Back,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772477,10,1,1,0,20,be2k34rut1lz79jxenabttqlc,1,41.8,13,2022-10-30T19:45:45.743Z,2022-10-31T04:21:36Z,3885290091,140,31.8,3885839011,178,,3885290097,213,3.1,3885290089,56,Back,3885290093,141,13.8,3885290095,212,10.5,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772507,11,1,1,0,24,be2k34rut1lz79jxenabttqlc,1,34.6,16.3,2022-10-30T19:45:49.753Z,2022-10-31T04:21:35Z,3885290251,140,40.0,3885290257,213,5.4,3885290253,141,5.8,3885290249,56,Back,3885290255,212,9.1,3885839035,178,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772537,12,1,1,0,25,be2k34rut1lz79jxenabttqlc,1,40.8,8.2,2022-10-30T19:45:51.546Z,2022-10-31T04:21:34Z,3885290371,212,11.3,3885290365,56,Back,3885839081,178,,3885290373,213,2.7,3885290369,141,14.7,3885290367,140,30.9,,,,,,,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772557,13,1,1,0,30,be2k34rut1lz79jxenabttqlc,1,36.1,10.5,2022-10-30T19:45:56.432Z,2022-10-31T04:21:32Z,3885839119,178,,3885290509,56,Back,3885290515,212,4.8,3885290513,141,4.0,3885290517,213,5.1,3885290511,140,38.0,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772569,14,1,1,0,32,be2k34rut1lz79jxenabttqlc,1,36.6,3,2022-10-30T19:45:58.331Z,2022-10-31T04:21:31Z,3885839161,178,,3885290547,140,25.3,3885290551,212,13.0,3885290545,56,Back,3885290549,141,10.9,3885290553,213,2.7,,,,,,,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772575,15,1,1,0,34,be2k34rut1lz79jxenabttqlc,1,25.3,11.5,2022-10-30T19:46:00.178Z,2022-10-31T04:21:31Z,3885290583,141,31.1,3885290587,213,2.3,3885290579,56,Back,3885290581,140,13.2,3885839185,178,,3885290585,212,18.4,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772595,16,1,1,0,36,be2k34rut1lz79jxenabttqlc,1,9.6,29.1,2022-10-30T19:46:02.117Z,2022-10-31T04:21:31Z,3885839417,178,,3885290725,141,71.3,3885290729,213,1.2,3885290721,56,Back,3885290723,140,20.3,3885290727,212,30.8,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772611,17,1,1,0,39,be2k34rut1lz79jxenabttqlc,1,17.3,70.1,2022-10-30T19:46:04.631Z,2022-10-31T04:21:30Z,3885290805,56,Back,3885839433,178,,3885290809,141,93.6,3885290813,213,0.9,3885290807,140,28.2,3885290811,212,19.7,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479772639,18,1,1,0,40,be2k34rut1lz79jxenabttqlc,1,24.9,94.1,2022-10-30T19:46:06.509Z,2022-10-31T04:21:30Z,3885290963,212,11.3,3885290961,141,86.2,3885290959,140,34.4,3885290957,56,Back,3885839489,178,,3885290965,213,5.8,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479879393,1012,43,1,0,44,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-30T19:46:10.147Z,2022-10-31T01:41:16Z,3885871893,144,82,3885871671,178,0,,,,,,,,,,,,,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479879505,900,83,1,0,45,121le8unjfzug3iu9pgkqa1c7,1,80.7,9.9,2022-10-30T19:46:10.710Z,2022-10-31T04:21:29Z,3885872193,399,66957,,,,,,,,,,,,,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
