id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist,qualifier/20/id,qualifier/20/qualifierId
2466401081,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-02T12:16:54.613Z,2022-10-02T13:10:51Z,3814190323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814190329,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814190319,59,"30, 3, 12, 17, 4, 2, 10, 8, 27, 28, 6, 24, 5, 7, 16, 18, 19, 20, 23, 31",3814190317,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814190327,197,15757,3814190321,130,4,3814190325,194,eswivc2a0iwwdly6ft8eh0ogl,3814190315,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, ccc0ytvrgtomxfunopwy2kij9, aa0888u38mjc1euhofseazb2t, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, eswivc2a0iwwdly6ft8eh0ogl, 2rsqkarlkh6z8vrb0clfbz6xh, 1lnktjxx0mux4beo28cl54j1m, 684cguhktvth28ql6qgvvmcyc, anr9qh585ctgk2d17zperhgix, 98gymyp93rh6s57b50xq6fqax, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, 3je152n5s5fjtbrxs9v8dn1lh, 2lyhi7j3id7emsh54ehdva3ca, b3xdln1shzyzwkhzdmbb2fqax, a4q9yjgjjcjq0qxqmg2nmijf9, c44zop1hvob3cmgu2grj8m0yy, eu71261se8nv26xcd39nrdous",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466401127,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-10-02T12:16:58.700Z,2022-10-02T12:58:46Z,3814190615,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814190625,197,651,3814190627,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814190617,59,"90, 2, 29, 13, 6, 31, 7, 12, 21, 11, 99, 9, 10, 18, 19, 28, 30, 36, 75, 77",3814190621,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814190619,130,8,3814190623,194,8yirlj1hpoqnuczpywgzlblxx,3814190613,30,"a065rtv2lfh0rso33dfuah4ut, 8cawa8470beg2ce0as7hv5psl, 1k6t5y26ufw2e6gh33tni45ey, 7za8h1pgec0y2s1ihmkkfvpm2, 2snhhbt5230mm0rxigcqitqdx, azcv772qzdbz1exafx3od6lt5, 6ir1z8c3o7t4kqx04kw24i415, 7teasnynvwarky180hl6zvkk5, 16idj1wxzcbvuaov5duvpqhyi, 8yirlj1hpoqnuczpywgzlblxx, d8m8y59eum57eu7kiat38rkk5, 1yj1kt2cx24nn4zt5h1ma1olx, 71bl8lyjtmzn8ebwulcjnmu39, 230qvyk9dg4plwzobjj6thmqy, 8ikvcyvko9qou241buomqqv6y, yeqnier6uxsc3hcegcuethxw, 6ds6v3u0jyno9kzjkve3dp8mh, c9cz1c96qve4i4li6jjqhkcno, f2wjw84p0ztxt636u2ibnoxxx, 859tcp8023r5cki7uju30l9t5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435805,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-02T13:00:04.505Z,2022-10-03T08:31:10Z,3814380999,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435795,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-10-02T13:00:04.505Z,2022-10-02T13:00:04Z,3814380967,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435825,3,1,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,49.5,49.6,2022-10-02T13:00:04.616Z,2022-10-03T05:14:41Z,3814381111,212,3.3,3814381109,141,45.7,3814381115,279,S,3814381113,213,5.4,3816883563,178,,3814381107,140,51.4,3814381105,56,Center,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435841,4,1,1,0,1,2cjpmotqo8phcqfpgo9xf4gel,1,51.4,45.7,2022-10-02T13:00:05.790Z,2022-10-03T05:14:42Z,3816883619,178,,3814381243,141,24.9,3814381239,56,Center,3814381241,140,66.0,3814381237,155,,3814381247,213,5.5,3814381245,212,20.9,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435849,5,61,1,0,2,2cjpmotqo8phcqfpgo9xf4gel,0,66,24.9,2022-10-02T13:00:07.308Z,2022-10-03T05:14:48Z,3816883711,178,,3814381261,56,Center,3816883709,21,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466903681,1120,67,1,0,3,4aghw9tyi8ba3ju1ne83gmf9w,1,36,72.1,2022-10-02T13:00:07.643Z,2022-10-03T07:47:16Z,3816931075,233,1318,,,,,,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466903679,1318,67,1,0,3,2cjpmotqo8phcqfpgo9xf4gel,0,64,27.9,2022-10-02T13:00:07.644Z,2022-10-03T07:47:16Z,3816931101,233,1120,,,,,,,,,,,,,,,,,,,,,,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435853,3,61,1,0,3,4aghw9tyi8ba3ju1ne83gmf9w,1,29.1,83.7,2022-10-02T13:00:07.705Z,2022-10-03T06:28:48Z,3816883807,178,,3814381275,56,Back,,,,,,,,,,,,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466435861,4,49,1,0,4,4aghw9tyi8ba3ju1ne83gmf9w,1,38.7,95,2022-10-02T13:00:09.320Z,2022-10-03T05:14:59Z,,,,,,,,,,,,,,,,,,,,,,,,,anr9qh585ctgk2d17zperhgix,Z. Aboukhlal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
