id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/11/value,qualifier/17/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2509493575,7,1,1,0,31,71ajatxnuhc5cnm3xvgdky49w,1,35.6,100,2023-02-18T20:00:39.232Z,2023-02-19T05:30:42Z,4041593743,107,,4041593745,56,Back,4041593749,141,91.5,4041593747,140,26.5,4041593753,212,11.9,4041593755,213,3.8,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493593,8,1,1,0,33,71ajatxnuhc5cnm3xvgdky49w,1,23.5,89.1,2023-02-18T20:00:41.472Z,2023-02-19T05:30:41Z,4041593827,213,4.6,4042308603,178,,4041593823,141,59.7,4041593821,140,21.1,4041593825,212,20.2,4041593819,56,Back,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493611,9,1,1,0,35,71ajatxnuhc5cnm3xvgdky49w,1,20.2,55.1,2023-02-18T20:00:43.769Z,2023-02-19T05:30:40Z,4042308705,178,,4041593919,56,Back,4041593925,212,21.2,4041593927,213,4.9,4041593921,140,24.6,4041593923,141,24.7,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493631,10,1,1,0,37,71ajatxnuhc5cnm3xvgdky49w,1,26.7,22.3,2023-02-18T20:00:45.625Z,2023-02-19T05:30:39Z,4041594049,140,24.3,4041594061,213,1.7,4041594057,212,19.2,4041594047,56,Back,4041594053,141,50.3,4042308783,178,,,,,,,,7bba28af7hqhh7ruo91x2mk9g,I. Doukouré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493643,11,1,1,0,39,71ajatxnuhc5cnm3xvgdky49w,1,23.5,49.6,2023-02-18T20:00:47.852Z,2023-02-19T05:30:39Z,4042308855,178,,4041594119,212,20.6,4041594115,140,24.0,4041594113,56,Back,4041594121,213,1.5,4041594117,141,79.9,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493647,12,1,1,0,41,71ajatxnuhc5cnm3xvgdky49w,1,20.9,76.7,2023-02-18T20:00:49.204Z,2023-02-19T05:30:38Z,4041594139,56,Back,4041594143,141,73.5,4041594141,140,30.2,4041594145,212,10.0,4042308959,178,,4041594147,213,6.1,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493667,13,1,1,0,42,71ajatxnuhc5cnm3xvgdky49w,1,28.6,67,2023-02-18T20:00:50.246Z,2023-02-19T05:30:38Z,4041594237,140,37.9,4042309047,178,,4041594239,141,95.8,4041594235,56,Back,4041594241,212,21.9,4041594243,213,1.1,,,,,,,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493699,14,1,1,0,43,71ajatxnuhc5cnm3xvgdky49w,1,34.8,92.4,2023-02-18T20:00:51.608Z,2023-02-19T05:30:37Z,4042309473,178,,4041594397,56,Back,4041594405,213,6.1,4041594401,141,89.7,4041594403,212,10.9,4041594399,140,45.0,,,,,,,1hlvnmu8we38d44sdexhhxcyd,E. Sobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493697,9,45,1,0,47,75qj99fhg5c0ztj2tva5u4uii,0,40.5,10.1,2023-02-18T20:00:55.884Z,2023-02-19T05:30:36Z,4041594475,233,15,4041594395,285,,4041594393,56,Back,,,,,,,,,,,,,,,,dvtd4xsoihe7srn69irnng5w5,P. Capelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493703,15,3,1,0,47,71ajatxnuhc5cnm3xvgdky49w,1,59.5,89.9,2023-02-18T20:00:55.884Z,2023-02-19T05:30:35Z,4041594459,233,9,4042309885,178,,4041594427,286,,4042082609,465,,4041594425,56,Left,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509667819,1743,83,1,0,48,75qj99fhg5c0ztj2tva5u4uii,1,37.8,8.4,2023-02-18T20:00:56.352Z,2023-02-19T05:30:35Z,4042530607,399,228322,,,,,,,,,,,,,,,,,,,,,,dvtd4xsoihe7srn69irnng5w5,P. Capelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493723,16,1,1,0,49,71ajatxnuhc5cnm3xvgdky49w,1,67.6,87.8,2023-02-18T20:00:57.844Z,2023-02-19T05:30:34Z,4042309999,178,,4041594537,141,80.4,4041594539,212,5.5,4041594533,56,Left,4041594535,140,69.8,4041594541,213,5.1,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493733,17,1,1,0,51,71ajatxnuhc5cnm3xvgdky49w,1,64.3,74.8,2023-02-18T20:00:59.954Z,2023-02-19T05:30:32Z,4041594597,140,67.8,4041594595,56,Center,4042310285,178,,4041594601,212,8.3,4041594603,213,5.2,4041594599,141,63.9,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493757,18,1,1,0,53,71ajatxnuhc5cnm3xvgdky49w,1,64.6,54.7,2023-02-18T20:01:01.598Z,2023-02-19T05:30:32Z,4041594761,213,5.3,4042310487,178,,4041594759,212,7.4,4041594753,56,Center,4041594757,141,45.9,4041594755,140,68.8,,,,,,,cb6w7n7n1eh9huwzyzvgmdxih,I. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493777,19,1,1,0,55,71ajatxnuhc5cnm3xvgdky49w,1,66.8,32.9,2023-02-18T20:01:04.079Z,2023-02-19T05:30:31Z,4041594843,141,31.8,4041594845,212,12.7,4041594841,140,78.9,4041594839,56,Center,4042310617,178,,4041594847,213,6.2,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493787,20,1,1,0,57,71ajatxnuhc5cnm3xvgdky49w,1,78,26.1,2023-02-18T20:01:05.854Z,2023-02-19T05:30:30Z,4041594935,141,10.7,4041594931,56,Right,4041594933,140,79.2,4041594939,213,4.8,4041594937,212,10.5,4042310821,178,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493807,21,1,1,1,0,71ajatxnuhc5cnm3xvgdky49w,1,79,4.3,2023-02-18T20:01:08.464Z,2023-02-19T05:30:29Z,4042310993,178,,4041595317,210,13,4042083487,224,,4041595035,155,,4041595039,140,87.7,4041595041,141,44.6,4041595045,213,1.2,4041595037,56,Center,7atxpldexe9adg8ft1wbjndud,F. Guilbert,1,4041595033,2,4042083489,20,4041595043,212,28.9,4041595319,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493811,22,13,1,1,1,71ajatxnuhc5cnm3xvgdky49w,1,88.6,43.6,2023-02-18T20:01:09.707Z,2023-02-19T05:30:28Z,4041595347,231,46.4,4041595059,17,,4041595337,55,21,4041595061,56,Center,4041595343,103,63.9,4041595333,29,,4042084099,81,,4041595153,15,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,4041595341,102,4041595345,230,4041595157,328,,4041595335,154,39.7,98.2,4042311261,388,4041595057,22,,,,,,,,,,,,,,,,,,,,,,,,
2509493801,10,5,1,1,2,75qj99fhg5c0ztj2tva5u4uii,1,-1.4,61.9,2023-02-18T20:01:11.083Z,2023-02-19T01:02:31Z,4041595081,233,23,4041595005,346,,4041595001,56,Back,,,,,,,,,,,,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493813,23,5,1,1,2,71ajatxnuhc5cnm3xvgdky49w,0,101.4,38.1,2023-02-18T20:01:11.083Z,2023-02-19T01:02:31Z,4041595101,233,10,4041595075,56,Center,4041595077,346,,,,,,,,,,,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493935,11,1,1,1,14,75qj99fhg5c0ztj2tva5u4uii,1,5.7,56,2023-02-18T20:01:22.979Z,2023-02-19T05:02:22Z,4041595697,213,1.5,4041595687,56,Back,4041595689,140,6.0,4041595685,124,,4041595695,212,13.3,4041595691,141,75.6,4042084891,189,,4041595703,237,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493937,12,1,1,1,17,75qj99fhg5c0ztj2tva5u4uii,1,9.5,80.8,2023-02-18T20:01:25.781Z,2023-02-19T05:30:27Z,4042311825,178,,4041595709,56,Back,4041595713,141,95.6,4041595717,213,0.8,4041595711,140,18.4,4041595715,212,13.7,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493941,13,1,1,1,19,75qj99fhg5c0ztj2tva5u4uii,1,20.2,97.5,2023-02-18T20:01:27.718Z,2023-02-19T05:30:27Z,4041595737,212,17.4,4041595735,141,84.8,4041595731,56,Back,4041595733,140,5.8,4041595739,213,3.7,4042311929,178,,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493945,14,1,1,1,20,75qj99fhg5c0ztj2tva5u4uii,0,8.3,94.8,2023-02-18T20:01:28.778Z,2023-02-19T05:30:26Z,4041595767,213,6.0,4042311985,178,,4041595759,140,26.0,4041595755,155,,4041595761,141,87.4,4041595765,212,19.3,4041595757,56,Back,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493947,24,8,1,1,21,71ajatxnuhc5cnm3xvgdky49w,1,80.5,14.1,2023-02-18T20:01:29.444Z,2023-02-19T05:30:26Z,4042312341,178,,4042087329,384,,4041595775,15,,4041595773,56,Right,,,,,,,,,,,,,d394go61g90f1u6bddu1narit,M. Sanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493951,25,44,1,1,23,71ajatxnuhc5cnm3xvgdky49w,1,81.1,3.6,2023-02-18T20:01:31.992Z,2023-02-19T05:30:25Z,4041595815,286,,4041595817,233,15,4041595813,56,Right,,,,,,,,,,,,,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493949,15,44,1,1,23,75qj99fhg5c0ztj2tva5u4uii,0,18.9,96.4,2023-02-18T20:01:31.993Z,2023-02-19T05:30:25Z,4041595823,233,25,4041595803,285,,4041595801,56,Back,,,,,,,,,,,,,,,,8j04w1662nucmmi276lrokmvp,F. Ghoulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493957,26,1,1,1,23,71ajatxnuhc5cnm3xvgdky49w,1,81.9,4.9,2023-02-18T20:01:32.017Z,2023-02-19T05:30:24Z,4041595855,3,,4041595859,140,73.8,4041595857,56,Right,4042312631,388,,4041595863,212,9.5,4041595861,141,11.1,4041595865,213,2.7,,,,bndkgzdolm2c3iteenkv8s3it,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493959,27,49,1,1,24,71ajatxnuhc5cnm3xvgdky49w,1,72.9,3.9,2023-02-18T20:01:33.030Z,2023-02-19T05:30:24Z,,,,,,,,,,,,,,,,,,,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493967,28,1,1,1,27,71ajatxnuhc5cnm3xvgdky49w,1,75.1,7.6,2023-02-18T20:01:35.443Z,2023-02-19T05:30:22Z,4041595937,56,Right,4042312913,178,,4041595939,140,94.7,4041595943,212,21.2,4041595941,141,15.1,4041595945,213,0.2,,,,,,,7atxpldexe9adg8ft1wbjndud,F. Guilbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493979,29,1,1,1,30,71ajatxnuhc5cnm3xvgdky49w,1,93,7.1,2023-02-18T20:01:38.610Z,2023-02-19T05:30:22Z,4041596007,212,25.3,4041595999,155,,4041596003,140,91.9,4041596441,210,13,4042088285,20,,4042313061,178,,4041596009,213,1.6,4041596001,56,Center,d394go61g90f1u6bddu1narit,M. Sanson,1,4041596005,141,4041595997,2,4042088283,224,,4041596443,154,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493995,30,44,1,1,31,71ajatxnuhc5cnm3xvgdky49w,1,92.6,43.5,2023-02-18T20:01:39.513Z,2023-02-19T05:30:21Z,4041596157,233,16,4041596087,56,Center,4041596089,286,,,,,,,,,,,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494001,16,44,1,1,31,75qj99fhg5c0ztj2tva5u4uii,0,7.4,56.5,2023-02-18T20:01:39.514Z,2023-02-19T05:30:21Z,4041596141,56,Back,4041596143,285,,4041596175,233,30,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509493997,31,13,1,1,31,71ajatxnuhc5cnm3xvgdky49w,1,93.8,43,2023-02-18T20:01:39.534Z,2023-02-19T05:30:20Z,4041596307,328,,4041596467,230,98,4042089853,74,,4041596115,56,Center,4041596111,22,,4042313407,388,,4041596457,154,,4041596303,15,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,4041596463,102,4041596459,55,4041596455,29,,4041596113,17,46.6,29,4041596465,103,4041596469,231,90.3,45.5,,,,,,,,,,,,,,,,,,,,,,
2509494015,17,5,1,1,33,75qj99fhg5c0ztj2tva5u4uii,1,-0.8,58.7,2023-02-18T20:01:41.683Z,2023-02-19T01:03:44Z,4041596247,233,32,4041596199,346,,4041596197,56,Back,,,,,,,,,,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494017,32,5,1,1,33,71ajatxnuhc5cnm3xvgdky49w,0,100.8,41.3,2023-02-18T20:01:41.683Z,2023-02-19T01:03:43Z,4041596269,233,17,4041596203,346,,4041596201,56,Center,,,,,,,,,,,,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494101,18,1,1,1,46,75qj99fhg5c0ztj2tva5u4uii,0,3.2,57.8,2023-02-18T20:01:54.782Z,2023-02-19T05:30:19Z,4041596853,140,60.0,4041596969,189,,4041596851,56,Left,4041596855,141,97.7,4041596859,213,0.4,4041596849,124,,4041596861,1,,4041596863,74,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,4041596857,212,,,,,,,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494107,33,61,1,1,49,71ajatxnuhc5cnm3xvgdky49w,1,38.9,10.8,2023-02-18T20:01:57.301Z,2023-02-19T05:30:19Z,4042314019,178,,4041596907,189,,4041596877,56,Back,,,,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494121,19,5,1,1,49,75qj99fhg5c0ztj2tva5u4uii,1,60.2,100.8,2023-02-18T20:01:57.547Z,2023-02-19T01:04:09Z,4041596925,347,,4041596923,56,Left,4041596933,233,34,,,,,,,,,,,,,,,,cgqunmh8aw465fna15rdve8d1,P. Bernardoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509494119,34,5,1,1,49,71ajatxnuhc5cnm3xvgdky49w,0,39.8,-0.8,2023-02-18T20:01:57.547Z,2023-02-19T01:04:09Z,4041596919,56,Back,4041596977,233,19,4041596921,347,,,,,,,,,,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
