id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/value,keyPass,qualifier/12/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2458673685,6,61,1,0,20,75qj99fhg5c0ztj2tva5u4uii,0,50.4,81.6,2022-09-11T13:00:25.441Z,2022-09-12T05:00:43Z,3773159629,56,Left,3775430453,178,,,,,,,,,,,,,,,,,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673753,6,1,1,0,22,2cjpmotqo8phcqfpgo9xf4gel,1,42.7,23,2022-09-11T13:00:27.457Z,2022-09-12T05:00:43Z,3775430269,388,,3773159927,140,47.8,3773159929,141,11.0,3773159931,212,9.8,3773159933,213,5.3,3773159925,56,Back,3773159923,3,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673759,7,49,1,0,23,2cjpmotqo8phcqfpgo9xf4gel,1,45.2,17.2,2022-09-11T13:00:29.133Z,2022-09-12T05:00:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673811,8,4,1,0,26,2cjpmotqo8phcqfpgo9xf4gel,1,47.3,13.3,2022-09-11T13:00:31.266Z,2022-09-12T05:00:42Z,3773160243,152,,3773160239,13,,3773160499,233,7,3773160245,265,,3773160247,286,,3773160241,56,Back,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673847,7,4,1,0,26,75qj99fhg5c0ztj2tva5u4uii,0,52.7,86.7,2022-09-11T13:00:31.267Z,2022-09-12T05:00:41Z,3773160533,233,8,3773160435,13,,3773160447,285,,3773160445,265,,3773160439,56,Left,3773160443,152,,3775430849,178,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674171,9,1,1,0,52,2cjpmotqo8phcqfpgo9xf4gel,1,50.2,17.2,2022-09-11T13:00:57.968Z,2022-09-12T05:00:41Z,3773166197,189,,3773162091,140,39.9,3773162085,5,,3773162093,141,32.0,3773162095,212,14.8,3773162087,152,,3773162097,213,2.4,3773162089,56,Back,859tcp8023r5cki7uju30l9t5,F. Sacko,3775431099,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674211,10,1,1,0,56,2cjpmotqo8phcqfpgo9xf4gel,1,40.7,34.3,2022-09-11T13:01:01.205Z,2022-09-12T05:00:40Z,3773162291,212,23.8,3773162289,141,68.9,3775431165,178,,3773162287,140,37.1,3773162295,213,1.7,3773162285,56,Back,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674295,11,1,1,0,58,2cjpmotqo8phcqfpgo9xf4gel,1,41.8,73.7,2022-09-11T13:01:03.969Z,2022-09-12T05:00:39Z,3775431325,178,,3773162721,141,95.4,3773162719,140,59.0,3773162717,56,Left,3773162725,213,0.7,3773162723,212,23.3,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674323,12,1,1,1,3,2cjpmotqo8phcqfpgo9xf4gel,1,48.9,92.6,2022-09-11T13:01:08.750Z,2022-09-12T05:00:38Z,3773162841,212,21.7,3773162835,56,Back,3773162837,140,28.3,3773162839,141,90.5,3775431401,178,,3773162843,213,3.2,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674397,13,1,1,1,7,2cjpmotqo8phcqfpgo9xf4gel,1,28.7,90,2022-09-11T13:01:12.153Z,2022-09-12T05:00:37Z,3775431505,178,,3773163233,213,4.1,3773163225,56,Back,3773163227,140,15.4,3773163229,141,57.9,3773163231,212,25.9,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674439,14,1,1,1,10,2cjpmotqo8phcqfpgo9xf4gel,1,16.1,54,2022-09-11T13:01:15.665Z,2022-09-12T05:00:36Z,3773163459,213,5.1,3773163451,56,Back,3775431631,178,,3773163457,212,19.7,3773163453,140,23.3,3773163455,141,27.2,,,,,,,a065rtv2lfh0rso33dfuah4ut,B. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674485,15,1,1,1,13,2cjpmotqo8phcqfpgo9xf4gel,1,21.2,23.6,2022-09-11T13:01:19.014Z,2022-09-12T05:00:35Z,3773163687,141,51.3,3775431749,178,,3773163691,213,2.2,3773163689,212,22.7,3773163683,56,Back,3773163685,140,9.2,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674503,16,1,1,1,16,2cjpmotqo8phcqfpgo9xf4gel,1,10,53,2022-09-11T13:01:21.876Z,2022-09-12T05:00:35Z,3773163789,140,24.4,3773163791,141,35.0,3775431813,178,,3773163787,56,Back,3773163793,212,19.5,3773163795,213,5.6,,,,,,,a065rtv2lfh0rso33dfuah4ut,B. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674515,17,1,1,1,18,2cjpmotqo8phcqfpgo9xf4gel,1,25.4,44.3,2022-09-11T13:01:23.186Z,2022-09-12T05:00:35Z,3773163859,141,23.8,3773163861,212,14.7,3773163857,140,20.9,3775431909,178,,3773163855,56,Back,3773163863,213,4.4,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674619,18,1,1,1,20,2cjpmotqo8phcqfpgo9xf4gel,1,17.6,27.3,2022-09-11T13:01:25.973Z,2022-09-12T05:00:34Z,3773164335,140,7.1,3775431969,178,,3773164333,56,Back,3773164341,213,2.4,3773164339,212,14.7,3773164337,141,41.5,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674661,19,1,1,1,25,2cjpmotqo8phcqfpgo9xf4gel,0,8.6,46.1,2022-09-11T13:01:30.413Z,2022-09-12T05:00:33Z,3773164595,1,,3773164583,155,,3773164585,56,Center,3775432041,178,,3773164593,213,0.3,3773164591,212,53.8,3773164589,141,68.3,3773164587,140,57.8,a065rtv2lfh0rso33dfuah4ut,B. Kamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674707,8,1,1,1,28,75qj99fhg5c0ztj2tva5u4uii,1,39.2,35.3,2022-09-11T13:01:33.572Z,2022-09-12T05:00:32Z,3773164843,140,53.8,3773164839,3,,3773164845,141,28.8,3773164849,213,6.0,3773164841,56,Center,3775432147,388,,3773164847,212,16.0,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674711,9,49,1,1,29,75qj99fhg5c0ztj2tva5u4uii,1,50.5,24,2022-09-11T13:01:34.338Z,2022-09-12T05:00:32Z,,,,,,,,,,,,,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459093863,1068,3,1,1,29,75qj99fhg5c0ztj2tva5u4uii,1,52.8,17,2022-09-11T13:01:34.887Z,2023-03-29T08:09:10Z,4147237183,464,,4147487989,233,1533,4147215933,286,,4147215929,56,Right,,,,,,,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525650695,1533,45,1,1,29,2cjpmotqo8phcqfpgo9xf4gel,0,47.2,83,2022-09-11T13:01:34.887Z,2023-03-29T08:09:10Z,4147487995,233,1068,4147223545,285,,4147223539,56,Back,,,,,,,,,,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674861,10,1,1,1,38,75qj99fhg5c0ztj2tva5u4uii,1,52.8,3,2022-09-11T13:01:43.338Z,2022-09-12T05:00:29Z,3775432401,178,,3773165663,212,20.0,3773165665,213,3.2,3773165659,140,33.8,3773165661,141,2.7,3773165657,56,Back,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674867,11,1,1,1,41,75qj99fhg5c0ztj2tva5u4uii,0,30.9,2.3,2022-09-11T13:01:46.855Z,2022-09-12T05:00:28Z,3773165699,212,1.2,3773165851,286,,3773165845,236,,3773165701,213,0.2,3773165697,141,2.6,3773165695,140,32.0,3773165693,56,Back,3773165847,233,20,9tdb905kq5becch102boicdex,Y. Valery,3775432609,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674877,20,74,1,1,41,2cjpmotqo8phcqfpgo9xf4gel,1,68.5,97.1,2022-09-11T13:01:46.894Z,2022-09-12T05:00:28Z,3773165755,56,Left,3773165869,233,11,3775432775,178,,3773165757,285,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674921,12,1,1,1,43,75qj99fhg5c0ztj2tva5u4uii,1,28.8,6.6,2022-09-11T13:01:48.645Z,2022-09-12T05:00:28Z,3775432991,178,,3773165971,212,21.6,3773165965,56,Back,3773165967,140,29.2,3773165969,141,38.3,3773165973,213,1.6,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459094197,1089,67,1,1,45,75qj99fhg5c0ztj2tva5u4uii,1,29.9,37.4,2022-09-11T13:01:50.266Z,2022-09-12T04:41:39Z,3775474761,233,1168,,,,,,,,,,,,,,,,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459094193,1168,67,1,1,45,2cjpmotqo8phcqfpgo9xf4gel,0,70.1,62.6,2022-09-11T13:01:50.267Z,2022-09-12T04:41:40Z,3775474779,233,1089,,,,,,,,,,,,,,,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674951,13,1,1,1,45,75qj99fhg5c0ztj2tva5u4uii,1,30.7,32.4,2022-09-11T13:01:50.310Z,2022-09-12T05:00:27Z,3775433085,178,,3773166121,213,2.8,3773166113,56,Back,3773166115,140,8.0,3773166117,141,45.4,3773166119,212,25.4,,,,,,,6ynchgp6o4tajwvnfdnoo11at,N. Bentaleb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675059,14,1,1,1,46,75qj99fhg5c0ztj2tva5u4uii,1,8,46.5,2022-09-11T13:01:52.096Z,2022-09-12T05:00:27Z,3773166693,140,24.9,3775433177,178,,3773166695,141,91.0,3773166697,212,35.1,3773166701,1,,3773166689,56,Back,3773166699,213,1.0,,,,821ma6ofy7t9wtdvu1w6uni09,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675095,15,1,1,1,54,75qj99fhg5c0ztj2tva5u4uii,1,44,73.9,2022-09-11T13:01:59.582Z,2022-09-12T05:00:26Z,3773166909,140,32.6,3773166911,141,77.6,3773166907,56,Back,3775433293,178,,3773166915,213,2.9,3773166913,212,12.2,,,,,,,dlzepva4fgihzwx4vfzagiy1h,S. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675161,16,1,1,1,56,75qj99fhg5c0ztj2tva5u4uii,1,33.8,77.3,2022-09-11T13:02:01.679Z,2022-09-12T05:00:25Z,3775433401,178,,3773167207,56,Back,3773167211,141,32.0,3773167209,140,31.4,3773167213,212,30.9,3773167215,213,4.6,,,,,,,cnei0h8qtnmr9n9ojtm029uj9,M. Blažič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675213,17,1,1,2,0,75qj99fhg5c0ztj2tva5u4uii,1,38,32.9,2022-09-11T13:02:05.985Z,2022-09-12T05:00:24Z,3775433487,178,,3773167485,212,20.6,3773167483,141,5.8,3773167487,213,5.2,3773167479,56,Back,3773167481,140,46.8,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675235,18,1,1,2,3,75qj99fhg5c0ztj2tva5u4uii,1,47,5.5,2022-09-11T13:02:08.812Z,2022-09-12T05:00:23Z,3773167585,212,8.5,3775433579,178,,3773167583,141,2.7,3773167587,213,6.1,3773167581,140,54.9,3773167579,56,Right,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675261,19,1,1,2,5,75qj99fhg5c0ztj2tva5u4uii,1,53.3,1.6,2022-09-11T13:02:10.288Z,2022-09-12T05:00:22Z,3773167707,56,Right,3773167711,141,14.2,3773167717,213,0.9,3773167709,140,59.8,3775433599,178,,3773167713,212,11.0,,,,,,,41jb0ts5688xz8ell62rybm22,A. Ounahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675277,20,1,1,2,6,75qj99fhg5c0ztj2tva5u4uii,0,56.2,18.2,2022-09-11T13:02:11.199Z,2022-09-12T05:00:22Z,3773167783,212,12.8,3773167785,213,5.4,3773167781,141,3.9,3773167775,56,Right,3775433679,178,,3773167777,140,64.2,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675319,21,49,1,2,6,2cjpmotqo8phcqfpgo9xf4gel,1,37.4,93.8,2022-09-11T13:02:11.538Z,2022-09-12T05:00:21Z,,,,,,,,,,,,,,,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675347,22,1,1,2,7,2cjpmotqo8phcqfpgo9xf4gel,1,41,95.7,2022-09-11T13:02:13.032Z,2022-09-12T05:00:21Z,3773168113,141,73.2,3773168115,212,15.9,3775433883,178,,3773168111,140,45.0,3773168109,56,Back,3773168117,213,5.0,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675359,23,1,1,2,9,2cjpmotqo8phcqfpgo9xf4gel,1,48.3,76.1,2022-09-11T13:02:14.354Z,2022-09-12T05:00:20Z,3775434013,178,,3773168157,213,3.1,3773271935,156,,3773168151,140,39.0,3773168153,141,76.1,3773168149,56,Back,3773168155,212,9.8,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675399,24,1,1,2,11,2cjpmotqo8phcqfpgo9xf4gel,1,40.4,74.1,2022-09-11T13:02:16.498Z,2022-09-12T05:00:19Z,3773168347,140,24.4,3773168353,213,2.9,3773168349,141,80.7,3773168351,212,17.4,3775434093,178,,3773168345,56,Back,,,,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675465,25,1,1,2,13,2cjpmotqo8phcqfpgo9xf4gel,1,30.6,80.6,2022-09-11T13:02:18.547Z,2022-09-12T05:00:19Z,3773168665,56,Back,3773168671,212,14.4,3773168673,213,0.9,3775434179,178,,3773168669,141,96.5,3773168667,140,39.6,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675497,26,1,1,2,16,2cjpmotqo8phcqfpgo9xf4gel,1,51,98.5,2022-09-11T13:02:21.603Z,2022-09-12T05:00:18Z,3775434297,178,,3773168855,56,Center,3773168863,213,5.3,3773168859,141,73.5,3773168857,140,62.8,3773168861,212,21.0,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675535,27,1,1,2,17,2cjpmotqo8phcqfpgo9xf4gel,1,62.4,78.8,2022-09-11T13:02:22.903Z,2022-09-12T05:00:17Z,3773169033,140,58.6,3775434395,178,,3773169035,141,66.2,3773169037,212,9.5,3773169039,213,4.3,3773169031,56,Center,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675625,28,1,1,2,22,2cjpmotqo8phcqfpgo9xf4gel,1,62.1,51.3,2022-09-11T13:02:27.150Z,2022-09-12T05:00:16Z,3775434431,178,,3773169519,140,62.4,3773169517,56,Center,3773169525,213,4.7,3773169523,212,18.9,3773169521,141,23.5,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675627,29,61,1,2,23,2cjpmotqo8phcqfpgo9xf4gel,0,62.4,24.9,2022-09-11T13:02:28.862Z,2022-09-12T05:00:15Z,3773169529,56,Center,3775434961,178,,,,,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675641,21,50,1,2,24,75qj99fhg5c0ztj2tva5u4uii,1,33.5,73.8,2022-09-11T13:02:29.721Z,2022-09-12T05:00:15Z,3773175917,233,30,3773169587,56,Back,3775644905,286,,,,,,,,,,,,,,,,,9fcg5wz6no3f9mn7ch45g06hh,S. Boufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
