id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515164455,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-03-04T15:41:55.059Z,2023-03-04T16:05:52Z,4071509273,59,"30, 29, 21, 8, 24, 4, 7, 26, 11, 28, 20, 3, 6, 10, 13, 16, 23, 25, 36, 35",4071509277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4071509279,194,3h62hv3ksrnl7n7di2b080y51,4071509271,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4071509275,130,8,4071509269,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, qt2jl9zxkj4lxqzeydbb6hg5, 3h62hv3ksrnl7n7di2b080y51, 4t4u4725escxjm2gwz5e7lpsl, 4ezld812zytvbokz97jwycgkp, 7izciy79i6d6h7usfr8mcmh91, 5jrt4as7f9xt1i1enj2dxx65m, 64ubq0xra74xaunooi8knyajt, c8u45gxriyq1rup5fpr30xrdh, d9q12xp4h8nhtjxl5il3vufh1, 1ad3itgiwcnyw3o9wplhah2hh, b4lc7czw7al6g7a7qzcqzya22, bzmxjsk1tr4p2n7hwakvfomei, d49iskrm33kt3vlxy4q85m0ru, 3ngai7brgwxmnx3c7dmmed5ud, d9pacjyllv546b9qe0arx2nvu, boeam163ur1t3ifq01px99xwp, 4yxo8gwnou3m7jh6ph8lkuw44, cr9oxufgxkw935syyrfb94goa",4071650571,197,11899,4071509281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515168745,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-03-04T15:43:35.873Z,2023-03-04T16:26:44Z,4071532415,59,"30, 5, 22, 28, 6, 3, 10, 21, 9, 20, 7, 4, 8, 15, 23, 25, 26, 27, 35, 38",4071532421,194,e211nih87ou9t8crzjbbzhexh,4071532413,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4071532417,130,8,4071532419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4071532411,30,"8h5jl1u3p8sr2pwdmyxl14416, fij46jr9fq43444gr1y8tl9l, e5xxqwz0sdlwkkmp8bgs1k6w9, bfdco9clf3dwltaogfhv5v0et, e211nih87ou9t8crzjbbzhexh, 8jjep8bx1jpjuf8firxccc549, 3pz4ro9b1u6u45gs7d6apmo5x, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, 7nivkfkngr374fx5totgektm1, a35r6fa79ipqqktiff3uhz6j9, avk0vktquq3oum9w6dyodlz6y, 17q3e6g2gvlnpwnzf9d6a9eqd, 6q793p9lurdevqmetgoke54wk, 4st4hurqbtyzw1tbkzuuk78fe, 2t05pfvho7i9w9w01zcz3gz4l, 1zx0huwj0czivtoq6kvfb5roq, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo, 5z9c9rjwtlrl0skjpt08n9gfe",4071532423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4071648497,197,15943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515194009,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2023-03-04T16:01:18.524Z,2023-03-04T16:01:21Z,4071660983,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515193999,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2023-03-04T16:01:18.524Z,2023-03-04T22:00:36Z,4071660943,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515194023,3,1,1,0,0,be2k34rut1lz79jxenabttqlc,1,49.9,49.5,2023-03-04T16:01:18.674Z,2023-03-05T00:46:47Z,4071661045,140,39.6,4071661053,279,S,4071661051,213,3.1,4071661043,56,Back,4071661047,141,50.7,4071661049,212,10.8,4073800363,178,,,,,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515194085,4,1,1,0,1,be2k34rut1lz79jxenabttqlc,1,40.4,51.5,2023-03-04T16:01:20.233Z,2023-03-05T04:18:48Z,4073800615,178,,4071661333,141,90.3,4071661337,213,1.9,4071661331,140,32.4,4071661329,56,Back,4071661335,212,27.7,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515194193,5,1,1,0,3,be2k34rut1lz79jxenabttqlc,1,34.5,86.9,2023-03-04T16:01:22.305Z,2023-03-05T04:18:47Z,4071661829,141,70.6,4071661827,140,25.2,4071661831,212,14.8,4071661825,56,Back,4071661833,213,4.0,4073800927,178,,,,,,,,e5xxqwz0sdlwkkmp8bgs1k6w9,T. Weah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515194301,6,1,1,0,11,be2k34rut1lz79jxenabttqlc,1,35.7,60.2,2023-03-04T16:01:29.897Z,2023-03-05T04:18:44Z,4071662357,56,Back,4071662359,140,31.2,4071662365,213,4.4,4073801383,178,,4071662363,212,15.5,4071662361,141,38.5,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515194361,7,1,1,0,15,be2k34rut1lz79jxenabttqlc,1,34.8,45.4,2023-03-04T16:01:34.508Z,2023-03-05T04:18:43Z,4071662671,213,1.7,4071662665,140,32.1,4071662669,212,16.5,4071662663,56,Back,4071662667,141,69.3,4073801821,178,,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515194405,8,1,1,0,17,be2k34rut1lz79jxenabttqlc,1,34.3,64.6,2023-03-04T16:01:36.299Z,2023-03-05T04:18:42Z,4071662855,56,Back,4071662859,141,91.7,4071662857,140,34.7,4071662863,213,1.5,4071662861,212,18.4,4073802087,178,,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
