id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/13/value,qualifier/10/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/20/value
2443300295,8,1,1,0,18,2cjpmotqo8phcqfpgo9xf4gel,0,98.8,23.9,2022-08-07T13:00:25.713Z,2022-08-08T00:18:39Z,3691352617,1,,3691352605,155,,3691352609,140,88.0,3692229825,224,,3691352613,212,53.9,3691352611,141,100.0,3691352615,213,1.8,3692229827,20,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,3691352607,56,Left,3692776577,178,3691352603,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300309,4,56,1,0,24,3unkqo2g6ag99gd5ynz1j7vse,1,0,0,2022-08-07T13:00:31.901Z,2022-08-08T00:18:39Z,3691352677,56,Back,,,,,,,,,,,,,,,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300467,5,5,1,0,25,3unkqo2g6ag99gd5ynz1j7vse,1,13.1,-1.5,2022-08-07T13:00:32.310Z,2022-08-07T19:27:07Z,3691353477,56,Back,3691353479,347,,3691353503,233,9,,,,,,,,,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300307,9,5,1,0,25,2cjpmotqo8phcqfpgo9xf4gel,0,86.9,101.5,2022-08-07T13:00:32.310Z,2022-08-07T19:27:07Z,3691353543,233,5,3691352669,347,,3691352667,56,Left,,,,,,,,,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300519,6,1,1,0,35,3unkqo2g6ag99gd5ynz1j7vse,1,14.1,0,2022-08-07T13:00:42.925Z,2022-08-08T00:18:38Z,3691353777,212,20.1,3691353773,140,32.9,3691353775,141,3.4,3691353779,213,0.2,3691353769,56,Back,3691353765,107,,,,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300523,7,50,1,0,37,3unkqo2g6ag99gd5ynz1j7vse,1,30.5,7.4,2022-08-07T13:00:44.520Z,2022-08-08T00:18:38Z,3693507589,285,,3691354155,233,10,3691353799,56,Back,,,,,,,,,,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300571,10,7,1,0,37,2cjpmotqo8phcqfpgo9xf4gel,1,69.5,92.6,2022-08-07T13:00:44.826Z,2022-08-08T00:18:38Z,3691354051,56,Left,3692779395,178,,3692249033,384,,3691354115,233,7,3693507565,286,,,,,,,,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443347391,411,1,1,0,38,2cjpmotqo8phcqfpgo9xf4gel,1,65.2,86,2022-08-07T13:00:45.708Z,2022-08-08T00:18:37Z,3691604705,141,85.9,3691604709,213,3.2,3691604707,212,1.8,3692780041,178,,3691604703,140,63.5,3691604699,3,,3691604701,56,Left,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300577,11,49,1,0,39,2cjpmotqo8phcqfpgo9xf4gel,1,67.4,79.3,2022-08-07T13:00:46.682Z,2022-08-08T00:18:37Z,,,,,,,,,,,,,,,,,,,,,,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300615,12,1,1,0,39,2cjpmotqo8phcqfpgo9xf4gel,1,67.3,79.2,2022-08-07T13:00:46.705Z,2022-08-08T00:18:37Z,3691354301,212,31.1,3691604987,3,,3691354303,213,3.3,3692781011,178,,3691354297,140,38.0,3691354295,56,Back,3691354299,141,72.4,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300679,13,1,1,0,43,2cjpmotqo8phcqfpgo9xf4gel,1,38.4,66.9,2022-08-07T13:00:50.991Z,2022-08-08T00:18:36Z,3692781651,178,,3691354645,212,17.5,3691354641,140,23.2,3691354643,141,56.4,3691354647,213,3.6,3691354639,56,Back,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300781,14,1,1,0,47,2cjpmotqo8phcqfpgo9xf4gel,1,21.5,53.2,2022-08-07T13:00:54.589Z,2022-08-08T00:18:35Z,3692782015,178,,3691355125,213,1.1,3691355117,56,Back,3691355123,212,18.1,3691355121,141,76.4,3691355119,140,30.0,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300867,15,1,1,0,52,2cjpmotqo8phcqfpgo9xf4gel,1,35.1,72.1,2022-08-07T13:00:59.734Z,2022-08-08T00:18:34Z,3691355577,140,30.1,3691355581,212,25.5,3691355583,213,4.5,3691355579,141,35.4,3692782023,178,,3691355575,56,Back,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300883,16,1,1,0,57,2cjpmotqo8phcqfpgo9xf4gel,0,38.6,33,2022-08-07T13:01:04.551Z,2022-08-08T00:18:33Z,3691355651,141,31.3,3691355647,56,Center,3691355653,212,21.8,3692783139,178,,3691355655,213,6.2,3691355649,140,59.3,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300901,8,8,1,0,58,3unkqo2g6ag99gd5ynz1j7vse,1,46,70.2,2022-08-07T13:01:05.951Z,2022-08-08T00:18:32Z,3691355717,56,Back,3692783979,178,,3692251613,383,,,,,,,,,,,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300913,9,50,1,0,59,3unkqo2g6ag99gd5ynz1j7vse,1,45,66.7,2022-08-07T13:01:06.886Z,2022-08-08T00:18:32Z,3691355759,286,,3691356187,233,17,3691355757,56,Back,,,,,,,,,,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300989,17,7,1,1,0,2cjpmotqo8phcqfpgo9xf4gel,1,55,33.3,2022-08-07T13:01:07.444Z,2022-08-08T00:18:32Z,3691356081,285,,3692785037,178,,3691356079,56,Center,3692251955,383,,3691356161,233,9,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443300997,18,15,1,1,4,2cjpmotqo8phcqfpgo9xf4gel,1,70.5,50.7,2022-08-07T13:01:11.636Z,2022-08-08T00:18:30Z,3691606009,76,,3691359101,82,,3691357921,72,,3691359105,147,52.9,3691359095,103,19,3691356133,56,Center,3691356129,18,,3691359131,233,11,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,3691359113,231,49.4,3691359093,102,3692785373,178,53.2,3691359103,146,76.8,3691359109,230,95.5,3691359097,215,3691356123,22,3691359099,458,,,,,,,,,,,,,,,,,,,,,
2443301293,11,10,1,1,4,3unkqo2g6ag99gd5ynz1j7vse,1,27.1,50,2022-08-07T13:01:11.719Z,2022-08-08T00:18:30Z,3691357641,56,Back,3691357639,94,,3692786097,178,,3691359157,233,18,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443301035,10,6,1,1,6,3unkqo2g6ag99gd5ynz1j7vse,0,6.5,42.6,2022-08-07T13:01:13.796Z,2022-08-07T19:29:40Z,3691356313,56,Back,3691358113,73,,3691358615,233,19,,,,,,,,,,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443301177,19,6,1,1,6,2cjpmotqo8phcqfpgo9xf4gel,1,93.5,57.4,2022-08-07T13:01:13.796Z,2022-08-07T19:29:39Z,3691357007,56,Center,3691357009,73,,3691358177,233,10,,,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443301715,20,1,1,1,38,2cjpmotqo8phcqfpgo9xf4gel,1,99.5,99.5,2022-08-07T13:01:46.068Z,2022-08-08T00:18:29Z,3691359673,212,34.4,3691359671,141,49.3,3691361777,210,13,3691359663,155,,3691359661,6,,3691361779,154,,3691359667,56,Center,3691359677,1,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,3691359665,223,,3692254531,20,3692787029,178,,3691359669,140,95.8,3691359659,2,,3691359675,213,,,,,1,4.6,,,,,,,,,,,,,,,,,,,
2443301725,21,13,1,1,40,2cjpmotqo8phcqfpgo9xf4gel,1,96.1,48.8,2022-08-07T13:01:47.647Z,2022-08-08T00:18:29Z,3691359717,16,,3691360635,25,,3691360641,328,,3691361833,231,49.1,3691361811,74,,3691359719,56,Center,3691361813,29,,3691360637,15,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,3692787099,388,,3691361825,214,3691361829,230,,3691361821,102,50.6,3691361823,103,81.9,3691361815,154,3691361817,55,,,,,97.3,20,,,,,,,,,,,,,,,,,
2443301759,12,5,1,1,40,3unkqo2g6ag99gd5ynz1j7vse,1,-1.4,50.6,2022-08-07T13:01:48.040Z,2022-08-07T19:30:10Z,3691359853,233,22,3691359817,56,Back,3691359819,346,,,,,,,,,,,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443301739,22,5,1,1,40,2cjpmotqo8phcqfpgo9xf4gel,0,101.4,49.4,2022-08-07T13:01:48.040Z,2022-08-07T19:30:11Z,3691359915,233,12,3691359771,346,,3691359769,56,Center,,,,,,,,,,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302471,13,1,1,2,10,3unkqo2g6ag99gd5ynz1j7vse,1,5.6,56.9,2022-08-07T13:02:17.293Z,2022-08-08T00:18:29Z,3691363315,213,5.7,3691363307,56,Right,3691363321,74,,3691363317,1,,3691363305,124,,3691363309,140,52.9,3691363313,212,58.7,3691363311,141,11.0,8xdrtww8r5jbxuxtall0wh591,G. Gallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302555,14,1,1,2,13,3unkqo2g6ag99gd5ynz1j7vse,1,49.7,15.9,2022-08-07T13:02:20.713Z,2022-08-08T00:18:28Z,3691363709,56,Right,3691363705,3,,3691363717,213,5.6,3691363711,140,56.9,3691363713,141,6.8,3692789775,388,,3691363707,168,,3691363715,212,9.8,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302565,15,1,1,2,14,3unkqo2g6ag99gd5ynz1j7vse,1,56.5,7.6,2022-08-07T13:02:21.931Z,2022-08-08T00:18:28Z,3691363781,140,55.8,3691363783,141,6.2,3691363787,213,4.1,3691363779,56,Right,3691604191,3,,3691363785,212,1.2,3692790295,178,,,,,dj2f6zk2cd8u9lt6odoei9cdl,A. Bruus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302581,16,1,1,2,16,3unkqo2g6ag99gd5ynz1j7vse,0,57.8,15.1,2022-08-07T13:02:23.394Z,2022-08-08T00:18:27Z,3692791427,178,,3691363853,212,12.3,3691363845,140,53.8,3691363849,141,0.0,3691363841,56,Right,3691363857,213,4.4,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302585,17,5,1,2,17,3unkqo2g6ag99gd5ynz1j7vse,0,55.6,-1.5,2022-08-07T13:02:24.634Z,2022-08-07T19:31:01Z,3691363871,347,,3691363869,56,Right,3691364947,233,23,,,,,,,,,,,,,,,,a7rdypucykxo0a9xmcuqzabpx,R. Ripart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302797,23,5,1,2,17,2cjpmotqo8phcqfpgo9xf4gel,1,44.4,101.5,2022-08-07T13:02:24.634Z,2022-08-07T19:31:00Z,3691364851,56,Back,3691364883,233,17,3691364855,347,,,,,,,,,,,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302847,24,1,1,2,25,2cjpmotqo8phcqfpgo9xf4gel,1,50.6,100,2022-08-07T13:02:32.433Z,2022-08-08T00:18:27Z,3691365035,56,Left,3691365039,141,80.6,3691606589,189,,3691365043,213,5.5,3691365041,212,20.5,3691365037,140,64.8,3691365033,107,,,,,b92hwrzx6l5wdf3z9g7dxo4bt,T. Sainte-Luce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443302943,25,1,1,2,29,2cjpmotqo8phcqfpgo9xf4gel,1,70.9,63.2,2022-08-07T13:02:37.070Z,2022-08-08T00:18:27Z,3691365445,56,Right,3691365449,141,20.9,3691365453,213,4.8,3691365447,140,72.8,3691365451,212,28.8,3692793183,178,,,,,,,,d8m8y59eum57eu7kiat38rkk5,W. Khazri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443303231,26,1,1,2,34,2cjpmotqo8phcqfpgo9xf4gel,1,73.9,26.3,2022-08-07T13:02:41.316Z,2022-08-08T00:18:26Z,3691366895,213,0.8,3691366885,155,,3691371193,22,,3691366889,140,91.2,3692793693,178,,3691371185,210,16,3691371189,154,,3691366893,212,25.2,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,3691366891,141,51.9,3691366887,56,,,Center,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2443303241,27,16,1,2,36,2cjpmotqo8phcqfpgo9xf4gel,1,93,56.4,2022-08-07T13:02:43.674Z,2022-08-08T00:18:25Z,3691371363,231,51.9,3692258787,396,50.9,3691371347,154,,3691368683,72,,3691371349,55,26,3692794529,178,,3691366917,22,,3691368691,375,02:35.708,b92hwrzx6l5wdf3z9g7dxo4bt,T. Sainte-Luce,3691368687,374,2022-08-07 14:02:42.971,3691371355,103,3691366919,17,7.6,3691366921,56,Center,3691371361,230,94.8,3691371353,102,3692258785,395,3691371345,29,,53.1,,94,,3691371341,76,3691371357,214,3691371359,328,,,,,,,,,,
2443304479,18,1,1,3,43,3unkqo2g6ag99gd5ynz1j7vse,1,50.1,50,2022-08-07T13:03:50.808Z,2022-08-07T19:31:51Z,3691373193,140,35.9,3692795291,178,,3691373191,56,Back,3691373197,212,16.0,3691373201,279,G,3691373199,213,2.8,3691373195,141,58.5,,,,bj37ny1s1gbbe4wrgyz1wag9h,Mama Baldé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443304507,19,1,1,3,45,3unkqo2g6ag99gd5ynz1j7vse,1,40,60.2,2022-08-07T13:03:52.761Z,2022-08-08T00:18:23Z,3691373399,56,Back,3692795741,178,,3691373405,212,18.1,3691373401,140,25.3,3691373403,141,74.1,3691373407,213,2.6,,,,,,,5x4cp16m9z8vzgq1kkjvm71ed,F. Tardieu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443304547,20,1,1,3,47,3unkqo2g6ag99gd5ynz1j7vse,1,34,81.5,2022-08-07T13:03:54.718Z,2022-08-08T00:18:22Z,3691373655,213,0.8,3692796339,178,,3691373649,140,38.5,3691373647,56,Back,3691373653,212,6.5,3691373651,141,88.1,,,,,,,eznhm6o1jymvzaucjlngbaad,Y. Salmier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443304609,21,1,1,3,49,3unkqo2g6ag99gd5ynz1j7vse,0,45,99,2022-08-07T13:03:57.187Z,2022-08-08T00:18:21Z,3692798155,178,,3691373969,213,3.3,3691373965,141,98.1,3691374277,233,28,3691374285,286,,3691373967,212,3.2,3691373961,56,Back,3691374273,236,,577j49ffrxuurraco9chy388a,Y. Larouci,3691373963,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443304647,28,74,1,3,49,2cjpmotqo8phcqfpgo9xf4gel,1,54.9,0.9,2022-08-07T13:03:57.190Z,2022-08-08T00:18:21Z,3692798519,178,,3691374311,233,21,3691374171,56,Right,3691374173,285,,,,,,,,,,,,,,5w9g9gfeucuccwxd09o62f84p,F. Maouassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443304783,22,5,1,3,50,3unkqo2g6ag99gd5ynz1j7vse,1,50.5,100.9,2022-08-07T13:03:57.612Z,2022-08-07T19:32:41Z,3691374965,233,29,3691374887,56,Left,3691374889,347,,,,,,,,,,,,,,,,,577j49ffrxuurraco9chy388a,Y. Larouci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443304705,29,5,1,3,50,2cjpmotqo8phcqfpgo9xf4gel,0,49.5,-0.9,2022-08-07T13:03:57.612Z,2022-08-07T19:32:41Z,3691374463,347,,3691374459,56,Back,3691374979,233,22,,,,,,,,,,,,,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
