id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2451493217,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-08-27T14:09:46.888Z,2022-08-27T15:01:56Z,3734894877,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734894885,194,7jj9gwpuk49bsm2ru06qb44wl,3735214759,197,4727,3734894881,130,7,3734894879,59,"23, 26, 3, 12, 4, 20, 10, 22, 17, 7, 29, 2, 6, 16, 18, 21, 24, 32, 35, 97",3734894875,30,"2t05pfvho7i9w9w01zcz3gz4l, 81yqeo02okqakoiura0wnxv1m, ea2tv9xaerk3oy6dr45ff3kd1, 7jj9gwpuk49bsm2ru06qb44wl, 6ypo3vp0zupq6s1jbk8rbmq51, 54juxpmaqnby6kht5j87caoyd, 6gdoxudvl1rgcn7d19e89p9ed, 9br3ebcuzl5b755kwuxgey3md, aujgya83jg4eylvm7hjjbbasq, co59rv08x22hk5itwibbwq191, doc6xdg2vumiyoamostngr36d, 247ipjjd0cak2sggwbuorx4yy, 3o7ktan6n28fn5fj7gel6qead, cglp4k40r1t672m7j0eb5ktsl, 4yltz3q1eazj539x18uc85l62, dhk8g3ptwjf297ix0rcvgydhx, dac9zcryfwbq3xdik69gkpadx, 38cux1onwt3bxppreaklir7it, 4sjs5ktvkun9g96w6h5a39puc, baogzi00mwdclwbvkd618evv9",3734894883,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734894887,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451501119,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-08-27T14:13:10.816Z,2022-08-27T15:02:22Z,3734935919,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734935915,194,9ysk6656hj0na1hrizgt83k5x,3734935909,130,12,3734935905,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3735352057,197,16155,3734935907,59,"1, 3, 11, 24, 23, 29, 10, 17, 25, 9, 14, 6, 12, 16, 18, 19, 20",3734935903,30,"2vgr8c97x4b2e51tyvvixusid, 17acodpsoxkhha2iem2465ivp, 9ysk6656hj0na1hrizgt83k5x, d5at3cowukpxiptq5ozcbe6s5, 4jal44qeyp9ur58768qre5uqd, 7bba28af7hqhh7ruo91x2mk9g, c8u45gxriyq1rup5fpr30xrdh, wg9qybhs3qeq9awhux331uqx, am0pcyvtaws1i69jt09dgnsnp, 950o8rjqvnl5bnidq2dc3fglx, 42vsnv2j6emkbynforgon4n2t, 88nw24pkg2ikj9c91tccvqol, f0busiccqoe2jg69st02ngfe1, cgeh7qj32flqu9p3a4wnn3s9h, 9hz4s6zmelmg4ix47xbre3q3t, egtyl4noukbjkm1va1i11e87o, bndkgzdolm2c3iteenkv8s3it",3734935911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451581859,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2022-08-27T15:00:08.714Z,2022-08-27T15:00:08Z,3735361527,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451581879,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-08-27T15:00:08.714Z,2022-08-28T00:07:23Z,3735361617,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451581899,3,1,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,50.2,50.1,2022-08-27T15:00:08.762Z,2022-08-28T01:03:24Z,3738224683,178,,3735361755,279,S,3735361747,140,36.2,3735361751,212,15.1,3735361753,213,3.4,3735361749,141,44.8,3735361745,56,Back,,,,am0pcyvtaws1i69jt09dgnsnp,L. Ajorque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451581915,4,1,1,0,2,71ajatxnuhc5cnm3xvgdky49w,1,38.2,53.2,2022-08-27T15:00:11.571Z,2022-08-28T04:21:52Z,3735361825,212,7.4,3735361821,140,35.6,3735361823,141,63.3,3735361827,213,1.9,3735361819,56,Back,3738225079,178,,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451581967,5,1,1,0,4,71ajatxnuhc5cnm3xvgdky49w,1,38.7,75.9,2022-08-27T15:00:13.638Z,2022-08-28T04:21:51Z,3735362099,141,56.0,3735362109,213,3.6,3735362093,140,12.7,3735362103,212,30.5,3735362075,56,Back,3738225177,178,,,,,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451581995,6,1,1,0,10,71ajatxnuhc5cnm3xvgdky49w,1,12.7,57.1,2022-08-27T15:00:19.072Z,2022-08-28T04:21:50Z,3738225365,178,,3735362249,212,12.7,3735362245,140,16.3,3735362251,213,5.0,3735362243,56,Back,3735362247,141,39.2,,,,,,,2vgr8c97x4b2e51tyvvixusid,M. Sels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451582037,7,1,1,0,13,71ajatxnuhc5cnm3xvgdky49w,1,17,41.3,2022-08-27T15:00:21.735Z,2022-08-28T04:21:49Z,3735362455,212,21.2,3738225587,178,,3735362457,213,1.4,3735362453,141,72.0,3735362449,56,Back,3735362451,140,20.6,,,,,,,4jal44qeyp9ur58768qre5uqd,M. Le Marchand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451582053,8,1,1,0,17,71ajatxnuhc5cnm3xvgdky49w,1,26.8,75.5,2022-08-27T15:00:25.911Z,2022-08-28T04:21:48Z,3738225773,178,,3735362541,155,,3735362547,141,51.2,3735362543,56,Center,3735362551,213,5.7,3735362549,212,31.8,3735362545,140,52.7,,,,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
