id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/11/value,qualifier/13/value,assist,qualifier/12/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2458673541,7,1,1,0,9,3c3jcs7vc1t6vz5lev162jyv7,0,16.2,34.6,2022-09-11T13:00:16.172Z,2022-09-12T05:59:15Z,3773159075,236,,3773159021,212,3.0,3773159077,233,3,3773159019,141,31.5,3773159017,140,18.2,3775456897,178,,3773159081,286,,3773159015,56,Back,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,3773159023,213,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673545,3,74,1,0,9,4aghw9tyi8ba3ju1ne83gmf9w,1,81.9,66.4,2022-09-11T13:00:16.223Z,2022-09-12T05:59:14Z,3775457055,178,,3773159031,56,Center,3773159095,233,7,3773159033,285,,,,,,,,,,,,,,684cguhktvth28ql6qgvvmcyc,F. Chaïbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673607,8,1,1,0,12,3c3jcs7vc1t6vz5lev162jyv7,1,7.4,29.1,2022-09-11T13:00:18.954Z,2022-09-12T05:59:14Z,3773159297,140,26.9,3773159303,213,5.7,3775457207,178,,3773159293,56,Back,3773159299,141,10.1,3773159301,212,24.2,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673643,9,1,1,0,15,3c3jcs7vc1t6vz5lev162jyv7,1,21.5,7.3,2022-09-11T13:00:21.943Z,2022-09-12T05:59:13Z,3773159447,140,37.0,3773159451,212,17.5,3773159453,213,0.4,3773159449,141,16.9,3773159445,56,Back,3775457323,178,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673657,10,1,1,0,16,3c3jcs7vc1t6vz5lev162jyv7,0,41.8,20.3,2022-09-11T13:00:23.458Z,2022-09-12T05:59:13Z,3773159523,213,3.0,3773159519,141,22.3,3773159515,56,Back,3773159521,212,10.0,3775457485,178,,3773159571,156,,3773159517,140,32.4,,,,cmrdm4nnd62inlvsnc52vkicp,J. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673689,4,61,1,0,17,4aghw9tyi8ba3ju1ne83gmf9w,1,61.5,78,2022-09-11T13:00:24.054Z,2022-09-12T05:59:12Z,3773159645,56,Center,3775457629,178,,,,,,,,,,,,,,,,,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673713,11,1,1,0,18,3c3jcs7vc1t6vz5lev162jyv7,1,40.8,29.8,2022-09-11T13:00:25.191Z,2022-09-12T05:59:12Z,3773159737,56,Center,3775457763,178,,3773159739,140,53.9,3773159741,141,36.1,3773159745,213,0.3,3773159743,212,14.4,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673743,12,1,1,0,19,3c3jcs7vc1t6vz5lev162jyv7,1,52.7,37.4,2022-09-11T13:00:26.633Z,2022-09-12T05:59:11Z,3773159871,56,Back,3773159879,213,1.8,3773159873,140,49.3,3773159875,141,56.2,3775458215,178,,3773159877,212,13.3,,,,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673829,13,1,1,0,22,3c3jcs7vc1t6vz5lev162jyv7,1,53.1,51.2,2022-09-11T13:00:29.152Z,2022-09-12T05:59:10Z,3773160351,213,1.0,3773160347,141,91.0,3775458369,178,,3773160353,1,,3773160349,212,32.9,3773160343,56,Left,3773160345,140,70.9,,,,8gkexxgf3pypshhqwg6ibp7o4,K. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673867,14,1,1,0,28,3c3jcs7vc1t6vz5lev162jyv7,0,78.7,87.8,2022-09-11T13:00:35.645Z,2022-09-12T05:59:09Z,3775458559,178,,3773160557,212,30.7,3773160549,155,,3773889039,223,,3773160555,141,46.0,3773160553,140,89.7,3773160559,213,5.1,3773160551,56,Center,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,3773889043,20,,3773160547,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673889,5,12,1,0,31,4aghw9tyi8ba3ju1ne83gmf9w,1,9.1,56.3,2022-09-11T13:00:37.920Z,2022-09-12T05:59:08Z,3773160669,141,58.2,3773160703,15,,3773160673,213,0.1,3775458721,388,,3773160665,56,Back,3773160671,212,17.9,3773160667,140,26.1,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673943,15,1,1,0,32,3c3jcs7vc1t6vz5lev162jyv7,0,77.5,48,2022-09-11T13:00:39.433Z,2022-09-12T05:59:08Z,3773160951,212,16.9,3773160947,140,89.4,3773160953,213,0.7,3775458931,388,,3773160949,141,64.8,3773160945,56,Center,3773160943,3,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673985,6,1,1,0,35,4aghw9tyi8ba3ju1ne83gmf9w,1,9.9,36.9,2022-09-11T13:00:42.335Z,2022-09-12T05:59:08Z,3775459083,388,,3773161147,3,,3773161151,140,3.1,3773161155,212,7.6,3773161153,141,40.9,3773161157,213,2.8,3773161149,56,Back,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458673991,7,52,1,0,36,4aghw9tyi8ba3ju1ne83gmf9w,1,1.3,42.2,2022-09-11T13:00:43.499Z,2022-09-12T05:59:07Z,3775459143,178,,3773892247,377,,,,,,,,,,,,,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674065,8,1,1,0,41,4aghw9tyi8ba3ju1ne83gmf9w,1,15.8,39.8,2022-09-11T13:00:48.481Z,2022-09-12T05:59:07Z,3773161567,141,12.5,3773161571,213,5.5,3773161563,56,Back,3773161565,140,34.7,3775459221,178,,3773161561,123,,3773161569,212,27.2,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674119,9,1,1,0,46,4aghw9tyi8ba3ju1ne83gmf9w,0,44.2,9.9,2022-09-11T13:00:53.776Z,2022-09-12T05:59:06Z,3773161869,1,,3773161861,140,86.6,3773161865,212,44.5,3773161863,141,12.0,3773161859,56,Right,3773161867,213,0.0,3775459465,178,,,,,e9g52c7vl608rt5wuf9o46l79,M. Desler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674123,16,49,1,0,50,3c3jcs7vc1t6vz5lev162jyv7,1,16.2,94.8,2022-09-11T13:00:57.826Z,2022-09-12T05:59:05Z,,,,,,,,,,,,,,,,,,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674145,17,1,1,0,50,3c3jcs7vc1t6vz5lev162jyv7,1,15.9,94.8,2022-09-11T13:00:57.855Z,2022-09-12T05:59:05Z,3773161959,140,7.3,3773161965,213,4.1,3773161963,212,15.7,3775460421,178,,3773161957,56,Back,3773161961,141,75.9,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674187,18,1,1,0,52,3c3jcs7vc1t6vz5lev162jyv7,1,3.8,72.8,2022-09-11T13:00:59.248Z,2022-09-12T05:59:05Z,3773162157,212,19.4,3775460507,178,,3773162159,213,0.8,3773162151,56,Back,3773162155,141,94.1,3773162153,140,16.1,,,,,,,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674201,19,1,1,0,55,3c3jcs7vc1t6vz5lev162jyv7,1,19.5,99.8,2022-09-11T13:01:02.451Z,2022-09-12T05:59:04Z,3773162233,56,Back,3775460645,178,,3773162235,140,20.0,3773162245,141,74.3,3773162251,212,17.3,3773162255,213,4.7,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674251,20,1,1,0,56,3c3jcs7vc1t6vz5lev162jyv7,1,20,83.8,2022-09-11T13:01:03.511Z,2022-09-12T05:59:04Z,3773162509,140,45.7,3773162505,155,,3773162513,212,27.1,3773162515,213,6.2,3773162507,56,Back,3773162511,141,80.1,3775460735,178,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674275,21,1,1,0,58,3c3jcs7vc1t6vz5lev162jyv7,1,46.7,82.7,2022-09-11T13:01:05.074Z,2022-09-12T05:59:03Z,3773162631,212,7.6,3773162633,213,3.5,3773162629,141,79.3,3775460857,388,,3773162619,3,,3773162623,56,Back,3773162625,140,39.8,,,,edti8t30h7ukwi3wqlzaczje1,F. Balogun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674313,22,1,1,1,0,3c3jcs7vc1t6vz5lev162jyv7,1,39.1,74.4,2022-09-11T13:01:07.688Z,2022-09-12T05:59:02Z,3773162811,141,48.0,3773162813,212,18.4,3773162815,213,4.9,3775460937,178,,3773162807,56,Back,3773162809,140,42.9,,,,,,,8gkexxgf3pypshhqwg6ibp7o4,K. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459120109,1391,83,1,1,2,4aghw9tyi8ba3ju1ne83gmf9w,1,58,50.8,2022-09-11T13:01:09.448Z,2022-09-12T05:59:02Z,3775625083,399,454667,,,,,,,,,,,,,,,,,,,,,,684cguhktvth28ql6qgvvmcyc,F. Chaïbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674347,23,1,1,1,3,3c3jcs7vc1t6vz5lev162jyv7,1,44.8,47,2022-09-11T13:01:10.733Z,2022-09-12T05:59:01Z,3773162961,140,38.5,3775461033,178,,3773162963,141,29.1,3773162965,212,13.9,3773162967,213,4.2,3773162955,56,Back,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674407,24,1,1,1,6,3c3jcs7vc1t6vz5lev162jyv7,1,39.6,31.9,2022-09-11T13:01:13.251Z,2022-09-12T05:59:00Z,3773163295,141,46.0,3773163299,212,13.8,3773163301,213,2.4,3773163291,140,30.2,3773163287,56,Back,3775461141,178,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674457,25,1,1,1,10,3c3jcs7vc1t6vz5lev162jyv7,1,33.6,52.6,2022-09-11T13:01:17.359Z,2022-09-12T05:58:58Z,3773163537,212,19.2,3773163533,140,29.9,3773163535,141,24.9,3773163531,56,Back,3775461251,178,,3773163539,213,4.5,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674463,26,61,1,1,12,3c3jcs7vc1t6vz5lev162jyv7,1,33.8,23.5,2022-09-11T13:01:19.290Z,2022-09-12T05:58:58Z,3773163575,56,Back,3775461535,178,,,,,,,,,,,,,,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674491,27,1,1,1,13,3c3jcs7vc1t6vz5lev162jyv7,1,38,34.4,2022-09-11T13:01:20.824Z,2022-09-12T05:58:57Z,3773163723,212,17.1,3775461563,178,,3773163719,141,10.3,3773163713,140,33.4,3773163709,56,Back,3773163727,213,4.4,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674533,28,1,1,1,16,3c3jcs7vc1t6vz5lev162jyv7,1,38.9,15,2022-09-11T13:01:22.941Z,2022-09-12T05:58:57Z,3773163923,212,9.7,3775461661,178,,3773163919,141,18.0,3773163915,56,Back,3773163917,140,29.9,3773163927,213,2.9,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674567,29,1,1,1,17,3c3jcs7vc1t6vz5lev162jyv7,0,35.3,21,2022-09-11T13:01:24.469Z,2022-09-12T05:58:56Z,3773164081,140,71.3,3773164079,56,Right,3773164089,1,,3773164083,141,7.5,3773164085,212,38.9,3773164077,155,,3773164087,213,6.0,3775461773,178,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674585,10,12,1,1,20,4aghw9tyi8ba3ju1ne83gmf9w,1,24.5,87.4,2022-09-11T13:01:27.700Z,2022-09-12T05:58:55Z,3773164305,167,,3773164187,56,Back,3773164191,141,100.0,3773164195,213,1.1,3775461919,178,,3773164189,140,28.7,3773164193,212,10.6,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674595,11,5,1,1,22,4aghw9tyi8ba3ju1ne83gmf9w,0,29.4,101.8,2022-09-11T13:01:29.786Z,2022-09-12T01:26:49Z,3773164241,56,Back,3773164857,233,30,3773164243,347,,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674693,30,5,1,1,22,3c3jcs7vc1t6vz5lev162jyv7,1,70.6,-1.8,2022-09-11T13:01:29.786Z,2022-09-12T01:26:49Z,3773164783,347,,3773164781,56,Right,3773164823,233,11,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674737,31,1,1,1,30,3c3jcs7vc1t6vz5lev162jyv7,1,73.4,0,2022-09-11T13:01:37.067Z,2022-09-12T05:58:55Z,3773164977,56,Right,3773164985,213,1.6,3773164975,107,,3773164983,212,7.0,3773164981,141,8.3,3773164979,140,73.4,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674765,32,1,1,1,32,3c3jcs7vc1t6vz5lev162jyv7,1,73.2,7.9,2022-09-11T13:01:39.295Z,2022-09-12T05:58:54Z,3775462299,178,,3773165147,212,6.8,3773165149,213,3.6,3773165141,56,Right,3773165145,141,3.3,3773165143,140,67.5,,,,,,,2lvit204llltk13iglsa2tjah,J. Cajuste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674803,33,1,1,1,33,3c3jcs7vc1t6vz5lev162jyv7,1,68.8,3.1,2022-09-11T13:01:40.420Z,2022-09-12T05:58:54Z,3773165311,140,55.7,3773165323,213,2.7,3773165319,212,15.0,3775462413,178,,3773165307,56,Right,3773165315,141,12.0,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674869,34,1,1,1,35,3c3jcs7vc1t6vz5lev162jyv7,1,60.3,15.5,2022-09-11T13:01:42.265Z,2022-09-12T05:58:53Z,3773165717,212,31.7,3775462617,178,,3773165719,213,2.0,3773165711,56,Back,3773165715,141,58.6,3773165713,140,48.8,,,,,,,9p5jc07qnxrzpcmnh1cp6b3l5,A. Gravillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674897,35,1,1,1,40,3c3jcs7vc1t6vz5lev162jyv7,0,53.3,66.5,2022-09-11T13:01:47.408Z,2022-09-12T05:58:52Z,3775462843,178,,3773165861,213,6.3,3773165857,141,66.4,3773165853,56,Center,3773165855,140,73.7,3773165859,212,21.4,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674917,12,8,1,1,41,4aghw9tyi8ba3ju1ne83gmf9w,1,33.6,29.5,2022-09-11T13:01:48.151Z,2022-09-12T05:58:51Z,3773165945,56,Back,3775462923,178,,3773900651,383,,,,,,,,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459103255,1115,43,1,1,41,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-09-11T13:01:48.442Z,2022-09-12T02:24:34Z,3775518885,144,82,3775518879,178,0,,,,,,,,,,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458674923,13,49,1,1,41,4aghw9tyi8ba3ju1ne83gmf9w,1,33.1,25.3,2022-09-11T13:01:48.763Z,2022-09-12T05:58:51Z,,,,,,,,,,,,,,,,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675027,14,1,1,1,44,4aghw9tyi8ba3ju1ne83gmf9w,1,36.1,17.5,2022-09-11T13:01:51.014Z,2022-09-12T05:58:49Z,3773166475,212,28.6,3773166469,56,Right,3775463313,178,,3773166473,141,16.8,3773166477,213,6.3,3773166471,140,63.3,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458675031,15,50,1,1,45,4aghw9tyi8ba3ju1ne83gmf9w,1,60.9,4.3,2022-09-11T13:01:52.669Z,2022-09-12T05:43:00Z,3773166499,56,Right,3773166501,286,,3773166745,233,36,,,,,,,,,,,,,,,,1lnktjxx0mux4beo28cl54j1m,T. Dallinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
