id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2478312099,1,34,16,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-10-28T18:06:29.966Z,2022-10-31T11:59:43Z,3877493159,30,"25cggz2egeqce47yijxadsslx, bt4yy465bb33u7phdhnlr6pcl, 1ad3itgiwcnyw3o9wplhah2hh, qt2jl9zxkj4lxqzeydbb6hg5, 4ezld812zytvbokz97jwycgkp, 4t4u4725escxjm2gwz5e7lpsl, b4lc7czw7al6g7a7qzcqzya22, 5jrt4as7f9xt1i1enj2dxx65m, 7h28voyog9dhvitn6hj1omhh, 3h62hv3ksrnl7n7di2b080y51, bzmxjsk1tr4p2n7hwakvfomei, 7izciy79i6d6h7usfr8mcmh91, 64ubq0xra74xaunooi8knyajt, d49iskrm33kt3vlxy4q85m0ru, d53u1z2wzikqk2veuqag63utx, 3ngai7brgwxmnx3c7dmmed5ud, eolso19u03zxw2pca2i95v4dl, d9pacjyllv546b9qe0arx2nvu, c6o12uux66emma5v1v0qeluz8, cr9oxufgxkw935syyrfb94goa",3877682199,197,11899,3877493165,130,17,3877493171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877493161,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3877493167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877493169,194,3h62hv3ksrnl7n7di2b080y51,3877493163,59,"30, 29, 3, 21, 4, 24, 6, 26, 22, 8, 20, 7, 11, 13, 15, 16, 18, 23, 31, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478316195,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-28T18:12:02.897Z,2022-10-28T20:01:55Z,3877690317,197,17172,3877514381,194,eswivc2a0iwwdly6ft8eh0ogl,3877514375,59,"30, 3, 12, 17, 4, 23, 10, 8, 27, 6, 28, 24, 5, 7, 11, 14, 16, 18, 19, 31",3877514371,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, ccc0ytvrgtomxfunopwy2kij9, aa0888u38mjc1euhofseazb2t, 4c4ghf9zlkof83n5mnmva61d6, c44zop1hvob3cmgu2grj8m0yy, eswivc2a0iwwdly6ft8eh0ogl, 2rsqkarlkh6z8vrb0clfbz6xh, 1lnktjxx0mux4beo28cl54j1m, anr9qh585ctgk2d17zperhgix, 684cguhktvth28ql6qgvvmcyc, 98gymyp93rh6s57b50xq6fqax, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, en42iersp8me42z7r4lzhwiga, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, 2lyhi7j3id7emsh54ehdva3ca, b3xdln1shzyzwkhzdmbb2fqax, eu71261se8nv26xcd39nrdous",3877514379,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877514377,130,4,3877514383,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3877514373,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349839,2,32,1,0,0,3xedluek08t2ka7oypwuullcn,1,0,0,2022-10-28T19:01:15.513Z,2022-10-29T03:30:08Z,3877693697,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349823,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-28T19:01:15.513Z,2022-10-28T19:01:15Z,3877693643,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349891,3,1,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,50,50,2022-10-28T19:01:15.565Z,2022-10-29T03:39:43Z,3877693919,140,35.4,3877693929,212,15.4,3877693939,279,S,3878219973,178,,3877693913,56,Back,3877693935,213,3.1,3877693925,141,51.6,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349957,4,1,1,0,3,4aghw9tyi8ba3ju1ne83gmf9w,1,36.1,51.4,2022-10-28T19:01:18.613Z,2022-10-29T05:50:58Z,3878219985,178,,3877694303,140,46.2,3877694307,212,29.4,3877694309,213,1.2,3877694305,141,91.8,3877694301,56,Back,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478349999,5,1,1,0,9,4aghw9tyi8ba3ju1ne83gmf9w,1,72.3,95.2,2022-10-28T19:01:25.453Z,2022-10-29T05:50:56Z,3877694513,213,0.1,3877694505,56,Left,3878220009,178,,3877694511,212,6.5,3877694507,140,78.5,3877694509,141,95.7,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350005,6,61,1,0,10,4aghw9tyi8ba3ju1ne83gmf9w,0,79.8,98.5,2022-10-28T19:01:26.168Z,2022-10-29T05:50:56Z,3877694543,56,Left,3878220059,178,,,,,,,,,,,,,,,,,,,,684cguhktvth28ql6qgvvmcyc,F. Chaïbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350053,3,4,1,0,12,3xedluek08t2ka7oypwuullcn,1,22.8,7.1,2022-10-28T19:01:27.562Z,2022-10-29T05:50:55Z,3877695043,285,,3877694791,56,Back,3877695039,233,7,3877694787,13,,3877694789,295,,3877694793,152,,,,,,,,5jrt4as7f9xt1i1enj2dxx65m,S. Abdul Samed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478350093,7,4,1,0,12,4aghw9tyi8ba3ju1ne83gmf9w,0,77.2,92.9,2022-10-28T19:01:27.563Z,2022-10-29T05:50:55Z,3878220079,178,,3877695015,295,,3877695021,286,,3877695013,13,,3877695017,56,Left,3877695019,152,,3877695049,233,3,,,,684cguhktvth28ql6qgvvmcyc,F. Chaïbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
