id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2493864879,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-12-29T15:18:49.754Z,2022-12-29T15:57:09Z,3959409061,30,"3z6ekzop4y7cjuatzz9ua74k5, 859tcp8023r5cki7uju30l9t5, 5w9g9gfeucuccwxd09o62f84p, 230qvyk9dg4plwzobjj6thmqy, 2snhhbt5230mm0rxigcqitqdx, 3izhfm7i4afomephw07mp4nsa, 6ir1z8c3o7t4kqx04kw24i415, 7teasnynvwarky180hl6zvkk5, 16idj1wxzcbvuaov5duvpqhyi, 8yirlj1hpoqnuczpywgzlblxx, 71bl8lyjtmzn8ebwulcjnmu39, 8cawa8470beg2ce0as7hv5psl, 1yj1kt2cx24nn4zt5h1ma1olx, 7za8h1pgec0y2s1ihmkkfvpm2, cr1n1i96xlepbvk90nl87o4yc, 7su502qxh7067jez2o33gn1be, yeqnier6uxsc3hcegcuethxw, 1k6t5y26ufw2e6gh33tni45ey, f2wjw84p0ztxt636u2ibnoxxx, a065rtv2lfh0rso33dfuah4ut",3959409073,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959409069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959409067,130,8,3959409065,59,"1, 77, 27, 18, 6, 14, 7, 12, 21, 11, 10, 2, 9, 13, 22, 26, 28, 29, 75, 90",3959409063,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3959435641,197,651,3959409071,194,8yirlj1hpoqnuczpywgzlblxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493864893,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-12-29T15:18:53.564Z,2022-12-29T15:57:09Z,3959409151,130,8,3959409145,30,"6oi4a3g56xe76g0gg38knmzmd, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 44o5mjglkzqxctz07ust9bcru, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, 2abpo4w3jcxp1wzp50yypxsrt, 3hiehiu25aufrc0q9890haqc5, 33jtnv5kyzyw1it7y9czhn4a2, e83sc1gnj31vgpo9u6fknmfvt, dg4782hj9xdqg46w225kzph5g, cyz9jisw86vjjf85xxgbae0yy, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, e32urdrdkp44zmnt6ptg0k12i, d5hzf2vv84jfne8ijsdjqd52h, 2tc8y9du64tjno62zll2jhy7e, 8n0560evn4ni29dw9xece45ey, 2qkesslfmzmgt7igvgosixg8a, 3cy6mfbd2vlj9fa1xz2ow3949",3959409147,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3959409157,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959409155,194,3hiehiu25aufrc0q9890haqc5,3959409153,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3959409149,59,"1, 24, 25, 10, 15, 3, 7, 6, 13, 21, 11, 4, 8, 9, 12, 17, 22, 29, 70, 77",3959435639,197,15136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869821,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-12-29T16:00:18.614Z,2022-12-29T16:00:22Z,3959437035,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869819,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-12-29T16:00:18.614Z,2022-12-29T20:47:41Z,3959437029,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869827,3,1,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,50.1,49.3,2022-12-29T16:00:18.648Z,2022-12-29T21:24:16Z,3959437063,141,51.1,3959437067,212,1.2,3959482413,278,,3959437055,56,Center,3959437059,140,50.3,3959947361,178,,3959437073,279,S,3959437069,213,1.4,16idj1wxzcbvuaov5duvpqhyi,E. Wahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869843,4,1,1,0,1,2cjpmotqo8phcqfpgo9xf4gel,0,51.1,48.7,2022-12-29T16:00:20.271Z,2022-12-30T02:49:57Z,3959948139,178,,3959437127,155,,3959437131,140,52.4,3959437129,56,Center,3959437137,213,5.0,3959437133,141,42.3,3959437135,212,4.6,,,,8yirlj1hpoqnuczpywgzlblxx,T. Savanier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493905821,878,61,1,0,1,70nn27vgkt6l48lvv5e66q7ww,1,47.2,57.3,2022-12-29T16:00:20.432Z,2022-12-30T02:49:57Z,3959646337,56,Back,3959949159,388,,,,,,,,,,,,,,,,,,,,33jtnv5kyzyw1it7y9czhn4a2,T. Moffi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869845,5,1,1,0,4,2cjpmotqo8phcqfpgo9xf4gel,1,62.3,4.8,2022-12-29T16:00:23.173Z,2022-12-30T02:49:56Z,3959437149,212,16.7,3959437151,213,3.1,3959437145,140,46.4,3959437143,56,Back,3959437147,141,6.0,3959949985,178,,,,,,,,6ir1z8c3o7t4kqx04kw24i415,A. Nordin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869851,6,1,1,0,6,2cjpmotqo8phcqfpgo9xf4gel,1,46.1,12.6,2022-12-29T16:00:25.508Z,2022-12-30T02:49:55Z,3959437179,213,2.5,3959437171,56,Back,3959437177,212,20.0,3959437175,141,30.1,3959437173,140,30.8,3959950201,178,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493869863,7,1,1,0,9,2cjpmotqo8phcqfpgo9xf4gel,1,28.7,38.5,2022-12-29T16:00:28.308Z,2022-12-30T02:49:54Z,3959437261,141,50.2,3959437259,140,13.3,3959437263,212,18.0,3959437265,213,2.7,3959437257,56,Back,3959950843,178,,,,,,,,2snhhbt5230mm0rxigcqitqdx,C. Jullien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
