id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2455762363,6,61,1,0,12,6xjy1q2m55iiwe8g1r1yffbc9,0,59.1,4.2,2022-09-04T13:00:22.671Z,2022-09-05T03:17:37Z,3759644959,178,,3757670509,56,Right,,,,,,,,,,,,,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762393,6,1,1,0,13,70nn27vgkt6l48lvv5e66q7ww,1,42,87.4,2022-09-04T13:00:23.680Z,2022-09-05T03:17:37Z,3759645165,178,,3757670655,141,66.9,3757670657,212,18.9,3757670651,56,Center,3757670659,213,5.5,3757670653,140,54.2,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762397,7,61,1,0,13,70nn27vgkt6l48lvv5e66q7ww,0,51.5,77.4,2022-09-04T13:00:24.611Z,2022-09-05T03:17:37Z,3757670675,56,Center,3759645465,178,,,,,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762405,7,1,1,0,14,6xjy1q2m55iiwe8g1r1yffbc9,0,43.8,23.1,2022-09-04T13:00:25.163Z,2022-09-05T03:17:36Z,3757670707,56,Center,3759645627,178,,3757670711,141,29.5,3757670715,213,0.4,3757670709,140,55.0,3757670713,212,12.5,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762449,8,1,1,0,15,70nn27vgkt6l48lvv5e66q7ww,1,46.6,71,2022-09-04T13:00:26.048Z,2022-09-05T03:17:36Z,3757670911,212,14.7,3757670907,140,54.6,3757670905,56,Left,3759645825,178,,3757670909,141,88.7,3757670913,213,1.0,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762457,9,49,1,0,16,70nn27vgkt6l48lvv5e66q7ww,1,51.7,93.7,2022-09-04T13:00:27.328Z,2022-09-05T03:17:36Z,,,,,,,,,,,,,,,,,,,,,,,,,2zvbw080n4yro1phgv39ri3qi,T. Le Bris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762515,10,1,1,0,19,70nn27vgkt6l48lvv5e66q7ww,1,56,93.6,2022-09-04T13:00:30.360Z,2022-09-05T03:17:34Z,3757671289,213,3.3,3757671283,140,41.4,3757671281,56,Back,3757671287,212,15.6,3759646049,178,,3757671285,141,89.4,,,,,,,2zvbw080n4yro1phgv39ri3qi,T. Le Bris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762535,11,1,1,0,22,70nn27vgkt6l48lvv5e66q7ww,0,43.6,97.4,2022-09-04T13:00:33.112Z,2022-09-05T03:17:33Z,3757671381,213,6.0,3757671371,155,,3757671377,141,90.9,3759646155,178,,3757671375,140,60.1,3757671379,212,17.9,3757671373,56,Left,,,,538zux65h0l9028fpf4v1g0r9,V. Le Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762561,8,8,1,0,23,6xjy1q2m55iiwe8g1r1yffbc9,1,42.2,3.2,2022-09-04T13:00:33.829Z,2022-09-05T03:17:33Z,3757671481,56,Back,3758834407,384,,3757671521,15,,3759646361,388,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762579,9,1,1,0,24,6xjy1q2m55iiwe8g1r1yffbc9,0,27.9,11.7,2022-09-04T13:00:35.566Z,2022-09-05T03:17:33Z,3757671581,3,,3757671587,140,30.5,3757671591,212,10.2,3757671583,56,Back,3757671589,141,26.1,3757671593,213,1.3,3759646555,178,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762587,12,44,1,0,26,70nn27vgkt6l48lvv5e66q7ww,1,73.6,80.6,2022-09-04T13:00:37.544Z,2022-09-05T03:40:45Z,3757671627,56,Left,3757671631,286,,3757671661,233,10,,,,,,,,,,,,,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762583,10,44,1,0,26,6xjy1q2m55iiwe8g1r1yffbc9,0,26.4,19.4,2022-09-04T13:00:37.545Z,2022-09-05T03:17:32Z,3757671615,285,,3757671613,56,Back,3757671731,233,12,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762595,13,1,1,0,27,70nn27vgkt6l48lvv5e66q7ww,0,73,80,2022-09-04T13:00:37.679Z,2022-09-05T03:40:45Z,3757671673,56,Center,3757671679,212,14.0,3757671675,140,79.2,3757671681,213,5.2,3757671671,3,,3759646931,388,,3757671677,141,61.7,,,,466ev7tumk8flx0gz9d0h15d6,I. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762625,11,1,1,0,28,6xjy1q2m55iiwe8g1r1yffbc9,0,20.3,32,2022-09-04T13:00:39.148Z,2022-09-05T03:17:31Z,3757671879,213,0.1,3757671873,140,33.4,3759647083,178,,3757671875,141,34.9,3757671869,157,,3757671881,1,,3757671871,56,Back,3757671877,212,13.9,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762661,14,1,1,0,31,70nn27vgkt6l48lvv5e66q7ww,1,63,59.7,2022-09-04T13:00:42.454Z,2022-09-05T03:17:31Z,3757672075,141,44.9,3757672071,140,64.0,3757672077,212,10.1,3757672079,213,4.8,3757672067,56,Center,3759647277,178,,,,,,,,3hiehiu25aufrc0q9890haqc5,L. Abergel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762729,15,1,1,0,33,70nn27vgkt6l48lvv5e66q7ww,1,58.4,50.8,2022-09-04T13:00:43.744Z,2022-09-05T03:17:30Z,3757672455,213,2.9,3757672453,212,18.5,3757672447,56,Back,3759647493,178,,3757672449,140,41.3,3757672451,141,57.2,,,,,,,44o5mjglkzqxctz07ust9bcru,E. Le Fée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762749,16,1,1,0,37,70nn27vgkt6l48lvv5e66q7ww,1,37.3,62.5,2022-09-04T13:00:47.968Z,2022-09-05T03:17:29Z,3757672545,212,24.4,3757672539,56,Back,3757672547,213,3.5,3757672541,140,15.9,3759647741,178,,3757672543,141,48.4,,,,,,,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762827,17,2,1,0,39,70nn27vgkt6l48lvv5e66q7ww,1,15,50.8,2022-09-04T13:00:50.529Z,2022-09-05T03:17:29Z,3759648019,178,,3757672969,7,33jtnv5kyzyw1it7y9czhn4a2,3757672975,140,52.9,3757672973,56,Center,3757672971,1,,3757672977,141,57.0,,,,,,,6790uxmc1zs4emxtqf7vl6imt,Y. Mvogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762837,12,55,1,0,39,6xjy1q2m55iiwe8g1r1yffbc9,1,39.3,35,2022-09-04T13:00:50.530Z,2022-09-05T03:17:28Z,3757786649,189,,,,,,,,,,,,,,,,,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762969,13,1,1,0,51,6xjy1q2m55iiwe8g1r1yffbc9,1,43.6,35.6,2022-09-04T13:01:02.130Z,2022-09-05T03:17:28Z,3757673689,140,40.8,3757673693,212,17.5,3757673683,5,,3757673691,141,60.9,3759648231,178,,3757673687,56,Back,3757673695,213,1.7,3757673685,241,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455762999,14,1,1,0,55,6xjy1q2m55iiwe8g1r1yffbc9,1,40,60.6,2022-09-04T13:01:05.879Z,2022-09-05T03:17:27Z,3757673883,212,8.2,3759648401,178,,3757673879,140,42.0,3757673881,141,72.3,3757673885,213,1.3,3757673875,56,Back,,,,,,,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763015,15,1,1,0,55,6xjy1q2m55iiwe8g1r1yffbc9,1,46.5,66,2022-09-04T13:01:06.572Z,2022-09-05T03:17:27Z,3757673963,141,61.6,3757673959,56,Back,3757673965,212,13.7,3757673967,213,3.4,3757673961,140,33.8,3759649017,178,,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763035,16,1,1,0,58,6xjy1q2m55iiwe8g1r1yffbc9,1,39.7,58.1,2022-09-04T13:01:09.212Z,2022-09-05T03:17:26Z,3757674123,140,45.6,3757674129,213,1.1,3757674121,56,Back,3757674127,212,13.7,3757674125,141,76.1,3759649123,178,,,,,,,,i0pvdl0hx7idtfi0xymygmp5,C. Vidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763075,17,1,1,1,2,6xjy1q2m55iiwe8g1r1yffbc9,1,48.4,77.2,2022-09-04T13:01:13.642Z,2022-09-05T03:17:25Z,3757674385,141,36.4,3759649185,178,,3757674387,212,28.4,3757674381,56,Back,3757674389,213,4.5,3757674383,140,42.8,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763121,18,1,1,1,6,6xjy1q2m55iiwe8g1r1yffbc9,1,44.3,33.4,2022-09-04T13:01:16.811Z,2022-09-05T03:17:24Z,3757674655,141,7.6,3759649363,178,,3757674651,56,Right,3757674657,212,21.6,3757674653,140,56.3,3757674659,213,5.3,,,,,,,70ukveu4kwheeizg6x694krmx,O. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763179,19,1,1,1,8,6xjy1q2m55iiwe8g1r1yffbc9,1,54,2.9,2022-09-04T13:01:19.242Z,2022-09-05T03:17:23Z,3759649451,178,,3757674955,212,27.5,3757674949,56,Right,3757674951,140,77.6,3757674957,213,0.4,3757674953,141,20.4,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763247,20,1,1,1,12,6xjy1q2m55iiwe8g1r1yffbc9,1,77.5,7.6,2022-09-04T13:01:23.572Z,2022-09-05T03:17:22Z,3757675349,213,6.1,3757675343,140,85.2,3759649597,178,,3757675345,141,5.4,3757675341,56,Right,3757675347,212,8.2,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455807555,408,1,1,1,13,6xjy1q2m55iiwe8g1r1yffbc9,1,82.7,3.1,2022-09-04T13:01:24.220Z,2022-09-05T03:17:22Z,3757908291,212,10.8,3757908287,140,81.3,3757908285,56,Right,3759649805,178,,3757908289,141,18.8,3757908293,213,1.7,,,,,,,1lbgavu1rxlrfg14062suwyj9,R. Nouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455807901,409,1,1,1,15,6xjy1q2m55iiwe8g1r1yffbc9,1,80.1,19.7,2022-09-04T13:01:25.783Z,2022-09-05T03:17:21Z,3757909879,212,6.5,3757909883,210,15,3757909873,56,Center,3757909875,140,81.2,3759649999,178,,3757909881,213,1.4,3757909877,141,29.1,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763251,21,15,1,1,18,6xjy1q2m55iiwe8g1r1yffbc9,1,77.1,41,2022-09-04T13:01:29.426Z,2022-09-05T03:17:21Z,3759650173,178,,3757675377,56,Center,3757683549,103,19,3757683561,231,48.5,3757683557,147,41.7,3757683559,230,97.4,3757683547,102,52.9,3757675373,22,,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,3757683555,146,81.1,3757909939,55,409,3757675375,18,3757683343,82,3757909933,29,3757683339,72,3757683625,233,18,3757909931,76,3757909937,215,,,,,,,,,,,,
2455763269,18,10,1,1,18,70nn27vgkt6l48lvv5e66q7ww,1,22.5,54.2,2022-09-04T13:01:29.471Z,2022-09-05T03:17:20Z,3757675473,94,,3759650279,178,,3757675475,56,Back,3757683379,233,21,,,,,,,,,,,,,dg4782hj9xdqg46w225kzph5g,D. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763339,22,1,1,1,20,6xjy1q2m55iiwe8g1r1yffbc9,1,70.2,57.5,2022-09-04T13:01:31.523Z,2022-09-05T03:17:19Z,3757675793,141,86.5,3757675789,56,Left,3757675795,212,19.7,3759650797,178,,3757675797,213,1.5,3757675791,140,71.1,,,,,,,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763357,23,1,1,1,24,6xjy1q2m55iiwe8g1r1yffbc9,0,74.7,92.4,2022-09-04T13:01:35.120Z,2022-09-05T03:17:19Z,3757675917,212,24.1,3758843249,72,,3757675911,56,Center,3757675905,2,,3757675915,141,64.8,3759650999,178,,3758843247,224,,3757675919,213,5.4,1e77it93nx78uu157mmksd71l,I. Diallo,,3757675913,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763351,19,12,1,1,25,70nn27vgkt6l48lvv5e66q7ww,1,15.3,33.8,2022-09-04T13:01:36.052Z,2022-09-05T03:17:18Z,3757675879,212,24.3,3759651161,178,,3757675873,56,Back,3757675923,167,,3757675875,140,15.6,3757675877,141,0.0,3757675881,213,4.7,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763353,20,5,1,1,28,70nn27vgkt6l48lvv5e66q7ww,0,12.6,-1.6,2022-09-04T13:01:39.498Z,2022-09-04T22:38:44Z,3757675891,347,,3757676059,233,24,3757675889,56,Back,,,,,,,,,,,,,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763379,24,5,1,1,28,6xjy1q2m55iiwe8g1r1yffbc9,1,87.4,101.6,2022-09-04T13:01:39.498Z,2022-09-04T22:38:43Z,3757676031,347,,3757676029,56,Left,3757676047,233,20,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763431,25,1,1,1,32,6xjy1q2m55iiwe8g1r1yffbc9,1,83.8,100,2022-09-04T13:01:42.948Z,2022-09-05T03:17:18Z,3757911815,189,,3757676313,213,3.8,3757676309,141,89.6,3757676311,212,13.5,3757676307,140,73.4,3757676301,107,,3757676305,56,Left,,,,bi49lcldxz8jubp72kgeke2y2,K. Spadanuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763441,26,1,1,1,34,6xjy1q2m55iiwe8g1r1yffbc9,0,74.5,87.9,2022-09-04T13:01:45.070Z,2022-09-05T03:17:18Z,3757676367,141,63.1,3759651875,178,,3757676361,155,,3757912045,189,,3757676365,140,87.9,3757676371,213,5.4,3757676363,56,Center,3757676369,212,22.0,84ikqi9s3lng1mo4lxwq210wl,T. Mangani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763471,21,12,1,1,35,70nn27vgkt6l48lvv5e66q7ww,1,11.2,38.4,2022-09-04T13:01:46.037Z,2022-09-05T03:17:17Z,3757676577,56,Back,3757676581,141,0.0,3757676585,213,5.7,3759652271,178,,3757676605,167,,3757676583,212,47.4,3757676579,140,48.2,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763475,22,5,1,1,38,70nn27vgkt6l48lvv5e66q7ww,0,42.9,-1.8,2022-09-04T13:01:49.099Z,2022-09-04T22:39:07Z,3757677007,233,27,3757676595,347,,3757676593,56,Back,,,,,,,,,,,,,,,,d8jdziu0arw1rcx5byxd7rj6d,J. Laporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763545,27,5,1,1,38,6xjy1q2m55iiwe8g1r1yffbc9,1,57.1,101.8,2022-09-04T13:01:49.099Z,2022-09-04T22:39:07Z,3757676959,347,,3757676957,56,Left,3757676981,233,22,,,,,,,,,,,,,,,,cujgdqrikyjt36scc23zcbkk5,M. Youssouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763579,28,1,1,1,44,6xjy1q2m55iiwe8g1r1yffbc9,1,66.5,100,2022-09-04T13:01:55.424Z,2022-09-05T03:17:17Z,3757677131,212,17.1,3757677123,107,,3757677129,141,81.1,3757677127,140,75.6,3757677133,213,5.3,3757677125,56,Left,,,,,,,1e77it93nx78uu157mmksd71l,I. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763597,29,1,1,1,46,6xjy1q2m55iiwe8g1r1yffbc9,1,79,89.9,2022-09-04T13:01:56.659Z,2022-09-05T03:17:17Z,3757677235,141,72.6,3757677229,168,,3757677231,56,Center,3757677237,212,16.3,3759652769,388,,3757677233,140,89.7,3757677239,213,5.5,3757677227,3,,5fvzbq3mstt7eatkjpodbvpm2,J. Botué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763629,30,1,1,1,48,6xjy1q2m55iiwe8g1r1yffbc9,1,87.4,74.2,2022-09-04T13:01:58.855Z,2022-09-05T03:17:16Z,3757677371,141,91.1,3757677375,213,2.1,3757677369,140,81.7,3757677367,56,Left,3757677373,212,13.0,3759653267,178,,,,,,,,2fa3vmp34mwrthdiehnaxnnqh,M. El Idrissy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455763657,31,1,1,1,50,6xjy1q2m55iiwe8g1r1yffbc9,1,81.7,99.9,2022-09-04T13:02:01.096Z,2022-09-05T03:17:16Z,3757677545,213,3.7,3759655153,178,,3757677541,141,93.2,3757677533,56,Left,3757677543,212,8.5,3757677537,140,74.9,,,,,,,bi49lcldxz8jubp72kgeke2y2,K. Spadanuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
