id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/17/value,qualifier/19/value
2466313917,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-02T10:14:45.599Z,2022-10-02T10:58:13Z,3813838965,197,15943,3813728565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813728557,30,"8h5jl1u3p8sr2pwdmyxl14416, 7c0b5fz3m1uw0fwpm051e6rfu, 5ixupu8etas04im7097qhb1ed, 17q3e6g2gvlnpwnzf9d6a9eqd, e211nih87ou9t8crzjbbzhexh, 8jjep8bx1jpjuf8firxccc549, 4zg62bpjlxntoruzlk4qnzumt, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, 7nivkfkngr374fx5totgektm1, a35r6fa79ipqqktiff3uhz6j9, 2ols4tslj83nkbztgkx9s92hh, avk0vktquq3oum9w6dyodlz6y, fij46jr9fq43444gr1y8tl9l, tca8ra7ew1b1uny96ku0ql05, 6q793p9lurdevqmetgoke54wk, 3pz4ro9b1u6u45gs7d6apmo5x, e5xxqwz0sdlwkkmp8bgs1k6w9, efcz85z2tvggsucnvivkmsxyh, bfdco9clf3dwltaogfhv5v0et",3813728559,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3813728569,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813728567,194,e211nih87ou9t8crzjbbzhexh,3813728561,59,"30, 18, 31, 8, 6, 3, 11, 21, 9, 20, 7, 1, 4, 5, 13, 15, 10, 22, 27, 28",3813728563,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466314323,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-10-02T10:15:40.185Z,2022-10-02T10:57:41Z,3813730499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813730497,194,3hiehiu25aufrc0q9890haqc5,3813730491,59,"38, 24, 25, 6, 15, 3, 7, 10, 13, 21, 11, 1, 4, 8, 9, 12, 17, 22, 27, 37",3813730487,30,"6790uxmc1zs4emxtqf7vl6imt, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 3hiehiu25aufrc0q9890haqc5, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, 2abpo4w3jcxp1wzp50yypxsrt, 44o5mjglkzqxctz07ust9bcru, 33jtnv5kyzyw1it7y9czhn4a2, e83sc1gnj31vgpo9u6fknmfvt, dg4782hj9xdqg46w225kzph5g, 6oi4a3g56xe76g0gg38knmzmd, cyz9jisw86vjjf85xxgbae0yy, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, e32urdrdkp44zmnt6ptg0k12i, d5hzf2vv84jfne8ijsdjqd52h, 2tc8y9du64tjno62zll2jhy7e, d45fs5pqxxq9nopbmeh6lpoet, 2zvbw080n4yro1phgv39ri3qi",3813730489,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3813730493,130,8,3813730495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3813837673,197,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337049,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-10-02T11:00:12.348Z,2022-10-02T11:00:12Z,3813844037,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337055,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-10-02T11:00:12.348Z,2022-10-02T17:40:52Z,3813844065,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337077,3,1,1,0,0,be2k34rut1lz79jxenabttqlc,1,50,50,2022-10-02T11:00:12.364Z,2022-10-02T17:52:26Z,3815811461,178,,3813844161,279,S,3813844155,141,55.4,3813844153,140,46.0,3813844151,56,Back,3813844157,212,5.6,3813844159,213,2.4,,,,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337093,4,1,1,0,1,be2k34rut1lz79jxenabttqlc,1,43.1,50.2,2022-10-02T11:00:13.709Z,2022-10-02T22:14:27Z,3813844211,212,16.1,3813844205,56,Back,3813844213,213,2.4,3813844209,141,66.9,3813844207,140,32.2,3815811725,178,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337111,5,1,1,0,3,be2k34rut1lz79jxenabttqlc,1,32.9,62.8,2022-10-02T11:00:16.159Z,2022-10-02T22:14:27Z,3813844325,141,31.0,3813844329,213,4.6,3815811931,178,,3813844321,56,Back,3813844327,212,21.7,3813844323,140,31.6,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337151,6,1,1,0,8,be2k34rut1lz79jxenabttqlc,1,35.3,26.5,2022-10-02T11:00:20.631Z,2022-10-02T22:14:25Z,3813844543,213,1.8,3813844541,212,30.6,3813844539,141,70.8,3813844537,140,30.1,3815812045,178,,3813844535,56,Back,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337171,7,1,1,0,13,be2k34rut1lz79jxenabttqlc,1,34.9,66.4,2022-10-02T11:00:25.846Z,2022-10-02T22:14:24Z,3813844661,141,37.0,3813844663,212,20.0,3813844665,213,4.7,3813844657,56,Back,3815812103,178,,3813844659,140,34.5,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466337191,8,1,1,0,16,be2k34rut1lz79jxenabttqlc,1,37.8,24,2022-10-02T11:00:29.180Z,2022-10-02T22:14:23Z,3813844799,212,21.2,3813844797,141,4.4,3813844801,213,5.6,3813844793,56,Right,3815812255,178,,3813844795,140,53.5,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
