id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2455684389,9,3,1,0,18,be2k34rut1lz79jxenabttqlc,0,69.1,12.9,2022-09-04T11:00:27.098Z,2022-09-04T21:58:56Z,3757851881,464,,3757272983,233,3,3757272757,286,,3757272755,56,Right,3758995897,178,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684419,3,7,1,0,19,2cjpmotqo8phcqfpgo9xf4gel,1,30.9,87.1,2022-09-04T11:00:27.453Z,2022-09-04T21:58:55Z,3757272905,56,Back,3757852527,383,,3757272949,233,9,3758996045,178,,3757272907,285,,,,,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456074203,2158,67,1,0,19,be2k34rut1lz79jxenabttqlc,1,67.2,13.2,2022-09-04T11:00:28.018Z,2022-09-04T21:58:55Z,3759392577,233,916,,,,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456074201,916,67,1,0,19,2cjpmotqo8phcqfpgo9xf4gel,0,32.8,86.8,2022-09-04T11:00:28.019Z,2022-09-04T21:58:54Z,3759392605,233,2158,,,,,,,,,,,,,,,,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455836301,1080,3,1,0,19,be2k34rut1lz79jxenabttqlc,0,68.1,12.5,2022-09-04T11:00:28.181Z,2022-09-04T21:58:54Z,3758061819,467,230qvyk9dg4plwzobjj6thmqy,3758061817,465,,3758061813,56,Right,3758996353,178,,3758061815,286,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684423,4,4,1,0,20,2cjpmotqo8phcqfpgo9xf4gel,1,32.5,87.8,2022-09-04T11:00:28.668Z,2022-09-04T21:58:53Z,3757272925,56,Back,3757272929,265,,3757272923,13,,3757274579,233,10,3759582331,285,,3757272927,152,,,,,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684421,10,4,1,0,20,be2k34rut1lz79jxenabttqlc,0,67.5,12.2,2022-09-04T11:00:28.669Z,2022-09-04T21:58:53Z,3758997329,389,,3757272913,152,,3757272915,265,,3759582321,286,,3757274597,233,4,3757272909,13,,3757272911,56,Right,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684675,5,1,1,0,45,2cjpmotqo8phcqfpgo9xf4gel,1,35.6,94.1,2022-09-04T11:00:54.285Z,2022-09-04T21:58:53Z,3757274041,141,87.7,3757274031,152,,3757274047,213,4.0,3757274037,140,32.1,3757274045,212,5.7,3757274035,56,Back,3757274027,5,,3758998501,178,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684683,6,1,1,0,48,2cjpmotqo8phcqfpgo9xf4gel,0,34.2,84.2,2022-09-04T11:00:56.542Z,2022-09-04T21:58:52Z,3757274089,1,,3757274083,141,85.0,3757274085,212,41.7,3757274079,56,Left,3757274087,213,0.0,3758998717,178,,3757274081,140,73.9,3757274077,155,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684713,11,1,1,0,50,be2k34rut1lz79jxenabttqlc,0,25.1,22.5,2022-09-04T11:00:59.315Z,2022-09-04T21:58:52Z,3758998855,388,,3757274225,140,44.7,3757274223,56,Back,3757274229,212,26.2,3757274231,213,5.6,3757274221,3,,3757274227,141,0.0,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684743,7,5,1,0,54,2cjpmotqo8phcqfpgo9xf4gel,1,58.9,101.6,2022-09-04T11:01:03.350Z,2022-09-04T18:48:38Z,3757274447,233,12,3757274427,56,Left,3757274429,347,,,,,,,,,,,,,,,,,f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684721,12,5,1,0,54,be2k34rut1lz79jxenabttqlc,0,41.1,-1.6,2022-09-04T11:01:03.350Z,2022-09-04T18:48:38Z,3757274471,233,7,3757274267,347,,3757274265,56,Back,,,,,,,,,,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684809,8,1,1,0,58,2cjpmotqo8phcqfpgo9xf4gel,1,63.8,100,2022-09-04T11:01:06.531Z,2022-09-04T21:58:51Z,3757274793,212,11.1,3757274795,213,3.5,3757274787,56,Left,3757274785,107,,3757274791,141,95.7,3757274789,140,54.0,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684829,9,1,1,1,2,2cjpmotqo8phcqfpgo9xf4gel,0,52.4,88.4,2022-09-04T11:01:11.112Z,2022-09-04T21:58:50Z,3757274875,155,,3757274883,212,25.6,3757274885,213,5.7,3757274879,140,72.5,3757274881,141,67.0,3758999671,178,,3757274877,56,Center,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684821,13,1,1,1,4,be2k34rut1lz79jxenabttqlc,0,23.1,30.8,2022-09-04T11:01:13.165Z,2022-09-04T21:58:50Z,3757274835,56,Back,3758999909,388,,3757274843,213,0.1,3757274839,141,32.2,3757274841,212,11.4,3757274837,140,33.9,3758122965,3,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455715761,318,1,1,1,5,2cjpmotqo8phcqfpgo9xf4gel,1,68.4,67.6,2022-09-04T11:01:14.408Z,2022-09-04T21:58:49Z,3757431241,140,71.5,3759000641,388,,3757431237,3,,3757431247,213,0.9,3757431245,212,5.5,3757431243,141,74.2,3757431239,56,Center,,,,230qvyk9dg4plwzobjj6thmqy,L. Leroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684855,10,1,1,1,6,2cjpmotqo8phcqfpgo9xf4gel,1,73.4,71.6,2022-09-04T11:01:15.307Z,2022-09-04T21:58:49Z,3757275035,212,16.8,3757275033,141,91.2,3757275029,56,Left,3757275031,140,63.6,3757275037,213,2.2,3757275025,3,,3759001067,178,,,,,1yj1kt2cx24nn4zt5h1ma1olx,V. Germain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684889,11,1,1,1,9,2cjpmotqo8phcqfpgo9xf4gel,0,72.1,88.6,2022-09-04T11:01:17.676Z,2022-09-04T21:58:48Z,3757275225,56,Left,3757275229,141,91.1,3759001207,178,,3757275231,212,20.3,3757275233,213,0.1,3757275227,140,91.4,,,,,,,azcv772qzdbz1exafx3od6lt5,N. Cozza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684885,14,49,1,1,11,be2k34rut1lz79jxenabttqlc,1,6.8,15.1,2022-09-04T11:01:20.090Z,2022-09-04T21:58:48Z,,,,,,,,,,,,,,,,,,,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684919,15,1,1,1,12,be2k34rut1lz79jxenabttqlc,0,2.5,10.2,2022-09-04T11:01:21.331Z,2022-09-04T21:58:47Z,3757275391,1,,3759001699,178,,3757275389,213,0.0,3757275383,140,43.4,3757275385,141,12.0,3757275379,157,,3757275387,212,43.0,3757275381,56,Back,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684929,12,1,1,1,16,2cjpmotqo8phcqfpgo9xf4gel,0,59.5,85.6,2022-09-04T11:01:24.422Z,2022-09-04T21:58:47Z,3757275451,3,,3757275457,141,82.4,3757275461,213,6.2,3757275455,140,76.5,3759002055,388,,3757275459,212,18.0,3757275453,56,Left,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684943,16,1,1,1,17,be2k34rut1lz79jxenabttqlc,1,29.1,18.6,2022-09-04T11:01:25.791Z,2022-09-04T21:58:47Z,3757275527,141,12.5,3757275521,3,,3757275531,213,5.8,3759002311,178,,3757275529,212,8.7,3757275523,56,Back,3757275525,140,36.4,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684973,17,1,1,1,18,be2k34rut1lz79jxenabttqlc,1,38.2,13.3,2022-09-04T11:01:27.224Z,2022-09-04T21:58:46Z,3757275703,213,1.1,3757275697,140,40.8,3757275695,56,Back,3759002563,178,,3757275701,212,5.5,3757275699,141,20.3,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684977,18,4,1,1,20,be2k34rut1lz79jxenabttqlc,1,42.1,22.4,2022-09-04T11:01:29.029Z,2022-09-04T21:58:45Z,3757275719,152,,3757275721,265,,3757275715,13,,3757275717,56,Back,3757275723,286,,3757275747,233,13,,,,,,,3pz4ro9b1u6u45gs7d6apmo5x,R. Cabella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455684981,13,4,1,1,20,2cjpmotqo8phcqfpgo9xf4gel,0,57.9,77.6,2022-09-04T11:01:29.030Z,2022-09-04T21:58:45Z,3757275733,152,,3757275739,285,,3757275737,265,,3757275771,233,18,3759002841,178,,3757275729,13,,3757275731,56,Center,,,,7za8h1pgec0y2s1ihmkkfvpm2,J. Chotard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685229,19,1,1,1,44,be2k34rut1lz79jxenabttqlc,1,49.9,22.6,2022-09-04T11:01:52.891Z,2022-09-04T21:58:44Z,3757276909,140,59.9,3757276903,5,,3758146411,189,,3757276905,152,,3757276911,141,10.0,3759003013,178,,3757276913,212,13.6,3757276907,56,Right,31sljkjull0n7082fed26stzp,B. André,3757276915,213,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685245,20,1,1,1,46,be2k34rut1lz79jxenabttqlc,1,62.4,6.5,2022-09-04T11:01:55.044Z,2022-09-04T21:58:44Z,3757276997,212,10.5,3757276991,56,Right,3757276993,140,54.6,3757276999,213,2.5,3757276995,141,16.2,3759003625,178,,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685293,21,1,1,1,49,be2k34rut1lz79jxenabttqlc,1,56.7,13.9,2022-09-04T11:01:57.795Z,2022-09-04T21:58:43Z,3757277213,141,5.9,3757277215,212,10.8,3757277209,56,Right,3757277217,213,5.8,3757277211,140,65.6,3759003763,178,,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685309,22,1,1,1,53,be2k34rut1lz79jxenabttqlc,1,62.6,12.8,2022-09-04T11:02:01.622Z,2022-09-04T21:58:42Z,3757277315,212,5.4,3757277313,141,9.2,3759003967,178,,3757277311,140,58.0,3757277317,213,3.6,3757277309,56,Right,,,,,,,4st4hurqbtyzw1tbkzuuk78fe,E. Zhegrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685329,23,1,1,1,54,be2k34rut1lz79jxenabttqlc,1,57.9,10.3,2022-09-04T11:02:02.929Z,2022-09-04T21:58:41Z,3757277407,212,26.9,3757277401,56,Back,3757277403,140,37.1,3757277409,213,2.5,3759004351,178,,3757277405,141,33.4,,,,,,,7c0b5fz3m1uw0fwpm051e6rfu,B. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685347,24,1,1,1,56,be2k34rut1lz79jxenabttqlc,1,40.2,39,2022-09-04T11:02:04.959Z,2022-09-04T21:58:41Z,3757277511,212,18.5,3757277505,56,Back,3759004839,178,,3757277509,141,66.0,3757277507,140,37.7,3757277513,213,1.7,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685369,25,1,1,1,59,be2k34rut1lz79jxenabttqlc,1,43.5,69.3,2022-09-04T11:02:07.584Z,2022-09-04T21:58:40Z,3757277633,141,92.4,3757277635,212,22.0,3759005041,178,,3757277637,213,0.8,3757277631,140,58.2,3757277629,56,Left,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685421,26,1,1,2,2,be2k34rut1lz79jxenabttqlc,1,55.6,95.8,2022-09-04T11:02:10.450Z,2022-09-04T21:58:39Z,3757277903,140,39.3,3757277909,213,3.7,3757277905,141,80.5,3757277907,212,20.0,3757277901,56,Back,3759005283,178,,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685447,27,1,1,2,9,be2k34rut1lz79jxenabttqlc,1,45.1,70.7,2022-09-04T11:02:18.071Z,2022-09-04T21:58:37Z,3757278007,140,45.8,3757278013,213,1.5,3757278009,141,86.2,3759005515,178,,3757278011,212,10.6,3757278005,56,Back,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685463,28,1,1,2,12,be2k34rut1lz79jxenabttqlc,1,53,99,2022-09-04T11:02:20.740Z,2022-09-04T21:58:36Z,3757278101,213,5.7,3757278093,140,60.6,3759005767,178,,3757278099,212,9.3,3757278089,56,Left,3757278097,141,92.0,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685501,29,1,1,2,13,be2k34rut1lz79jxenabttqlc,1,57.5,99.9,2022-09-04T11:02:21.455Z,2022-09-04T21:58:36Z,3757278293,213,3.8,3757278287,140,41.3,3757278285,56,Back,3757278291,212,20.8,3759006147,178,,3757278289,141,82.4,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685537,30,1,1,2,19,be2k34rut1lz79jxenabttqlc,1,44.2,70.1,2022-09-04T11:02:27.650Z,2022-09-04T21:58:34Z,3757278483,212,23.7,3759006313,178,,3757278477,56,Left,3757278479,140,62.2,3757278485,213,0.6,3757278481,141,91.2,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685547,31,1,1,2,21,be2k34rut1lz79jxenabttqlc,0,53.8,98.8,2022-09-04T11:02:30.028Z,2022-09-04T21:58:34Z,3757278555,56,Left,3757278563,213,6.0,3757278559,141,91.7,3759006549,178,,3757278557,140,71.1,3757278561,212,18.8,,,,,,,5ixupu8etas04im7097qhb1ed,Ismaily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456031913,662,43,1,2,22,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2022-09-04T11:02:30.898Z,2022-09-04T20:31:18Z,3759397117,144,67,3759150153,233,1261,,,,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456031909,1261,43,1,2,22,be2k34rut1lz79jxenabttqlc,1,0,0,2022-09-04T11:02:30.899Z,2022-09-04T20:31:17Z,3759150179,233,662,3759397103,144,67,,,,,,,,,,,,,,,,,,,a35r6fa79ipqqktiff3uhz6j9,J. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685561,14,8,1,2,22,2cjpmotqo8phcqfpgo9xf4gel,1,34.4,6.6,2022-09-04T11:02:30.984Z,2022-09-04T21:58:33Z,3759007037,178,,3757278623,56,Back,3758150245,383,,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685567,15,49,1,2,23,2cjpmotqo8phcqfpgo9xf4gel,1,39,1.3,2022-09-04T11:02:32.415Z,2022-09-04T21:58:33Z,,,,,,,,,,,,,,,,,,,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685603,16,1,1,2,27,2cjpmotqo8phcqfpgo9xf4gel,0,62.1,10.7,2022-09-04T11:02:35.872Z,2022-09-04T21:58:32Z,3757278793,140,71.3,3757278799,213,0.9,3757278795,141,28.0,3757278797,212,15.2,3759007677,178,,3757278791,56,Center,,,,,,,859tcp8023r5cki7uju30l9t5,F. Sacko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685645,32,61,1,2,29,be2k34rut1lz79jxenabttqlc,1,27.8,68.2,2022-09-04T11:02:37.460Z,2022-09-04T21:58:32Z,3759008017,178,,3757279005,56,Back,,,,,,,,,,,,,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685647,33,54,1,2,31,be2k34rut1lz79jxenabttqlc,1,3.7,65.7,2022-09-04T11:02:40.114Z,2022-09-04T21:58:31Z,3759008237,389,,3757280709,232,,,,,,,,,,,,,,,,,,,,2ols4tslj83nkbztgkx9s92hh,Léo Jardim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455685655,34,52,1,2,32,be2k34rut1lz79jxenabttqlc,1,2.7,70.4,2022-09-04T11:02:40.556Z,2022-09-04T21:58:31Z,3758152393,376,,3759008405,389,,,,,,,,,,,,,,,,,,,,2ols4tslj83nkbztgkx9s92hh,Léo Jardim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
