id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/17/value,assist,qualifier/18/value
2469593457,1,34,16,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2022-10-09T12:15:09.758Z,2022-10-09T16:25:01Z,3831306067,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831306071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831306061,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831487957,197,8270,3831306059,30,"c6u4h9wy88ymj6whiz93jknv9, aflbpdgjm6huba3f9t848d4o9, 237j1qagaotsy5j9wo3xqfgtl, 6euu7oztc1jkxcgef0g75cq95, 1u990wv0bo82xqv2s0e8m8ic5, 7j0fv43b1dkuiqk71ym4mmw6i, bzr6a9okokrgaskvsbl03xmtx, 4obcheuxcvbu6zo3fyq3b6x91, 757jd3kvmh2izb7q7k8if209h, 4elohf5kyq6i1jmywfuzhh2ol, c8vsa9o761rsdy9l8xbtj3etx, 3xbgtth9h7ywlkpdzy8rwkbth, bt2pm0it9f1o216uxo3abfpbd, avcxyogv41ujbepqd5qrwki51, 5rd9832gct7uy0acodmor8b11, ag74mepy9fnmlykodxo0oxhwp, 822pzsxxhxdofvitaabixgzu2, a0rtzwzmnn4wj58rdrj95rvft, 8s5u921me5pvsfyvysjgpu2qy, 16yp4b9n9a7dq2bld6qyt3oyc",3831306065,130,17,3831306069,194,4obcheuxcvbu6zo3fyq3b6x91,3831306063,59,"99, 7, 3, 5, 4, 36, 12, 25, 95, 10, 18, 9, 11, 20, 21, 23, 31, 40, 70, 97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469596569,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-10-09T12:18:04.162Z,2022-10-09T12:57:30Z,3831319925,30,"2t05pfvho7i9w9w01zcz3gz4l, 54juxpmaqnby6kht5j87caoyd, ea2tv9xaerk3oy6dr45ff3kd1, 7jj9gwpuk49bsm2ru06qb44wl, 6ypo3vp0zupq6s1jbk8rbmq51, 38cux1onwt3bxppreaklir7it, co59rv08x22hk5itwibbwq191, 9br3ebcuzl5b755kwuxgey3md, 9qk1hoxri8dee6yat0cateqxh, doc6xdg2vumiyoamostngr36d, 7pv3n0vj8243p1di16regotsl, 3o7ktan6n28fn5fj7gel6qead, 6gdoxudvl1rgcn7d19e89p9ed, cglp4k40r1t672m7j0eb5ktsl, aujgya83jg4eylvm7hjjbbasq, 4yltz3q1eazj539x18uc85l62, dhk8g3ptwjf297ix0rcvgydhx, dac9zcryfwbq3xdik69gkpadx, 81yqeo02okqakoiura0wnxv1m, baogzi00mwdclwbvkd618evv9",3831319931,59,"23, 20, 3, 12, 4, 32, 7, 22, 11, 29, 9, 6, 10, 16, 17, 18, 21, 24, 26, 97",3831319937,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831319941,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3831319935,130,7,3831319929,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3831492995,197,4727,3831319939,194,7jj9gwpuk49bsm2ru06qb44wl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635527,2,32,1,0,0,17o35s8assv3kamxowzz77k4r,1,0,0,2022-10-09T13:00:03.749Z,2022-10-09T23:34:33Z,3831502909,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635501,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2022-10-09T13:00:03.749Z,2022-10-09T13:00:03Z,3831502801,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635547,3,1,1,0,0,9bxav814mkuhueiyivyive82d,1,50.1,50.3,2022-10-09T13:00:03.822Z,2022-10-10T02:29:39Z,3831502991,279,S,3831502983,140,36.9,3831502989,213,3.1,3831502987,212,13.9,3834355127,178,,3831502981,56,Back,3831502985,141,51.6,,,,9qk1hoxri8dee6yat0cateqxh,M. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635583,4,1,1,0,2,9bxav814mkuhueiyivyive82d,1,39.5,46.5,2022-10-09T13:00:05.815Z,2022-10-10T04:43:01Z,3834355197,178,,3831503167,212,24.5,3831503161,56,Back,3831503165,141,12.1,3831503163,140,32.5,3831503169,213,4.4,,,,,,,7jj9gwpuk49bsm2ru06qb44wl,B. Touré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635589,5,1,1,0,5,9bxav814mkuhueiyivyive82d,0,33.3,4.6,2022-10-09T13:00:09.249Z,2022-10-10T04:43:00Z,3831503207,56,Right,3831503213,212,27.4,3831503215,213,0.3,3831503211,141,17.1,3831503209,140,58.1,3834355249,178,,,,,,,,54juxpmaqnby6kht5j87caoyd,A. Coeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635591,3,49,1,0,6,17o35s8assv3kamxowzz77k4r,1,45.2,85.1,2022-10-09T13:00:10.405Z,2022-10-10T04:42:58Z,,,,,,,,,,,,,,,,,,,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635637,4,1,1,0,8,17o35s8assv3kamxowzz77k4r,1,47.4,82.1,2022-10-09T13:00:12.260Z,2022-10-10T04:42:56Z,3831503427,212,12.3,3834355357,178,,3831503421,56,Left,3831503425,141,90.8,3831503423,140,57.7,3831503429,213,0.5,,,,,,,4obcheuxcvbu6zo3fyq3b6x91,J. Gastien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469635663,5,1,1,0,11,17o35s8assv3kamxowzz77k4r,1,59.4,94.2,2022-10-09T13:00:14.777Z,2022-10-10T04:42:55Z,3831503569,213,0.3,3831503563,140,64.8,3831503561,56,Left,3831503567,212,5.9,3834355475,178,,3831503565,141,96.6,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
