id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,assist,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2522366187,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-03-19T13:20:32.181Z,2023-03-19T13:57:05Z,4109655067,59,"1, 2, 3, 29, 24, 22, 8, 6, 9, 20, 11, 5, 12, 14, 17, 19, 27, 34, 40, 77",4109655073,194,9ysk6656hj0na1hrizgt83k5x,4109655065,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109655075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109810709,197,8123,4109655071,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109655063,30,"2vgr8c97x4b2e51tyvvixusid, 1y5p476l4ihjndiyvfsmcg82x, 17acodpsoxkhha2iem2465ivp, 7bba28af7hqhh7ruo91x2mk9g, d5at3cowukpxiptq5ozcbe6s5, 7z1gixk4hvbbgo71xgb04942x, d394go61g90f1u6bddu1narit, 88nw24pkg2ikj9c91tccvqol, 950o8rjqvnl5bnidq2dc3fglx, bndkgzdolm2c3iteenkv8s3it, 9ysk6656hj0na1hrizgt83k5x, eo47h2ekymiisj3kry3og7tgp, f0busiccqoe2jg69st02ngfe1, 42vsnv2j6emkbynforgon4n2t, wg9qybhs3qeq9awhux331uqx, egtyl4noukbjkm1va1i11e87o, cb6w7n7n1eh9huwzyzvgmdxih, 1k1zsipuhr1o3hv17j4uiz5uy, 3zkkrq8sph1lo23bt8d1nz10, 1hlvnmu8we38d44sdexhhxcyd",4109655069,130,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522366883,1,34,16,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-03-19T13:21:21.276Z,2023-03-19T13:57:03Z,4109658637,59,"1, 13, 14, 95, 4, 97, 80, 12, 19, 77, 10, 6, 7, 9, 11, 16, 17, 24, 27, 35",4109658643,194,7jj9gwpuk49bsm2ru06qb44wl,4109810635,197,4727,4109658635,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4109658645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109658641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4109658633,30,"6wplm29z7qxxmujyc2ml19gix, tca8ra7ew1b1uny96ku0ql05, 512mx8ixg85cbefyan94g82y1, 5rh9yiue1qnabbwoyweyus5t6, 6ypo3vp0zupq6s1jbk8rbmq51, baogzi00mwdclwbvkd618evv9, 46vm60m1v8o9t0aesa0bpr42y, 7jj9gwpuk49bsm2ru06qb44wl, 1py4bk2ik16w8lil31bghq99m, b187awt0wdxh20fx1rn5vgewa, 6gdoxudvl1rgcn7d19e89p9ed, 3o7ktan6n28fn5fj7gel6qead, co59rv08x22hk5itwibbwq191, 7pv3n0vj8243p1di16regotsl, 9qk1hoxri8dee6yat0cateqxh, cglp4k40r1t672m7j0eb5ktsl, aujgya83jg4eylvm7hjjbbasq, dac9zcryfwbq3xdik69gkpadx, 8tesu8352jvqfvclei8hykjbp, 4sjs5ktvkun9g96w6h5a39puc",4109658639,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399121,2,32,1,0,0,9bxav814mkuhueiyivyive82d,1,0,0,2023-03-19T14:00:05.574Z,2023-03-19T14:00:07Z,4109820687,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399099,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-03-19T14:00:05.574Z,2023-03-19T23:07:10Z,4109820587,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399139,3,1,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,49.8,49.6,2023-03-19T14:00:05.601Z,2023-03-20T01:07:07Z,4109820795,140,36.5,4109820803,279,S,4109820797,141,54.8,4109820799,212,14.4,4109820793,56,Back,4109820801,213,2.9,4112049599,178,,,,,950o8rjqvnl5bnidq2dc3fglx,K. Gameiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399217,4,1,1,0,2,71ajatxnuhc5cnm3xvgdky49w,0,38.1,57.2,2023-03-19T14:00:08.188Z,2023-03-20T07:14:37Z,4109821171,212,45.7,4109821169,141,92.1,4109821159,155,,4109821175,1,,4112049933,178,,4109821165,140,75.3,4109821173,213,0.5,4109821161,56,Left,d5at3cowukpxiptq5ozcbe6s5,A. Djiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522400243,16,61,1,0,5,9bxav814mkuhueiyivyive82d,1,27.2,12.3,2023-03-19T14:00:11.115Z,2023-03-20T07:14:36Z,4112050195,21,,4109826067,56,Back,4112050197,388,,,,,,,,,,,,,,,,,6ypo3vp0zupq6s1jbk8rbmq51,Jubal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399231,5,3,1,0,8,71ajatxnuhc5cnm3xvgdky49w,0,87.6,90.7,2023-03-19T14:00:14.473Z,2023-03-20T07:14:35Z,4109821207,56,Left,4111321439,465,,4112050333,178,,4109821315,233,3,4109821209,286,,,,,,,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399227,3,7,1,0,8,9bxav814mkuhueiyivyive82d,0,12.4,9.3,2023-03-19T14:00:14.545Z,2023-03-20T07:14:34Z,4112050839,178,,4109821191,56,Back,4109821297,233,5,4111321511,385,,4109821193,285,,,,,,,,,,,46vm60m1v8o9t0aesa0bpr42y,H. Massengo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522399269,6,50,1,0,11,71ajatxnuhc5cnm3xvgdky49w,1,89.6,89.9,2023-03-19T14:00:16.933Z,2023-03-20T07:14:34Z,4109821577,233,4,4109821451,286,,4109821447,56,Left,,,,,,,,,,,,,,,,17acodpsoxkhha2iem2465ivp,T. Delaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
