id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value,assist,qualifier/18/value
2485519971,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-11-13T18:56:22.925Z,2022-11-13T19:44:31Z,3915296371,130,13,3915296369,59,"16, 7, 30, 4, 5, 99, 21, 27, 70, 6, 77, 10, 11, 12, 17, 18, 22, 23, 29, 36",3915296373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3915296367,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3915296375,194,8s259ktv9j6ei0f8rh2msqfh1,3915296365,30,"26atxu4fr8f87oi8mt6z70mhh, c4w6l0ha9pvwljyh3aejqz3yt, dqsslq1iz1azubowq3anwws4q, 8ni13k73i9xusj01utdmqk7h1, 74edqcuzfzy7nswqzn0v3pe22, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, 5fbnkkf1saix4lonwx1i9k7o5, vl1b0gayryiqvl5dlukpmswl, asvqr3i5wcjiajxipt1qvldyh, bt2h27b7sfmsa5w6tnfp7lw4p, 26mggguhavwmnq1oak12ket, d1d3v27d4r6vme6n2w5umaacp, 8vlfwoquq3v68mb9ax1pk5fkk, cip5lla8zu8gru2m4popsstlh, 5rh9yiue1qnabbwoyweyus5t6, ekm47qd8w1x0456lm1tmf5re1, 9j742o5vdc7d54x1xdz4t9ck5, 2p70qo9oxplufwnhlrl2b8v3e, 4dbs7cgevy096gouv60eurh05",3915478553,197,16231,3915296377,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485520293,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-11-13T18:57:55.829Z,2022-11-13T19:47:07Z,3915297771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3915471337,197,649,3915297769,130,8,3915297767,59,"16, 6, 12, 4, 3, 5, 27, 19, 10, 31, 17, 2, 9, 14, 15, 18, 21, 23, 30, 36",3915297775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3915297765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3915297763,30,"d3xdl3p9vd1c0m316oq2pblxx, 3djmsd2atvq16ysmocq7twsfd, 1o7se1aziz6fpes5hey7yijft, 2rio84cmao72sc7lnsodwzzhm, 270djbc9lxhoupmd1djrii191, 5g5wwp5luxo1rz1kp6chvz0x6, f5j3vhj805xtkos7l538u0d7t, b0wb7gf04synxlkq7o8gvzkoa, a2s2c6anax9wnlsw1s6vunl5h, 2xmc0gsdslrnsu6ua40kbh32t, 28x7i681wkjueanvkevew3bh1, adb8skc3qbvgunhzd9651lij8, f4pqxviuwzd6a803jfx9bh4o9, 9bqv99e39z86mn7dq3wnyt90p, 28s6z18rcl9v8561yzu7m0voq, csvqjyuk06gzvjm408513nydx, 8vhjmcgjbzpzd4vv3zb945p1w, 2axi9gr1lhuewlt06emrk44q1, 8xitc97j4scfajm8ucq7e5l91, dkve6gf309h5tglwawqx8mlzp",3915297773,194,a2s2c6anax9wnlsw1s6vunl5h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553541,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-11-13T19:45:06.856Z,2022-11-13T19:45:09Z,3915480989,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553531,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-11-13T19:45:06.856Z,2022-11-14T00:27:41Z,3915480917,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553565,3,1,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,50,50,2022-11-13T19:45:07.181Z,2022-11-14T00:56:34Z,3915481169,279,S,3915481161,140,51.6,3916014177,178,,3915481163,141,51.6,3915481167,213,0.6,3915481159,56,Center,3915481165,212,2.0,,,,b0wb7gf04synxlkq7o8gvzkoa,Y. Fofana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553571,4,1,1,0,1,4t4hod56fsj7utpjdor8so5q6,1,51,51.8,2022-11-13T19:45:08.761Z,2022-11-14T04:19:31Z,3915481217,212,12.0,3915481215,141,53.1,3915481213,140,39.6,3916014219,178,,3915481219,213,3.1,3915481211,56,Back,,,,,,,a2s2c6anax9wnlsw1s6vunl5h,W. Ben Yedder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553593,5,1,1,0,3,4t4hod56fsj7utpjdor8so5q6,1,43.4,51.5,2022-11-13T19:45:09.968Z,2022-11-14T04:19:30Z,3915481361,56,Back,3915481369,213,2.1,3915481363,140,35.3,3916014287,178,,3915481365,141,73.1,3915481367,212,17.0,,,,,,,2rio84cmao72sc7lnsodwzzhm,M. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553643,6,1,1,0,5,4t4hod56fsj7utpjdor8so5q6,1,40.8,71.5,2022-11-13T19:45:11.980Z,2022-11-14T04:19:29Z,3915481673,141,87.6,3915481677,213,0.4,3915481675,212,26.9,3915481671,140,64.2,3916014305,178,,3915481669,56,Left,,,,,,,5g5wwp5luxo1rz1kp6chvz0x6,B. Badiashile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553675,7,1,1,0,6,4t4hod56fsj7utpjdor8so5q6,0,66.3,84.7,2022-11-13T19:45:13.093Z,2022-11-14T04:19:29Z,3915481883,1,,3915481871,168,,3915481879,212,36.2,3915481875,140,100.0,3916014573,178,,3915481877,141,83.5,3915481873,56,Left,3915481881,213,6.3,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553797,4,5,1,0,11,27xvwccz8kpmqsefjv2b2sc0o,1,-0.8,25.4,2022-11-13T19:45:18.439Z,2022-11-14T00:57:22Z,3915484859,233,8,3915482653,346,,3915482651,56,Back,,,,,,,,,,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553679,8,5,1,0,11,4t4hod56fsj7utpjdor8so5q6,0,100.8,74.6,2022-11-13T19:45:18.439Z,2022-11-14T00:57:23Z,3915481903,346,,3915481901,56,Center,3915484863,233,4,,,,,,,,,,,,,,,,28x7i681wkjueanvkevew3bh1,A. Golovin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553795,3,43,1,0,19,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2022-11-13T19:45:26.418Z,2022-11-13T19:45:33Z,3915482643,56,Back,3915482857,144,44,3915482645,285,0,,,,,,,,,,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485553973,5,1,1,0,34,27xvwccz8kpmqsefjv2b2sc0o,1,4.8,38.8,2022-11-13T19:45:41.323Z,2022-11-14T04:30:42Z,3915483755,141,50.7,3915483757,212,8.2,3915483749,124,,3915483753,140,3.3,3915483763,237,,3915483751,56,Back,3915483759,213,1.8,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
