id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/8/value,qualifier/9/value,keyPass,qualifier/12/value,qualifier/16/value,qualifier/17/value,qualifier/20/value
2449235529,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-08-21T12:15:13.600Z,2022-08-21T12:59:55Z,3722932795,194,eswivc2a0iwwdly6ft8eh0ogl,3722932779,130,4,3722932773,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, c44zop1hvob3cmgu2grj8m0yy, aa0888u38mjc1euhofseazb2t, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, eswivc2a0iwwdly6ft8eh0ogl, 2rsqkarlkh6z8vrb0clfbz6xh, 1lnktjxx0mux4beo28cl54j1m, cphxr8p8dhc1qeqfgdt7is4ph, anr9qh585ctgk2d17zperhgix, 2lyhi7j3id7emsh54ehdva3ca, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, 1c87l1tyvpixcb55u94qegrf9, en42iersp8me42z7r4lzhwiga, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, 3b2w1t6fsuazgtp4trwfyt9be, eu71261se8nv26xcd39nrdous",3722932789,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722932775,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3723094501,197,15757,3722932799,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722932777,59,"30, 3, 23, 17, 4, 2, 10, 8, 27, 21, 6, 18, 5, 7, 9, 11, 14, 16, 22, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449237229,1,34,16,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-08-21T12:16:53.460Z,2022-08-21T13:00:48Z,3722940745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722940753,197,16104,3722940741,130,8,3722940739,59,"38, 24, 25, 6, 15, 3, 11, 10, 13, 37, 45, 7, 8, 9, 12, 17, 19, 21, 27, 30",3722940737,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3722940757,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3722940749,194,3hiehiu25aufrc0q9890haqc5,3722940735,30,"6790uxmc1zs4emxtqf7vl6imt, 322sju1vi12p0r9a8048hnmxh, 538zux65h0l9028fpf4v1g0r9, 3hiehiu25aufrc0q9890haqc5, d8jdziu0arw1rcx5byxd7rj6d, 996i59930r3kd4xk48x9fsp2h, dg4782hj9xdqg46w225kzph5g, 44o5mjglkzqxctz07ust9bcru, 33jtnv5kyzyw1it7y9czhn4a2, 2zvbw080n4yro1phgv39ri3qi, 27xj7me8icr5ptta7kwx0kfs9, 2abpo4w3jcxp1wzp50yypxsrt, 7cty3nkd7c84e16537v6y1djp, 466ev7tumk8flx0gz9d0h15d6, e32urdrdkp44zmnt6ptg0k12i, d5hzf2vv84jfne8ijsdjqd52h, dfss2zdkn61bbq312zhxlddyh, e83sc1gnj31vgpo9u6fknmfvt, d45fs5pqxxq9nopbmeh6lpoet, 6q53ei01tbb5kxjr1mhfjysph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271645,2,32,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,0,0,2022-08-21T13:00:10.384Z,2022-08-21T13:00:10Z,3723101445,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271661,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-08-21T13:00:10.384Z,2022-08-21T20:03:13Z,3723101511,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271697,3,1,1,0,0,70nn27vgkt6l48lvv5e66q7ww,1,50.1,50.1,2022-08-21T13:00:10.395Z,2022-08-21T23:22:06Z,3723101653,213,2.8,3723101645,56,Back,3723101647,140,33.2,3723101649,141,58.1,3725215457,178,,3723101651,212,18.6,3723101655,279,S,,,,2zvbw080n4yro1phgv39ri3qi,T. Le Bris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271749,4,1,1,0,2,70nn27vgkt6l48lvv5e66q7ww,0,36.5,48.3,2022-08-21T13:00:13.111Z,2022-08-22T04:13:26Z,3723101821,140,68.9,3725215821,178,,3723101835,1,,3723101831,213,5.5,3723101825,212,45.8,3723101817,155,,3723101819,56,Right,3723101823,141,3.1,996i59930r3kd4xk48x9fsp2h,M. Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271767,3,44,1,0,5,4aghw9tyi8ba3ju1ne83gmf9w,1,27.7,90.7,2022-08-21T13:00:16.069Z,2022-08-22T04:13:26Z,3723101885,56,Back,3723101887,285,,3723101939,233,5,,,,,,,,,,,,,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271763,5,44,1,0,5,70nn27vgkt6l48lvv5e66q7ww,0,72.3,9.3,2022-08-21T13:00:16.070Z,2022-08-22T04:13:26Z,3723102023,233,3,3723101881,286,,3723101879,56,Right,,,,,,,,,,,,,,,,dg4782hj9xdqg46w225kzph5g,D. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271777,4,1,1,0,5,4aghw9tyi8ba3ju1ne83gmf9w,0,27.6,91.1,2022-08-21T13:00:16.090Z,2022-08-22T04:13:25Z,3723101923,212,9.8,3723101913,56,Back,3723101921,141,93.8,3723101911,3,,3723101925,213,3.0,3723101917,140,18.4,3725300019,388,,,,,c44zop1hvob3cmgu2grj8m0yy,M. Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449271783,6,61,1,0,5,70nn27vgkt6l48lvv5e66q7ww,1,72.3,9.3,2022-08-21T13:00:16.103Z,2022-08-22T04:13:25Z,3723101929,56,Right,3725578077,388,,3725578075,15,,,,,,,,,,,,,,,,,dg4782hj9xdqg46w225kzph5g,D. Ouattara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
