id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2502039259,197,1,1,22,12,750ustvk4jfqmo8q4gnrcxy7z,1,54.2,65.5,2023-01-29T14:22:16.993Z,2023-01-30T08:40:30Z,4002352877,56,Left,4002352891,212,42.6,4002352895,1,,4002352887,141,91.1,4004015017,178,,4002352873,155,,4002352893,213,0.4,4002352883,140,91.2,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502352049,1042,83,1,22,15,17o35s8assv3kamxowzz77k4r,1,8,11.9,2023-01-29T14:22:20.387Z,2023-01-30T08:40:30Z,4004031641,399,181441,,,,,,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039267,198,61,1,22,16,750ustvk4jfqmo8q4gnrcxy7z,0,94.1,91.1,2023-01-29T14:22:21.007Z,2023-01-30T08:40:29Z,4002352911,56,Left,4004015211,178,,,,,,,,,,,,,,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039257,184,49,1,22,18,17o35s8assv3kamxowzz77k4r,1,6.3,5.5,2023-01-29T14:22:23.238Z,2023-01-30T08:40:29Z,,,,,,,,,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039383,185,1,1,22,24,17o35s8assv3kamxowzz77k4r,1,24.7,11.1,2023-01-29T14:22:28.534Z,2023-01-30T08:40:26Z,4004015277,178,,4002353525,141,29.7,4002353527,212,12.7,4002353521,56,Back,4002353523,140,25.2,4002353531,213,1.5,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039419,186,1,1,22,26,17o35s8assv3kamxowzz77k4r,1,27,29.4,2023-01-29T14:22:30.959Z,2023-01-30T08:40:25Z,4002353703,212,5.0,4002353699,140,28.3,4004015335,178,,4002353705,213,5.0,4002353697,56,Back,4002353701,141,22.4,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039423,187,61,1,22,27,17o35s8assv3kamxowzz77k4r,1,28.2,22.2,2023-01-29T14:22:31.807Z,2023-01-30T08:40:24Z,4004015511,21,,4002353721,56,Back,4004015513,178,,,,,,,,,,,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039487,188,1,1,22,28,17o35s8assv3kamxowzz77k4r,1,28.6,18.9,2023-01-29T14:22:33.108Z,2023-01-30T08:40:23Z,4002354005,56,Back,4002354007,140,34.7,4004015569,178,,4002354009,141,6.5,4002354011,212,10.6,4002354013,213,5.4,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039527,189,1,1,22,33,17o35s8assv3kamxowzz77k4r,1,32.8,7.7,2023-01-29T14:22:38.053Z,2023-01-30T08:40:20Z,4002354243,140,16.7,4004015629,178,,4002354249,213,2.9,4002354245,141,14.6,4002354241,56,Back,4002354247,212,17.5,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039711,190,1,1,22,36,17o35s8assv3kamxowzz77k4r,1,16.8,19.6,2023-01-29T14:22:40.681Z,2023-01-30T08:40:19Z,4002355127,141,44.5,4002355125,140,9.5,4002355129,212,18.6,4002355131,213,2.0,4004015671,178,,4002355123,56,Back,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039733,191,1,1,22,46,17o35s8assv3kamxowzz77k4r,1,20.8,46.6,2023-01-29T14:22:51.179Z,2023-01-30T08:40:16Z,4002355247,213,5.5,4002355241,140,31.3,4002355245,212,16.1,4002355239,56,Back,4002355243,141,29.4,4004015715,178,,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039833,192,1,1,22,47,17o35s8assv3kamxowzz77k4r,1,31.8,30.7,2023-01-29T14:22:52.388Z,2023-01-30T08:40:16Z,4002355677,141,21.1,4002355681,213,3.8,4002355675,140,23.2,4002355679,212,11.1,4004015773,178,,4002355673,56,Back,,,,,,,aflbpdgjm6huba3f9t848d4o9,Y. Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039837,193,4,1,22,50,17o35s8assv3kamxowzz77k4r,1,23.6,19.6,2023-01-29T14:22:54.656Z,2023-01-30T08:40:15Z,4002355691,13,,4003088719,294,,4002355695,152,,4002355699,285,,4002355729,233,199,4002355693,56,Back,,,,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502039841,199,4,1,22,50,750ustvk4jfqmo8q4gnrcxy7z,0,76.4,80.4,2023-01-29T14:22:54.657Z,2023-01-30T08:40:14Z,4002355785,233,193,4002355709,56,Left,4003088565,294,,4002355711,152,,4004015845,178,,4002355719,286,,4002355707,13,,,,,d3y4csfpvhzcowlusw9xe32eh,Mostafa Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502040007,194,1,1,23,0,17o35s8assv3kamxowzz77k4r,0,24,23.9,2023-01-29T14:23:05.465Z,2023-01-30T08:40:14Z,4002356673,155,,4002356685,141,26.7,4002356677,56,Center,4004015883,178,,4002356681,140,68.3,4002356691,1,,4002356671,5,,4002356675,152,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,4002356687,212,46.6,4002356689,213,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502040071,202,4,1,23,3,750ustvk4jfqmo8q4gnrcxy7z,1,31.7,64.6,2023-01-29T14:23:07.919Z,2023-01-30T08:40:13Z,4002357063,294,,4002357245,233,196,4002357069,285,,4002357061,13,,4002357067,152,,4002357065,56,Back,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502040093,196,4,1,23,3,17o35s8assv3kamxowzz77k4r,0,68.3,35.4,2023-01-29T14:23:07.920Z,2023-01-30T08:40:13Z,4002357219,56,Center,4002357265,233,202,4002357215,13,,4002357273,286,,4002357217,294,,4004015963,388,,4002357221,152,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502040015,200,43,1,23,4,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-29T14:23:09.334Z,2023-01-29T14:23:15Z,4002357235,144,44,4002356715,285,0,4002356713,56,Back,4002356739,233,195,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502040011,195,43,1,23,4,17o35s8assv3kamxowzz77k4r,1,0,0,2023-01-29T14:23:09.335Z,2023-01-29T14:23:16Z,4002357405,144,44,4002356705,56,Center,4002356707,286,0,,,,,,,,,,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502040025,201,43,1,23,5,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-29T14:23:09.910Z,2023-01-29T14:23:12Z,4002356807,56,Back,4002356805,3,0,4002356811,141,70.0,4002356815,213,0,4002356809,140,24.6,4002356813,212,0,4002357003,144,1,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041445,204,1,1,24,45,750ustvk4jfqmo8q4gnrcxy7z,1,32.4,63.3,2023-01-29T14:24:49.652Z,2023-01-30T08:40:12Z,4002364323,189,,4004016145,178,,4002364283,212,4.1,4002364273,5,,4002364281,141,68.4,4002364275,152,,4002364285,213,1.0,4002364277,56,Back,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,4002364279,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041461,205,1,1,24,47,750ustvk4jfqmo8q4gnrcxy7z,1,36.5,64.9,2023-01-29T14:24:52.122Z,2023-01-30T08:40:11Z,4002364353,141,37.4,4004016175,178,,4002364357,213,4.6,4002364349,56,Back,4002364351,140,33.6,4002364355,212,18.9,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041501,206,1,1,24,50,750ustvk4jfqmo8q4gnrcxy7z,1,38.6,30.9,2023-01-29T14:24:55.069Z,2023-01-30T08:40:10Z,4002364593,212,13.3,4004016219,178,,4002364589,140,43.9,4002364591,141,13.2,4002364587,56,Back,4002364595,213,5.1,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041523,207,1,1,24,53,750ustvk4jfqmo8q4gnrcxy7z,1,47.2,6.6,2023-01-29T14:24:57.826Z,2023-01-30T08:40:09Z,4002364707,56,Center,4004016293,178,,4002364711,141,42.5,4002364709,140,52.4,4002364715,213,1.4,4002364713,212,25.0,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041527,208,43,1,24,55,750ustvk4jfqmo8q4gnrcxy7z,1,0,0,2023-01-29T14:25:00.085Z,2023-01-29T14:25:07Z,4002364727,56,Back,4002365179,144,61,,,,,,,,,,,,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041577,209,1,1,24,55,750ustvk4jfqmo8q4gnrcxy7z,1,52.7,41.7,2023-01-29T14:25:00.104Z,2023-01-30T08:40:09Z,4002364943,140,32.4,4002364949,213,3.6,4002364941,56,Back,4002364947,212,23.3,4004016347,178,,4002364945,141,28.0,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041627,210,1,1,24,58,750ustvk4jfqmo8q4gnrcxy7z,1,34,32,2023-01-29T14:25:02.974Z,2023-01-30T08:40:08Z,4002365233,141,62.0,4002365229,56,Back,4004016361,178,,4002365237,213,1.9,4002365231,140,26.6,4002365235,212,21.8,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041743,211,1,1,25,2,750ustvk4jfqmo8q4gnrcxy7z,1,33.1,56.3,2023-01-29T14:25:07.269Z,2023-01-30T08:40:06Z,4002365817,141,93.5,4002365815,140,36.1,4002365819,212,25.5,4002365821,213,1.4,4004016397,178,,4002365813,56,Back,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041807,212,1,1,25,11,750ustvk4jfqmo8q4gnrcxy7z,1,56.5,97.3,2023-01-29T14:25:16.422Z,2023-01-30T08:40:02Z,4002366193,56,Back,4002366201,213,3.5,4004016471,178,,4002366199,212,9.7,4002366197,141,92.9,4002366195,140,47.7,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041837,213,1,1,25,16,750ustvk4jfqmo8q4gnrcxy7z,1,48.5,71,2023-01-29T14:25:20.758Z,2023-01-30T08:40:01Z,4002366351,213,4.4,4002366349,212,17.0,4002366345,140,44.3,4004016515,178,,4002366341,56,Back,4002366347,141,46.9,,,,,,,oc04nz0mrmzeqpcbql3rbhlh,M. Sissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041887,214,1,1,25,18,750ustvk4jfqmo8q4gnrcxy7z,1,47,43.3,2023-01-29T14:25:23.205Z,2023-01-30T08:40:00Z,4002366617,213,0.5,4002366611,140,53.2,4002366609,56,Center,4002366615,212,7.4,4002366613,141,48.5,4004016543,178,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502041917,215,1,1,25,19,750ustvk4jfqmo8q4gnrcxy7z,1,53.9,48.1,2023-01-29T14:25:24.083Z,2023-01-30T08:39:59Z,4002366769,213,4.6,4002366761,56,Right,4002366767,212,26.5,4002366765,141,9.3,4002366763,140,51.7,4002366777,156,,4004016605,178,,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042033,216,1,1,25,23,750ustvk4jfqmo8q4gnrcxy7z,0,53.9,5,2023-01-29T14:25:27.956Z,2023-01-30T08:39:59Z,4002367319,56,Right,4002367323,141,16.2,4002367317,155,,4002367329,1,,4004016657,178,,4002367325,212,49.6,4002367327,213,0.2,4002367321,140,100.0,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042069,197,56,1,25,27,17o35s8assv3kamxowzz77k4r,1,0,0,2023-01-29T14:25:32.496Z,2023-01-30T08:39:58Z,4002367507,56,Back,,,,,,,,,,,,,,,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042083,198,5,1,25,28,17o35s8assv3kamxowzz77k4r,1,-0.9,84.9,2023-01-29T14:25:32.935Z,2023-01-30T04:15:45Z,4002367593,56,Back,4002367641,233,217,4002367597,346,,,,,,,,,,,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042039,217,5,1,25,28,750ustvk4jfqmo8q4gnrcxy7z,0,100.9,15.1,2023-01-29T14:25:32.935Z,2023-01-30T04:15:45Z,4002367679,233,198,4002367345,56,Right,4002367347,346,,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042271,199,1,1,25,39,17o35s8assv3kamxowzz77k4r,1,5.1,49.2,2023-01-29T14:25:43.816Z,2023-01-30T08:39:58Z,4002368557,124,,4002368567,213,5.3,4002368559,56,Back,4002368561,140,13.3,4003100213,189,,4002368565,212,14.9,4002368563,141,31.3,4002368571,237,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042287,200,1,1,25,44,17o35s8assv3kamxowzz77k4r,1,15.4,29.8,2023-01-29T14:25:48.645Z,2023-01-30T08:39:56Z,4004016829,178,,4002368665,212,14.1,4002368661,140,28.3,4002368667,213,6.0,4002368659,56,Back,4002368663,141,24.3,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042307,201,1,1,25,45,17o35s8assv3kamxowzz77k4r,1,27.3,24.6,2023-01-29T14:25:49.906Z,2023-01-30T08:39:56Z,4002368787,140,13.5,4002368791,212,14.6,4002368785,56,Back,4002368797,156,,4002368789,141,27.4,4004016893,178,,4002368793,213,3.0,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042375,202,1,1,25,48,17o35s8assv3kamxowzz77k4r,1,16.8,26.1,2023-01-29T14:25:52.731Z,2023-01-30T08:39:55Z,4002369137,155,,4004016917,178,,4002369143,141,36.6,4002369139,56,Back,4002369149,1,,4002369145,212,34.8,4002369141,140,49.2,4002369147,213,0.2,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042399,203,1,1,25,52,17o35s8assv3kamxowzz77k4r,0,47.6,47.7,2023-01-29T14:25:57.462Z,2023-01-30T08:39:53Z,4004016949,178,,4002369233,56,Left,4002369245,213,1.4,4002369239,141,82.9,4002369237,140,52.3,4002369243,212,24.4,,,,,,,757jd3kvmh2izb7q7k8if209h,G. Kyei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042405,218,8,1,25,54,750ustvk4jfqmo8q4gnrcxy7z,1,46.8,15.4,2023-01-29T14:25:58.987Z,2023-01-30T08:39:53Z,4002369275,56,Back,4004017001,178,,4003101661,384,,,,,,,,,,,,,,,,,bf2yxiyhdyipaxxxobt9i1gq1,F. Centonze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042421,219,49,1,25,55,750ustvk4jfqmo8q4gnrcxy7z,1,59.3,25.8,2023-01-29T14:25:59.987Z,2023-01-30T08:39:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042503,220,1,1,25,59,750ustvk4jfqmo8q4gnrcxy7z,1,64.1,28.9,2023-01-29T14:26:03.984Z,2023-01-30T08:39:50Z,4002369813,141,56.1,4004017071,178,,4002369815,212,18.5,4002369809,56,Center,4002369811,140,64.6,4002369817,213,1.5,,,,,,,9yfnfwqog4y572aoe2iztnbv9,L. Blas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042565,221,1,1,26,3,750ustvk4jfqmo8q4gnrcxy7z,1,70.6,61.2,2023-01-29T14:26:07.539Z,2023-01-30T08:39:49Z,4002370159,212,21.3,4002370161,213,1.4,4002370157,141,92.0,4002370155,140,74.4,4002370153,56,Left,4004017117,178,,,,,,,,8zc2u2dfrokzg3domqmt30s0l,Pedro Chirivella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042571,222,4,1,26,5,750ustvk4jfqmo8q4gnrcxy7z,1,75.8,88.7,2023-01-29T14:26:10.077Z,2023-01-30T08:39:48Z,4002370191,13,,4002370203,152,,4002370195,294,,4002370205,286,,4002370201,56,Left,4002370355,233,204,,,,,,,6tedvat245ajkir9c4035i0np,M. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502042589,204,4,1,26,5,17o35s8assv3kamxowzz77k4r,0,24.2,11.3,2023-01-29T14:26:10.078Z,2023-01-30T08:39:47Z,4002370307,13,,4002370311,56,Back,4002370315,285,,4004017171,178,,4002370309,294,,4002370313,152,,4002370381,233,222,,,,7j0fv43b1dkuiqk71ym4mmw6i,A. Seidu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043027,223,1,1,26,37,750ustvk4jfqmo8q4gnrcxy7z,0,73.3,83.5,2023-01-29T14:26:41.868Z,2023-01-30T08:39:47Z,4003103367,233,205,4002372537,155,,4002372551,1,,4002372539,152,,4002372541,56,Center,4002372533,2,,4002372545,141,44.3,4002372543,140,97.8,6tedvat245ajkir9c4035i0np,M. Simon,4002372535,5,,4003102737,223,,4003102739,20,4002372549,213,5.5,4002372547,212,37.0,,,4004017191,178,,,,,,,,,,,,,,,,,,
2502043043,205,11,1,26,39,17o35s8assv3kamxowzz77k4r,1,3,54.5,2023-01-29T14:26:44.102Z,2023-01-30T08:39:46Z,4004017209,388,,4003103331,56,Back,4003103675,378,,4003103483,233,223,4003103333,88,,,,,,,,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043259,206,1,1,26,53,17o35s8assv3kamxowzz77k4r,1,14.3,49.8,2023-01-29T14:26:57.662Z,2023-01-30T08:39:46Z,4002373723,123,,4002373731,212,9.0,4004017241,178,,4002373729,141,62.7,4002373733,213,1.3,4002373725,56,Back,4002373727,140,16.2,,,,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043353,207,1,1,26,55,17o35s8assv3kamxowzz77k4r,1,15.7,67.5,2023-01-29T14:26:59.664Z,2023-01-30T08:39:45Z,4002374171,140,9.5,4002374177,213,4.2,4002374175,212,14.3,4004017275,178,,4002374173,141,48.8,4002374169,56,Back,,,,,,,6euu7oztc1jkxcgef0g75cq95,M. Caufriez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043395,208,1,1,27,0,17o35s8assv3kamxowzz77k4r,1,11.8,48.4,2023-01-29T14:27:05.434Z,2023-01-30T08:39:43Z,4002374403,140,51.9,4004017323,178,,4002374411,1,,4002374409,213,6.1,4002374399,155,,4002374401,56,Center,4002374407,212,42.8,4002374405,141,37.3,c6u4h9wy88ymj6whiz93jknv9,M. Diaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043435,209,3,1,27,4,17o35s8assv3kamxowzz77k4r,1,52.3,36.5,2023-01-29T14:27:08.870Z,2023-01-30T08:17:32Z,4002374657,56,Center,4003105659,465,,4004017369,178,,4002374661,286,,4002374691,233,224,,,,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043405,224,45,1,27,4,750ustvk4jfqmo8q4gnrcxy7z,0,47.7,63.5,2023-01-29T14:27:08.870Z,2023-01-30T08:17:32Z,4002374499,285,,4002374495,56,Back,4002374727,233,209,,,,,,,,,,,,,,,,dzh403ofb9zatvornq0svb0gk,J. Hadjam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043463,210,1,1,27,8,17o35s8assv3kamxowzz77k4r,0,71.3,46.2,2023-01-29T14:27:12.556Z,2023-01-30T08:39:41Z,4002374805,140,82.5,4002374807,141,55.8,4003107025,4,,4002374809,212,13.5,4002374811,213,0.5,4004017413,178,,4002374803,56,Center,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043465,225,8,1,27,8,750ustvk4jfqmo8q4gnrcxy7z,1,17.7,46.9,2023-01-29T14:27:13.385Z,2023-01-30T08:39:41Z,4004017447,178,,4002374813,56,Back,4003107165,385,,,,,,,,,,,,,,,,,crjrpkb5p430hludk5acmhjv9,Andrei Girotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043555,211,1,1,27,14,17o35s8assv3kamxowzz77k4r,1,77.2,82.1,2023-01-29T14:27:18.761Z,2023-01-30T08:39:39Z,4002375281,56,Center,4002375287,212,9.0,4002375285,141,71.1,4002375289,213,5.3,4004017495,178,,4002375283,140,81.9,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043581,212,1,1,27,14,17o35s8assv3kamxowzz77k4r,1,82.9,74,2023-01-29T14:27:19.487Z,2023-01-30T08:19:30Z,4002375417,212,3.8,4002375411,56,Center,4002375415,141,71.1,4004017555,178,,4002375419,213,5.7,4002375413,140,86.0,,,,,,,8s5u921me5pvsfyvysjgpu2qy,M. Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043609,213,1,1,27,17,17o35s8assv3kamxowzz77k4r,0,98,71.3,2023-01-29T14:27:22.410Z,2023-01-30T08:39:37Z,4002375573,56,Center,4004017843,178,,4002375579,212,2.3,4002375581,213,4.8,4002375575,140,98.2,4002375577,141,67.9,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043619,226,8,1,27,18,750ustvk4jfqmo8q4gnrcxy7z,1,2.9,30.9,2023-01-29T14:27:22.535Z,2023-01-30T08:39:37Z,4003108437,385,,4002375609,56,Back,4004017973,389,,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043627,214,6,1,27,18,17o35s8assv3kamxowzz77k4r,1,97.2,66.6,2023-01-29T14:27:22.755Z,2023-01-30T04:18:09Z,4002375645,73,,4002375707,233,227,4002375643,56,Center,,,,,,,,,,,,,,,,237j1qagaotsy5j9wo3xqfgtl,Neto Borges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502043635,227,6,1,27,18,750ustvk4jfqmo8q4gnrcxy7z,0,2.8,33.4,2023-01-29T14:27:22.755Z,2023-01-30T04:18:09Z,4002375683,56,Back,4002375685,73,,4002375735,233,214,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502044085,215,1,1,27,48,17o35s8assv3kamxowzz77k4r,0,99.5,99.5,2023-01-29T14:27:53.340Z,2023-01-30T04:18:12Z,4002377967,155,,4002377969,224,,4002377971,56,Center,4002377975,141,49.3,4002377963,2,,4002377965,6,,4002377973,140,89.6,4004018051,178,,4elohf5kyq6i1jmywfuzhh2ol,S. Khaoui,4002377977,212,35.7,4002377981,1,,4003112293,72,4002377979,213,4.4,,,,,,,,,,,,,,,,,,,,,,,,,
2502045261,225,61,1,27,50,17o35s8assv3kamxowzz77k4r,0,91.6,49.6,2023-01-29T14:27:55.317Z,2023-01-30T08:39:36Z,4004018683,388,,4002383863,56,Center,4004018681,15,,,,,,,,,,,,,,,,,1u990wv0bo82xqv2s0e8m8ic5,M. Wieteska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502044101,228,61,1,27,50,750ustvk4jfqmo8q4gnrcxy7z,0,10.8,51.4,2023-01-29T14:27:55.394Z,2023-01-30T08:39:36Z,4004018253,21,,4002378015,56,Back,4004018255,178,,,,,,,,,,,,,,,,,3g217lvxyrxlzsyp0rmlvglp1,J. Castelletto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
