id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2485261731,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-11-13T13:25:00.337Z,2022-11-13T14:00:01Z,3913920451,130,10,3913920447,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3913920455,194,dvtd4xsoihe7srn69irnng5w5,3913920453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913920449,59,"30, 28, 3, 22, 5, 94, 15, 6, 19, 11, 23, 18, 1, 4, 21, 24, 25, 26, 44, 92",3914027483,197,15935,3913920445,30,"821ma6ofy7t9wtdvu1w6uni09, e1ydpg4lqw2pnidfbsciv9pm1, dlzepva4fgihzwx4vfzagiy1h, 8927ird9ax5sj69nadeqaktlh, cnei0h8qtnmr9n9ojtm029uj9, 9tdb905kq5becch102boicdex, dvtd4xsoihe7srn69irnng5w5, 6ynchgp6o4tajwvnfdnoo11at, 36ylt0kjn7t0vajmelu4mbazu, 2bfbi3t4aufb47wwt56ilzoyc, bqq4tqw6tp68c1fya04onf6c5, abv6etsruyybpwgphqek4lbd, cgqunmh8aw465fna15rdve8d1, 4gsebdl04os3v9mjhhkamnn1m, ccalsoz5819ij4ddtvptceor9, 4lg41m643jf18dgax298bufpw, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, 2ev4pyc6jx3szr8d1k8gk0slx, 9vwdme2e657vrezfixnimrv85",3913920457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485263033,1,34,16,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-11-13T13:28:04.943Z,2022-11-13T13:57:43Z,3913927593,194,e211nih87ou9t8crzjbbzhexh,3913927595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913927591,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3913927589,130,8,3913927585,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3913927583,30,"8h5jl1u3p8sr2pwdmyxl14416, e5xxqwz0sdlwkkmp8bgs1k6w9, 7c0b5fz3m1uw0fwpm051e6rfu, 7nivkfkngr374fx5totgektm1, e211nih87ou9t8crzjbbzhexh, 8jjep8bx1jpjuf8firxccc549, 4zg62bpjlxntoruzlk4qnzumt, 31sljkjull0n7082fed26stzp, b8dd5q3n5irlkcv0ekzqhzc2x, 3pz4ro9b1u6u45gs7d6apmo5x, a35r6fa79ipqqktiff3uhz6j9, 2ols4tslj83nkbztgkx9s92hh, avk0vktquq3oum9w6dyodlz6y, 17q3e6g2gvlnpwnzf9d6a9eqd, tca8ra7ew1b1uny96ku0ql05, c1fcxha3l058brl1925muv2l1, 4st4hurqbtyzw1tbkzuuk78fe, 1zx0huwj0czivtoq6kvfb5roq, efcz85z2tvggsucnvivkmsxyh, bt40tdni85hiz1gtkw0b6qmfo",3914020901,197,15939,3913927587,59,"30, 22, 18, 20, 6, 3, 11, 21, 9, 10, 7, 1, 4, 8, 13, 16, 23, 26, 27, 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283653,2,32,1,0,0,be2k34rut1lz79jxenabttqlc,1,0,0,2022-11-13T14:00:36.393Z,2022-11-13T21:52:43Z,3914029773,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283661,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-11-13T14:00:36.393Z,2022-11-13T14:00:37Z,3914029805,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283693,3,1,1,0,0,be2k34rut1lz79jxenabttqlc,1,50.4,50.6,2022-11-13T14:00:36.441Z,2022-11-14T00:29:58Z,3914029903,279,S,3914029897,141,50.3,3915997367,178,,3914029901,213,3.2,3914029899,212,8.5,3914029895,140,42.3,3914029893,56,Back,,,,b8dd5q3n5irlkcv0ekzqhzc2x,J. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283717,4,1,1,0,1,be2k34rut1lz79jxenabttqlc,1,41.7,47.1,2022-11-13T14:00:38.349Z,2022-11-14T05:36:39Z,3914030075,212,15.4,3914030073,141,24.7,3914030067,140,39.6,3914030063,56,Back,3915997391,178,,3914030077,213,4.6,,,,,,,31sljkjull0n7082fed26stzp,B. André,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283749,5,1,1,0,4,be2k34rut1lz79jxenabttqlc,1,38.1,23.5,2022-11-13T14:00:40.904Z,2022-11-14T05:36:38Z,3914030269,140,34.0,3915997433,178,,3914030271,141,43.6,3914030267,56,Back,3914030273,212,14.3,3914030275,213,1.9,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283781,6,1,1,0,6,be2k34rut1lz79jxenabttqlc,1,34,45.9,2022-11-13T14:00:42.789Z,2022-11-14T05:36:37Z,3914030397,56,Back,3914030401,141,56.7,3914030403,212,7.8,3914030405,213,1.2,3915997473,178,,3914030399,140,36.5,,,,,,,8jjep8bx1jpjuf8firxccc549,Tiago Djaló,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283817,7,1,1,0,8,be2k34rut1lz79jxenabttqlc,1,36.9,57.6,2022-11-13T14:00:44.600Z,2022-11-14T05:36:36Z,3914030577,213,4.8,3914030569,56,Back,3915997489,178,,3914030571,140,37.9,3914030573,141,24.5,3914030575,212,22.5,,,,,,,7nivkfkngr374fx5totgektm1,A. Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485283873,8,1,1,0,11,be2k34rut1lz79jxenabttqlc,1,38.7,26.5,2022-11-13T14:00:47.879Z,2022-11-14T05:36:36Z,3915997505,178,,3914030801,212,17.8,3914030797,140,38.1,3914030803,213,1.6,3914030799,141,52.7,3914030795,56,Back,,,,,,,e211nih87ou9t8crzjbbzhexh,José Fonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
