id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,assist
2538298239,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-04-23T18:03:52.055Z,2023-04-23T18:50:36Z,4215068557,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215068549,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4215068551,59,"16, 7, 29, 23, 4, 5, 21, 27, 70, 17, 18, 3, 6, 9, 33, 36, 47, 99",4215246163,197,16231,4215068555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4215149747,194,8s259ktv9j6ei0f8rh2msqfh1,4215068553,130,17,4215068547,30,"26atxu4fr8f87oi8mt6z70mhh, c4w6l0ha9pvwljyh3aejqz3yt, 2p70qo9oxplufwnhlrl2b8v3e, 9j742o5vdc7d54x1xdz4t9ck5, 8ni13k73i9xusj01utdmqk7h1, 74edqcuzfzy7nswqzn0v3pe22, 8s259ktv9j6ei0f8rh2msqfh1, 5fbnkkf1saix4lonwx1i9k7o5, vl1b0gayryiqvl5dlukpmswl, cip5lla8zu8gru2m4popsstlh, 4euxcqawlks4c56pqj8xvwbf9, 9jw0h4escxh3eqz8oh860r3yt, asvqr3i5wcjiajxipt1qvldyh, cnriqwh17pqgz7p2gt74uar6c, adkchwdsbosevyzmfoy60t82c, 4dbs7cgevy096gouv60eurh05, b8m3njge4ubxcj1zbxhvk5d9m, bb5eekaj9i0dbckrkb629qg2d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538299211,1,34,16,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-04-23T18:05:03.173Z,2023-04-23T18:34:56Z,4215074417,59,"1, 2, 3, 88, 5, 4, 23, 6, 10, 26, 18, 7, 8, 9, 12, 17, 24, 27, 35, 47",4215074423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215074413,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4215144557,194,f4cykd65su8xbme6xdc1iw7o5,4215074419,130,4,4215212315,197,643,4215074421,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4215074411,30,"d3mss0i879krqrk1owzmj2c45, e9mtpmkb4qj2gqyv966g9ulpm, 40hu79d2a4k94nc52z7dblpsl, d68byfvk16giaur32gqwpwded, z2richg7upw6hth0dzrvm02d, aaaskdins76bd0368sbpt7wq2, 3vu0c0j8n99wz6e2f7fmd2pxx, 79dz7zni5fcgh5e70spoj2j8p, f4cykd65su8xbme6xdc1iw7o5, a71n80h977h7fu99ftnri5zsa, 1ehcji0j9s8b0qsj8v5zinjvu, amvonu36at4dg7ksi1ioczi3u, 412hlm2edd05jd1ad597brcvd, d9zax4y92d85x7j63kg7ckvkl, 8rcole4a6y4fkamv87q3hqk0l, aftis8f2ahy7dhk5bp8co4q1h, 6ovea0xzg9yflmlbjdf1xcmlm, 8jt4vsixxoqp4uvskyfl7k222, 7to9ns7mkuji0ciwh1ufkq3md, 6mgtj1dfv6e2ydfflye59wrxm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330543,2,32,1,0,0,121le8unjfzug3iu9pgkqa1c7,1,0,0,2023-04-23T18:45:12.842Z,2023-04-23T22:46:47Z,4215246419,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330553,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-04-23T18:45:12.842Z,2023-04-23T18:45:14Z,4215246497,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330579,3,1,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,50,50,2023-04-23T18:45:12.942Z,2023-04-23T22:53:49Z,4215246657,140,32.1,4215246663,213,2.9,4216031743,178,,4215246665,279,S,4215246661,212,19.2,4215246659,141,55.8,4215246655,56,Back,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330593,4,1,1,0,2,27xvwccz8kpmqsefjv2b2sc0o,1,38.3,53.3,2023-04-23T18:45:15.140Z,2023-04-24T01:59:45Z,4215246737,212,16.3,4216031937,178,,4215246739,213,2.1,4215246733,140,30.0,4215246731,56,Back,4215246735,141,73.6,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330611,5,1,1,0,5,27xvwccz8kpmqsefjv2b2sc0o,1,33.1,78.1,2023-04-23T18:45:18.577Z,2023-04-24T01:59:44Z,4215246847,213,4.4,4216032105,178,,4215246841,140,27.8,4215246845,212,17.8,4215246839,56,Back,4215246843,141,53.3,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330621,6,1,1,0,8,27xvwccz8kpmqsefjv2b2sc0o,1,26.5,51.9,2023-04-23T18:45:21.113Z,2023-04-24T01:59:43Z,4215246927,213,1.3,4216032165,178,,4215246921,140,30.4,4215246925,212,14.5,4215246919,56,Back,4215246923,141,72.4,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330637,7,1,1,0,10,27xvwccz8kpmqsefjv2b2sc0o,1,31.5,80.1,2023-04-23T18:45:23.646Z,2023-04-24T01:59:42Z,4215247033,56,Back,4215247039,212,23.5,4215247041,213,4.5,4215247035,140,26.2,4216032241,178,,4215247037,141,46.5,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538330659,8,1,1,0,13,27xvwccz8kpmqsefjv2b2sc0o,1,23,47.2,2023-04-23T18:45:26.058Z,2023-04-24T01:59:42Z,4215247121,141,59.0,4215247125,213,1.9,4215247123,212,8.6,4215247119,140,20.0,4216032357,178,,4215247117,56,Back,,,,,,,8ni13k73i9xusj01utdmqk7h1,S. Gigot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
