id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/9/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist
2516176959,1,34,16,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-03-05T18:58:23.530Z,2023-03-05T19:42:49Z,4077025027,197,665,4076863851,59,"30, 90, 3, 8, 23, 5, 10, 14, 19, 9, 17, 1, 2, 6, 15, 18, 21, 25, 33, 34",4076863867,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076863863,194,draibw1vui84ciizu30az81jp,4076863859,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076863855,130,2,4076863847,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076863845,30,"cym4wbw14zw1jh4jsp3sbyk0l, 9irgn82qm11logbhup51rg5wp, 92qqdiryqd8juqdjq8585476y, 9br2z5cf6stmnidehwo5a8afp, bamobogg0wjnxd43nxunt3h4a, 8qlz4omhgfnzyb2cgeou7xn56, 85gmjxvy1g5aj1lcizegwuaui, draibw1vui84ciizu30az81jp, 6u2ob6fv950r1qve8uejkq2uh, dw9fzixumboknmucqgqffurmy, 9mory3y7p8aku035r2kxtvz6d, 3o70kdbjt6w1aw7rkq3a4fecq, otan631zzfnq2sektkl3ywo9, 49vfeofafswzu1f6rekqjbjhm, ayx2iydekv69471d92zmpbbze, 47bjfjrtjv3uv5lnguc2ycg0k, 3hd9nxdb54zn4fhbf7qa7x0q1, 2ubad2kxha6n1c8c8sr2ogmad, dzv5f93w5fsnfzohaev6e3rx0, cxa3j4u8eh5w947p1iba47yfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516180105,1,34,16,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-03-05T19:05:15.723Z,2023-03-05T20:32:19Z,4076881005,30,"26atxu4fr8f87oi8mt6z70mhh, dqsslq1iz1azubowq3anwws4q, c4w6l0ha9pvwljyh3aejqz3yt, 9j742o5vdc7d54x1xdz4t9ck5, 74edqcuzfzy7nswqzn0v3pe22, bb5eekaj9i0dbckrkb629qg2d, 8s259ktv9j6ei0f8rh2msqfh1, 5fbnkkf1saix4lonwx1i9k7o5, vl1b0gayryiqvl5dlukpmswl, cip5lla8zu8gru2m4popsstlh, asvqr3i5wcjiajxipt1qvldyh, bonc0a0byz3r1828si9ynmuei, 9jw0h4escxh3eqz8oh860r3yt, 41jb0ts5688xz8ell62rybm22, cnriqwh17pqgz7p2gt74uar6c, 26mggguhavwmnq1oak12ket, 4euxcqawlks4c56pqj8xvwbf9, 2p70qo9oxplufwnhlrl2b8v3e, 4dbs7cgevy096gouv60eurh05, b8m3njge4ubxcj1zbxhvk5d9m",4076881017,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4076881009,59,"16, 30, 7, 23, 5, 99, 21, 27, 70, 17, 6, 1, 3, 8, 9, 10, 18, 29, 36, 47",4076881013,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4077166537,197,648,4076881015,194,8s259ktv9j6ei0f8rh2msqfh1,4076881007,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4076881011,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207219,2,32,1,0,0,z1wbqtd0fz5t5eezjvrbld3h,1,0,0,2023-03-05T19:45:04.911Z,2023-03-06T00:46:38Z,4077032857,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207225,2,32,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,0,0,2023-03-05T19:45:04.911Z,2023-03-05T19:45:09Z,4077032879,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207237,3,1,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,50.3,50.3,2023-03-05T19:45:05.027Z,2023-03-06T00:54:42Z,4077032939,140,48.6,4077032945,213,4.2,4077032947,279,S,4077032937,56,Back,4077032943,212,3.8,4077590933,178,,4077032941,141,45.4,,,,asvqr3i5wcjiajxipt1qvldyh,M. Guendouzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207657,12,1,1,0,0,27xvwccz8kpmqsefjv2b2sc0o,1,50.2,48.2,2023-03-05T19:45:05.380Z,2023-03-06T03:43:37Z,4077591177,178,,4077035377,141,58.8,4077035373,56,Back,4077035381,213,2.6,4077035379,212,13.4,4077035375,140,39.4,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207289,4,1,1,0,3,27xvwccz8kpmqsefjv2b2sc0o,1,36.7,44.9,2023-03-05T19:45:08.419Z,2023-03-06T03:43:35Z,4077033251,212,29.2,4077033253,213,1.8,4077033245,56,Back,4077033249,141,86.7,4077591239,178,,4077033247,140,30.3,,,,,,,8s259ktv9j6ei0f8rh2msqfh1,V. Rongier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207337,5,1,1,0,8,27xvwccz8kpmqsefjv2b2sc0o,1,32.4,82.9,2023-03-05T19:45:13.876Z,2023-03-06T03:43:34Z,4077033535,140,20.6,4077033539,212,19.6,4077591271,178,,4077033533,56,Back,4077033537,141,60.5,4077033541,213,4.0,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207355,6,1,1,0,12,27xvwccz8kpmqsefjv2b2sc0o,1,18.6,47.8,2023-03-05T19:45:17.813Z,2023-03-06T03:43:33Z,4077033631,213,4.9,4077033625,140,24.3,4077033629,212,28.2,4077033627,141,7.3,4077033623,56,Back,4077591295,178,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207367,7,1,1,0,15,27xvwccz8kpmqsefjv2b2sc0o,1,30.8,8.8,2023-03-05T19:45:20.114Z,2023-03-06T03:43:32Z,4077033689,56,Back,4077591359,178,,4077033691,140,47.4,4077033695,212,17.5,4077033697,213,0.1,4077033693,141,10.9,,,,,,,bb5eekaj9i0dbckrkb629qg2d,C. Mbemba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516207389,8,1,1,0,16,27xvwccz8kpmqsefjv2b2sc0o,1,47.6,10.9,2023-03-05T19:45:20.922Z,2023-03-06T03:43:32Z,4077033827,140,76.5,4077033837,213,0.0,4077033833,212,30.4,4077033829,141,11.9,4077033825,56,Right,4077591509,178,,,,,,,,cip5lla8zu8gru2m4popsstlh,C. Ünder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
