id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/8/value,keyPass,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/18/value
2504395841,1,34,16,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-02-05T13:12:08.221Z,2023-02-05T14:10:24Z,4014742421,194,9ysk6656hj0na1hrizgt83k5x,4014742419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014742413,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4014928819,197,8123,4014742417,130,11,4014742415,59,"1, 2, 11, 23, 24, 29, 19, 6, 20, 14, 8, 12, 18, 27, 32, 34, 35, 38, 40, 77",4014742423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014742411,30,"2vgr8c97x4b2e51tyvvixusid, 1y5p476l4ihjndiyvfsmcg82x, 9ysk6656hj0na1hrizgt83k5x, 4jal44qeyp9ur58768qre5uqd, d5at3cowukpxiptq5ozcbe6s5, 7bba28af7hqhh7ruo91x2mk9g, egtyl4noukbjkm1va1i11e87o, 88nw24pkg2ikj9c91tccvqol, bndkgzdolm2c3iteenkv8s3it, 42vsnv2j6emkbynforgon4n2t, d394go61g90f1u6bddu1narit, f0busiccqoe2jg69st02ngfe1, 53nd6a4o02ebb0w2s12prijje, cb6w7n7n1eh9huwzyzvgmdxih, 7atxpldexe9adg8ft1wbjndud, 1k1zsipuhr1o3hv17j4uiz5uy, bzyckons6yiek0xm2xtt0bf9w, 8axjyioicdx8i2zkhcb79c9yi, 3zkkrq8sph1lo23bt8d1nz10, 1hlvnmu8we38d44sdexhhxcyd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504397585,1,34,16,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-05T13:14:17.924Z,2023-02-05T13:56:10Z,4014751203,30,"6wfwy94p5bm0zv3aku0urfq39, 1k6t5y26ufw2e6gh33tni45ey, ccc0ytvrgtomxfunopwy2kij9, 7za8h1pgec0y2s1ihmkkfvpm2, daevawz3r1bzlhcbr7mj12h9l, 3izhfm7i4afomephw07mp4nsa, 7teasnynvwarky180hl6zvkk5, cr1n1i96xlepbvk90nl87o4yc, 71bl8lyjtmzn8ebwulcjnmu39, 6ir1z8c3o7t4kqx04kw24i415, d8m8y59eum57eu7kiat38rkk5, 2snhhbt5230mm0rxigcqitqdx, 1yj1kt2cx24nn4zt5h1ma1olx, 230qvyk9dg4plwzobjj6thmqy, 16idj1wxzcbvuaov5duvpqhyi, 5w9g9gfeucuccwxd09o62f84p, f2wjw84p0ztxt636u2ibnoxxx, 859tcp8023r5cki7uju30l9t5, a065rtv2lfh0rso33dfuah4ut",4014751211,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4014928655,197,17521,4014751209,130,4,4014751215,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014751213,194,7teasnynvwarky180hl6zvkk5,4014751205,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",4014751207,59,"40, 29, 3, 13, 4, 14, 12, 22, 10, 7, 99, 6, 9, 18, 21, 27, 75, 77, 90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435425,2,32,1,0,0,71ajatxnuhc5cnm3xvgdky49w,1,0,0,2023-02-05T14:00:08.344Z,2023-02-06T00:48:46Z,4014941639,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435415,2,32,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,0,0,2023-02-05T14:00:08.344Z,2023-02-05T14:00:11Z,4014941603,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435429,3,1,1,0,0,2cjpmotqo8phcqfpgo9xf4gel,1,50.1,49.9,2023-02-05T14:00:08.475Z,2023-02-06T02:12:34Z,4016828797,178,,4014941653,213,3.3,4014941649,141,48.2,4014941655,279,S,4014941651,212,10.1,4014941645,56,Back,4014941647,140,40.5,,,,71bl8lyjtmzn8ebwulcjnmu39,S. Mavididi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435453,4,1,1,0,1,2cjpmotqo8phcqfpgo9xf4gel,0,41.6,48.2,2023-02-05T14:00:10.215Z,2023-02-06T05:57:31Z,4014941797,141,6.1,4016828883,178,,4014941795,140,57.1,4016940117,1,,4014941793,56,Right,4014941799,212,32.9,4014941801,213,5.2,,,,7teasnynvwarky180hl6zvkk5,J. Ferri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504798623,737,67,1,0,3,71ajatxnuhc5cnm3xvgdky49w,1,40.2,94.1,2023-02-05T14:00:12.114Z,2023-02-06T05:57:30Z,4016865761,233,1019,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504798621,1019,67,1,0,3,2cjpmotqo8phcqfpgo9xf4gel,0,59.8,5.9,2023-02-05T14:00:12.115Z,2023-02-06T05:57:30Z,4016865769,233,737,,,,,,,,,,,,,,,,,,,,,,1k6t5y26ufw2e6gh33tni45ey,E. Tchato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435487,3,8,1,0,3,71ajatxnuhc5cnm3xvgdky49w,1,40.7,90.2,2023-02-05T14:00:12.164Z,2023-02-06T05:57:30Z,4016183663,383,,4014941959,56,Back,4016828935,178,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504435493,4,49,1,0,4,71ajatxnuhc5cnm3xvgdky49w,1,46.1,92.1,2023-02-05T14:00:13.165Z,2023-02-06T05:57:29Z,,,,,,,,,,,,,,,,,,,,,,,,,9ysk6656hj0na1hrizgt83k5x,D. Liénard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
