id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,assist,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2531048533,3,5,1,0,11,3c3jcs7vc1t6vz5lev162jyv7,0,43.8,-1.4,2023-04-09T13:00:30.185Z,2023-04-09T21:03:23Z,4176489441,233,7,4176489435,347,,4176489433,56,Back,,,,,,,,,,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048497,7,5,1,0,11,3adj8hkws0z1al232bg2h6tk0,1,56.2,101.4,2023-04-09T13:00:30.185Z,2023-04-09T21:03:23Z,4176489239,56,Left,4176489241,347,,4176489449,233,3,,,,,,,,,,,,,,,,3imcuejzt9r6zvvv1xbn5jbl6,J. Le Douaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048697,8,1,1,0,22,3adj8hkws0z1al232bg2h6tk0,0,54.8,100,2023-04-09T13:00:40.917Z,2023-04-10T04:07:58Z,4176739329,107,,4176490131,141,86.2,4176490133,212,16.3,4176490135,213,5.6,4176490127,56,Left,4176490129,140,66.5,,,,,,,2ds26ub6ho0baamsjcmh7mmfo,B. Locko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048657,4,44,1,0,23,3c3jcs7vc1t6vz5lev162jyv7,1,33.1,10.1,2023-04-09T13:00:42.127Z,2023-04-10T04:07:58Z,4176489945,56,Back,4176489947,285,,4176490185,233,9,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048699,9,44,1,0,23,3adj8hkws0z1al232bg2h6tk0,0,66.9,89.9,2023-04-09T13:00:42.128Z,2023-04-10T04:07:58Z,4176490147,286,,4176490251,233,4,4176490145,56,Left,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048713,5,1,1,0,23,3c3jcs7vc1t6vz5lev162jyv7,0,32.2,11.2,2023-04-09T13:00:42.194Z,2023-04-10T04:07:57Z,4176490217,140,39.4,4176490221,141,25.6,4176490223,212,12.4,4176490215,56,Back,4176490211,3,,4176490225,213,0.9,4178179503,388,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048729,10,44,1,0,27,3adj8hkws0z1al232bg2h6tk0,1,62.9,76.6,2023-04-09T13:00:46.069Z,2023-04-10T04:07:57Z,4176490279,56,Center,4176490283,286,,4176490389,233,6,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048739,6,44,1,0,27,3c3jcs7vc1t6vz5lev162jyv7,0,37.1,23.4,2023-04-09T13:00:46.070Z,2023-04-10T04:07:57Z,4176490341,285,,4176490339,56,Back,4176490413,233,10,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048733,11,61,1,0,28,3adj8hkws0z1al232bg2h6tk0,0,64.3,77.9,2023-04-09T13:00:47.066Z,2023-04-10T04:07:56Z,4176490301,56,Center,4178179817,178,,,,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048757,7,49,1,0,29,3c3jcs7vc1t6vz5lev162jyv7,1,37.3,24.4,2023-04-09T13:00:48.016Z,2023-04-10T04:07:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048761,8,1,1,0,29,3c3jcs7vc1t6vz5lev162jyv7,0,37.3,24.5,2023-04-09T13:00:48.097Z,2023-04-10T04:07:55Z,4176490425,141,23.9,4176490431,213,6.2,4176490427,212,5.3,4178180049,178,,4176490421,140,42.3,4176490417,56,Back,,,,,,,8qmm84tue6kuz8e5nhhdhmz8p,M. Munetsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048769,12,49,1,0,30,3adj8hkws0z1al232bg2h6tk0,1,56.9,74.7,2023-04-09T13:00:48.879Z,2023-04-10T04:07:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048881,13,1,1,0,32,3adj8hkws0z1al232bg2h6tk0,1,51.2,80.5,2023-04-09T13:00:50.919Z,2023-04-10T04:07:54Z,4178180289,178,,4176490953,140,15.2,4176490951,56,Back,4176490961,1,,4176490955,141,49.9,4176490959,213,3.6,4176490957,212,43.1,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048931,14,1,1,0,41,3adj8hkws0z1al232bg2h6tk0,0,14.6,35.4,2023-04-09T13:00:59.677Z,2023-04-10T04:07:53Z,4176491189,213,5.6,4176491187,212,39.8,4178180345,178,,4176491185,141,0.0,4176491173,155,,4176491179,56,Back,4176491191,1,,4176491183,140,43.9,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049095,9,5,1,0,43,3c3jcs7vc1t6vz5lev162jyv7,1,57.1,101.4,2023-04-09T13:01:02.376Z,2023-04-09T21:04:07Z,4176491943,56,Left,4176491945,347,,4176491967,233,15,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531048939,15,5,1,0,43,3adj8hkws0z1al232bg2h6tk0,0,42.9,-1.4,2023-04-09T13:01:02.376Z,2023-04-09T21:04:07Z,4176491215,56,Back,4176491217,347,,4176491987,233,9,,,,,,,,,,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049113,10,1,1,0,54,3c3jcs7vc1t6vz5lev162jyv7,1,50,100,2023-04-09T13:01:13.082Z,2023-04-10T04:07:52Z,4176492065,141,90.3,4176492069,213,5.1,4176492059,107,,4176492067,212,7.9,4176492063,140,52.9,4176492061,56,Left,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049123,11,1,1,0,55,3c3jcs7vc1t6vz5lev162jyv7,1,56.5,90.5,2023-04-09T13:01:14.099Z,2023-04-10T04:07:52Z,4176492125,56,Back,4176492131,212,15.2,4176492133,213,2.9,4176492127,140,42.4,4176492129,141,95.7,4178180687,178,,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049179,12,1,1,0,58,3c3jcs7vc1t6vz5lev162jyv7,1,41,98.6,2023-04-09T13:01:16.991Z,2023-04-10T04:07:51Z,4176492363,140,34.9,4176492361,56,Back,4178180775,178,,4176492365,141,88.7,4176492369,213,4.0,4176492367,212,9.3,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049203,13,1,1,0,59,3c3jcs7vc1t6vz5lev162jyv7,1,31.6,88.9,2023-04-09T13:01:18.136Z,2023-04-10T04:07:51Z,4176492471,56,Back,4176492479,212,12.5,4176492483,213,5.8,4176492473,140,42.0,4176492475,141,80.0,4178180901,178,,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049239,14,1,1,1,1,3c3jcs7vc1t6vz5lev162jyv7,1,41.1,86,2023-04-09T13:01:19.868Z,2023-04-10T04:07:50Z,4176492647,141,95.9,4176492649,212,8.5,4176492645,140,46.1,4176492651,213,0.9,4178180951,178,,4176492643,56,Back,,,,,,,ccu7hw3wrcspl1a18g2ldnsh5,A. Flips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049285,15,1,1,1,2,3c3jcs7vc1t6vz5lev162jyv7,0,46.1,99.9,2023-04-09T13:01:21.402Z,2023-04-10T04:07:49Z,4176756973,140,45.2,4176492837,56,Back,4178182295,178,,4176756977,212,4.3,4176756979,213,4.5,4176757607,236,,4176757609,233,16,4176757613,286,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,4176756975,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049279,16,74,1,1,3,3adj8hkws0z1al232bg2h6tk0,1,52.4,3.2,2023-04-09T13:01:21.504Z,2023-04-10T04:07:49Z,4176757617,233,15,4176492803,285,,4176492801,56,Right,4178182487,178,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531100459,507,1,1,1,4,3c3jcs7vc1t6vz5lev162jyv7,0,51,98.9,2023-04-09T13:01:22.894Z,2023-04-10T04:07:48Z,4176758247,56,Left,4176758249,140,64.3,4176758255,213,6.2,4178182631,178,,4176758251,141,96.5,4176758253,212,14.1,,,,,,,e1gq9zfwrm446r2tzmeiw6jmx,T. De Smet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049323,17,49,1,1,7,3adj8hkws0z1al232bg2h6tk0,1,25.6,2.8,2023-04-09T13:01:26.424Z,2023-04-10T04:07:48Z,,,,,,,,,,,,,,,,,,,,,,,,,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049379,18,1,1,1,8,3adj8hkws0z1al232bg2h6tk0,0,25.5,2,2023-04-09T13:01:26.532Z,2023-04-10T04:07:47Z,4176493297,141,27.6,4176493303,212,48.5,4176493295,140,68.6,4176493307,1,,4176493291,157,,4176493305,213,0.4,4178182919,178,,4176493293,56,Center,7xd54eb65lg7zldvnyd58bq39,B. Chardonnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049411,16,49,1,1,11,3c3jcs7vc1t6vz5lev162jyv7,1,36,69.3,2023-04-09T13:01:30.310Z,2023-04-10T04:07:47Z,,,,,,,,,,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049483,17,1,1,1,11,3c3jcs7vc1t6vz5lev162jyv7,1,35.7,69.7,2023-04-09T13:01:30.375Z,2023-04-10T04:07:47Z,4176493715,140,10.2,4178183889,178,,4176493717,141,59.0,4176493721,213,3.4,4176493719,212,27.7,4176493713,56,Back,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049509,18,1,1,1,15,3c3jcs7vc1t6vz5lev162jyv7,1,8,61.3,2023-04-09T13:01:34.068Z,2023-04-10T04:07:46Z,4178184061,178,,4176493875,213,5.3,4176493863,140,19.9,4176493859,56,Back,4176493867,141,35.8,4176493871,212,21.4,,,,,,,89sv092huj2obzdazmft854a1,Y. Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049575,19,1,1,1,18,3c3jcs7vc1t6vz5lev162jyv7,1,20.7,48.4,2023-04-09T13:01:36.617Z,2023-04-10T04:07:45Z,4176494181,56,Back,4176494183,140,27.2,4176494187,212,28.0,4176494189,213,5.0,4178184145,178,,4176494185,141,8.5,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049637,20,1,1,1,23,3c3jcs7vc1t6vz5lev162jyv7,1,23.7,6.7,2023-04-09T13:01:41.985Z,2023-04-10T04:07:44Z,4176494489,213,3.0,4176494487,212,14.9,4176494485,141,10.4,4176494481,56,Back,4176494483,140,9.7,4178184223,178,,,,,,,,3sc349yey596xp2j6xlyt0frp,T. Foket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049641,21,50,1,1,27,3c3jcs7vc1t6vz5lev162jyv7,1,3.7,10.7,2023-04-09T13:01:45.871Z,2023-04-10T04:07:43Z,4176495591,285,,4176495633,233,19,4176494495,56,Back,,,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049665,19,7,1,1,27,3adj8hkws0z1al232bg2h6tk0,1,96.3,89.3,2023-04-09T13:01:45.918Z,2023-04-10T04:07:43Z,4176495041,286,,4176495629,233,21,4178186805,178,,4176494627,56,Left,4177133379,385,,,,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049691,20,5,1,1,28,3adj8hkws0z1al232bg2h6tk0,0,101.1,84.7,2023-04-09T13:01:46.721Z,2023-04-09T21:07:57Z,4176494747,56,Left,4176494817,233,22,4176494749,346,,4176495139,361,,,,,,,,,,,,,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049683,22,5,1,1,28,3c3jcs7vc1t6vz5lev162jyv7,1,-1.1,15.3,2023-04-09T13:01:46.721Z,2023-04-09T21:07:58Z,4176494783,233,20,4176494709,56,Back,4176759893,361,,4176494711,346,,,,,,,,,,,,,,36h87ecgmpjdltk1epsbvmiju,E. Agbadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049875,23,1,1,1,42,3c3jcs7vc1t6vz5lev162jyv7,1,3.1,37.5,2023-04-09T13:02:00.834Z,2023-04-10T04:07:43Z,4176495723,140,12.8,4176495721,56,Back,4176495719,124,,4176495725,141,74.7,4176495729,213,1.2,4176495733,237,,4176495727,212,27.3,,,,89sv092huj2obzdazmft854a1,Y. Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531049941,24,1,1,1,45,3c3jcs7vc1t6vz5lev162jyv7,1,9.4,72.3,2023-04-09T13:02:03.947Z,2023-04-10T04:07:42Z,4178187783,178,,4176496067,140,27.2,4176496073,213,0.7,4176496069,141,96.6,4176496065,56,Back,4176496071,212,24.9,,,,,,,976riwm0dz0e74d4l28y3ttcl,Y. Abdelhamid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
