id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/13/value,qualifier/16/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2497702927,5,6,1,1,5,4aghw9tyi8ba3ju1ne83gmf9w,0,11,44.4,2023-01-15T14:01:29.310Z,2023-01-16T04:37:27Z,3979653443,56,Back,3979653445,73,,3979653495,233,7,,,,,,,,,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497702925,7,6,1,1,5,3adj8hkws0z1al232bg2h6tk0,1,89,55.6,2023-01-15T14:01:29.310Z,2023-01-16T04:37:28Z,3979653437,75,,3979653475,233,5,3979653435,56,Center,,,,,,,,,,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703199,8,1,1,1,27,3adj8hkws0z1al232bg2h6tk0,1,99.5,0.5,2023-01-15T14:01:51.661Z,2023-01-16T07:25:09Z,3979654891,1,,3979654889,213,1.8,3979654873,2,,3979654887,212,39.4,3979654885,141,56.3,3979654879,224,,3979654883,140,89.4,3980339273,20,,e0hk5aepnpo7cne006zwahfx1,F. Honorat,3979861291,154,3979654875,6,,3980981033,178,,3979861289,210,3979654881,56,1,15,Center,3979654877,155,,,,,,,,,,,,,,,,,,,,,
2497703205,9,15,1,1,29,3adj8hkws0z1al232bg2h6tk0,1,90.1,51.7,2023-01-15T14:01:53.562Z,2023-01-16T07:25:09Z,3979861329,103,19,3979861319,29,,3979860801,15,,3979861333,146,87.9,3980981115,388,,3979861337,230,99.2,3979861335,147,52.5,3979861321,154,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,3979859897,17,3979861331,139,,3979861327,102,46.5,3979860807,82,3979861323,55,,,8,3979860805,328,3979860799,25,3979654949,56,Center,3980343201,80,3979861339,231,50.8,,,,,,,,,,,
2497739931,324,61,1,1,29,3adj8hkws0z1al232bg2h6tk0,1,89.8,51.4,2023-01-15T14:01:53.594Z,2023-01-16T07:25:08Z,3979863223,228,,3980981139,15,,3979860275,56,Center,3980981141,388,,,,,,,,,,,,,,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703209,7,12,1,1,30,4aghw9tyi8ba3ju1ne83gmf9w,1,5.6,54.7,2023-01-15T14:01:54.294Z,2023-01-16T07:25:08Z,3979654987,15,,3980981187,178,,3979654969,141,15.2,3979654971,212,35.2,3979654965,56,Back,3979654967,140,27.3,3979654973,213,5.4,,,,ulqazti394q5bbzc4pblidat,A. Onaiwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497705133,29,43,1,1,30,3adj8hkws0z1al232bg2h6tk0,1,0,0,2023-01-15T14:01:54.935Z,2023-01-15T14:52:07Z,3979666653,286,0,3979862405,144,44,3979666651,56,Center,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703187,6,43,1,1,30,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2023-01-15T14:01:54.936Z,2023-01-15T14:51:40Z,3979861017,144,44,3979654815,56,Back,3979654817,285,0,3979666731,233,29,,,,,,,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703257,10,1,1,1,33,3adj8hkws0z1al232bg2h6tk0,1,76.3,77.2,2023-01-15T14:01:57.646Z,2023-01-16T07:25:07Z,3979655249,213,1.2,3979655243,140,80.9,3979655241,56,Left,3979655245,141,94.8,3979655247,212,12.9,3980981213,178,,3979655239,3,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703265,11,1,1,1,35,3adj8hkws0z1al232bg2h6tk0,1,80.3,97.9,2023-01-15T14:01:59.955Z,2023-01-16T07:25:07Z,3980981239,178,,3979655281,141,97.1,3979655277,56,Left,3979655285,213,3.2,3979655279,140,73.8,3979655283,212,6.8,,,,,,,dl4e5ojyhccj6w0vgksfzvmxh,P. Lees-Melou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703285,8,45,1,1,37,4aghw9tyi8ba3ju1ne83gmf9w,0,30.9,4.5,2023-01-15T14:02:01.153Z,2023-01-16T07:25:06Z,3979655373,56,Back,3979655375,285,,3979655531,233,12,,,,,,,,,,,,,,,,anr9qh585ctgk2d17zperhgix,Z. Aboukhlal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703301,12,3,1,1,37,3adj8hkws0z1al232bg2h6tk0,1,69.1,95.5,2023-01-15T14:02:01.153Z,2023-01-16T07:25:06Z,3979655443,286,,3980981317,178,,3979655507,233,8,3980344035,465,,3979655441,56,Left,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703305,13,1,1,1,40,3adj8hkws0z1al232bg2h6tk0,0,78.2,78.9,2023-01-15T14:02:04.963Z,2023-01-16T07:25:03Z,3979863773,286,,3979863743,140,74.4,3979655465,56,Center,3979863747,212,4.9,3979863745,141,74.8,3979863767,236,,3979863769,233,9,3980981351,178,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,3979863749,213,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,
2497703317,9,74,1,1,40,4aghw9tyi8ba3ju1ne83gmf9w,1,22.3,22,2023-01-15T14:02:04.980Z,2023-01-16T07:25:02Z,3980981367,178,,3979655519,56,Back,3979655521,285,,3979863779,233,13,,,,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497829785,741,3,1,1,41,3adj8hkws0z1al232bg2h6tk0,1,79.2,74.1,2023-01-15T14:02:06.054Z,2023-01-16T07:03:25Z,3980347971,465,,3980347731,286,,3980767223,233,990,3980981395,178,,3980347727,56,Center,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497829791,990,45,1,1,41,4aghw9tyi8ba3ju1ne83gmf9w,0,20.8,25.9,2023-01-15T14:02:06.054Z,2023-01-16T07:03:24Z,3980767227,233,741,3980347751,56,Back,3980347753,285,,,,,,,,,,,,,,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703353,10,45,1,1,42,4aghw9tyi8ba3ju1ne83gmf9w,0,21,25.2,2023-01-15T14:02:06.568Z,2023-01-16T07:25:02Z,3979655685,285,,3979655769,233,14,3979655683,56,Back,,,,,,,,,,,,,,,,eswivc2a0iwwdly6ft8eh0ogl,B. Dejaegere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703365,14,3,1,1,42,3adj8hkws0z1al232bg2h6tk0,1,79,74.8,2023-01-15T14:02:06.568Z,2023-01-16T07:25:02Z,3979655755,233,10,3979655751,56,Center,3980348051,465,,3980981439,178,,3979655753,286,,,,,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703371,15,1,1,1,45,3adj8hkws0z1al232bg2h6tk0,1,94.5,80.8,2023-01-15T14:02:09.986Z,2023-01-16T07:25:01Z,3979655801,212,8.9,3979655799,141,89.4,3980981527,178,,3979655795,56,Left,3979655803,213,2.4,3979655797,140,88.1,,,,,,,5lfki1zoxd4l96hjbr2rw3d2h,H. Magnetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703441,16,1,1,1,47,3adj8hkws0z1al232bg2h6tk0,1,83.3,92.9,2023-01-15T14:02:11.500Z,2023-01-16T07:25:00Z,3979656165,2,,3979656167,155,,3980348667,72,,3979656169,56,Center,3979656175,212,31.9,3980348665,224,,3980981549,178,,3979656177,213,5.0,7mn6lue4zatldcxp0gd7kt8mh,L. Brassier,3979656789,154,3979656173,141,47.5,3979656171,140,91.0,3979656787,210,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,
2497703459,11,53,1,1,49,4aghw9tyi8ba3ju1ne83gmf9w,1,6.4,52.1,2023-01-15T14:02:13.943Z,2023-01-16T07:25:00Z,,,,,,,,,,,,,,,,,,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497740739,484,51,1,1,49,4aghw9tyi8ba3ju1ne83gmf9w,1,6.5,52.2,2023-01-15T14:02:13.962Z,2023-01-16T07:24:59Z,3979865249,169,,,,,,,,,,,,,,,,,,,,,,,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703461,17,44,1,1,49,3adj8hkws0z1al232bg2h6tk0,1,92.2,48.8,2023-01-15T14:02:13.994Z,2023-01-16T07:24:59Z,3979656415,233,12,3979656261,56,Center,3979656263,286,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703491,12,44,1,1,49,4aghw9tyi8ba3ju1ne83gmf9w,0,7.8,51.2,2023-01-15T14:02:13.995Z,2023-01-16T07:24:58Z,3979656387,285,,3979656445,233,17,3979656385,56,Back,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703469,18,13,1,1,49,3adj8hkws0z1al232bg2h6tk0,1,92.1,48.5,2023-01-15T14:02:14.017Z,2023-01-16T07:24:58Z,3979656289,17,,3979656817,55,16,3979656825,230,93.4,3979656827,231,47.7,3979656815,154,,3980352047,214,,3979656533,15,,3979656537,328,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,3980981629,388,3979656813,29,,3979656823,103,8.3,3979656291,56,3979656287,22,,Center,,3979656821,102,3979656811,75,,,,,,,,,,39.7,,,,,,,,,
2497703511,13,5,1,1,51,4aghw9tyi8ba3ju1ne83gmf9w,1,-1,60.6,2023-01-15T14:02:15.963Z,2023-01-16T04:39:46Z,3979656487,233,19,3979656483,346,,3979656481,56,Back,,,,,,,,,,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703485,19,5,1,1,51,3adj8hkws0z1al232bg2h6tk0,0,101,39.4,2023-01-15T14:02:15.963Z,2023-01-16T04:39:45Z,3979656347,56,Center,3979656507,233,13,3979656349,346,,,,,,,,,,,,,,,,,5yg9ljo5pf1lo2xk74d0k240l,S. Mounié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703635,14,1,1,2,0,4aghw9tyi8ba3ju1ne83gmf9w,1,3.6,50,2023-01-15T14:02:24.321Z,2023-01-16T07:24:57Z,3979865847,189,,3979657073,141,70.7,3979657067,124,,3979657069,56,Back,3979657071,140,9.7,3979657075,212,15.5,3979657081,237,,3979657077,213,1.1,3yk6n0wr6nc0dlm51gwvwi4t1,M. Dupé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703723,15,1,1,2,5,4aghw9tyi8ba3ju1ne83gmf9w,1,17.3,71.5,2023-01-15T14:02:29.566Z,2023-01-16T07:24:56Z,3979657593,212,24.0,3979657587,56,Back,3979657589,140,19.5,3979657595,213,4.8,3980980393,178,,3979657591,141,36.3,,,,,,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703781,16,1,1,2,11,4aghw9tyi8ba3ju1ne83gmf9w,1,30.4,35.9,2023-01-15T14:02:35.573Z,2023-01-16T07:24:54Z,3979657859,212,21.1,3979657853,140,28.9,3980980407,178,,3979657863,213,1.6,3979657855,141,66.9,3979657849,56,Back,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703839,17,1,1,2,16,4aghw9tyi8ba3ju1ne83gmf9w,1,39.2,69.9,2023-01-15T14:02:40.322Z,2023-01-16T07:24:53Z,3979658189,212,52.9,3979658179,155,,3979658191,213,5.3,3979658183,56,Right,3979658181,196,,3979658185,140,68.2,3979658193,1,,3980980419,178,,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,3979658187,141,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,
2497703871,18,1,1,2,20,4aghw9tyi8ba3ju1ne83gmf9w,1,62.6,0.1,2023-01-15T14:02:44.991Z,2023-01-16T07:24:52Z,3979658349,141,22.7,3979658351,212,15.4,3979658345,56,Center,3980980431,178,,3979658353,213,1.6,3979658347,140,61.5,,,,,,,anr9qh585ctgk2d17zperhgix,Z. Aboukhlal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703889,19,1,1,2,22,4aghw9tyi8ba3ju1ne83gmf9w,1,60.6,15.5,2023-01-15T14:02:46.943Z,2023-01-16T07:24:51Z,3979658473,140,57.0,3979658479,213,2.0,3979658477,212,8.4,3979658475,141,26.5,3979658471,56,Center,3980980441,178,,,,,,,,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497703933,20,1,1,2,24,4aghw9tyi8ba3ju1ne83gmf9w,1,51.7,23.7,2023-01-15T14:02:48.456Z,2023-01-16T07:24:51Z,3979658711,213,2.8,3979658707,141,30.1,3979658701,56,Back,3979658705,140,40.2,3979658709,212,12.8,3980980457,178,,,,,,,,aa0888u38mjc1euhofseazb2t,S. Spierings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497704013,21,1,1,2,26,4aghw9tyi8ba3ju1ne83gmf9w,1,40,26,2023-01-15T14:02:50.129Z,2023-01-16T07:24:50Z,3980980469,178,,3979659115,212,25.7,3979659111,140,41.0,3979659117,213,1.5,3979659113,141,63.7,3979659109,56,Back,,,,,,,4c4ghf9zlkof83n5mnmva61d6,A. Rouault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497704077,22,1,1,2,31,4aghw9tyi8ba3ju1ne83gmf9w,1,52.8,65.9,2023-01-15T14:02:55.880Z,2023-01-16T07:24:49Z,3979659449,56,Right,3979659451,140,89.0,3979659455,212,53.7,3979659457,213,5.5,3980980477,178,,3979659459,1,,3979659447,155,,3979659453,141,10.1,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497704165,23,1,1,2,35,4aghw9tyi8ba3ju1ne83gmf9w,1,87.2,7,2023-01-15T14:02:59.569Z,2023-01-16T07:24:48Z,3979659887,212,17.5,3979659885,141,31.9,3979661371,154,,3979659881,56,Center,3979661369,210,15,3979659883,140,91.4,3980980509,178,,3979659889,213,1.3,ccc0ytvrgtomxfunopwy2kij9,I. Sylla,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
2497704167,24,15,1,2,39,4aghw9tyi8ba3ju1ne83gmf9w,1,88.3,42.9,2023-01-15T14:03:03.712Z,2023-01-16T07:24:47Z,3979661405,154,,3979661407,55,23,3979661413,103,5.7,3979659907,56,Center,3979659905,17,,3979659903,22,,3979661417,147,41.1,3979661415,146,89.6,anr9qh585ctgk2d17zperhgix,Z. Aboukhlal,3979661403,29,3979661411,102,50.5,3979672489,72,,3979661737,233,3979661401,78,,20,,3980980529,178,,,,,,,,,,,,,,,,,,,,,
2497704209,20,10,1,2,39,3adj8hkws0z1al232bg2h6tk0,1,10.4,56.7,2023-01-15T14:03:03.854Z,2023-01-16T07:27:36Z,3979660107,56,Back,3980359079,389,,3979661661,183,,3980359081,376,,3979661779,233,24,3980359075,174,,,,,,,,7h2icfuwy00ilm14dw5xyl5g5,M. Bizot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497704279,25,15,1,2,40,4aghw9tyi8ba3ju1ne83gmf9w,1,88.4,52.5,2023-01-15T14:03:04.761Z,2023-01-16T07:24:45Z,3979661787,20,,3979660425,17,,3980980583,178,,3979662221,458,,3979660427,56,Center,3979661791,82,,3979662229,147,49.3,3979660423,22,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,3979662219,328,3979662233,231,47,3979662213,78,,3979662223,273,3979662231,230,,,89,3979662217,103,3979662225,138,3979661835,233,21,3979662227,146,3979662215,102,50.3,,19,92.7,,,,,,,,
2497704247,21,10,1,2,40,3adj8hkws0z1al232bg2h6tk0,1,10,49.6,2023-01-15T14:03:04.837Z,2023-01-16T07:24:45Z,3980980631,178,,3979660301,94,,3979660303,56,Back,3979661863,233,25,,,,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497704305,26,13,1,2,43,4aghw9tyi8ba3ju1ne83gmf9w,1,96.8,40.8,2023-01-15T14:03:07.464Z,2023-01-16T07:24:44Z,3979662579,458,,3979660559,22,,3979662583,231,47.3,3979662327,20,,3979662575,214,,3979662581,230,98.6,3979677351,391,,3979662577,328,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,3980980665,178,3979660561,60,,3980362807,87,,3979662573,103,3979662571,102,,59.7,43.0,3979660563,56,,,,,,,,,,,,Center,,,,,,,,,
2497704269,22,5,1,2,44,3adj8hkws0z1al232bg2h6tk0,1,-1.2,62.6,2023-01-15T14:03:08.481Z,2023-01-16T04:36:59Z,3979660671,233,27,3979660371,346,,3979660369,56,Back,,,,,,,,,,,,,,,,3r04y1fejoh9e8qbge3exy3u1,N. Fadiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
