id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value,assist
2461906741,4,1,1,0,12,27xvwccz8kpmqsefjv2b2sc0o,0,15.8,79.2,2022-09-18T13:00:29.046Z,2022-09-18T23:48:37Z,3790332033,141,81.1,3790332027,157,,3790332029,56,Back,3790332039,1,,3790332115,286,,3790332037,213,0.5,3790332111,233,8,3790332035,212,2.6,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,3792022979,178,3790332031,140,18.0,3790332109,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906747,8,74,1,0,12,z1wbqtd0fz5t5eezjvrbld3h,1,82.8,16.9,2022-09-18T13:00:29.087Z,2022-09-18T23:48:37Z,3790332047,56,Right,3790332049,285,,3790332145,233,4,3792023249,178,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906913,5,5,1,0,14,27xvwccz8kpmqsefjv2b2sc0o,1,19.4,100.8,2022-09-18T13:00:31.408Z,2022-09-18T18:52:54Z,3790332807,56,Back,3790332849,233,9,3790332813,347,,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906775,9,5,1,0,14,z1wbqtd0fz5t5eezjvrbld3h,0,80.6,-0.8,2022-09-18T13:00:31.408Z,2022-09-18T18:52:55Z,3790332175,347,,3790332869,233,5,3790332173,56,Right,,,,,,,,,,,,,,,,6u2ob6fv950r1qve8uejkq2uh,A. Gouiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906933,6,1,1,0,24,27xvwccz8kpmqsefjv2b2sc0o,1,23.5,100,2022-09-18T13:00:41.405Z,2022-09-18T23:48:36Z,3790332893,107,,3790332907,141,91.8,3790332897,56,Back,3790332901,140,27.6,3790332915,213,5.3,3790332911,212,7.8,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461906959,7,1,1,0,26,27xvwccz8kpmqsefjv2b2sc0o,1,27,88.5,2022-09-18T13:00:43.111Z,2022-09-18T23:48:36Z,3790333033,140,21.5,3792025305,178,,3790333037,141,96.3,3790333045,213,2.4,3790333041,212,7.8,3790333029,56,Back,,,,,,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907039,8,1,1,0,27,27xvwccz8kpmqsefjv2b2sc0o,0,18,98.6,2022-09-18T13:00:44.882Z,2022-09-18T23:48:35Z,3790333447,213,5.0,3790333449,1,,3792025529,178,,3790333443,141,61.2,3790333439,56,Back,3790333437,157,,3790333445,212,26.8,3790333441,140,26.1,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907031,10,44,1,0,31,z1wbqtd0fz5t5eezjvrbld3h,1,76.2,39.9,2022-09-18T13:00:48.683Z,2022-09-18T23:48:35Z,3790333399,286,,3790333397,56,Center,3790333505,233,9,,,,,,,,,,,,,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907045,9,44,1,0,31,27xvwccz8kpmqsefjv2b2sc0o,0,23.8,60.1,2022-09-18T13:00:48.684Z,2022-09-18T23:48:35Z,3790333587,233,10,3790333475,285,,3790333473,56,Back,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907047,11,1,1,0,31,z1wbqtd0fz5t5eezjvrbld3h,1,75.3,42.1,2022-09-18T13:00:48.702Z,2022-09-18T23:48:34Z,3792026633,388,,3790333483,140,75.7,3790333481,56,Center,3790333485,141,24.7,3790333487,212,11.8,3790333489,213,4.7,3790333479,3,,,,,9b7iei751ersl6ny0o0k8gn3d,M. Terrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907063,12,1,1,0,33,z1wbqtd0fz5t5eezjvrbld3h,0,77.5,23.2,2022-09-18T13:00:50.230Z,2022-09-18T23:48:34Z,3790333533,213,5.2,3790333525,56,Right,3790333531,212,1.7,3790333523,3,,3792026933,388,,3790333529,141,20.9,3790333527,140,78.2,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907121,10,1,1,0,34,27xvwccz8kpmqsefjv2b2sc0o,1,21.4,83.6,2022-09-18T13:00:51.875Z,2022-09-18T23:48:33Z,3790333809,141,77.0,3792027275,178,,3790333807,140,24.3,3790333811,212,5.4,3790333813,213,5.3,3790333805,56,Back,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907147,11,1,1,0,37,27xvwccz8kpmqsefjv2b2sc0o,1,20.3,72,2022-09-18T13:00:54.068Z,2022-09-18T23:48:32Z,3790333935,212,12.8,3790333929,56,Back,3790333931,140,17.6,3792027427,178,,3790333937,213,1.8,3790333933,141,90.3,,,,,,,5fbnkkf1saix4lonwx1i9k7o5,J. Veretout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907157,12,1,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,0,14.6,85,2022-09-18T13:00:55.674Z,2022-09-18T23:48:32Z,3790333983,212,9.5,3790333985,213,0.3,3790333981,141,88.6,3790333977,56,Back,3790333979,140,23.3,3792027645,178,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907195,13,1,1,0,38,27xvwccz8kpmqsefjv2b2sc0o,0,14.7,85.2,2022-09-18T13:00:55.724Z,2022-09-18T23:48:31Z,3790334177,141,91.5,3790334179,212,17.2,3790334173,56,Back,3790334175,140,30.6,3790334181,213,0.3,3792028205,178,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907163,13,8,1,0,39,z1wbqtd0fz5t5eezjvrbld3h,1,73.2,14.3,2022-09-18T13:00:56.521Z,2022-09-18T23:48:31Z,3791707847,385,,3790334023,56,Right,3792027847,178,,,,,,,,,,,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462257509,807,67,1,0,42,z1wbqtd0fz5t5eezjvrbld3h,1,67.8,9.7,2022-09-18T13:00:59.841Z,2022-09-18T21:47:38Z,3792238753,233,968,,,,,,,,,,,,,,,,,,,,,,otan631zzfnq2sektkl3ywo9,J. Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462257505,968,67,1,0,42,27xvwccz8kpmqsefjv2b2sc0o,0,32.2,90.3,2022-09-18T13:00:59.842Z,2022-09-18T21:47:38Z,3792238799,233,807,,,,,,,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907205,14,8,1,0,42,z1wbqtd0fz5t5eezjvrbld3h,1,67,14,2022-09-18T13:00:59.867Z,2022-09-18T23:48:31Z,3792047809,178,,3791707991,384,,3790334201,56,Right,,,,,,,,,,,,,,,,otan631zzfnq2sektkl3ywo9,J. Rodon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907221,15,49,1,0,44,z1wbqtd0fz5t5eezjvrbld3h,1,75.9,2.3,2022-09-18T13:01:01.221Z,2022-09-18T23:48:30Z,,,,,,,,,,,,,,,,,,,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907233,16,1,1,0,45,z1wbqtd0fz5t5eezjvrbld3h,1,74.8,2,2022-09-18T13:01:02.602Z,2022-09-18T23:48:29Z,3792049179,178,,3790334347,141,11.9,3790334341,56,Right,3790334351,212,17.9,3790334345,140,90.6,3790334353,213,0.4,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907249,17,1,1,0,47,z1wbqtd0fz5t5eezjvrbld3h,0,93.4,12.5,2022-09-18T13:01:04.926Z,2022-09-18T23:48:29Z,3790334433,2,,3792049517,178,,3791709105,224,,3791709109,20,,3790334441,141,42.1,3790334445,213,1.4,3790334437,56,Center,3790334443,212,20.6,draibw1vui84ciizu30az81jp,B. Bourigeaud,3790334439,140,,,,,,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907277,14,12,1,0,48,27xvwccz8kpmqsefjv2b2sc0o,1,4.7,59.6,2022-09-18T13:01:05.874Z,2022-09-18T23:48:29Z,3792050371,178,,3790334595,167,,3790334559,140,0.0,3790334557,56,Back,3790334563,212,8.5,3790334561,141,68.1,3790334565,213,2.4,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907281,15,6,1,0,49,27xvwccz8kpmqsefjv2b2sc0o,0,0.5,64.2,2022-09-18T13:01:06.912Z,2022-09-18T19:02:00Z,3790334587,73,,3790334669,233,18,3790334585,56,Back,,,,,,,,,,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907291,18,6,1,0,49,z1wbqtd0fz5t5eezjvrbld3h,1,99.5,35.8,2022-09-18T13:01:06.912Z,2022-09-18T19:02:00Z,3790334641,56,Center,3790334647,233,15,3790334643,75,,,,,,,,,,,,,,,,,draibw1vui84ciizu30az81jp,B. Bourigeaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907639,19,1,1,1,17,z1wbqtd0fz5t5eezjvrbld3h,0,99.5,0.5,2022-09-18T13:01:34.014Z,2022-09-18T19:02:05Z,3792051175,178,,3790336405,6,,3790336415,141,50.0,3790336411,56,Center,3790345239,233,16,3790336413,140,96.5,3790336421,1,,3790336403,2,,draibw1vui84ciizu30az81jp,B. Bourigeaud,3790336417,212,3790336419,213,1.7,3790336409,224,33.8,3791710811,20,3790336407,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907723,16,41,1,1,18,27xvwccz8kpmqsefjv2b2sc0o,1,2.6,52.7,2022-09-18T13:01:35.420Z,2022-09-18T23:48:28Z,3790336869,140,15.4,3790336875,213,0.6,3790345255,233,19,3790336871,141,67.0,3790336873,212,16.6,3791711145,378,,3792051469,388,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907747,20,1,1,1,19,z1wbqtd0fz5t5eezjvrbld3h,1,83.5,28.5,2022-09-18T13:01:36.754Z,2022-09-18T23:48:28Z,3790337001,212,15.6,3790336995,56,Center,3790337003,213,1.0,3790338265,210,13,3790336993,155,,3790338269,154,,3792051839,178,,3790336999,141,48.2,crn7i9243dnczl74jti8i5pzp,F. Tait,3790336997,140,,,,,,91.2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907769,22,13,1,1,20,z1wbqtd0fz5t5eezjvrbld3h,1,92.5,51,2022-09-18T13:01:37.805Z,2022-09-18T23:48:27Z,3790338307,29,,3790338309,154,,3790338319,102,53.1,3790337919,25,,3790337921,15,,3790337925,328,,3790337111,56,Center,3790338325,230,96.7,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,3790337107,17,3790338327,231,47.3,3792053623,178,,3790338311,55,3790338305,85,,20,3790338323,103,45.8,,,,,,,,,,,,,,,,,,,,,,,
2461907745,17,5,1,1,23,27xvwccz8kpmqsefjv2b2sc0o,1,-1.2,51,2022-09-18T13:01:40.354Z,2022-09-18T19:02:44Z,3790337139,233,21,3790336987,56,Back,3790336989,346,,,,,,,,,,,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461907759,21,5,1,1,23,z1wbqtd0fz5t5eezjvrbld3h,0,101.2,49,2022-09-18T13:01:40.354Z,2022-09-18T19:02:44Z,3790337061,346,,3790337059,56,Center,3790337167,233,17,,,,,,,,,,,,,,,,8qlz4omhgfnzyb2cgeou7xn56,A. Theate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908129,18,1,1,1,42,27xvwccz8kpmqsefjv2b2sc0o,1,5.7,60.6,2022-09-18T13:01:59.371Z,2022-09-18T21:39:24Z,3790338829,140,5.3,3790338827,56,Back,3790338839,237,,3790338831,141,47.6,3790338835,213,4.7,3790338833,212,8.8,3790338825,124,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908211,19,1,1,1,48,27xvwccz8kpmqsefjv2b2sc0o,1,8.9,51.2,2022-09-18T13:02:05.353Z,2022-09-18T23:48:25Z,3792055819,178,,3790339229,56,Back,3790339243,213,1.2,3790339239,212,19.4,3790339237,141,77.9,3790339233,140,15.3,,,,,,,26atxu4fr8f87oi8mt6z70mhh,Pau López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908263,20,1,1,1,51,27xvwccz8kpmqsefjv2b2sc0o,1,20.9,83.9,2022-09-18T13:02:08.695Z,2022-09-18T23:48:25Z,3790339531,212,11.8,3792056173,178,,3790339533,213,0.8,3790339525,56,Back,3790339529,141,96.0,3790339527,140,29.0,,,,,,,74edqcuzfzy7nswqzn0v3pe22,L. Balerdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908307,21,1,1,1,52,27xvwccz8kpmqsefjv2b2sc0o,1,33.7,99.2,2022-09-18T13:02:09.874Z,2022-09-18T23:48:24Z,3790339753,141,97.4,3790339755,212,5.8,3790339751,140,39.1,3790339749,56,Back,3790339757,213,6.1,3792056525,178,,,,,,,,9j742o5vdc7d54x1xdz4t9ck5,S. Kolašinac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908323,22,50,1,1,53,27xvwccz8kpmqsefjv2b2sc0o,1,43,98.3,2022-09-18T13:02:10.824Z,2022-09-18T23:48:24Z,3790339819,286,,3790339817,56,Back,3790339915,233,23,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908311,23,7,1,1,54,z1wbqtd0fz5t5eezjvrbld3h,1,57,1.7,2022-09-18T13:02:11.017Z,2022-09-18T23:48:24Z,3790339861,233,22,3790339771,285,,3790339767,56,Right,3790339765,167,,3792057027,178,,3791713159,385,,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908591,23,5,1,1,55,27xvwccz8kpmqsefjv2b2sc0o,1,36.5,100.6,2022-09-18T13:02:12.016Z,2022-09-18T19:03:45Z,3790341175,347,,3790341173,56,Back,3790341209,233,24,,,,,,,,,,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908333,24,5,1,1,55,z1wbqtd0fz5t5eezjvrbld3h,0,63.5,-0.6,2022-09-18T13:02:12.016Z,2022-09-18T19:03:45Z,3790341235,233,23,3790339851,347,,3790339849,56,Right,,,,,,,,,,,,,,,,xrh2szvp5808no7zm1et2zf9,H. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908735,24,1,1,2,12,27xvwccz8kpmqsefjv2b2sc0o,1,38.8,100,2022-09-18T13:02:29.919Z,2022-09-18T23:48:23Z,3790341931,107,,3790341935,140,42.9,3790341933,56,Back,3790341941,213,5.4,3790341939,212,6.6,3790341937,141,93.6,,,,,,,dqsslq1iz1azubowq3anwws4q,Nuno Tavares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908749,25,1,1,2,14,27xvwccz8kpmqsefjv2b2sc0o,0,37.8,93.9,2022-09-18T13:02:31.754Z,2022-09-18T23:48:23Z,3790342033,236,,3790341999,141,95.1,3790342039,286,,3790342035,233,25,3790342003,212,0.8,3790341991,56,Back,3790341995,140,37.6,3792057953,178,,vl1b0gayryiqvl5dlukpmswl,A. Sánchez,3790342007,213,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908733,25,74,1,2,14,z1wbqtd0fz5t5eezjvrbld3h,1,62.7,12.1,2022-09-18T13:02:31.808Z,2022-09-18T23:48:22Z,3792059331,178,,3790341925,285,,3790342063,233,25,3790341923,56,Right,,,,,,,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908777,26,5,1,2,17,z1wbqtd0fz5t5eezjvrbld3h,0,66.5,-1.2,2022-09-18T13:02:33.969Z,2022-09-18T19:04:17Z,3790342103,56,Right,3790342105,347,,3790342517,233,26,,,,,,,,,,,,,,,,dzv5f93w5fsnfzohaev6e3rx0,D. Doué,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461908837,26,5,1,2,17,27xvwccz8kpmqsefjv2b2sc0o,1,33.5,101.2,2022-09-18T13:02:33.969Z,2022-09-18T19:04:17Z,3790342381,347,,3790342379,56,Back,3790342485,233,26,,,,,,,,,,,,,,,,c4w6l0ha9pvwljyh3aejqz3yt,J. Clauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
