id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2482390473,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-11-06T13:10:44.660Z,2022-11-06T14:01:15Z,3898934797,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898934789,59,"30, 31, 12, 17, 4, 2, 10, 8, 6, 21, 19, 5, 7, 11, 14, 16, 18, 23, 27, 28",3898934793,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898934795,194,eswivc2a0iwwdly6ft8eh0ogl,3898934791,130,4,3898934785,30,"3yk6n0wr6nc0dlm51gwvwi4t1, eu71261se8nv26xcd39nrdous, ccc0ytvrgtomxfunopwy2kij9, aa0888u38mjc1euhofseazb2t, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, eswivc2a0iwwdly6ft8eh0ogl, 2rsqkarlkh6z8vrb0clfbz6xh, anr9qh585ctgk2d17zperhgix, cphxr8p8dhc1qeqfgdt7is4ph, b3xdln1shzyzwkhzdmbb2fqax, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, en42iersp8me42z7r4lzhwiga, 59knsm910b1ruk024rkksla3u, 3je152n5s5fjtbrxs9v8dn1lh, 2lyhi7j3id7emsh54ehdva3ca, c44zop1hvob3cmgu2grj8m0yy, 1lnktjxx0mux4beo28cl54j1m, 684cguhktvth28ql6qgvvmcyc",3899128939,197,16234,3898934787,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482392123,1,34,16,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-11-06T13:12:37.730Z,2022-11-06T14:05:07Z,3898943089,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898943093,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898943091,194,3djmsd2atvq16ysmocq7twsfd,3898943085,59,"16, 2, 12, 4, 6, 3, 18, 19, 36, 31, 17, 10, 14, 15, 21, 23, 26, 27, 30, 77",3898943081,30,"d3xdl3p9vd1c0m316oq2pblxx, adb8skc3qbvgunhzd9651lij8, 1o7se1aziz6fpes5hey7yijft, 2rio84cmao72sc7lnsodwzzhm, 3djmsd2atvq16ysmocq7twsfd, 270djbc9lxhoupmd1djrii191, csvqjyuk06gzvjm408513nydx, b0wb7gf04synxlkq7o8gvzkoa, dkve6gf309h5tglwawqx8mlzp, 2xmc0gsdslrnsu6ua40kbh32t, 28x7i681wkjueanvkevew3bh1, a2s2c6anax9wnlsw1s6vunl5h, 9bqv99e39z86mn7dq3wnyt90p, 28s6z18rcl9v8561yzu7m0voq, 8vhjmcgjbzpzd4vv3zb945p1w, 2axi9gr1lhuewlt06emrk44q1, 4rlw04tze791jwt623h5ikg5x, f5j3vhj805xtkos7l538u0d7t, 8xitc97j4scfajm8ucq7e5l91, 72m5u1rlgh6e229zpfvp7f5jp",3898943087,130,8,3899123175,197,649,3898943083,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430003,2,32,1,0,0,4t4hod56fsj7utpjdor8so5q6,1,0,0,2022-11-06T14:00:17.889Z,2022-11-06T14:00:23Z,3899134639,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482429909,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-11-06T14:00:17.889Z,2022-11-06T22:13:49Z,3899134185,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482429981,3,1,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,49.8,50,2022-11-06T14:00:17.929Z,2022-11-06T22:37:04Z,3899134531,213,3.0,3899134523,141,54.3,3899134527,212,21.9,3899134535,279,S,3899134517,56,Back,3901403409,178,,3899134519,140,29.1,,,,2rsqkarlkh6z8vrb0clfbz6xh,B. van den Boomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430041,4,1,1,0,3,4aghw9tyi8ba3ju1ne83gmf9w,1,27.5,52.1,2022-11-06T14:00:21.270Z,2022-11-07T02:12:37Z,3901403629,178,,3899134839,1,,3899134829,56,Right,3899134835,212,59.7,3899134827,155,,3899134831,140,74.3,3899134837,213,5.7,3899134833,141,2.3,2o5wwfsh5xhyatdfelh9dzqax,R. Nicolaisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430047,5,61,1,0,7,4aghw9tyi8ba3ju1ne83gmf9w,0,71.3,9.4,2022-11-06T14:00:24.918Z,2022-11-07T02:12:37Z,3899134859,56,Right,3901403983,178,,,,,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430207,3,5,1,0,8,4t4hod56fsj7utpjdor8so5q6,1,26.5,101.4,2022-11-06T14:00:26.841Z,2022-11-06T22:37:22Z,3899135579,347,,3899135605,233,6,3899135577,56,Back,,,,,,,,,,,,,,,,csvqjyuk06gzvjm408513nydx,T. Minamino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430055,6,5,1,0,8,4aghw9tyi8ba3ju1ne83gmf9w,0,73.5,-1.4,2022-11-06T14:00:26.841Z,2022-11-06T22:37:22Z,3899134879,347,,3899135621,233,3,3899134877,56,Right,,,,,,,,,,,,,,,,cphxr8p8dhc1qeqfgdt7is4ph,Rafael Ratão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482430221,4,1,1,0,16,4t4hod56fsj7utpjdor8so5q6,0,27.5,100,2022-11-06T14:00:34.492Z,2022-11-07T02:12:36Z,3899135667,213,5.9,3899135659,56,Back,3899135663,141,87.8,3899135665,212,23.5,3899135661,140,48.1,3899135669,1,,3899135657,107,,,,,1o7se1aziz6fpes5hey7yijft,Caio Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
