id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/19/value
2472752517,1,34,16,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-16T10:12:33.515Z,2022-10-16T10:55:07Z,3848145421,30,"821ma6ofy7t9wtdvu1w6uni09, 9tdb905kq5becch102boicdex, dlzepva4fgihzwx4vfzagiy1h, boa0e436nc3u53cumlao9ulex, akczqgcekziai0uuirql1enrp, 8927ird9ax5sj69nadeqaktlh, bqq4tqw6tp68c1fya04onf6c5, 6ynchgp6o4tajwvnfdnoo11at, 9fcg5wz6no3f9mn7ch45g06hh, 36ylt0kjn7t0vajmelu4mbazu, 310zaj8t3k4c8aj54ml0n0kx5, cgqunmh8aw465fna15rdve8d1, cnei0h8qtnmr9n9ojtm029uj9, 41jb0ts5688xz8ell62rybm22, 2bfbi3t4aufb47wwt56ilzoyc, dvtd4xsoihe7srn69irnng5w5, 7rvgrqf0ktsepvwpj0osy5pzp, qooxolimrpdm50kl9woa6jje, e1ydpg4lqw2pnidfbsciv9pm1, 9vwdme2e657vrezfixnimrv85",3848145433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848145425,59,"30, 94, 3, 2, 17, 22, 23, 6, 7, 19, 10, 1, 5, 8, 11, 15, 25, 26, 28, 92",3848145423,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848145431,194,6ynchgp6o4tajwvnfdnoo11at,3848145427,130,10,3848145429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848253845,197,16766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472753125,1,34,16,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-16T10:14:08.291Z,2022-10-16T11:04:14Z,3848148607,59,"30, 3, 12, 17, 4, 2, 10, 8, 28, 21, 6, 24, 5, 7, 16, 18, 19, 23, 27, 31",3848148609,130,4,3848148603,30,"3yk6n0wr6nc0dlm51gwvwi4t1, e9g52c7vl608rt5wuf9o46l79, ccc0ytvrgtomxfunopwy2kij9, aa0888u38mjc1euhofseazb2t, 4c4ghf9zlkof83n5mnmva61d6, 2o5wwfsh5xhyatdfelh9dzqax, eswivc2a0iwwdly6ft8eh0ogl, 2rsqkarlkh6z8vrb0clfbz6xh, 684cguhktvth28ql6qgvvmcyc, cphxr8p8dhc1qeqfgdt7is4ph, anr9qh585ctgk2d17zperhgix, 98gymyp93rh6s57b50xq6fqax, 24n3hqbko2cyoxk4q84rzqvhl, ulqazti394q5bbzc4pblidat, 3je152n5s5fjtbrxs9v8dn1lh, 2lyhi7j3id7emsh54ehdva3ca, b3xdln1shzyzwkhzdmbb2fqax, c44zop1hvob3cmgu2grj8m0yy, 1lnktjxx0mux4beo28cl54j1m, eu71261se8nv26xcd39nrdous",3848148611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848148615,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3848148605,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3848148613,194,eswivc2a0iwwdly6ft8eh0ogl,3848267585,197,15757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777677,2,32,1,0,0,4aghw9tyi8ba3ju1ne83gmf9w,1,0,0,2022-10-16T11:00:14.671Z,2023-03-29T10:13:45Z,3848271735,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777651,2,32,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,0,0,2022-10-16T11:00:14.671Z,2022-10-16T11:00:14Z,3848271633,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777717,3,1,1,0,0,75qj99fhg5c0ztj2tva5u4uii,1,50.2,50.1,2022-10-16T11:00:14.809Z,2022-10-17T02:09:34Z,3848271937,141,53.4,3848271939,212,3.6,3848271941,213,0.7,3848271943,279,S,3848271935,140,52.9,3851460463,178,,3848271933,56,Center,,,,36ylt0kjn7t0vajmelu4mbazu,A. Sima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777733,4,1,1,0,2,75qj99fhg5c0ztj2tva5u4uii,1,54.5,58.5,2022-10-16T11:00:17.467Z,2022-10-17T05:41:59Z,3848272027,140,42.2,3851460551,178,,3848272029,141,75.9,3848272033,213,2.4,3848272025,56,Back,3848272031,212,17.5,,,,,,,9fcg5wz6no3f9mn7ch45g06hh,S. Boufal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777789,5,1,1,0,5,75qj99fhg5c0ztj2tva5u4uii,1,43.6,76,2022-10-16T11:00:20.648Z,2022-10-17T05:41:59Z,3848272329,213,4.6,3848272327,212,35.7,3851460639,178,,3848272325,141,23.7,3848272321,56,Back,3848272331,1,,3848272323,140,40.9,,,,boa0e436nc3u53cumlao9ulex,B. Mendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777817,6,1,1,0,10,75qj99fhg5c0ztj2tva5u4uii,1,43.4,25.4,2022-10-16T11:00:24.816Z,2022-10-17T05:41:58Z,3848272453,140,57.6,3848272451,56,Right,3848272455,141,3.4,3851460933,178,,3848272457,212,21.1,3848272459,213,5.5,,,,,,,8927ird9ax5sj69nadeqaktlh,C. Hountondji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777845,7,1,1,0,11,75qj99fhg5c0ztj2tva5u4uii,1,52.9,5.2,2022-10-16T11:00:26.151Z,2022-10-17T05:41:57Z,3848272567,213,0.4,3848272563,141,8.2,3848272559,56,Right,3848272565,212,4.9,3851460991,178,,3848272561,140,57.1,,,,,,,9tdb905kq5becch102boicdex,Y. Valery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472777847,8,61,1,0,12,75qj99fhg5c0ztj2tva5u4uii,0,55.1,19.1,2022-10-16T11:00:26.688Z,2022-10-17T05:41:57Z,3848272575,56,Right,3851461127,178,,,,,,,,,,,,,,,,,,,,bqq4tqw6tp68c1fya04onf6c5,A. Hunou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
