id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2457858703,1,34,16,0,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-09-10T11:42:05.872Z,2022-09-10T12:38:53Z,3768845141,197,8453,3768845133,59,"1, 25, 13, 24, 2, 20, 6, 4, 11, 22, 18, 34, 3, 7, 10, 12, 30, 33",3768845135,130,12,3768845129,30,"eysw04bv1brzlph7v3w06sm39, 1iy47sqcjh4x0w7bvvno90xxx, ao9cgwud5le6r07itko3j4y51, 19awb0feelm6k12ooavqb5621, 7n7ebty9p63lyd49l0jcs1z9x, 757os3ykn2cuocj7tr4dqnw89, dll89ri6yl7ufipj37pyfmzmd, 6yh4l888isxggjgd4a6p4ss0l, 7xb0niqg08hrxk8i2nq8zvfth, 9gk2t1276n9yt0nvgakzr82c5, 2by52fw1zojghjkbe3cj1yjmd, eh2jgxy3h28cs4cjv0urp41lg, cwudro7behcx3pta4l4na4a5m, eku11vja5c7dk4ijb1kzjjeuh, bff3wb6l4epccig9p8zxewx9m, 1n48nxf4v6reoxuyai88haw6i, a6x0w263q3g772n9qk4u22rc9, cyobo9opjbd532a2wx1di9aay",3768845137,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3768845131,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3768845139,194,6yh4l888isxggjgd4a6p4ss0l,3768845143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457861977,1,34,16,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-09-10T11:47:16.407Z,2022-09-10T12:37:54Z,3768861477,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3768861471,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3768861459,30,"dfcxvz3flh0w54vhso9xpk1d5, 2iu88022lwj2uxr1hn0og7qax, jzfnrsd8aixhycspwias4tii, eko9p1p9gjg7gxjla6chb6i95, f3thho84or4rhnubxrhit9zhl, eaxf4zra7v3sknq7wrdlk7g0l, 3ck9n7pb3d1dc8qcdgkxm5m, epgsg9k2x61xgkksj1kzdum6t, dz7lkt8gh069vrkmoflcm0fkl, 792nmu21pzzd6eak34jk1qlwq, desenv3bwtw96iiwqb1gnvth, dvd7yfrkq6wl6de389go6r7ro, 7lqdu42zczlrnowx70hu12sb9, 7ouo3qztrs5lytmtji95oesph, 3yjqr9srzz3p1xjgdgckqvtre, 4x3fxr67fofstbqjpkoxra7rp, e5b9w1hq610saxvevecb6zzl5, 268e2ppfsr38qa55vlwl37a50",3768861475,197,12664,3768861467,59,"1, 4, 34, 6, 5, 3, 23, 14, 9, 10, 17, 27, 8, 11, 13, 22, 25, 30",3768861465,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3768861473,194,eko9p1p9gjg7gxjla6chb6i95,3768861469,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886079,2,32,1,0,0,2w4xxgpg4t4h5b3yl74egastz,1,0,0,2022-09-10T12:30:16.666Z,2022-09-10T12:30:16Z,3768991367,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886087,2,32,1,0,0,axvm5zg0mk4bp06wpec9vw27e,1,0,0,2022-09-10T12:30:16.666Z,2022-09-10T12:30:18Z,3768991399,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886149,3,1,1,0,0,2w4xxgpg4t4h5b3yl74egastz,1,50.2,50.3,2022-09-10T12:30:16.766Z,2022-09-10T12:30:21Z,3768991669,56,Back,3768991673,141,53.3,3768991675,212,12.9,3768991671,140,38.1,3768991677,213,3.0,3768991679,279,S,,,,,,,9gk2t1276n9yt0nvgakzr82c5,L. Petermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886187,4,1,1,0,4,2w4xxgpg4t4h5b3yl74egastz,1,42.1,48.7,2022-09-10T12:30:20.994Z,2022-09-10T12:30:24Z,3768991883,56,Right,3768991891,213,5.6,3768991893,1,,3768991889,212,44.3,3768991887,141,7.9,3768991885,140,75.0,3768991879,155,,,,,757os3ykn2cuocj7tr4dqnw89,M. Lakrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886193,5,61,1,0,7,2w4xxgpg4t4h5b3yl74egastz,0,75,7.9,2022-09-10T12:30:23.888Z,2022-09-10T12:30:24Z,3768991909,56,Right,,,,,,,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886377,3,5,1,0,8,axvm5zg0mk4bp06wpec9vw27e,1,23.9,101.6,2022-09-10T12:30:24.994Z,2022-09-10T12:30:37Z,3768992829,347,,3768992857,233,6,3768992827,56,Back,,,,,,,,,,,,,,,,jzfnrsd8aixhycspwias4tii,M. Vairon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886211,6,5,1,0,8,2w4xxgpg4t4h5b3yl74egastz,0,76.1,-1.6,2022-09-10T12:30:24.994Z,2022-09-10T12:38:13Z,3768991999,347,,3768992887,233,3,3768991997,56,Right,,,,,,,,,,,,,,,,1iy47sqcjh4x0w7bvvno90xxx,F. Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457886407,4,1,1,0,19,axvm5zg0mk4bp06wpec9vw27e,1,24,100,2022-09-10T12:30:36.653Z,2022-09-10T12:30:38Z,3768992989,56,Back,3768992993,141,88.7,3768992987,107,,3768992991,140,31.8,3768992997,213,5.5,3768992995,212,12.0,,,,,,,jzfnrsd8aixhycspwias4tii,M. Vairon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
