id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2527287023,1,34,16,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-04-02T09:56:17.930Z,2023-04-02T10:55:50Z,4156589465,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4156589469,197,4764,4156589461,59,"1, 23, 5, 11, 18, 3, 27, 8, 10, 24, 7, 9, 14, 21, 25, 26, 28, 50",4156589457,30,"8f25wup5nyqxwx27pmtxth51x, 15ueea8j21zale5d23rifkct1, 3x6baiktcpcjxxh258a5uebpx, 1loi315glota15qd57q6e0xrd, el2jrhon9i915qbjdgi96uru2, 3bo8lbyohd3djey9pbd08fvf9, 41gek0vcr4hcrc5hg6zk4am3u, 407696aey55f3v0iy9xcr9plh, b9mxbxkxacng270g0cs3w1jh1, 2fg7mgljmrqedc61uiff36ytx, pugk29yysi9369f969l2o1qt, 7jux9gpb11yfbl8jj32n0zil1, 9q17y46tt61m27cpvaxuhknp, cma46vvprpduachdlb2ruakx6, e92r83de4v94lcbngexwe2oes, 6ywkny98b9qzuvhqxwn9l0ogl, ct4fyrkcvk3i01xiz1wpsyuw9, dbcmdwdf4iu39ztbwcxkbff9w",4156589467,194,3bo8lbyohd3djey9pbd08fvf9,4156589459,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4156589463,130,2,4156589471,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527287813,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-04-02T09:58:57.795Z,2023-04-02T10:59:34Z,4156594513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4156594509,59,"16, 18, 14, 10, 29, 27, 22, 8, 19, 9, 6, 1, 3, 7, 11, 12, 23, 26",4156594505,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, eblfqwhpxhw6775m134ov2e0a, 2mo6msido3zv2vk24hed9rs9h, cjgr7t23bk1l43hegrkmtslih, 7h91cdyjl0cpxj5lpzdsto3it, 2pd1juglwcvhspyva4soomyy2, 88n7oswbclrfxt277vp6vpgd0, bly2raemyl0xp39jiktm4u5sl, 9214qm6nuq4zwnnvzmugrfutx, 664ior41q0qf71vnhq0tp1j9x, ik5uqc55sdiwjjzh28c21byt, e3i1n2mnbwqi33q2t541fjy1g, 55m2s1hr0yoxyec1lqooi03ys, 87fq93e9x1yy4thmeituciycq, 79u53wc88br80qmqpdumqlct0",4156594517,197,8444,4156594511,130,2,4156594507,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4156594519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156594515,194,eblfqwhpxhw6775m134ov2e0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320633,2,32,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-04-02T10:47:03.804Z,2023-04-02T10:47:06Z,4156757121,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320627,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-04-02T10:47:03.804Z,2023-04-02T10:47:03Z,4156757075,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320651,3,1,1,0,0,e5hsx8fzufp57tv4oehbz0qht,1,49.9,51.3,2023-04-02T10:47:03.966Z,2023-04-02T10:59:44Z,4156757187,212,15.1,4156757191,279,S,4156757183,140,35.5,4156757189,213,3.1,4156757185,141,51.5,4156757181,56,Back,,,,,,,2fg7mgljmrqedc61uiff36ytx,S. Bruun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320767,4,1,1,0,4,e5hsx8fzufp57tv4oehbz0qht,1,36.6,60,2023-04-02T10:47:08.095Z,2023-04-02T11:03:00Z,4156757857,213,6.0,4156757853,141,49.9,4156757849,56,Center,4156757855,212,22.3,4156757851,140,56.8,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320833,5,1,1,0,8,e5hsx8fzufp57tv4oehbz0qht,1,64.8,68.2,2023-04-02T10:47:12.335Z,2023-04-02T10:54:34Z,4156758281,213,1.0,4156758277,141,81.4,4156758273,56,Left,4156758279,212,10.8,4156758275,140,70.5,,,,,,,,,,b9mxbxkxacng270g0cs3w1jh1,D. Marozsán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320887,6,1,1,0,14,e5hsx8fzufp57tv4oehbz0qht,1,76.2,83.3,2023-04-02T10:47:17.886Z,2023-04-02T10:54:38Z,4156758581,141,94.1,4156758585,212,19.8,4156758577,140,93.7,4156758571,56,Left,4156758587,213,0.4,,,,,,,,,,407696aey55f3v0iy9xcr9plh,S. Däbritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320905,7,1,1,0,17,e5hsx8fzufp57tv4oehbz0qht,1,92.5,93.2,2023-04-02T10:47:20.814Z,2023-04-02T11:03:08Z,4156758663,141,96.9,4156758659,56,Left,4156758667,213,3.0,4156758661,140,70.6,4156758665,212,23.1,,,,,,,,,,pugk29yysi9369f969l2o1qt,A. Majri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320979,8,1,1,0,18,e5hsx8fzufp57tv4oehbz0qht,1,71.1,94.1,2023-04-02T10:47:22.335Z,2023-04-02T10:47:26Z,4156759041,56,Left,4156759045,141,80.3,4156759047,212,9.4,4156759051,213,4.8,4156759043,140,72.1,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527320997,9,1,1,0,22,e5hsx8fzufp57tv4oehbz0qht,1,70.7,81.7,2023-04-02T10:47:26.494Z,2023-04-02T11:03:19Z,4156759153,141,93.9,4156759149,56,Left,4156759157,213,2.0,4156759155,212,9.0,4156759151,140,67.5,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321049,3,45,1,0,24,2gmv49xieg3zee2hx0lhcp17u,0,32.8,5.2,2023-04-02T10:47:28.335Z,2023-04-02T11:03:41Z,4156760473,233,10,4156759469,285,,4156759467,56,Back,,,,,,,,,,,,,,,,5x0qvm5o4qbijkh8r8vs2ys45,E. Sumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321015,10,3,1,0,24,e5hsx8fzufp57tv4oehbz0qht,1,67.2,94.8,2023-04-02T10:47:28.335Z,2023-04-02T10:47:44Z,4156759259,286,,4156759257,56,Left,4156760451,233,3,,,,,,,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321091,4,43,1,0,25,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-04-02T10:47:29.422Z,2023-04-02T11:04:18Z,4156842653,144,45,4156763235,233,11,4156759713,285,0,4156759711,56,Back,,,,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321029,11,3,1,0,25,e5hsx8fzufp57tv4oehbz0qht,0,69.6,92.7,2023-04-02T10:47:29.422Z,2023-04-02T11:04:19Z,4156759347,286,,4156842875,211,,4156759345,56,Left,,,,,,,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321031,12,43,1,0,26,e5hsx8fzufp57tv4oehbz0qht,1,0,0,2023-04-02T10:47:30.543Z,2023-04-02T11:04:21Z,4156759353,56,Left,4156843159,144,61,,,,,,,,,,,,,,,,,,,3x6baiktcpcjxxh258a5uebpx,P. Morroni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321219,5,1,1,0,31,2gmv49xieg3zee2hx0lhcp17u,0,22.8,15.2,2023-04-02T10:47:35.032Z,2023-04-02T11:06:00Z,4156760383,140,47.0,4156844487,1,,4156760387,212,25.7,4156844485,157,,4156760385,141,9.4,4156760389,213,6.1,4156760381,56,Back,,,,eblfqwhpxhw6775m134ov2e0a,D. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321117,13,49,1,0,32,e5hsx8fzufp57tv4oehbz0qht,1,29.6,80.6,2023-04-02T10:47:36.111Z,2023-04-02T10:47:36Z,,,,,,,,,,,,,,,,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321135,14,1,1,0,32,e5hsx8fzufp57tv4oehbz0qht,1,29.6,80.6,2023-04-02T10:47:36.383Z,2023-04-02T10:47:37Z,4156759963,140,41.5,4156759961,56,Back,4156759969,213,5.8,4156759967,212,13.9,4156759965,141,71.8,,,,,,,,,,3bo8lbyohd3djey9pbd08fvf9,W. Renard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527321181,15,1,1,0,33,e5hsx8fzufp57tv4oehbz0qht,1,41.5,71.8,2023-04-02T10:47:37.726Z,2023-04-02T10:47:40Z,4156760177,140,34.5,4156760181,212,8.3,4156760175,56,Back,4156760179,141,77.6,4156760183,213,2.6,,,,,,,,,,1loi315glota15qd57q6e0xrd,D. Egurrola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
