id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2488779407,9,1,1,0,19,9s9jvki6htleffykj88qcpwpy,0,45.7,22.2,2022-12-03T13:30:34.741Z,2022-12-03T13:30:35Z,3932432777,213,6.0,3932432759,56,Right,3932432763,140,63.0,3932432773,212,18.8,3932432767,141,15.3,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779441,3,49,1,0,23,114h4h9ekimxmk95iypp478kk,1,43.4,82.4,2022-12-03T13:30:38.471Z,2022-12-03T13:30:39Z,,,,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779461,4,1,1,0,23,114h4h9ekimxmk95iypp478kk,1,43.4,82.4,2022-12-03T13:30:38.887Z,2022-12-03T13:30:42Z,3932433045,213,0.0,3932433043,212,18.6,3932433041,141,82.7,3932433039,140,61.1,3932433037,56,Left,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779485,5,1,1,0,25,114h4h9ekimxmk95iypp478kk,1,61.1,82.7,2022-12-03T13:30:41.237Z,2022-12-03T13:30:44Z,3932433153,56,Left,3932433155,140,71.3,3932433159,212,10.9,3932433161,213,0.2,3932433157,141,85.3,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779507,6,1,1,0,26,114h4h9ekimxmk95iypp478kk,0,71.3,85.3,2022-12-03T13:30:42.077Z,2022-12-03T13:31:32Z,3932433287,155,,3932433289,56,Center,3932433293,141,57.6,3932433285,2,,3932433291,140,88.8,3932433295,212,26.3,3932433297,213,5.5,,,,jpx6k0db4qnb9akskhcwco2d,S. Folkertsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779491,10,1,1,0,27,9s9jvki6htleffykj88qcpwpy,1,19.8,30.7,2022-12-03T13:30:42.726Z,2022-12-03T13:30:44Z,3932433187,212,11.4,3932433181,56,Back,3932433189,213,5.0,3932433185,141,14.6,3932433183,140,22.8,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779493,11,49,1,0,29,9s9jvki6htleffykj88qcpwpy,1,22.8,14.6,2022-12-03T13:30:44.406Z,2022-12-03T13:30:44Z,,,,,,,,,,,,,,,,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779551,12,1,1,0,29,9s9jvki6htleffykj88qcpwpy,1,22.8,14.6,2022-12-03T13:30:44.694Z,2022-12-03T13:30:49Z,3932433531,140,24.6,3932433533,141,7.9,3932433535,212,4.9,3932433529,56,Back,3932433537,213,5.1,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779605,13,1,1,0,33,9s9jvki6htleffykj88qcpwpy,1,25.6,14.6,2022-12-03T13:30:48.918Z,2022-12-03T13:30:54Z,3932433813,213,0.1,3932433807,141,18.9,3932433811,212,21.8,3932433801,56,Back,3932433803,140,46.2,,,,,,,,,,9mq9unf2aecualxxm9gvnppl,S. Guellati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779617,14,1,1,0,38,9s9jvki6htleffykj88qcpwpy,1,49.3,36.9,2022-12-03T13:30:54.006Z,2022-12-03T13:30:55Z,3932433893,213,1.6,3932433891,212,13.0,3932433885,56,Back,3932433887,140,48.4,3932433889,141,56.0,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779651,15,1,1,0,39,9s9jvki6htleffykj88qcpwpy,1,50.6,57.2,2022-12-03T13:30:55.206Z,2022-12-03T13:31:01Z,3932434053,141,80.3,3932434051,140,72.1,3932434057,213,0.6,3932434055,212,27.5,3932434049,56,Left,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779703,16,1,1,0,45,9s9jvki6htleffykj88qcpwpy,1,71.3,73.5,2022-12-03T13:31:00.982Z,2022-12-03T13:31:07Z,3932434335,56,Center,3932434343,141,70.0,3932434339,140,62.8,3932434351,213,3.4,3932434347,212,9.2,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779725,17,1,1,0,52,9s9jvki6htleffykj88qcpwpy,1,64.3,63.9,2022-12-03T13:31:07.590Z,2022-12-03T13:31:09Z,3932434481,56,Left,3932434487,212,16.5,3932434483,140,68.4,3932434485,141,87.4,3932434489,213,1.3,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779743,18,1,1,0,54,9s9jvki6htleffykj88qcpwpy,1,68.4,87.4,2022-12-03T13:31:09.718Z,2022-12-03T13:31:11Z,3932434581,56,Center,3932434587,212,10.4,3932434583,140,73.0,3932434585,141,73.8,3932434589,213,5.2,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779773,19,1,1,0,56,9s9jvki6htleffykj88qcpwpy,1,73,73.8,2022-12-03T13:31:11.798Z,2022-12-03T13:31:15Z,3932434775,141,81.7,3932434779,213,2.7,3932434773,140,63.0,3932434777,212,11.8,3932434771,56,Left,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779799,20,1,1,0,58,9s9jvki6htleffykj88qcpwpy,0,63,81.7,2022-12-03T13:31:13.919Z,2022-12-03T13:31:38Z,3932434905,155,,3932434913,212,34.2,3932434909,140,95.5,3932434911,141,85.9,3932434907,56,Left,3932434915,213,0.1,3932434917,1,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779783,7,12,1,0,59,114h4h9ekimxmk95iypp478kk,1,10,15.3,2022-12-03T13:31:14.902Z,2022-12-03T13:31:17Z,3932434833,140,4.7,3932434839,213,4.2,3932434835,141,0.0,3932434831,56,Back,3932434887,167,,3932434837,212,12.3,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779787,8,5,1,1,0,114h4h9ekimxmk95iypp478kk,0,4.8,-1,2022-12-03T13:31:15.809Z,2022-12-03T13:31:22Z,3932434857,56,Back,3932434859,347,,3932435159,233,21,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779829,21,5,1,1,0,9s9jvki6htleffykj88qcpwpy,1,95.2,101,2022-12-03T13:31:15.809Z,2022-12-03T13:35:43Z,3932435099,56,Left,3932435147,233,8,3932435101,347,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779979,22,1,1,1,14,9s9jvki6htleffykj88qcpwpy,1,92.6,100,2022-12-03T13:31:29.830Z,2022-12-03T13:31:40Z,3932435909,56,Left,3932435913,141,83.6,3932435907,107,,3932435911,140,96.6,3932435915,212,12.8,3932435917,213,5.0,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779993,23,1,1,1,25,9s9jvki6htleffykj88qcpwpy,0,97.3,90.6,2022-12-03T13:31:40.871Z,2022-12-03T13:31:43Z,3932435979,213,2.5,3932435975,141,93.2,3932435973,140,94.8,3932436013,233,9,3932435977,212,3.2,3932436021,286,,3932435971,56,Left,3932436011,236,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488779999,9,74,1,1,25,114h4h9ekimxmk95iypp478kk,1,10.2,5.8,2022-12-03T13:31:40.872Z,2022-12-03T13:35:31Z,3932436001,56,Back,3932436005,285,,3932436041,233,23,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780007,10,49,1,1,27,114h4h9ekimxmk95iypp478kk,1,10.2,5.8,2022-12-03T13:31:42.807Z,2022-12-03T13:31:43Z,,,,,,,,,,,,,,,,,,,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780021,11,1,1,1,27,114h4h9ekimxmk95iypp478kk,0,10.2,5.8,2022-12-03T13:31:43.015Z,2022-12-03T13:31:46Z,3932436075,213,0.7,3932436077,1,,3932436069,140,31.9,3932436067,56,Back,3932436073,212,29.1,3932436065,157,,3932436071,141,32.4,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780039,24,49,1,1,31,9s9jvki6htleffykj88qcpwpy,1,71.7,71.7,2022-12-03T13:31:46.455Z,2022-12-03T13:31:46Z,,,,,,,,,,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780041,25,61,1,1,31,9s9jvki6htleffykj88qcpwpy,0,71.7,71.7,2022-12-03T13:31:46.726Z,2022-12-03T13:31:46Z,3932436179,56,Center,,,,,,,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780057,12,61,1,1,32,114h4h9ekimxmk95iypp478kk,1,17.2,32.7,2022-12-03T13:31:48.067Z,2022-12-03T13:31:49Z,3932436253,56,Back,,,,,,,,,,,,,,,,,,,,,,5mcszf3yuxwxcggl8ds2v1a7d,J. Thibaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780095,13,1,1,1,37,114h4h9ekimxmk95iypp478kk,1,31.2,24.9,2022-12-03T13:31:52.918Z,2022-12-03T13:31:56Z,3932436493,56,Back,3932436501,213,3.9,3932436499,212,13.9,3932436497,141,10.9,3932436495,140,21.6,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780097,14,49,1,1,39,114h4h9ekimxmk95iypp478kk,1,21.6,10.9,2022-12-03T13:31:54.952Z,2022-12-03T13:31:56Z,,,,,,,,,,,,,,,,,,,,,,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780107,15,1,1,1,39,114h4h9ekimxmk95iypp478kk,0,21.6,10.9,2022-12-03T13:31:55.062Z,2022-12-03T13:31:59Z,3932436575,1,,3932436573,213,0.7,3932436567,140,51.5,3932436563,155,,3932436565,56,Center,3932436571,212,40.0,3932436569,141,47.3,,,,9mo419gtk6dy5lhcvatcllkyy,J. Dufour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780111,26,44,1,1,41,9s9jvki6htleffykj88qcpwpy,1,48.3,54.2,2022-12-03T13:31:56.758Z,2022-12-03T13:31:58Z,3932436585,285,,3932436583,56,Back,3932436599,233,16,,,,,,,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780109,16,44,1,1,41,114h4h9ekimxmk95iypp478kk,0,51.7,45.8,2022-12-03T13:31:56.759Z,2022-12-03T13:32:00Z,3932436579,56,Center,3932436637,233,26,3932436581,286,,,,,,,,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780117,27,1,1,1,41,9s9jvki6htleffykj88qcpwpy,0,48.1,55.7,2022-12-03T13:31:57.135Z,2022-12-03T13:40:20Z,3932436615,213,5.5,3932436611,141,51.0,3932436607,56,Center,3932436609,140,51.4,3932436613,212,4.7,3932436605,3,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780139,28,1,1,1,45,9s9jvki6htleffykj88qcpwpy,1,55.9,50.6,2022-12-03T13:32:00.358Z,2022-12-03T13:32:01Z,3932436731,141,45.5,3932436733,212,11.0,3932436735,213,6.0,3932436727,56,Center,3932436729,140,65.8,,,,,,,,,,6xu7shoi00qiogo7akqo1xsrt,C. Canon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780143,29,49,1,1,46,9s9jvki6htleffykj88qcpwpy,1,65.8,45.5,2022-12-03T13:32:01.862Z,2022-12-03T13:32:02Z,,,,,,,,,,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780153,30,1,1,1,46,9s9jvki6htleffykj88qcpwpy,0,65.8,45.5,2022-12-03T13:32:02.102Z,2022-12-03T13:32:04Z,3932436769,140,86.4,3932436781,213,1.1,3932436765,56,Left,3932436777,212,43.9,3932436773,141,100.0,3932436783,1,,3932436761,155,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780141,17,61,1,1,47,114h4h9ekimxmk95iypp478kk,1,51.5,47.3,2022-12-03T13:32:02.999Z,2022-12-03T13:33:10Z,3932436739,56,Center,,,,,,,,,,,,,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780175,18,5,1,1,48,114h4h9ekimxmk95iypp478kk,1,14.7,-1.8,2022-12-03T13:32:04.188Z,2022-12-03T13:35:43Z,3932436935,347,,3932436929,56,Back,3932436951,233,31,,,,,,,,,,,,,,,,en70ces933pdy4dbgq0lgjhsl,Mélissa Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780159,31,5,1,1,48,9s9jvki6htleffykj88qcpwpy,0,85.3,101.8,2022-12-03T13:32:04.188Z,2022-12-03T13:32:07Z,3932436811,347,,3932436809,56,Left,3932436971,233,18,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780249,19,1,1,2,1,114h4h9ekimxmk95iypp478kk,0,15.5,0,2022-12-03T13:32:16.422Z,2022-12-03T13:32:18Z,3932437421,56,Back,3932437419,107,,3932437423,140,27.5,3932437425,141,5.9,3932437429,213,0.4,3932437427,212,13.6,,,,,,,cz9o6yad9c8s2potdvqau5slw,F. Liaigre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780255,32,49,1,2,3,9s9jvki6htleffykj88qcpwpy,1,69.6,94.5,2022-12-03T13:32:18.742Z,2022-12-03T13:32:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780275,33,1,1,2,4,9s9jvki6htleffykj88qcpwpy,1,69.6,94.5,2022-12-03T13:32:19.495Z,2022-12-03T13:32:20Z,3932437535,141,79.1,3932437539,213,5.2,3932437537,212,11.8,3932437531,56,Left,3932437533,140,74.8,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780297,34,1,1,2,5,9s9jvki6htleffykj88qcpwpy,1,74.8,79.1,2022-12-03T13:32:20.422Z,2022-12-03T13:32:23Z,3932437661,141,73.9,3932437663,212,25.1,3932437657,56,Center,3932437659,140,98.5,3932437665,213,6.1,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780307,35,1,1,2,8,9s9jvki6htleffykj88qcpwpy,0,97.3,75,2022-12-03T13:32:23.702Z,2022-12-03T13:32:24Z,3932437711,56,Center,3932437713,140,95.2,3932437719,213,4.4,3932437717,212,6.3,3932437715,141,66.3,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780319,20,61,1,2,10,114h4h9ekimxmk95iypp478kk,1,5.6,30.4,2022-12-03T13:32:25.351Z,2022-12-03T13:32:26Z,3932437779,56,Back,,,,,,,,,,,,,,,,,,,,,,80dr0hzhre13aaavd0r4udpl,E. Palis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780349,36,61,1,2,15,9s9jvki6htleffykj88qcpwpy,0,74.7,65.7,2022-12-03T13:32:30.471Z,2022-12-03T13:32:30Z,3932437953,56,Center,,,,,,,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780363,21,1,1,2,15,114h4h9ekimxmk95iypp478kk,0,20.1,29.1,2022-12-03T13:32:30.615Z,2022-12-03T13:34:53Z,3932438081,233,37,3932438037,140,21.1,3932438041,141,27.1,3932438079,236,,3932438045,212,1.7,3932438033,56,Back,3932438049,213,5.4,3932438085,286,,jpx6k0db4qnb9akskhcwco2d,S. Folkertsma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780369,37,74,1,2,15,9s9jvki6htleffykj88qcpwpy,1,74.5,67.8,2022-12-03T13:32:30.616Z,2022-12-03T13:35:31Z,3932447109,233,21,3932438059,285,,3932438057,56,Center,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488780383,38,15,1,2,16,9s9jvki6htleffykj88qcpwpy,1,75.9,67.9,2022-12-03T13:32:31.375Z,2022-12-03T13:36:19Z,3932446847,147,61.6,3932438131,22,,3932447523,29,,3932447527,55,37,3932446845,146,85.3,3932446843,139,,3932446839,103,19,3932444531,20,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,3932446851,231,52.3,3932444535,82,3932446837,102,51.6,3932446849,230,97.7,3932438133,18,3932446835,78,3932438135,56,Center,,,,,,,,,,,,
2488782555,67,61,1,2,17,9s9jvki6htleffykj88qcpwpy,1,87.9,66.2,2022-12-03T13:32:32.718Z,2022-12-03T13:36:31Z,3932451409,56,Center,3932451571,228,,,,,,,,,,,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
