id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId
2533499393,1,34,16,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-04-15T11:40:02.287Z,2023-04-15T11:58:08Z,4189604557,130,2,4189604563,197,8449,4189604561,194,b0badx1gx15s9wo6ly8z1rl61,4189604565,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189604559,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4189604553,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4189604555,59,"1, 5, 17, 23, 3, 25, 29, 6, 9, 11, 10, 7, 13, 15, 18, 21, 26, 30",4189604551,30,"alr6k5xokhqe1xi6a5kdyj7x1, elbn5tbmbvbk8x7oxl2maia6s, bgywqsemj5lsfro2hc77q532t, b0badx1gx15s9wo6ly8z1rl61, 5mcszf3yuxwxcggl8ds2v1a7d, 38jzj5l4s56u8pbiutq2qa7f8, 9mo419gtk6dy5lhcvatcllkyy, 80dr0hzhre13aaavd0r4udpl, en70ces933pdy4dbgq0lgjhsl, taoqfaiovyoabnm8an0388o9, 9gugnyggxqnc9fijivw8fvq39, dq9w87alliunnaoezwtvn9hp1, 1ekzotehyunn1wrvfrwckrr4k, aqmo5o52e5mhbbzgdquivsm50, af7iolqb3r12ybufawf0mjnys, c03fkophg1op7oov8hj7egx78, cz9o6yad9c8s2potdvqau5slw, 25ji5fjrro34qq0xwvmm4h2vp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533504779,1,34,16,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-04-15T11:45:49.655Z,2023-04-15T15:42:33Z,4189631615,197,8688,4189631611,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4189631613,194,9r0t3f2nw0d1a17c9onvjgd05,4189631607,59,"1, 33, 3, 15, 4, 22, 8, 14, 26, 17, 24, 32, 10, 13, 19, 30, 34, 31",4189631605,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4189631617,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189631603,30,"24ptrmidgqdyq5sryicc2g9hw, 12ikbba7ljix94ajt4e137jmc, ero1axtkr33y6yetn4uti2oyx, q195fj3dlx9i3r0zno98nhuc, 2to7qgaomc72knk6y1689ihka, 9r0t3f2nw0d1a17c9onvjgd05, ds4tjev271co53fycw64y4kfe, 3w9nqzmvm6df5becqtvypo5w5, aeoazf90glk79a2puhpm06pyh, b062pdmskviwqwzf5dckoffmd, a36nwipwjfluk0rjfjzdiflk9, 9ah2i9fmqrt839cf9iusbsutw, e9e2sdrwd5g6m8kfpxpe8ml79, 58zv1pd350niecmu275p4xyqc, 5b3esi4e6l86aqvprt9l16uqc, 7iuwrwcupehj978vpf8sep591, blv6iv0n7rn0dsipese41dmvo, dr32v8gz4b1490rzr9wxo37ro",4189631609,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505133,2,32,1,0,0,114h4h9ekimxmk95iypp478kk,1,0,0,2023-04-15T11:46:11.232Z,2023-04-15T11:46:13Z,4189633189,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505111,2,32,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-04-15T11:46:11.232Z,2023-04-15T11:46:11Z,4189633127,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505157,3,1,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,50,50,2023-04-15T11:46:11.332Z,2023-04-15T11:46:13Z,4189633309,279,S,4189633295,56,Back,4189633303,212,21.0,4189633299,141,57.5,4189633307,213,2.9,4189633297,140,30.6,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505191,4,1,1,0,2,dgpni8xwxjhgekjmg0m8bb6nv,1,31.7,57.5,2023-04-15T11:46:13.668Z,2023-04-15T11:46:15Z,4189633491,212,15.6,4189633487,140,28.3,4189633493,213,4.5,4189633489,141,35.2,4189633485,56,Back,,,,,,,,,,q195fj3dlx9i3r0zno98nhuc,A. Donnary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505211,5,1,1,0,4,dgpni8xwxjhgekjmg0m8bb6nv,1,28.3,35.2,2023-04-15T11:46:15.413Z,2023-04-15T11:46:17Z,4189633563,141,38.5,4189633565,212,11.8,4189633561,140,39.3,4189633567,213,0.2,4189633559,56,Back,,,,,,,,,,2to7qgaomc72knk6y1689ihka,C. Collin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505391,6,1,1,0,5,dgpni8xwxjhgekjmg0m8bb6nv,1,33,40.9,2023-04-15T11:46:16.949Z,2023-04-15T11:46:25Z,4189634243,141,16.4,4189634239,56,Back,4189634241,140,29.6,4189634245,212,17.0,4189634247,213,4.5,,,,,,,,,,q195fj3dlx9i3r0zno98nhuc,A. Donnary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505457,7,1,1,0,13,dgpni8xwxjhgekjmg0m8bb6nv,0,64.4,19.7,2023-04-15T11:46:25.124Z,2023-04-15T11:55:12Z,4189634633,213,0.1,4189634621,56,Center,4189634631,212,30.1,4189634623,140,93.0,4189634627,141,22.4,,,,,,,,,,ero1axtkr33y6yetn4uti2oyx,M. Belkhiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533505565,3,12,1,0,17,114h4h9ekimxmk95iypp478kk,1,4.9,78.7,2023-04-15T11:46:28.298Z,2023-04-15T11:46:42Z,4189635161,212,1.8,4189635507,397,,4189635163,213,2.0,4189635157,140,4.2,4189635155,56,Back,4189635509,233,8,4189635159,141,81.1,,,,bgywqsemj5lsfro2hc77q532t,D. Chatelin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
