id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value
2524155617,1,34,16,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2023-03-24T16:52:26.791Z,2023-03-24T17:28:08Z,4121394323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4121394315,30,"7ei82jx0voz3m7g64d9ewmggl, 7mehuya25b282lf1aqllzc3px, ejzz3wi6gxujl6idun7k9wmvp, 3o1we6pb4axflmhkn1r0b01xx, 3taxlkn9lb7otwvgbx9gyo82x, cf88cbpwlbfw6ampeklh3kcbu, akldj20vfqfopuvurujsgtsd1, 8lqbmqjrc7ikjm0me2fsdej11, 1jlc387u7fdpnnus9nlsb179w, 996uvthtn0ho4doic5mcty6z9, 8ls23zdsn7vn3bsx8o3gzwrh0, arw9e50in9zw8e9eoul9x8rje, aeflx5i3gxg18wch6cjj7nw9g, ctcrlz7c9s8wibhvt47dy6hw4, et3yygjf96h7sgd43lb5t1yj8, 7drwwysuo9wwjrun0u3gp8r85, 9k44thez31exd8pbq7i5wdbs9, 2zxnm6bkhkjolx1esz593wk45",4121394317,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4121394319,59,"1, 12, 7, 8, 25, 4, 10, 21, 13, 27, 9, 2, 6, 15, 19, 26, 29, 30",4121394325,194,akldj20vfqfopuvurujsgtsd1,4121394327,197,8452,4121394321,130,4,4121394329,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524158835,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-03-24T17:16:10.295Z,2023-03-24T17:33:36Z,4121412417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4121412393,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 664ior41q0qf71vnhq0tp1j9x, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, cjgr7t23bk1l43hegrkmtslih, 7h91cdyjl0cpxj5lpzdsto3it, 88n7oswbclrfxt277vp6vpgd0, 2pd1juglwcvhspyva4soomyy2, bly2raemyl0xp39jiktm4u5sl, 9214qm6nuq4zwnnvzmugrfutx, ik5uqc55sdiwjjzh28c21byt, 55m2s1hr0yoxyec1lqooi03ys, 87fq93e9x1yy4thmeituciycq, 79u53wc88br80qmqpdumqlct0, bdy7qt72his7vubbamqgultec, 91toyaeebwt0fcujt1pw7e4no",4121412415,197,9552,4121412405,130,10,4121412409,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4121412397,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4121412401,59,"16, 18, 14, 3, 27, 29, 22, 8, 9, 19, 6, 1, 7, 12, 23, 26, 31, 33",4121412413,194,dwjgtp47ky7v5as2a2jradihh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162821,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-03-24T17:30:19.402Z,2023-03-24T17:30:19Z,4121434939,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162817,2,32,1,0,0,97jxqfbi28yoeedjbbw5xqhyi,1,0,0,2023-03-24T17:30:19.402Z,2023-03-24T17:30:19Z,4121434937,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162851,3,1,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,50.1,50,2023-03-24T17:30:19.502Z,2023-03-24T18:18:24Z,4121435095,212,4.0,4121435097,213,3.7,4121435091,140,46.9,4121435099,279,S,4121435093,141,46.9,4121435089,56,Back,,,,,,,2pd1juglwcvhspyva4soomyy2,N. Ali Nadjim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162869,4,1,1,0,3,2gmv49xieg3zee2hx0lhcp17u,1,46.9,47.8,2023-03-24T17:30:23.255Z,2023-03-24T17:30:25Z,4121435185,140,36.7,4121435187,141,64.8,4121435189,212,15.8,4121435183,56,Back,4121435191,213,2.3,,,,,,,,,,7h91cdyjl0cpxj5lpzdsto3it,S. Elisor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162899,5,1,1,0,5,2gmv49xieg3zee2hx0lhcp17u,1,34.9,63.6,2023-03-24T17:30:24.935Z,2023-03-24T17:30:30Z,4121435351,212,16.9,4121435349,141,46.7,4121435353,213,3.9,4121435347,140,23.1,4121435345,56,Back,,,,,,,,,,664ior41q0qf71vnhq0tp1j9x,F. Hoarau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162921,6,1,1,0,10,2gmv49xieg3zee2hx0lhcp17u,1,22.4,40,2023-03-24T17:30:30.199Z,2023-03-24T17:30:33Z,4121435459,140,11.6,4121435463,212,11.5,4121435465,213,3.3,4121435457,56,Back,4121435461,141,37.6,,,,,,,,,,2mo6msido3zv2vk24hed9rs9h,K. Gadéa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162933,7,1,1,0,13,2gmv49xieg3zee2hx0lhcp17u,0,13.8,34.2,2023-03-24T17:30:32.934Z,2023-03-24T17:30:36Z,4121435517,56,Back,4121435523,212,32.8,4121435515,155,,4121435519,140,42.9,4121435527,1,,4121435525,213,5.9,4121435521,141,16.8,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524162927,3,44,1,0,13,97jxqfbi28yoeedjbbw5xqhyi,1,59,81,2023-03-24T17:30:33.167Z,2023-03-24T17:30:35Z,4121435491,286,,4121435567,233,8,4121435489,56,Left,,,,,,,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,
