id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2473803285,6,1,1,0,15,9s9jvki6htleffykj88qcpwpy,1,22.5,91.1,2022-10-18T11:17:05.541Z,2022-10-18T11:17:07Z,3853612847,213,5.8,3853612843,141,79.6,3853612845,212,17.8,3853612841,140,37.7,3853612835,155,,3853612839,56,Back,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803287,7,61,1,0,17,9s9jvki6htleffykj88qcpwpy,0,39.1,79.1,2022-10-18T11:17:07.703Z,2022-10-18T11:17:08Z,3853612855,56,Back,,,,,,,,,,,,,,,,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803317,6,1,1,0,20,97jxqfbi28yoeedjbbw5xqhyi,1,55.7,21.5,2022-10-18T11:17:10.453Z,2022-10-18T11:17:12Z,3853613017,140,60.3,3853613023,213,5.6,3853613015,56,Right,3853613019,141,15.5,3853613021,212,6.3,,,,,,,,,,11249ix42zyb89ipxrymbb2tw,L. Baga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803319,7,61,1,0,21,97jxqfbi28yoeedjbbw5xqhyi,0,60.3,15.5,2022-10-18T11:17:12.098Z,2022-10-18T11:17:12Z,3853613027,56,Right,,,,,,,,,,,,,,,,,,,,,,552lzdgzrbb27bech7ow3v9hx,C. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803331,8,1,1,0,22,9s9jvki6htleffykj88qcpwpy,1,34.7,83.6,2022-10-18T11:17:12.741Z,2022-10-18T11:17:13Z,3853613065,213,3.0,3853613057,56,Back,3853613061,141,86.9,3853613063,212,16.1,3853613059,140,19.5,,,,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803341,9,1,1,0,23,9s9jvki6htleffykj88qcpwpy,0,19.5,86.9,2022-10-18T11:17:13.753Z,2022-10-18T11:17:14Z,3853613093,56,Back,3853613097,141,91.2,3853613099,212,10.2,3853613101,213,0.3,3853613095,140,28.8,,,,,,,,,,5es3kc7x38rotmzzcs46kb3hm,É. Sévenne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803385,8,1,1,0,26,97jxqfbi28yoeedjbbw5xqhyi,0,62.6,14.1,2022-10-18T11:17:16.389Z,2022-10-18T11:17:19Z,3853613293,286,,3853613279,212,2.1,3853613289,233,10,3853613281,213,0.7,3853613275,140,64.1,3853613273,56,Right,3853613287,236,,3853613277,141,16.2,arw9e50in9zw8e9eoul9x8rje,S. Kassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803375,10,74,1,0,26,9s9jvki6htleffykj88qcpwpy,1,28.8,87.1,2022-10-18T11:17:16.390Z,2022-10-18T11:17:19Z,3853613247,285,,3853613245,56,Back,3853613319,233,8,,,,,,,,,,,,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803443,9,49,1,0,34,97jxqfbi28yoeedjbbw5xqhyi,1,48,29.7,2022-10-18T11:17:24.707Z,2022-10-18T11:17:24Z,,,,,,,,,,,,,,,,,,,,,,,,,arw9e50in9zw8e9eoul9x8rje,S. Kassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803457,10,1,1,0,34,97jxqfbi28yoeedjbbw5xqhyi,1,48,29.7,2022-10-18T11:17:25.186Z,2022-10-18T11:17:26Z,3853613593,213,2.1,3853613591,212,28.1,3853613587,140,35.3,3853613589,141,66.0,3853613585,56,Back,,,,,,,,,,arw9e50in9zw8e9eoul9x8rje,S. Kassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803461,11,1,1,0,36,97jxqfbi28yoeedjbbw5xqhyi,0,32.7,65.7,2022-10-18T11:17:26.705Z,2022-10-18T12:07:38Z,3853613611,212,30.4,3853613607,140,61.3,3853613609,141,72.9,3853613613,213,0.2,3853613605,56,Center,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803469,11,49,1,0,38,9s9jvki6htleffykj88qcpwpy,1,24.6,18.9,2022-10-18T11:17:28.260Z,2022-10-18T11:17:28Z,,,,,,,,,,,,,,,,,,,,,,,,,dhmjb5r24tlk47urk93o5kj1m,M. Antoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803479,12,1,1,0,38,9s9jvki6htleffykj88qcpwpy,1,24.6,18.9,2022-10-18T11:17:28.455Z,2022-10-18T11:17:29Z,3853613667,141,23.6,3853613663,56,Back,3853613665,140,35.4,3853613669,212,11.8,3853613671,213,0.3,,,,,,,,,,dhmjb5r24tlk47urk93o5kj1m,M. Antoine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803491,13,1,1,0,39,9s9jvki6htleffykj88qcpwpy,1,35.4,23.6,2022-10-18T11:17:29.524Z,2022-10-18T11:17:31Z,3853613707,212,9.7,3853613703,140,32.0,3853613701,56,Back,3853613705,141,10.3,3853613709,213,4.3,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803517,14,1,1,0,40,9s9jvki6htleffykj88qcpwpy,1,31.5,6.4,2022-10-18T11:17:30.965Z,2022-10-18T11:17:34Z,3853613853,56,Back,3853613857,141,9.1,3853613859,212,14.1,3853613855,140,18.2,3853613861,213,3.0,,,,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803523,15,50,1,0,44,9s9jvki6htleffykj88qcpwpy,1,18,9,2022-10-18T11:17:34.310Z,2022-10-18T11:17:37Z,3853613893,56,Back,3853613895,285,,3853613941,233,12,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803535,12,7,1,0,44,97jxqfbi28yoeedjbbw5xqhyi,1,82,91,2022-10-18T11:17:34.311Z,2022-10-18T11:17:37Z,3853613917,56,Left,3853613919,286,,3853613931,233,15,,,,,,,,,,,,,,,,1jlc387u7fdpnnus9nlsb179w,R. Kouassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803539,13,49,1,0,46,97jxqfbi28yoeedjbbw5xqhyi,1,74.4,89.3,2022-10-18T11:17:36.452Z,2022-10-18T11:17:36Z,,,,,,,,,,,,,,,,,,,,,,,,,1jlc387u7fdpnnus9nlsb179w,R. Kouassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803547,14,50,1,0,46,97jxqfbi28yoeedjbbw5xqhyi,1,83.6,96.2,2022-10-18T11:17:36.646Z,2022-10-18T11:17:39Z,3853613989,233,16,3853613949,286,,3853613947,56,Left,,,,,,,,,,,,,,,,1jlc387u7fdpnnus9nlsb179w,R. Kouassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803549,16,7,1,0,46,9s9jvki6htleffykj88qcpwpy,1,16.4,3.8,2022-10-18T11:17:36.647Z,2022-10-18T11:17:39Z,3853613977,233,14,3853613951,56,Back,3853613953,285,,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803553,17,49,1,0,48,9s9jvki6htleffykj88qcpwpy,1,13.5,3.7,2022-10-18T11:17:38.328Z,2022-10-18T11:17:38Z,,,,,,,,,,,,,,,,,,,,,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803577,18,1,1,0,49,9s9jvki6htleffykj88qcpwpy,1,18.4,3.4,2022-10-18T11:17:39.606Z,2022-10-18T11:17:42Z,3853614047,212,35.8,3853614043,140,47.0,3853614045,141,32.1,3853614041,56,Back,3853614039,157,,3853614049,213,0.6,3853614051,1,,,,,1fcucvr07kupgc9ivux6cf76c,Y. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803593,19,1,1,0,51,9s9jvki6htleffykj88qcpwpy,0,50.3,30.9,2022-10-18T11:17:42.197Z,2022-10-18T11:17:43Z,3853614103,168,,3853614111,212,21.6,3853614107,140,62.2,3853614109,141,56.9,3853614105,56,Center,3853614113,213,1.0,3853614101,3,,,,,dsm8r3i2k45d7vlqkmzaog9w4,Z. Stiévenart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803597,15,49,1,0,53,97jxqfbi28yoeedjbbw5xqhyi,1,32.9,54,2022-10-18T11:17:43.953Z,2022-10-18T11:17:44Z,,,,,,,,,,,,,,,,,,,,,,,,,9k44thez31exd8pbq7i5wdbs9,M. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803643,16,1,1,0,57,97jxqfbi28yoeedjbbw5xqhyi,1,33.6,48.7,2022-10-18T11:17:47.586Z,2022-10-18T11:17:50Z,3853614291,213,5.0,3853614287,141,3.2,3853614283,56,Back,3853614285,140,41.2,3853614289,212,32.0,,,,,,,,,,9k44thez31exd8pbq7i5wdbs9,M. Diakité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803661,17,1,1,1,0,97jxqfbi28yoeedjbbw5xqhyi,1,58.3,5.8,2022-10-18T11:17:50.516Z,2022-10-18T11:17:52Z,3853614379,212,5.4,3853614381,213,1.2,3853614375,140,60.2,3853614373,56,Right,3853614377,141,13.2,,,,,,,,,,552lzdgzrbb27bech7ow3v9hx,C. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803665,18,61,1,1,2,97jxqfbi28yoeedjbbw5xqhyi,0,61.2,16.1,2022-10-18T11:17:52.390Z,2022-10-18T11:17:52Z,3853614389,56,Right,,,,,,,,,,,,,,,,,,,,,,arw9e50in9zw8e9eoul9x8rje,S. Kassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803671,20,49,1,1,3,9s9jvki6htleffykj88qcpwpy,1,34.4,85.7,2022-10-18T11:17:53.751Z,2022-10-18T11:17:53Z,,,,,,,,,,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803681,19,45,1,1,4,97jxqfbi28yoeedjbbw5xqhyi,0,63.1,17.8,2022-10-18T11:17:54.341Z,2022-10-18T11:17:56Z,3853614439,56,Right,3853614441,285,,3853614493,233,21,,,,,,,,,,,,,,,,arw9e50in9zw8e9eoul9x8rje,S. Kassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803699,21,3,1,1,4,9s9jvki6htleffykj88qcpwpy,1,36.9,82.2,2022-10-18T11:17:54.341Z,2022-10-18T11:17:56Z,3853614483,233,19,3853614473,286,,3853614471,56,Back,,,,,,,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803715,22,1,1,1,5,9s9jvki6htleffykj88qcpwpy,1,33.2,70,2022-10-18T11:17:55.795Z,2022-10-18T11:17:57Z,3853614519,213,6.0,3853614511,56,Center,3853614515,141,60.2,3853614513,140,53.3,3853614517,212,22.1,,,,,,,,,,2cp4j91pqwjvy7as74ckhc4wl,L. Cance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803733,23,1,1,1,6,9s9jvki6htleffykj88qcpwpy,1,53.3,60.2,2022-10-18T11:17:57.047Z,2022-10-18T11:17:58Z,3853614555,213,3.7,3853614551,141,47.0,3853614553,212,15.8,3853614579,156,,3853614547,56,Back,3853614549,140,40.9,,,,,,,56n1erg5gb7fq7ab8hz42bug9,A. Lamontagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803753,24,1,1,1,9,9s9jvki6htleffykj88qcpwpy,0,41.4,43.4,2022-10-18T11:17:59.446Z,2022-10-18T11:18:00Z,3853614643,141,44.2,3853614647,213,0.0,3853614639,56,Center,3853614645,212,27.5,3853614641,140,67.6,,,,,,,,,,2avvvwtcdl6hmzxei5qhjo4ph,S. Barbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803769,20,49,1,1,12,97jxqfbi28yoeedjbbw5xqhyi,1,32.1,66.3,2022-10-18T11:18:02.803Z,2022-10-18T11:18:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803793,21,1,1,1,13,97jxqfbi28yoeedjbbw5xqhyi,1,32.4,67,2022-10-18T11:18:03.347Z,2022-10-18T11:18:05Z,3853614797,213,3.7,3853614793,141,50.1,3853614791,140,14.1,3853614795,212,22.4,3853614789,56,Back,,,,,,,,,,ejzz3wi6gxujl6idun7k9wmvp,M. Levasseur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803877,22,1,1,1,15,97jxqfbi28yoeedjbbw5xqhyi,1,13.4,47.5,2022-10-18T11:18:05.825Z,2022-10-18T11:18:14Z,3853615089,212,38.1,3853615085,140,37.7,3853615081,155,,3853615083,56,Back,3853615087,141,5.8,3853615091,213,5.4,3853615093,1,,,,,7ei82jx0voz3m7g64d9ewmggl,M. Heil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803881,23,50,1,1,24,97jxqfbi28yoeedjbbw5xqhyi,1,37.4,4.6,2022-10-18T11:18:14.561Z,2022-10-18T11:18:17Z,3853615133,233,25,3853615099,56,Back,3853615101,286,,,,,,,,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803891,25,7,1,1,24,9s9jvki6htleffykj88qcpwpy,1,62.6,95.4,2022-10-18T11:18:14.562Z,2022-10-18T11:18:16Z,3853615117,167,,3853615127,233,23,3853615121,285,,3853615119,56,Left,,,,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803947,24,5,1,1,26,97jxqfbi28yoeedjbbw5xqhyi,1,35.6,-1.6,2022-10-18T11:18:16.327Z,2022-10-18T12:16:14Z,3853615347,56,Back,3853615379,233,26,3853615349,347,,,,,,,,,,,,,,,,,8lqbmqjrc7ikjm0me2fsdej11,M. Dafeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803899,26,5,1,1,26,9s9jvki6htleffykj88qcpwpy,0,64.4,101.6,2022-10-18T11:18:16.327Z,2022-10-18T11:18:23Z,3853615155,347,,3853615395,233,24,3853615153,56,Left,,,,,,,,,,,,,,,,5orsug2d4b7zzjat6eh9ks2qd,C. Bornes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803975,25,1,1,1,32,97jxqfbi28yoeedjbbw5xqhyi,1,36.2,0,2022-10-18T11:18:22.596Z,2022-10-18T11:18:24Z,3853615485,107,,3853615489,140,46.5,3853615487,56,Back,3853615495,213,0.5,3853615491,141,6.2,3853615493,212,12.1,,,,,,,552lzdgzrbb27bech7ow3v9hx,C. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803983,26,1,1,1,34,97jxqfbi28yoeedjbbw5xqhyi,1,44.8,7,2022-10-18T11:18:24.481Z,2022-10-18T12:07:19Z,3853615515,56,Back,3853615519,141,6.7,3853615521,212,5.7,3853615517,140,39.4,3853615523,213,3.2,,,,,,,,,,3o1we6pb4axflmhkn1r0b01xx,E. Kamczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473803991,27,1,1,1,35,97jxqfbi28yoeedjbbw5xqhyi,0,37.7,6.8,2022-10-18T11:18:26.053Z,2022-10-18T11:18:26Z,3853615551,141,2.5,3853615555,213,6.0,3853615547,56,Back,3853615549,140,48.0,3853615553,212,11.2,,,,,,,,,,552lzdgzrbb27bech7ow3v9hx,C. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473804011,27,49,1,1,38,9s9jvki6htleffykj88qcpwpy,1,62.5,94.7,2022-10-18T11:18:28.359Z,2022-10-18T11:18:46Z,,,,,,,,,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473804021,28,3,1,1,38,9s9jvki6htleffykj88qcpwpy,0,63.2,93.6,2022-10-18T11:18:29.061Z,2022-10-18T11:19:38Z,3853615661,286,,3853615659,56,Left,3853615673,211,,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473804055,28,49,1,1,42,97jxqfbi28yoeedjbbw5xqhyi,1,58.6,20.1,2022-10-18T11:18:33.154Z,2022-10-18T11:18:33Z,,,,,,,,,,,,,,,,,,,,,,,,,arw9e50in9zw8e9eoul9x8rje,S. Kassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473804065,29,1,1,1,43,97jxqfbi28yoeedjbbw5xqhyi,1,59.3,25.2,2022-10-18T11:18:33.733Z,2022-10-18T11:18:35Z,3853615817,141,40.0,3853615813,56,Center,3853615815,140,58.1,3853615821,213,1.7,3853615819,212,10.1,,,,,,,,,,arw9e50in9zw8e9eoul9x8rje,S. Kassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473804069,30,50,1,1,44,97jxqfbi28yoeedjbbw5xqhyi,1,51,42.8,2022-10-18T11:18:35.125Z,2022-10-18T11:18:40Z,3853615831,286,,3853615965,233,29,3853615829,56,Center,,,,,,,,,,,,,,,,1jlc387u7fdpnnus9nlsb179w,R. Kouassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473804107,29,7,1,1,44,9s9jvki6htleffykj88qcpwpy,1,49,57.2,2022-10-18T11:18:35.126Z,2022-10-18T11:18:40Z,3853615953,233,30,3853615945,56,Back,3853615947,285,,,,,,,,,,,,,,,,,8ra0s724ht9u3luvku2ytnrze,F. Bogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473804109,30,50,1,1,48,9s9jvki6htleffykj88qcpwpy,1,61,51.4,2022-10-18T11:18:38.465Z,2022-10-18T12:07:38Z,3853615949,56,Center,3853615951,286,,3853615973,233,31,,,,,,,,,,,,,,,,9rab5estxnvvhj8evql7j68rt,O. Saunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
