id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2511835511,1,34,16,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-02-25T12:05:42.556Z,2023-02-25T13:06:50Z,4053959559,194,eblfqwhpxhw6775m134ov2e0a,4053959549,30,"dwjgtp47ky7v5as2a2jradihh, 6rcnj96do9ermnza1covi9ujt, 5kg2obqjcypb3d2yt4d4xoo2x, 5x0qvm5o4qbijkh8r8vs2ys45, 2mo6msido3zv2vk24hed9rs9h, eblfqwhpxhw6775m134ov2e0a, cjgr7t23bk1l43hegrkmtslih, bly2raemyl0xp39jiktm4u5sl, 2pd1juglwcvhspyva4soomyy2, 87fq93e9x1yy4thmeituciycq, ik5uqc55sdiwjjzh28c21byt, 9214qm6nuq4zwnnvzmugrfutx, 664ior41q0qf71vnhq0tp1j9x, 7h91cdyjl0cpxj5lpzdsto3it, e3i1n2mnbwqi33q2t541fjy1g, 55m2s1hr0yoxyec1lqooi03ys, vbbjswuih75z7771voxd7bbo, 79u53wc88br80qmqpdumqlct0",4053959561,197,8444,4053959551,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4053959563,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053959553,59,"16, 18, 14, 10, 27, 29, 22, 6, 19, 23, 7, 1, 3, 8, 11, 12, 21, 26",4053959557,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053959555,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511836523,1,34,16,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-02-25T12:07:31.462Z,2023-02-25T13:11:47Z,4053979771,197,9975,4053964319,59,"30, 14, 3, 7, 22, 4, 15, 10, 26, 17, 11, 9, 13, 16, 19, 33, 31, 32",4053964321,130,2,4053964327,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4053964317,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4053964323,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4053964325,194,9r0t3f2nw0d1a17c9onvjgd05,4053964315,30,"7iuwrwcupehj978vpf8sep591, 3w9nqzmvm6df5becqtvypo5w5, ero1axtkr33y6yetn4uti2oyx, 1vj4sunehr71tbbpu6zsp6dw5, 9r0t3f2nw0d1a17c9onvjgd05, 2to7qgaomc72knk6y1689ihka, q195fj3dlx9i3r0zno98nhuc, e9e2sdrwd5g6m8kfpxpe8ml79, aeoazf90glk79a2puhpm06pyh, b062pdmskviwqwzf5dckoffmd, 3o5f01ay5uqzeb3xunhguvsyy, 6oxe2vmgkxzl4dfz5cdqbajmd, 58zv1pd350niecmu275p4xyqc, es2n7ru62e3o5w19jndi83pxw, 5b3esi4e6l86aqvprt9l16uqc, 12ikbba7ljix94ajt4e137jmc, 1yit4nj2b1ovluxf7te3q6590, 604tguqq9su988nbf2cezltzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859897,2,32,1,0,0,2gmv49xieg3zee2hx0lhcp17u,1,0,0,2023-02-25T12:46:26.820Z,2023-02-25T12:46:26Z,4054079013,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859917,2,32,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,0,0,2023-02-25T12:46:26.820Z,2023-02-25T12:46:28Z,4054079081,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511859983,3,1,1,0,0,dgpni8xwxjhgekjmg0m8bb6nv,1,49.7,50,2023-02-25T12:46:26.920Z,2023-02-25T12:46:33Z,4054079411,279,S,4054079405,141,56.7,4054079401,56,Back,4054079407,212,19.2,4054079409,213,2.9,4054079403,140,31.9,,,,,,,aeoazf90glk79a2puhpm06pyh,D. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511860013,4,1,1,0,6,dgpni8xwxjhgekjmg0m8bb6nv,1,31.8,55.2,2023-02-25T12:46:33.342Z,2023-02-25T12:46:35Z,4054079543,140,28.4,4054079547,212,22.9,4054079545,141,21.9,4054079549,213,4.6,4054079541,56,Back,,,,,,,,,,9r0t3f2nw0d1a17c9onvjgd05,S. Tandia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511860029,5,1,1,0,8,dgpni8xwxjhgekjmg0m8bb6nv,0,28.9,21.2,2023-02-25T12:46:35.502Z,2023-02-25T12:46:36Z,4054079615,140,63.7,4054079617,141,5.2,4054079623,1,,4054079613,56,Right,4054079621,213,6.0,4054079619,212,38.1,,,,,,,3o5f01ay5uqzeb3xunhguvsyy,L. Pinot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511860069,3,49,1,0,12,2gmv49xieg3zee2hx0lhcp17u,1,29.2,96.8,2023-02-25T12:46:39.091Z,2023-02-25T12:46:39Z,,,,,,,,,,,,,,,,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511860095,4,1,1,0,12,2gmv49xieg3zee2hx0lhcp17u,1,29.2,96.8,2023-02-25T12:46:39.376Z,2023-02-25T12:46:41Z,4054079905,140,8.8,4054079911,213,3.9,4054079907,141,67.5,4054079909,212,29.3,4054079903,56,Back,,,,,,,,,,5kg2obqjcypb3d2yt4d4xoo2x,R. Enguehard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511860155,5,1,1,0,14,2gmv49xieg3zee2hx0lhcp17u,1,8.8,67.5,2023-02-25T12:46:41.200Z,2023-02-25T12:46:46Z,4054080239,1,,4054080231,140,44.0,4054080229,56,Back,4054080237,213,0.5,4054080233,141,94.1,4054080235,212,41.1,4054080227,157,,,,,dwjgtp47ky7v5as2a2jradihh,L. Philippe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
