id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/12/value,qualifier/13/value
2467009981,1,34,16,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-10-03T13:40:09.083Z,2022-10-03T13:42:02Z,3817408711,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3817408709,197,9442,3817408705,130,7,3817409879,194,dpyv59tmgrenfals4e16d5lre,3817408699,30,"1tvu4rv4o96wqjzk836y9bp3p, dpyv59tmgrenfals4e16d5lre, ehxz768zrgon8drwzlso5k0t0, uspe8sp6q4a5o6kc9n6rnyp6, dvyjggz5eiinhhozhb17s707p, ccz23lbc4iuxsq4tcplzv37ys, 4p2fapncvvibg0l9ungou0tbe, wibn2uli25nw0w4ddbohhnje, 4rdywd4n4j0cdzfoifpd35ujt, aga4leu1tmnv7kibufwr119be, aezrukbmz28x3b11eq9c5m0ru, c7ybrnt131jx4z31cfo6bx4a, 4jxsimbrhvzfwfc3krnld59wq, cuy5d1nzj2yd36g3fydirt562, 2o9qsqvvvl3x6oeacd8iugbv8, 50n0y7qp9ofpbqgjy8odjwavo, dxojafbkfxjskl0ek4nucrnpx, 8u07022ya717vwhyttayv6hp0",3817408703,59,"1, 22, 14, 15, 5, 17, 13, 9, 8, 10, 11, 3, 6, 19, 21, 28, 30, 33",3817408701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3817408707,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010183,1,34,16,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-10-03T13:42:04.297Z,2022-10-03T13:51:01Z,3817409899,59,"1, 8, 13, 19, 6, 17, 10, 9, 11, 20, 14, 5, 18, 23, 25, 30, 33, 34",3817418333,194,jbxmumw5e6sad0zo1hljqnl5,3817409895,30,"3h1cw632st7suexo3fo6aremt, 7gisthugglsa8l3wah7gw2klx, 24w5egwdnqme3z091t0e71c2y, eafhhlki76tgbbrwgeof4spyi, c6wlz59l4w2pe0o5xj6nbks4q, 5d6w6h4s9rfioy07y1rqrmgyy, 85cmw667ykiku1pzcj07jreg9, jbxmumw5e6sad0zo1hljqnl5, 3nahmpoi0glxeu95ip8hx8odm, 2k7qjez21ghq91378ecc585w5, 5vvgnuyaxp4x7hvzmgkku3pm2, c59ms3k7ezd0x0qgmmq734lqs, ev3mgnq60hfy9raxynpjhj3mc, 1eo54huy053pgofiws2n36s16, 7alrgsdv6ycykqgigqizax39x, bskf1il58p43z2gv68wwtmivo, 69myhtj81ne76e2j247op1qms, 5689ghiqnts8d1mvwr6unjm6s",3817409907,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3817409901,130,17,3817409903,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3817409897,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3817409905,197,10705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010315,2,32,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,0,0,2022-10-03T13:42:45.915Z,2022-10-03T13:42:46Z,3817410525,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010317,2,32,1,0,0,86c88s72zckr0kdwv0mu7kn3d,1,0,0,2022-10-03T13:42:45.915Z,2022-10-03T13:42:46Z,3817410527,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010323,3,1,1,0,0,drnln5nhp7dqype6j3upkoiqp,1,50.1,49.9,2022-10-03T13:42:46.015Z,2022-10-03T14:29:27Z,3817410571,56,Back,3817410577,212,14.9,3817410573,140,36.7,3817410581,279,S,3817410579,213,3.5,3817410575,141,42.8,,,,,,,3nahmpoi0glxeu95ip8hx8odm,A. Péniguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010333,4,1,1,0,3,drnln5nhp7dqype6j3upkoiqp,1,36.7,42.8,2022-10-03T13:42:49.401Z,2022-10-03T14:29:33Z,3817410627,140,34.7,3817410633,213,1.8,3817410629,141,58.5,3817410625,56,Back,3817410631,212,10.9,,,,,,,,,,85cmw667ykiku1pzcj07jreg9,S. Daoudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467018859,437,1,1,0,4,drnln5nhp7dqype6j3upkoiqp,1,31.2,58.7,2022-10-03T13:42:49.915Z,2022-10-03T14:29:49Z,3817455851,140,26.4,3817455853,141,53.3,3817455849,56,Back,3817455855,212,6.2,3817455857,213,3.8,,,,,,,,,,jbxmumw5e6sad0zo1hljqnl5,S. Cambot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010343,5,1,1,0,10,drnln5nhp7dqype6j3upkoiqp,1,25.2,57.3,2022-10-03T13:42:56.169Z,2022-10-03T14:29:50Z,3817410689,141,76.0,3817410693,213,1.7,3817410685,56,Back,3817410691,212,12.8,3817410687,140,23.6,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010347,6,1,1,0,11,drnln5nhp7dqype6j3upkoiqp,1,23.6,76,2022-10-03T13:42:57.689Z,2022-10-03T14:29:57Z,3817410707,212,10.3,3817410709,213,4.8,3817410705,141,60.9,3817410703,140,24.3,3817410701,56,Back,,,,,,,,,,eafhhlki76tgbbrwgeof4spyi,E. Jézéquel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467010371,7,1,1,0,12,drnln5nhp7dqype6j3upkoiqp,1,24.3,60.9,2022-10-03T13:42:58.809Z,2022-10-03T13:43:04Z,3817410793,56,Back,3817410799,212,14.6,3817410795,140,12.1,3817410797,141,50.6,3817410801,213,3.6,,,,,,,,,,c6wlz59l4w2pe0o5xj6nbks4q,S. Julini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
